time,PT.GN2_High.sample_ts_ms
2026-03-06 13:28:05.177607,3277159225
2026-03-06 13:28:05.278179,3277159325
2026-03-06 13:28:05.379737,3277159426
2026-03-06 13:28:05.480296,3277159527
2026-03-06 13:28:05.581227,3277159628
2026-03-06 13:28:05.682236,3277159729
2026-03-06 13:28:05.78414,3277159831
2026-03-06 13:28:05.884967,3277159932
2026-03-06 13:28:05.98606,3277160033
2026-03-06 13:28:06.087226,3277160134
2026-03-06 13:28:06.188128,3277160235
2026-03-06 13:28:06.289693,3277160336
2026-03-06 13:28:06.390577,3277160437
2026-03-06 13:28:06.491137,3277160538
2026-03-06 13:28:06.592128,3277160639
2026-03-06 13:28:06.693714,3277160741
2026-03-06 13:28:06.794793,3277160842
2026-03-06 13:28:06.896111,3277160943
2026-03-06 13:28:06.99709,3277161044
2026-03-06 13:28:07.09865,3277161145
2026-03-06 13:28:07.199968,3277161247
2026-03-06 13:28:07.300388,3277161348
2026-03-06 13:28:07.401174,3277161448
2026-03-06 13:28:07.502113,3277161549
2026-03-06 13:28:07.603215,3277161650
2026-03-06 13:28:07.703974,3277161751
2026-03-06 13:28:07.805158,3277161852
2026-03-06 13:28:07.905831,3277161953
2026-03-06 13:28:08.00701,3277162054
2026-03-06 13:28:08.108038,3277162155
2026-03-06 13:28:08.208951,3277162256
2026-03-06 13:28:08.309748,3277162356
2026-03-06 13:28:08.410864,3277162458
2026-03-06 13:28:08.511255,3277162558
2026-03-06 13:28:08.612051,3277162659
2026-03-06 13:28:08.712744,3277162760
2026-03-06 13:28:08.81355,3277162861
2026-03-06 13:28:08.914597,3277162961
2026-03-06 13:28:09.015442,3277163063
2026-03-06 13:28:09.116779,3277163163
2026-03-06 13:28:09.217649,3277163264
2026-03-06 13:28:09.318679,3277163365
2026-03-06 13:28:09.419368,3277163466
2026-03-06 13:28:09.520512,3277163567
2026-03-06 13:28:09.621632,3277163668
2026-03-06 13:28:09.721347,3277163769
2026-03-06 13:28:09.822289,3277163869
2026-03-06 13:28:09.92382,3277163970
2026-03-06 13:28:10.024035,3277164071
2026-03-06 13:28:10.125095,3277164172
2026-03-06 13:28:10.225686,3277164273
2026-03-06 13:28:10.327223,3277164374
2026-03-06 13:28:10.428055,3277164475
2026-03-06 13:28:10.528887,3277164576
2026-03-06 13:28:10.630863,3277164677
2026-03-06 13:28:10.730904,3277164778
2026-03-06 13:28:10.832106,3277164879
2026-03-06 13:28:10.933062,3277164980
2026-03-06 13:28:11.033907,3277165081
2026-03-06 13:28:11.13487,3277165182
2026-03-06 13:28:11.235963,3277165283
2026-03-06 13:28:11.336335,3277165384
2026-03-06 13:28:11.437441,3277165485
2026-03-06 13:28:11.538901,3277165586
2026-03-06 13:28:11.640049,3277165687
2026-03-06 13:28:11.740837,3277165788
2026-03-06 13:28:11.84207,3277165889
2026-03-06 13:28:11.942857,3277165990
2026-03-06 13:28:12.043586,3277166091
2026-03-06 13:28:12.144782,3277166192
2026-03-06 13:28:12.245973,3277166293
2026-03-06 13:28:12.347751,3277166395
2026-03-06 13:28:12.449035,3277166496
2026-03-06 13:28:12.549867,3277166597
2026-03-06 13:28:12.651889,3277166699
2026-03-06 13:28:12.752743,3277166799
2026-03-06 13:28:12.853207,3277166900
2026-03-06 13:28:12.954033,3277167001
2026-03-06 13:28:13.055097,3277167102
2026-03-06 13:28:13.155691,3277167203
2026-03-06 13:28:13.256596,3277167304
2026-03-06 13:28:13.35734,3277167404
2026-03-06 13:28:13.458316,3277167505
2026-03-06 13:28:13.558492,3277167606
2026-03-06 13:28:13.659277,3277167706
2026-03-06 13:28:13.760454,3277167807
2026-03-06 13:28:13.861048,3277167908
2026-03-06 13:28:13.961974,3277168009
