time,PT.GSE_High.channel_id
2026-03-06 12:31:43.787906,11
2026-03-06 12:31:43.78861,11
2026-03-06 12:31:43.788923,11
2026-03-06 12:31:43.789336,11
2026-03-06 12:31:43.789744,11
2026-03-06 12:31:43.790096,11
2026-03-06 12:31:43.790385,11
2026-03-06 12:31:43.790527,11
2026-03-06 12:31:43.79061,11
2026-03-06 12:31:43.790689,11
2026-03-06 12:31:43.795288,11
2026-03-06 12:31:43.795714,11
2026-03-06 12:31:43.796075,11
2026-03-06 12:31:43.796442,11
2026-03-06 12:31:43.796774,11
2026-03-06 12:31:43.862447,11
2026-03-06 12:31:43.963878,11
2026-03-06 12:31:44.065385,11
2026-03-06 12:31:44.166457,11
2026-03-06 12:31:44.267749,11
2026-03-06 12:31:44.369293,11
2026-03-06 12:31:44.470273,11
2026-03-06 12:31:44.571215,11
2026-03-06 12:31:44.673328,11
2026-03-06 12:31:44.774706,11
2026-03-06 12:31:44.876228,11
2026-03-06 12:31:44.977044,11
2026-03-06 12:31:45.078567,11
2026-03-06 12:31:45.180931,11
2026-03-06 12:31:45.282185,11
2026-03-06 12:31:45.384132,11
2026-03-06 12:31:45.484741,11
2026-03-06 12:31:45.58605,11
2026-03-06 12:31:45.68755,11
2026-03-06 12:31:45.790057,11
2026-03-06 12:31:45.890867,11
2026-03-06 12:31:45.992098,11
2026-03-06 12:31:46.093683,11
2026-03-06 12:31:46.194627,11
2026-03-06 12:31:46.296351,11
2026-03-06 12:31:46.397341,11
2026-03-06 12:31:46.498504,11
2026-03-06 12:31:46.600137,11
2026-03-06 12:31:46.701436,11
2026-03-06 12:31:46.803044,11
2026-03-06 12:31:46.904389,11
2026-03-06 12:31:47.00644,11
2026-03-06 12:31:47.107373,11
2026-03-06 12:31:47.209077,11
2026-03-06 12:31:47.309781,11
2026-03-06 12:31:47.411142,11
2026-03-06 12:31:47.512106,11
2026-03-06 12:31:47.613445,11
2026-03-06 12:31:47.715252,11
2026-03-06 12:31:47.81695,11
2026-03-06 12:31:47.917966,11
2026-03-06 12:31:48.019132,11
2026-03-06 12:31:48.120625,11
2026-03-06 12:31:48.221547,11
2026-03-06 12:31:48.322421,11
2026-03-06 12:31:48.424183,11
2026-03-06 12:31:48.525642,11
2026-03-06 12:31:48.626145,11
2026-03-06 12:31:48.727512,11
2026-03-06 12:31:48.828217,11
2026-03-06 12:31:48.929251,11
2026-03-06 12:31:49.03059,11
