time,PT.Fuel_Fill_Press.sample_ts_ms
2026-03-06 12:52:05.95523,3275000002
2026-03-06 12:52:06.056241,3275000103
2026-03-06 12:52:06.157565,3275000204
2026-03-06 12:52:06.25853,3275000305
2026-03-06 12:52:06.359378,3275000406
2026-03-06 12:52:06.46019,3275000507
2026-03-06 12:52:06.560734,3275000608
2026-03-06 12:52:06.661686,3275000709
2026-03-06 12:52:06.762758,3275000810
2026-03-06 12:52:06.863621,3275000911
2026-03-06 12:52:06.96462,3275001012
2026-03-06 12:52:07.065378,3275001113
2026-03-06 12:52:07.166551,3275001214
2026-03-06 12:52:07.267457,3275001315
2026-03-06 12:52:07.368868,3275001416
2026-03-06 12:52:07.46972,3275001517
2026-03-06 12:52:07.570543,3275001618
2026-03-06 12:52:07.671327,3275001719
2026-03-06 12:52:07.772405,3275001819
2026-03-06 12:52:07.873215,3275001920
2026-03-06 12:52:07.974071,3275002021
2026-03-06 12:52:08.074876,3275002122
2026-03-06 12:52:08.176082,3275002223
2026-03-06 12:52:08.276643,3275002324
2026-03-06 12:52:08.378065,3275002425
2026-03-06 12:52:08.478719,3275002526
2026-03-06 12:52:08.579941,3275002627
2026-03-06 12:52:08.680555,3275002728
2026-03-06 12:52:08.781758,3275002829
2026-03-06 12:52:08.882709,3275002930
2026-03-06 12:52:08.984296,3275003031
2026-03-06 12:52:09.085104,3275003132
2026-03-06 12:52:09.186054,3275003233
2026-03-06 12:52:09.28745,3275003334
2026-03-06 12:52:09.388721,3275003435
2026-03-06 12:52:09.489808,3275003537
2026-03-06 12:52:09.591326,3275003638
2026-03-06 12:52:09.691756,3275003739
2026-03-06 12:52:09.792986,3275003840
2026-03-06 12:52:09.893946,3275003941
2026-03-06 12:52:09.995177,3275004042
2026-03-06 12:52:10.096189,3275004143
2026-03-06 12:52:10.197417,3275004244
2026-03-06 12:52:10.298366,3275004345
2026-03-06 12:52:10.399444,3275004446
2026-03-06 12:52:10.500659,3275004547
2026-03-06 12:52:10.601559,3275004648
2026-03-06 12:52:10.702706,3275004750
2026-03-06 12:52:10.803659,3275004851
2026-03-06 12:52:10.904549,3275004951
2026-03-06 12:52:11.005118,3275005052
2026-03-06 12:52:11.106168,3275005153
2026-03-06 12:52:11.207,3275005254
2026-03-06 12:52:11.307463,3275005355
2026-03-06 12:52:11.408366,3275005456
2026-03-06 12:52:11.509374,3275005557
2026-03-06 12:52:11.610647,3275005658
2026-03-06 12:52:11.711541,3275005758
2026-03-06 12:52:11.812641,3275005859
2026-03-06 12:52:11.91336,3275005960
2026-03-06 12:52:12.014749,3275006062
2026-03-06 12:52:12.11561,3275006163
2026-03-06 12:52:12.216702,3275006264
2026-03-06 12:52:12.317899,3275006365
2026-03-06 12:52:12.419365,3275006466
2026-03-06 12:52:12.520405,3275006567
2026-03-06 12:52:12.621508,3275006668
2026-03-06 12:52:12.722457,3275006769
2026-03-06 12:52:12.823347,3275006870
2026-03-06 12:52:12.923708,3275006971
2026-03-06 12:52:13.024733,3275007072
2026-03-06 12:52:13.125638,3275007173
2026-03-06 12:52:13.227161,3275007274
2026-03-06 12:52:13.327741,3275007375
2026-03-06 12:52:13.429146,3275007476
2026-03-06 12:52:13.530009,3275007577
2026-03-06 12:52:13.631732,3275007678
2026-03-06 12:52:13.732471,3275007780
2026-03-06 12:52:13.834236,3275007881
2026-03-06 12:52:13.934916,3275007982
2026-03-06 12:52:14.035958,3275008083
2026-03-06 12:52:14.136776,3275008184
2026-03-06 12:52:14.237934,3275008285
2026-03-06 12:52:14.339016,3275008386
2026-03-06 12:52:14.439669,3275008487
2026-03-06 12:52:14.540744,3275008588
2026-03-06 12:52:14.641482,3275008689
2026-03-06 12:52:14.742578,3275008790
2026-03-06 12:52:14.844071,3275008891
2026-03-06 12:52:14.945046,3275008992
2026-03-06 12:52:15.046055,3275009093
2026-03-06 12:52:15.147067,3275009194
2026-03-06 12:52:15.247568,3275009295
2026-03-06 12:52:15.34895,3275009396
2026-03-06 12:52:15.449449,3275009497
2026-03-06 12:52:15.550838,3275009598
2026-03-06 12:52:15.651997,3275009699
2026-03-06 12:52:15.752796,3275009800
2026-03-06 12:52:15.853763,3275009901
2026-03-06 12:52:15.955166,3275010002
2026-03-06 12:52:16.056269,3275010103
2026-03-06 12:52:16.156866,3275010204
2026-03-06 12:52:16.257813,3275010305
2026-03-06 12:52:16.359118,3275010406
2026-03-06 12:52:16.46045,3275010507
2026-03-06 12:52:16.561564,3275010608
2026-03-06 12:52:16.662222,3275010709
2026-03-06 12:52:16.763746,3275010810
2026-03-06 12:52:16.864215,3275010911
2026-03-06 12:52:16.96533,3275011012
2026-03-06 12:52:17.066144,3275011113
2026-03-06 12:52:17.166916,3275011214
2026-03-06 12:52:17.267922,3275011315
2026-03-06 12:52:17.368942,3275011416
2026-03-06 12:52:17.46994,3275011517
2026-03-06 12:52:17.570726,3275011618
2026-03-06 12:52:17.67149,3275011719
2026-03-06 12:52:17.77276,3275011820
2026-03-06 12:52:17.873858,3275011921
2026-03-06 12:52:17.974228,3275012021
2026-03-06 12:52:18.075156,3275012122
2026-03-06 12:52:18.176086,3275012223
2026-03-06 12:52:18.276607,3275012324
2026-03-06 12:52:18.377563,3275012425
2026-03-06 12:52:18.479051,3275012526
2026-03-06 12:52:18.579745,3275012627
2026-03-06 12:52:18.681274,3275012728
2026-03-06 12:52:18.782636,3275012830
2026-03-06 12:52:18.883578,3275012931
2026-03-06 12:52:18.984847,3275013032
2026-03-06 12:52:19.08596,3275013133
2026-03-06 12:52:19.187005,3275013234
2026-03-06 12:52:19.288014,3275013335
2026-03-06 12:52:19.388661,3275013436
2026-03-06 12:52:19.489494,3275013537
2026-03-06 12:52:19.590592,3275013638
2026-03-06 12:52:19.691369,3275013739
2026-03-06 12:52:19.792297,3275013839
2026-03-06 12:52:19.892942,3275013940
2026-03-06 12:52:19.994048,3275014041
2026-03-06 12:52:20.094725,3275014142
2026-03-06 12:52:20.195557,3275014243
2026-03-06 12:52:20.297159,3275014344
2026-03-06 12:52:20.397596,3275014445
