time,TC.CH5.raw_adc_counts
2026-03-06 12:31:43.78084,9621039
2026-03-06 12:31:43.788364,9638315
2026-03-06 12:31:43.788872,9654851
2026-03-06 12:31:43.789238,9671151
2026-03-06 12:31:43.789638,9687510
2026-03-06 12:31:43.79009,9702664
2026-03-06 12:31:43.790374,9717555
2026-03-06 12:31:43.790459,9732522
2026-03-06 12:31:43.790538,9747267
2026-03-06 12:31:43.79062,9760761
2026-03-06 12:31:43.79071,9774880
2026-03-06 12:31:43.795426,9788499
2026-03-06 12:31:43.795772,9801388
2026-03-06 12:31:43.796169,9813629
2026-03-06 12:31:43.796547,9826127
2026-03-06 12:31:43.79684,9837639
2026-03-06 12:31:43.873409,9848795
2026-03-06 12:31:43.974831,9859853
2026-03-06 12:31:44.075716,9869786
2026-03-06 12:31:44.176617,9879649
2026-03-06 12:31:44.277788,9889409
2026-03-06 12:31:44.37945,9898636
2026-03-06 12:31:44.479836,9907727
2026-03-06 12:31:44.581844,9915971
2026-03-06 12:31:44.68284,9923756
2026-03-06 12:31:44.784416,9931989
2026-03-06 12:31:44.885594,9939491
2026-03-06 12:31:44.987763,9946287
2026-03-06 12:31:45.088757,9952431
2026-03-06 12:31:45.190406,9958869
2026-03-06 12:31:45.291433,9963607
2026-03-06 12:31:45.392592,9969372
2026-03-06 12:31:45.493966,9973761
2026-03-06 12:31:45.594726,9978093
2026-03-06 12:31:45.69587,9982712
2026-03-06 12:31:45.796259,9986061
2026-03-06 12:31:45.897507,9989154
2026-03-06 12:31:45.998688,9991817
2026-03-06 12:31:46.100275,9994311
2026-03-06 12:31:46.201245,9996673
2026-03-06 12:31:46.302817,9997896
2026-03-06 12:31:46.403959,9998960
2026-03-06 12:31:46.505382,9999778
2026-03-06 12:31:46.606776,10000441
2026-03-06 12:31:46.708571,10000342
2026-03-06 12:31:46.809679,9999517
2026-03-06 12:31:46.911812,9998173
2026-03-06 12:31:47.012722,9996652
2026-03-06 12:31:47.11448,9994953
2026-03-06 12:31:47.215447,9992963
2026-03-06 12:31:47.317125,9990624
2026-03-06 12:31:47.418581,9987731
2026-03-06 12:31:47.520007,9984667
2026-03-06 12:31:47.620966,9980493
2026-03-06 12:31:47.722064,9976229
2026-03-06 12:31:47.822885,9971652
2026-03-06 12:31:47.923715,9966421
2026-03-06 12:31:48.024926,9961547
2026-03-06 12:31:48.125384,9955519
2026-03-06 12:31:48.227002,9948967
2026-03-06 12:31:48.327352,9942834
2026-03-06 12:31:48.428384,9935476
2026-03-06 12:31:48.52926,9928600
2026-03-06 12:31:48.629748,9921058
2026-03-06 12:31:48.731166,9912130
2026-03-06 12:31:48.832436,9903315
2026-03-06 12:31:48.933351,9894874
2026-03-06 12:31:49.034252,9885202
2026-03-06 12:31:49.135474,9875512
2026-03-06 12:31:49.236337,9865186
2026-03-06 12:31:49.337383,9854239
2026-03-06 12:31:49.438404,9843246
2026-03-06 12:31:49.539762,9831807
2026-03-06 12:31:49.641097,9820721
2026-03-06 12:31:49.742068,9808586
2026-03-06 12:31:49.843307,9796007
2026-03-06 12:31:49.944967,9782973
2026-03-06 12:31:50.046242,9769337
2026-03-06 12:31:50.147653,9755492
2026-03-06 12:31:50.248662,9741459
2026-03-06 12:31:50.349213,9726917
2026-03-06 12:31:50.449901,9712572
2026-03-06 12:31:50.551162,9697292
2026-03-06 12:31:50.652213,9681292
2026-03-06 12:31:50.753182,9665754
2026-03-06 12:31:50.853954,9649315
2026-03-06 12:31:50.955386,9632538
2026-03-06 12:31:51.056045,9615180
2026-03-06 12:31:51.157123,9597880
2026-03-06 12:31:51.257636,9579478
2026-03-06 12:31:51.359537,9561380
2026-03-06 12:31:51.459665,9543021
2026-03-06 12:31:51.560715,9524410
2026-03-06 12:31:51.661374,9504889
2026-03-06 12:31:51.762495,9485215
2026-03-06 12:31:51.863946,9465637
2026-03-06 12:31:51.964646,9444881
2026-03-06 12:31:52.065717,9424271
2026-03-06 12:31:52.166363,9402972
2026-03-06 12:31:52.266694,9382103
2026-03-06 12:31:52.367361,9360685
2026-03-06 12:31:52.468343,9338584
2026-03-06 12:31:52.569053,9315937
2026-03-06 12:31:52.670428,9293000
2026-03-06 12:31:52.771306,9269589
2026-03-06 12:31:52.872152,9246665
2026-03-06 12:31:52.972561,9223271
2026-03-06 12:31:53.07379,9199237
2026-03-06 12:31:53.174467,9174802
2026-03-06 12:31:53.275188,9150137
2026-03-06 12:31:53.37631,9124383
2026-03-06 12:31:53.477393,9099747
2026-03-06 12:31:53.578176,9074087
2026-03-06 12:31:53.679263,9047487
2026-03-06 12:31:53.780635,9021605
2026-03-06 12:31:53.881567,8994236
2026-03-06 12:31:53.982261,8967688
2026-03-06 12:31:54.082611,8940779
2026-03-06 12:31:54.184038,8912715
2026-03-06 12:31:54.284822,8885461
2026-03-06 12:31:54.385809,8856711
2026-03-06 12:31:54.486562,8828938
2026-03-06 12:31:54.588061,8799702
2026-03-06 12:31:54.688353,8771208
2026-03-06 12:31:54.789652,8741399
2026-03-06 12:31:54.890079,8712486
2026-03-06 12:31:54.991407,8682681
2026-03-06 12:31:55.092279,8651922
2026-03-06 12:31:55.193158,8621804
2026-03-06 12:31:55.293543,8591708
2026-03-06 12:31:55.394682,8560432
2026-03-06 12:31:55.496115,8529087
2026-03-06 12:31:55.597322,8497698
2026-03-06 12:31:55.698794,8465873
2026-03-06 12:31:55.799069,8434603
2026-03-06 12:31:55.900583,8401600
2026-03-06 12:31:56.002398,8369458
2026-03-06 12:31:56.103293,8336477
2026-03-06 12:31:56.204952,8303055
2026-03-06 12:31:56.306437,8270677
2026-03-06 12:31:56.408194,8236421
2026-03-06 12:31:56.508732,8203536
2026-03-06 12:31:56.61002,8169418
2026-03-06 12:31:56.710837,8135572
2026-03-06 12:31:56.813113,8100708
2026-03-06 12:31:56.913211,8066442
2026-03-06 12:31:57.014396,8031098
2026-03-06 12:31:57.115571,7996371
2026-03-06 12:31:57.216875,7961145
2026-03-06 12:31:57.31782,7925731
2026-03-06 12:31:57.418749,7890499
2026-03-06 12:31:57.51952,7854871
2026-03-06 12:31:57.620169,7819540
2026-03-06 12:31:57.720819,7783320
2026-03-06 12:31:57.82176,7746698
2026-03-06 12:31:57.922901,7710309
2026-03-06 12:31:58.023292,7673947
2026-03-06 12:31:58.124657,7637041
2026-03-06 12:31:58.225382,7600314
2026-03-06 12:31:58.326157,7563543
2026-03-06 12:31:58.427149,7526524
2026-03-06 12:31:58.527725,7489142
2026-03-06 12:31:58.629196,7451357
2026-03-06 12:31:58.730017,7413346
2026-03-06 12:31:58.831171,7375429
2026-03-06 12:31:58.932639,7337271
2026-03-06 12:31:59.033578,7299524
2026-03-06 12:31:59.134901,7261066
2026-03-06 12:31:59.236052,7222542
2026-03-06 12:31:59.337121,7183360
2026-03-06 12:31:59.438409,7144565
2026-03-06 12:31:59.539948,7106429
2026-03-06 12:31:59.64089,7067121
2026-03-06 12:31:59.742327,7027942
2026-03-06 12:31:59.842932,6988687
2026-03-06 12:31:59.944826,6949374
2026-03-06 12:32:00.046534,6910233
2026-03-06 12:32:00.148151,6870819
2026-03-06 12:32:00.250422,6830593
2026-03-06 12:32:00.351732,6791261
2026-03-06 12:32:00.45286,6751496
2026-03-06 12:32:00.554865,6710898
2026-03-06 12:32:00.655733,6671562
2026-03-06 12:32:00.756168,6631564
2026-03-06 12:32:00.857423,6592065
2026-03-06 12:32:00.958011,6551330
2026-03-06 12:32:01.059689,6511919
2026-03-06 12:32:01.160903,6471119
2026-03-06 12:32:01.261861,6431074
2026-03-06 12:32:01.362848,6390936
2026-03-06 12:32:01.464507,6350530
2026-03-06 12:32:01.565729,6309696
2026-03-06 12:32:01.667274,6269670
2026-03-06 12:32:01.768116,6228780
2026-03-06 12:32:01.869361,6188838
2026-03-06 12:32:01.970643,6148738
2026-03-06 12:32:02.071183,6108026
2026-03-06 12:32:02.172636,6067148
2026-03-06 12:32:02.273627,6027224
2026-03-06 12:32:02.3747,5986293
2026-03-06 12:32:02.476212,5946499
2026-03-06 12:32:02.577402,5906073
2026-03-06 12:32:02.67828,5865656
2026-03-06 12:32:02.779091,5824839
2026-03-06 12:32:02.880306,5785048
2026-03-06 12:32:02.981504,5744035
2026-03-06 12:32:03.082334,5703892
2026-03-06 12:32:03.183359,5663885
2026-03-06 12:32:03.284057,5623493
2026-03-06 12:32:03.385052,5583049
2026-03-06 12:32:03.48611,5542924
2026-03-06 12:32:03.587384,5503280
2026-03-06 12:32:03.688638,5462574
2026-03-06 12:32:03.789763,5422985
2026-03-06 12:32:03.890551,5382783
2026-03-06 12:32:03.991546,5343087
2026-03-06 12:32:04.093037,5302771
2026-03-06 12:32:04.194243,5262867
2026-03-06 12:32:04.295696,5222911
2026-03-06 12:32:04.396547,5183301
2026-03-06 12:32:04.497607,5144366
2026-03-06 12:32:04.598612,5104367
2026-03-06 12:32:04.699449,5065855
2026-03-06 12:32:04.800718,5026596
2026-03-06 12:32:04.901977,4987126
2026-03-06 12:32:05.003088,4948256
2026-03-06 12:32:05.104323,4909266
2026-03-06 12:32:05.205887,4870326
2026-03-06 12:32:05.306596,4831133
2026-03-06 12:32:05.407443,4792619
2026-03-06 12:32:05.508637,4754730
2026-03-06 12:32:05.609263,4715584
2026-03-06 12:32:05.710204,4678207
2026-03-06 12:32:05.810579,4639724
2026-03-06 12:32:05.911957,4602072
2026-03-06 12:32:06.012973,4564110
2026-03-06 12:32:06.114269,4526788
2026-03-06 12:32:06.215043,4489110
2026-03-06 12:32:06.316678,4451608
2026-03-06 12:32:06.417837,4413869
2026-03-06 12:32:06.519143,4377253
2026-03-06 12:32:06.619709,4340052
2026-03-06 12:32:06.720545,4303448
2026-03-06 12:32:06.821664,4267840
2026-03-06 12:32:06.922336,4231030
2026-03-06 12:32:07.022814,4195061
2026-03-06 12:32:07.123986,4158911
2026-03-06 12:32:07.224574,4123685
2026-03-06 12:32:07.325617,4087653
2026-03-06 12:32:07.426445,4052161
2026-03-06 12:32:07.527158,4017206
2026-03-06 12:32:07.62798,3982321
2026-03-06 12:32:07.728378,3947700
2026-03-06 12:32:07.829944,3913531
2026-03-06 12:32:07.930712,3878802
2026-03-06 12:32:08.031299,3845413
2026-03-06 12:32:08.1325,3811122
2026-03-06 12:32:08.233148,3777283
2026-03-06 12:32:08.334691,3743898
2026-03-06 12:32:08.435425,3710066
2026-03-06 12:32:08.536192,3677048
2026-03-06 12:32:08.637845,3644395
2026-03-06 12:32:08.738904,3611544
2026-03-06 12:32:08.840292,3579250
2026-03-06 12:32:08.94137,3547708
2026-03-06 12:32:09.042791,3515674
2026-03-06 12:32:09.144159,3484265
2026-03-06 12:32:09.244743,3452821
2026-03-06 12:32:09.346484,3421744
2026-03-06 12:32:09.447685,3391497
2026-03-06 12:32:09.547994,3360378
2026-03-06 12:32:09.648884,3330657
2026-03-06 12:32:09.750282,3300241
2026-03-06 12:32:09.851524,3270067
2026-03-06 12:32:09.953189,3240872
2026-03-06 12:32:10.054239,3211357
2026-03-06 12:32:10.155171,3183162
2026-03-06 12:32:10.256668,3154826
2026-03-06 12:32:10.358182,3125869
2026-03-06 12:32:10.458965,3098224
2026-03-06 12:32:10.55987,3070279
2026-03-06 12:32:10.660688,3042939
2026-03-06 12:32:10.761873,3015839
