time,PT.Ox_Downstream.status
2026-03-06 14:54:52.739528,0
2026-03-06 14:54:52.840459,0
2026-03-06 14:54:52.941745,0
2026-03-06 14:54:53.042828,0
2026-03-06 14:54:53.143959,0
2026-03-06 14:54:53.245072,0
2026-03-06 14:54:53.345779,0
2026-03-06 14:54:53.446669,0
2026-03-06 14:54:53.547854,0
2026-03-06 14:54:53.649494,0
2026-03-06 14:54:53.750327,0
2026-03-06 14:54:53.851454,0
2026-03-06 14:54:53.952602,0
2026-03-06 14:54:54.053445,0
2026-03-06 14:54:54.1549,0
2026-03-06 14:54:54.255688,0
2026-03-06 14:54:54.356618,0
2026-03-06 14:54:54.457747,0
2026-03-06 14:54:54.559106,0
2026-03-06 14:54:54.659736,0
2026-03-06 14:54:54.761056,0
2026-03-06 14:54:54.861956,0
2026-03-06 14:54:54.962881,0
2026-03-06 14:54:55.064065,0
2026-03-06 14:54:55.165302,0
2026-03-06 14:54:55.265476,0
2026-03-06 14:54:55.366863,0
2026-03-06 14:54:55.468215,0
2026-03-06 14:54:55.568837,0
2026-03-06 14:54:55.670365,0
2026-03-06 14:54:55.77107,0
2026-03-06 14:54:55.872549,0
2026-03-06 14:54:55.973345,0
2026-03-06 14:54:56.074521,0
2026-03-06 14:54:56.175169,0
2026-03-06 14:54:56.275942,0
2026-03-06 14:54:56.377016,0
