time,RTD.CH1.channel_id
2026-03-06 12:31:43.786767,1
2026-03-06 12:31:43.788545,1
2026-03-06 12:31:43.788878,1
2026-03-06 12:31:43.789281,1
2026-03-06 12:31:43.7897,1
2026-03-06 12:31:43.790133,1
2026-03-06 12:31:43.790376,1
2026-03-06 12:31:43.790464,1
2026-03-06 12:31:43.790551,1
2026-03-06 12:31:43.790633,1
2026-03-06 12:31:43.794896,1
2026-03-06 12:31:43.795432,1
2026-03-06 12:31:43.795819,1
2026-03-06 12:31:43.796174,1
2026-03-06 12:31:43.796552,1
2026-03-06 12:31:43.856622,1
2026-03-06 12:31:43.957869,1
2026-03-06 12:31:44.058548,1
2026-03-06 12:31:44.159665,1
2026-03-06 12:31:44.260934,1
2026-03-06 12:31:44.361593,1
2026-03-06 12:31:44.46223,1
2026-03-06 12:31:44.563846,1
2026-03-06 12:31:44.665573,1
2026-03-06 12:31:44.76673,1
2026-03-06 12:31:44.867746,1
2026-03-06 12:31:44.969511,1
2026-03-06 12:31:45.070649,1
2026-03-06 12:31:45.172164,1
2026-03-06 12:31:45.273746,1
2026-03-06 12:31:45.374993,1
2026-03-06 12:31:45.476452,1
2026-03-06 12:31:45.577286,1
2026-03-06 12:31:45.678599,1
2026-03-06 12:31:45.780174,1
2026-03-06 12:31:45.881104,1
2026-03-06 12:31:45.982392,1
2026-03-06 12:31:46.084589,1
2026-03-06 12:31:46.185605,1
2026-03-06 12:31:46.287182,1
2026-03-06 12:31:46.389117,1
2026-03-06 12:31:46.490165,1
2026-03-06 12:31:46.591957,1
2026-03-06 12:31:46.69359,1
2026-03-06 12:31:46.794867,1
2026-03-06 12:31:46.895655,1
2026-03-06 12:31:46.997503,1
2026-03-06 12:31:47.098593,1
2026-03-06 12:31:47.199649,1
2026-03-06 12:31:47.301124,1
2026-03-06 12:31:47.402839,1
2026-03-06 12:31:47.503755,1
2026-03-06 12:31:47.604877,1
2026-03-06 12:31:47.706192,1
2026-03-06 12:31:47.807296,1
2026-03-06 12:31:47.909349,1
2026-03-06 12:31:48.010657,1
2026-03-06 12:31:48.112111,1
2026-03-06 12:31:48.213589,1
2026-03-06 12:31:48.314521,1
2026-03-06 12:31:48.41697,1
2026-03-06 12:31:48.518194,1
2026-03-06 12:31:48.619605,1
2026-03-06 12:31:48.72116,1
2026-03-06 12:31:48.821503,1
2026-03-06 12:31:48.923449,1
2026-03-06 12:31:49.024198,1
2026-03-06 12:31:49.124878,1
2026-03-06 12:31:49.225508,1
2026-03-06 12:31:49.326429,1
2026-03-06 12:31:49.427374,1
2026-03-06 12:31:49.528496,1
2026-03-06 12:31:49.6299,1
2026-03-06 12:31:49.731126,1
2026-03-06 12:31:49.832262,1
2026-03-06 12:31:49.93339,1
