time,BOARD.HB_41.packet_ts_ms
2026-03-06 12:31:43.784342,3273776385
2026-03-06 12:31:43.794184,3273777391
2026-03-06 12:31:44.345811,3273778393
2026-03-06 12:31:45.346979,3273779394
2026-03-06 12:31:46.356323,3273780404
2026-03-06 12:31:47.359432,3273781406
2026-03-06 12:31:48.369217,3273782416
2026-03-06 12:31:49.370167,3273783417
2026-03-06 12:31:50.371898,3273784419
2026-03-06 12:31:51.372552,3273785420
2026-03-06 12:31:52.374357,3273786421
2026-03-06 12:31:53.376873,3273787424
2026-03-06 12:31:54.378275,3273788425
2026-03-06 12:31:55.386653,3273789434
2026-03-06 12:31:56.388244,3273790435
2026-03-06 12:31:57.390396,3273791437
2026-03-06 12:31:58.392044,3273792439
2026-03-06 12:31:59.401621,3273793449
2026-03-06 12:32:00.402242,3273794449
2026-03-06 12:32:01.406029,3273795453
2026-03-06 12:32:02.407412,3273796454
2026-03-06 12:32:03.416266,3273797463
2026-03-06 12:32:04.416453,3273798463
2026-03-06 12:32:05.417404,3273799465
2026-03-06 12:32:06.426034,3273800473
2026-03-06 12:32:07.426716,3273801474
2026-03-06 12:32:08.427851,3273802475
2026-03-06 12:32:09.437177,3273803484
2026-03-06 12:32:10.437025,3273804484
2026-03-06 12:32:11.446893,3273805494
2026-03-06 12:32:12.455072,3273806502
2026-03-06 12:32:13.463424,3273807511
2026-03-06 12:32:14.473397,3273808520
2026-03-06 12:32:15.474784,3273809522
2026-03-06 12:32:16.475867,3273810523
2026-03-06 12:32:17.475716,3273811523
2026-03-06 12:32:18.485803,3273812533
2026-03-06 12:32:19.486475,3273813534
2026-03-06 12:32:20.49689,3273814544
2026-03-06 12:32:21.506105,3273815553
2026-03-06 12:32:22.506897,3273816554
2026-03-06 12:32:23.516181,3273817563
2026-03-06 12:32:24.517865,3273818565
2026-03-06 12:32:25.526521,3273819573
2026-03-06 12:32:26.536593,3273820583
2026-03-06 12:32:27.545409,3273821593
2026-03-06 12:32:28.55484,3273822602
2026-03-06 12:32:29.555382,3273823602
2026-03-06 12:32:30.563408,3273824610
2026-03-06 12:32:31.57254,3273825620
2026-03-06 12:32:32.575397,3273826621
2026-03-06 12:32:33.574965,3273827622
2026-03-06 12:32:34.575552,3273828623
2026-03-06 12:32:35.585503,3273829632
2026-03-06 12:32:36.586073,3273830633
2026-03-06 12:32:37.594745,3273831642
2026-03-06 12:32:38.594856,3273832642
2026-03-06 12:32:39.604796,3273833652
2026-03-06 12:32:40.604922,3273834652
2026-03-06 12:32:41.606416,3273835653
2026-03-06 12:32:42.616112,3273836663
2026-03-06 12:32:43.61681,3273837664
2026-03-06 12:32:44.626218,3273838673
