time,PT.GN2_Regulated.sample_ts_ms
2026-03-06 13:35:23.427917,3277597475
2026-03-06 13:35:23.529286,3277597576
2026-03-06 13:35:23.630161,3277597677
2026-03-06 13:35:23.731805,3277597778
2026-03-06 13:35:23.832475,3277597879
2026-03-06 13:35:23.932918,3277597980
2026-03-06 13:35:24.034117,3277598081
2026-03-06 13:35:24.135107,3277598182
2026-03-06 13:35:24.236825,3277598283
2026-03-06 13:35:24.337766,3277598384
2026-03-06 13:35:24.438826,3277598485
2026-03-06 13:35:24.539749,3277598587
2026-03-06 13:35:24.640403,3277598687
2026-03-06 13:35:24.741643,3277598788
2026-03-06 13:35:24.8421,3277598889
2026-03-06 13:35:24.943053,3277598990
2026-03-06 13:35:25.043959,3277599091
2026-03-06 13:35:25.144116,3277599191
2026-03-06 13:35:25.245071,3277599292
2026-03-06 13:35:25.345759,3277599393
2026-03-06 13:35:25.446536,3277599494
2026-03-06 13:35:25.547601,3277599594
2026-03-06 13:35:25.648587,3277599695
2026-03-06 13:35:25.748823,3277599796
2026-03-06 13:35:25.850004,3277599897
2026-03-06 13:35:25.950967,3277599998
2026-03-06 13:35:26.052184,3277600099
2026-03-06 13:35:26.152947,3277600200
2026-03-06 13:35:26.25411,3277600301
2026-03-06 13:35:26.355227,3277600402
2026-03-06 13:35:26.455713,3277600503
2026-03-06 13:35:26.556786,3277600604
2026-03-06 13:35:26.65773,3277600704
2026-03-06 13:35:26.758531,3277600805
2026-03-06 13:35:26.859638,3277600906
2026-03-06 13:35:26.960502,3277601007
2026-03-06 13:35:27.060963,3277601108
2026-03-06 13:35:27.162149,3277601209
2026-03-06 13:35:27.263287,3277601310
2026-03-06 13:35:27.364065,3277601411
2026-03-06 13:35:27.465092,3277601512
2026-03-06 13:35:27.566046,3277601613
2026-03-06 13:35:27.667545,3277601714
2026-03-06 13:35:27.767997,3277601815
2026-03-06 13:35:27.869294,3277601916
2026-03-06 13:35:27.970164,3277602017
2026-03-06 13:35:28.07125,3277602118
2026-03-06 13:35:28.17215,3277602219
2026-03-06 13:35:28.272913,3277602320
2026-03-06 13:35:28.373813,3277602421
2026-03-06 13:35:28.475042,3277602522
2026-03-06 13:35:28.575514,3277602623
2026-03-06 13:35:28.67698,3277602724
2026-03-06 13:35:28.778597,3277602825
2026-03-06 13:35:28.879234,3277602926
2026-03-06 13:35:28.980476,3277603027
2026-03-06 13:35:29.082318,3277603129
2026-03-06 13:35:29.183021,3277603230
2026-03-06 13:35:29.284286,3277603331
2026-03-06 13:35:29.38533,3277603432
2026-03-06 13:35:29.485946,3277603533
2026-03-06 13:35:29.586598,3277603634
2026-03-06 13:35:29.688313,3277603735
2026-03-06 13:35:29.788859,3277603836
2026-03-06 13:35:29.889696,3277603936
2026-03-06 13:35:29.990731,3277604037
2026-03-06 13:35:30.091427,3277604139
2026-03-06 13:35:30.192966,3277604240
2026-03-06 13:35:30.293743,3277604340
2026-03-06 13:35:30.395393,3277604442
2026-03-06 13:35:30.496102,3277604543
2026-03-06 13:35:30.597246,3277604644
2026-03-06 13:35:30.697604,3277604745
2026-03-06 13:35:30.798746,3277604846
2026-03-06 13:35:30.89973,3277604947
2026-03-06 13:35:31.00104,3277605048
2026-03-06 13:35:31.102308,3277605149
2026-03-06 13:35:31.202765,3277605250
2026-03-06 13:35:31.303577,3277605351
2026-03-06 13:35:31.404915,3277605452
2026-03-06 13:35:31.505932,3277605553
2026-03-06 13:35:31.606703,3277605653
2026-03-06 13:35:31.707367,3277605754
2026-03-06 13:35:31.808579,3277605856
2026-03-06 13:35:31.909508,3277605957
2026-03-06 13:35:32.011453,3277606058
2026-03-06 13:35:32.112957,3277606160
2026-03-06 13:35:32.214201,3277606261
2026-03-06 13:35:32.315382,3277606362
2026-03-06 13:35:32.416143,3277606463
2026-03-06 13:35:32.516847,3277606564
2026-03-06 13:35:32.617801,3277606664
2026-03-06 13:35:32.718083,3277606765
2026-03-06 13:35:32.819088,3277606866
2026-03-06 13:35:32.919696,3277606967
2026-03-06 13:35:33.020518,3277607068
2026-03-06 13:35:33.121573,3277607169
2026-03-06 13:35:33.222444,3277607270
2026-03-06 13:35:33.323489,3277607371
2026-03-06 13:35:33.424553,3277607472
2026-03-06 13:35:33.525629,3277607572
2026-03-06 13:35:33.626339,3277607673
2026-03-06 13:35:33.727605,3277607774
2026-03-06 13:35:33.828139,3277607875
2026-03-06 13:35:33.929819,3277607976
2026-03-06 13:35:34.030797,3277608078
2026-03-06 13:35:34.131371,3277608178
2026-03-06 13:35:34.232418,3277608280
2026-03-06 13:35:34.333606,3277608381
2026-03-06 13:35:34.434316,3277608481
2026-03-06 13:35:34.53526,3277608582
2026-03-06 13:35:34.635747,3277608683
2026-03-06 13:35:34.736879,3277608784
2026-03-06 13:35:34.837427,3277608885
2026-03-06 13:35:34.938771,3277608986
2026-03-06 13:35:35.039561,3277609086
2026-03-06 13:35:35.140605,3277609187
2026-03-06 13:35:35.241649,3277609288
2026-03-06 13:35:35.34254,3277609389
2026-03-06 13:35:35.443123,3277609490
2026-03-06 13:35:35.544363,3277609591
2026-03-06 13:35:35.645534,3277609692
2026-03-06 13:35:35.746193,3277609793
2026-03-06 13:35:35.847403,3277609894
2026-03-06 13:35:35.948207,3277609995
2026-03-06 13:35:36.049,3277610096
2026-03-06 13:35:36.149965,3277610197
2026-03-06 13:35:36.250903,3277610298
2026-03-06 13:35:36.351667,3277610398
2026-03-06 13:35:36.452556,3277610499
2026-03-06 13:35:36.553821,3277610601
2026-03-06 13:35:36.654517,3277610702
2026-03-06 13:35:36.755445,3277610803
2026-03-06 13:35:36.856293,3277610903
2026-03-06 13:35:36.957689,3277611005
2026-03-06 13:35:37.058289,3277611106
2026-03-06 13:35:37.159683,3277611207
2026-03-06 13:35:37.260774,3277611308
2026-03-06 13:35:37.361914,3277611409
2026-03-06 13:35:37.462779,3277611510
2026-03-06 13:35:37.563732,3277611610
2026-03-06 13:35:37.664304,3277611711
2026-03-06 13:35:37.765548,3277611812
2026-03-06 13:35:37.865918,3277611913
2026-03-06 13:35:37.966873,3277612014
2026-03-06 13:35:38.068856,3277612115
2026-03-06 13:35:38.170609,3277612217
2026-03-06 13:35:38.270359,3277612318
2026-03-06 13:35:38.372037,3277612419
2026-03-06 13:35:38.472652,3277612520
2026-03-06 13:35:38.573377,3277612620
2026-03-06 13:35:38.674179,3277612721
2026-03-06 13:35:38.775345,3277612822
2026-03-06 13:35:38.876196,3277612923
2026-03-06 13:35:38.976893,3277613024
2026-03-06 13:35:39.078228,3277613125
2026-03-06 13:35:39.17928,3277613226
2026-03-06 13:35:39.279989,3277613327
2026-03-06 13:35:39.381567,3277613428
2026-03-06 13:35:39.482286,3277613529
2026-03-06 13:35:39.583613,3277613630
2026-03-06 13:35:39.684563,3277613731
2026-03-06 13:35:39.785458,3277613832
2026-03-06 13:35:39.885775,3277613933
2026-03-06 13:35:39.986599,3277614034
2026-03-06 13:35:40.087634,3277614135
2026-03-06 13:35:40.188355,3277614235
2026-03-06 13:35:40.289139,3277614336
2026-03-06 13:35:40.390565,3277614438
2026-03-06 13:35:40.491389,3277614538
2026-03-06 13:35:40.592604,3277614640
2026-03-06 13:35:40.693876,3277614741
2026-03-06 13:35:40.794649,3277614842
2026-03-06 13:35:40.896164,3277614943
2026-03-06 13:35:40.997048,3277615044
2026-03-06 13:35:41.098129,3277615145
2026-03-06 13:35:41.200047,3277615247
2026-03-06 13:35:41.300792,3277615348
2026-03-06 13:35:41.402133,3277615449
2026-03-06 13:35:41.502856,3277615550
2026-03-06 13:35:41.603884,3277615650
2026-03-06 13:35:41.704389,3277615751
2026-03-06 13:35:41.805625,3277615852
2026-03-06 13:35:41.906088,3277615953
2026-03-06 13:35:42.006652,3277616054
2026-03-06 13:35:42.107701,3277616154
2026-03-06 13:35:42.208369,3277616255
2026-03-06 13:35:42.309103,3277616356
2026-03-06 13:35:42.41018,3277616457
2026-03-06 13:35:42.511042,3277616558
2026-03-06 13:35:42.612161,3277616659
2026-03-06 13:35:42.713253,3277616760
2026-03-06 13:35:42.813753,3277616861
2026-03-06 13:35:42.914952,3277616962
2026-03-06 13:35:43.015971,3277617063
2026-03-06 13:35:43.11704,3277617164
2026-03-06 13:35:43.217929,3277617265
2026-03-06 13:35:43.318456,3277617366
2026-03-06 13:35:43.41978,3277617467
2026-03-06 13:35:43.520384,3277617568
2026-03-06 13:35:43.6219,3277617669
2026-03-06 13:35:43.722833,3277617770
2026-03-06 13:35:43.823785,3277617871
2026-03-06 13:35:43.924259,3277617972
2026-03-06 13:35:44.025404,3277618072
2026-03-06 13:35:44.126451,3277618173
2026-03-06 13:35:44.227533,3277618274
2026-03-06 13:35:44.328354,3277618375
2026-03-06 13:35:44.429213,3277618476
2026-03-06 13:35:44.530716,3277618577
2026-03-06 13:35:44.631725,3277618679
2026-03-06 13:35:44.733456,3277618780
2026-03-06 13:35:44.834105,3277618881
2026-03-06 13:35:44.935131,3277618982
2026-03-06 13:35:45.03642,3277619083
2026-03-06 13:35:45.136876,3277619184
2026-03-06 13:35:45.237764,3277619285
2026-03-06 13:35:45.339279,3277619386
2026-03-06 13:35:45.440481,3277619487
2026-03-06 13:35:45.541347,3277619588
2026-03-06 13:35:45.642406,3277619689
2026-03-06 13:35:45.74308,3277619790
2026-03-06 13:35:45.844631,3277619891
2026-03-06 13:35:45.945185,3277619992
2026-03-06 13:35:46.046016,3277620093
2026-03-06 13:35:46.146855,3277620194
2026-03-06 13:35:46.24775,3277620295
2026-03-06 13:35:46.348117,3277620395
2026-03-06 13:35:46.449271,3277620496
2026-03-06 13:35:46.550504,3277620597
2026-03-06 13:35:46.651364,3277620698
2026-03-06 13:35:46.752275,3277620799
2026-03-06 13:35:46.853274,3277620900
2026-03-06 13:35:46.954512,3277621001
2026-03-06 13:35:47.055405,3277621102
2026-03-06 13:35:47.156799,3277621204
2026-03-06 13:35:47.258027,3277621305
2026-03-06 13:35:47.358841,3277621406
2026-03-06 13:35:47.460204,3277621507
2026-03-06 13:35:47.561161,3277621608
2026-03-06 13:35:47.662249,3277621709
2026-03-06 13:35:47.7633,3277621810
2026-03-06 13:35:47.864314,3277621911
2026-03-06 13:35:47.965133,3277622012
2026-03-06 13:35:48.066213,3277622113
2026-03-06 13:35:48.167441,3277622214
2026-03-06 13:35:48.268298,3277622315
2026-03-06 13:35:48.369037,3277622416
2026-03-06 13:35:48.470025,3277622517
2026-03-06 13:35:48.570883,3277622618
2026-03-06 13:35:48.671998,3277622719
2026-03-06 13:35:48.773009,3277622820
2026-03-06 13:35:48.873843,3277622921
2026-03-06 13:35:48.974693,3277623022
2026-03-06 13:35:49.076016,3277623123
2026-03-06 13:35:49.17744,3277623224
2026-03-06 13:35:49.277273,3277623324
2026-03-06 13:35:49.378601,3277623426
2026-03-06 13:35:49.479761,3277623527
2026-03-06 13:35:49.581043,3277623628
2026-03-06 13:35:49.681656,3277623729
2026-03-06 13:35:49.782595,3277623830
2026-03-06 13:35:49.883566,3277623931
2026-03-06 13:35:49.985125,3277624032
2026-03-06 13:35:50.085958,3277624133
2026-03-06 13:35:50.18712,3277624234
2026-03-06 13:35:50.287726,3277624335
2026-03-06 13:35:50.388539,3277624436
2026-03-06 13:35:50.489681,3277624536
2026-03-06 13:35:50.590445,3277624637
2026-03-06 13:35:50.692054,3277624739
2026-03-06 13:35:50.792777,3277624840
2026-03-06 13:35:50.89391,3277624941
2026-03-06 13:35:50.995358,3277625042
2026-03-06 13:35:51.096132,3277625143
2026-03-06 13:35:51.197111,3277625244
2026-03-06 13:35:51.29808,3277625345
2026-03-06 13:35:51.399004,3277625446
