time,PT.GN2_High.channel_id
2026-03-06 12:31:43.788031,14
2026-03-06 12:31:43.788649,14
2026-03-06 12:31:43.788955,14
2026-03-06 12:31:43.789367,14
2026-03-06 12:31:43.789774,14
2026-03-06 12:31:43.790128,14
2026-03-06 12:31:43.790392,14
2026-03-06 12:31:43.790533,14
2026-03-06 12:31:43.790615,14
2026-03-06 12:31:43.790694,14
2026-03-06 12:31:43.795317,14
2026-03-06 12:31:43.795737,14
2026-03-06 12:31:43.7961,14
2026-03-06 12:31:43.796465,14
2026-03-06 12:31:43.796791,14
2026-03-06 12:31:43.862496,14
2026-03-06 12:31:43.963968,14
2026-03-06 12:31:44.065553,14
2026-03-06 12:31:44.166586,14
2026-03-06 12:31:44.267774,14
2026-03-06 12:31:44.369406,14
2026-03-06 12:31:44.470316,14
2026-03-06 12:31:44.571278,14
2026-03-06 12:31:44.673393,14
2026-03-06 12:31:44.774766,14
2026-03-06 12:31:44.87629,14
2026-03-06 12:31:44.97717,14
2026-03-06 12:31:45.078677,14
2026-03-06 12:31:45.181006,14
2026-03-06 12:31:45.282277,14
2026-03-06 12:31:45.38434,14
2026-03-06 12:31:45.484928,14
2026-03-06 12:31:45.586214,14
2026-03-06 12:31:45.687674,14
2026-03-06 12:31:45.790154,14
2026-03-06 12:31:45.890917,14
2026-03-06 12:31:45.992211,14
2026-03-06 12:31:46.093822,14
2026-03-06 12:31:46.194766,14
2026-03-06 12:31:46.296565,14
2026-03-06 12:31:46.397489,14
2026-03-06 12:31:46.498617,14
2026-03-06 12:31:46.600228,14
2026-03-06 12:31:46.701523,14
2026-03-06 12:31:46.803127,14
2026-03-06 12:31:46.90455,14
2026-03-06 12:31:47.006558,14
2026-03-06 12:31:47.107434,14
2026-03-06 12:31:47.209245,14
2026-03-06 12:31:47.309862,14
2026-03-06 12:31:47.411231,14
2026-03-06 12:31:47.512214,14
2026-03-06 12:31:47.613627,14
2026-03-06 12:31:47.715375,14
2026-03-06 12:31:47.81711,14
2026-03-06 12:31:47.918093,14
2026-03-06 12:31:48.019301,14
2026-03-06 12:31:48.120781,14
2026-03-06 12:31:48.221632,14
2026-03-06 12:31:48.322573,14
2026-03-06 12:31:48.424317,14
2026-03-06 12:31:48.525716,14
2026-03-06 12:31:48.626233,14
2026-03-06 12:31:48.727607,14
2026-03-06 12:31:48.828327,14
2026-03-06 12:31:48.929335,14
2026-03-06 12:31:49.030645,14
2026-03-06 12:31:49.131308,14
2026-03-06 12:31:49.232199,14
2026-03-06 12:31:49.333748,14
2026-03-06 12:31:49.434376,14
2026-03-06 12:31:49.535764,14
2026-03-06 12:31:49.636945,14
2026-03-06 12:31:49.738538,14
2026-03-06 12:31:49.839243,14
2026-03-06 12:31:49.940529,14
