time,BOARD.HB_14.board_state
2026-03-06 12:31:43.783618,2
2026-03-06 12:31:43.79176,2
2026-03-06 12:31:44.336119,2
2026-03-06 12:31:45.337245,2
2026-03-06 12:31:46.339656,2
2026-03-06 12:31:47.343603,2
2026-03-06 12:31:48.345349,2
2026-03-06 12:31:49.346412,2
2026-03-06 12:31:50.348436,2
2026-03-06 12:31:51.358611,2
2026-03-06 12:31:52.358227,2
2026-03-06 12:31:53.367802,2
2026-03-06 12:31:54.376377,2
2026-03-06 12:31:55.375894,2
2026-03-06 12:31:56.379297,2
2026-03-06 12:31:57.389122,2
2026-03-06 12:31:58.389489,2
2026-03-06 12:31:59.399148,2
2026-03-06 12:32:00.399377,2
2026-03-06 12:32:01.400247,2
2026-03-06 12:32:02.401003,2
2026-03-06 12:32:03.401903,2
2026-03-06 12:32:04.403858,2
2026-03-06 12:32:05.404226,2
2026-03-06 12:32:06.406336,2
2026-03-06 12:32:07.410744,2
2026-03-06 12:32:08.411398,2
2026-03-06 12:32:09.419483,2
2026-03-06 12:32:10.420165,2
2026-03-06 12:32:11.421241,2
2026-03-06 12:32:12.422958,2
2026-03-06 12:32:13.423088,2
2026-03-06 12:32:14.42304,2
2026-03-06 12:32:15.431953,2
2026-03-06 12:32:16.43298,2
2026-03-06 12:32:17.434106,2
2026-03-06 12:32:18.435258,2
2026-03-06 12:32:19.436115,2
2026-03-06 12:32:20.445831,2
2026-03-06 12:32:21.447043,2
2026-03-06 12:32:22.448893,2
2026-03-06 12:32:23.457587,2
2026-03-06 12:32:24.467338,2
2026-03-06 12:32:25.468433,2
2026-03-06 12:32:26.476938,2
2026-03-06 12:32:27.486172,2
2026-03-06 12:32:28.486713,2
2026-03-06 12:32:29.494049,2
2026-03-06 12:32:30.502528,2
2026-03-06 12:32:31.512396,2
2026-03-06 12:32:32.51413,2
2026-03-06 12:32:33.514347,2
2026-03-06 12:32:34.515164,2
2026-03-06 12:32:35.515996,2
2026-03-06 12:32:36.525897,2
2026-03-06 12:32:37.53522,2
2026-03-06 12:32:38.536375,2
2026-03-06 12:32:39.53769,2
2026-03-06 12:32:40.537893,2
2026-03-06 12:32:41.547332,2
2026-03-06 12:32:42.547932,2
2026-03-06 12:32:43.555925,2
2026-03-06 12:32:44.564232,2
2026-03-06 12:32:45.573711,2
2026-03-06 12:32:46.583512,2
2026-03-06 12:32:47.584488,2
2026-03-06 12:32:48.585195,2
2026-03-06 12:32:49.595366,2
2026-03-06 12:32:50.604338,2
2026-03-06 12:32:51.612819,2
2026-03-06 12:32:52.622598,2
2026-03-06 12:32:53.623591,2
2026-03-06 12:32:54.632686,2
2026-03-06 12:32:55.633795,2
2026-03-06 12:32:56.635207,2
2026-03-06 12:32:57.635073,2
2026-03-06 12:32:58.636111,2
2026-03-06 12:32:59.645696,2
2026-03-06 12:33:00.655876,2
2026-03-06 12:33:01.656803,2
2026-03-06 12:33:02.65665,2
2026-03-06 12:33:03.65756,2
2026-03-06 12:33:04.658449,2
2026-03-06 12:33:05.660666,2
2026-03-06 12:33:06.668924,2
2026-03-06 12:33:07.67713,2
2026-03-06 12:33:08.68675,2
2026-03-06 12:33:09.687643,2
2026-03-06 12:33:10.695551,2
2026-03-06 12:33:11.705608,2
2026-03-06 12:33:12.705828,2
