time,PT.GSE_Mid.raw_adc_counts
2026-03-06 13:13:42.308061,2004908608
2026-03-06 13:13:42.408819,2013645337
2026-03-06 13:13:42.50957,2021674742
2026-03-06 13:13:42.610334,2028991330
2026-03-06 13:13:42.711537,2035575244
2026-03-06 13:13:42.81214,2041424098
2026-03-06 13:13:42.913071,2046540124
2026-03-06 13:13:43.013729,2050910921
2026-03-06 13:13:43.11459,2054535497
2026-03-06 13:13:43.215715,2057420220
2026-03-06 13:13:43.316358,2059548253
2026-03-06 13:13:43.417548,2060924466
2026-03-06 13:13:43.518717,2061546179
2026-03-06 13:13:43.619858,2061407714
2026-03-06 13:13:43.721056,2060511379
2026-03-06 13:13:43.82207,2058856985
2026-03-06 13:13:43.923098,2056449768
2026-03-06 13:13:44.024498,2053281159
2026-03-06 13:13:44.125144,2049365204
2026-03-06 13:13:44.22611,2044712619
2026-03-06 13:13:44.327371,2039298511
2026-03-06 13:13:44.42857,2033168586
2026-03-06 13:13:44.52957,2026295446
2026-03-06 13:13:44.630355,2018705894
2026-03-06 13:13:44.731255,2010411651
2026-03-06 13:13:44.832224,2001374438
2026-03-06 13:13:44.93314,1991676988
2026-03-06 13:13:45.034268,1981275997
2026-03-06 13:13:45.135209,1970191394
2026-03-06 13:13:45.23597,1958439627
2026-03-06 13:13:45.336735,1946009221
2026-03-06 13:13:45.438046,1932941464
2026-03-06 13:13:45.538501,1919250470
2026-03-06 13:13:45.639182,1904931748
2026-03-06 13:13:45.740014,1889996922
2026-03-06 13:13:45.84099,1874456142
2026-03-06 13:13:45.942262,1858359835
2026-03-06 13:13:46.042945,1841676902
2026-03-06 13:13:46.143429,1824454997
2026-03-06 13:13:46.244475,1806696716
2026-03-06 13:13:46.345014,1788426510
2026-03-06 13:13:46.445945,1769622417
2026-03-06 13:13:46.54681,1750349011
2026-03-06 13:13:46.647474,1730594915
2026-03-06 13:13:46.748621,1710373269
2026-03-06 13:13:46.849907,1689583176
2026-03-06 13:13:46.950799,1668546656
2026-03-06 13:13:47.051802,1647063737
2026-03-06 13:13:47.152377,1625243148
2026-03-06 13:13:47.253769,1603064757
2026-03-06 13:13:47.354523,1580463517
2026-03-06 13:13:47.45544,1557588843
2026-03-06 13:13:47.556485,1534405657
2026-03-06 13:13:47.65755,1510974772
2026-03-06 13:13:47.759123,1487251671
2026-03-06 13:13:47.859974,1463317739
2026-03-06 13:13:47.961018,1439182217
2026-03-06 13:13:48.06215,1414868395
2026-03-06 13:13:48.163065,1390425706
2026-03-06 13:13:48.26334,1365884885
2026-03-06 13:13:48.364371,1341183226
2026-03-06 13:13:48.46552,1316372288
