time,BOARD.HB_12.engine_state
2026-03-06 12:31:43.781421,0
2026-03-06 12:31:43.791131,0
2026-03-06 12:31:44.338095,0
2026-03-06 12:31:45.343808,0
2026-03-06 12:31:46.34595,0
2026-03-06 12:31:47.348992,0
2026-03-06 12:31:48.34935,0
2026-03-06 12:31:49.349477,0
2026-03-06 12:31:50.351444,0
2026-03-06 12:31:51.361219,0
2026-03-06 12:31:52.369801,0
2026-03-06 12:31:53.371394,0
2026-03-06 12:31:54.380484,0
2026-03-06 12:31:55.380426,0
2026-03-06 12:31:56.386384,0
2026-03-06 12:31:57.389735,0
2026-03-06 12:31:58.393184,0
2026-03-06 12:31:59.402436,0
2026-03-06 12:32:00.412216,0
2026-03-06 12:32:01.412574,0
2026-03-06 12:32:02.422376,0
2026-03-06 12:32:03.431204,0
2026-03-06 12:32:04.440857,0
2026-03-06 12:32:05.442141,0
2026-03-06 12:32:06.444078,0
2026-03-06 12:32:07.444146,0
2026-03-06 12:32:08.446963,0
2026-03-06 12:32:09.447738,0
2026-03-06 12:32:10.449916,0
2026-03-06 12:32:11.451517,0
2026-03-06 12:32:12.453158,0
2026-03-06 12:32:13.453705,0
2026-03-06 12:32:14.457095,0
2026-03-06 12:32:15.457605,0
2026-03-06 12:32:16.466108,0
2026-03-06 12:32:17.475112,0
2026-03-06 12:32:18.484673,0
2026-03-06 12:32:19.487094,0
2026-03-06 12:32:20.49636,0
2026-03-06 12:32:21.495988,0
2026-03-06 12:32:22.498323,0
2026-03-06 12:32:23.507404,0
2026-03-06 12:32:24.517166,0
2026-03-06 12:32:25.525895,0
2026-03-06 12:32:26.535977,0
2026-03-06 12:32:27.544753,0
2026-03-06 12:32:28.555625,0
2026-03-06 12:32:29.556195,0
2026-03-06 12:32:30.564642,0
2026-03-06 12:32:31.573686,0
2026-03-06 12:32:32.575785,0
2026-03-06 12:32:33.575632,0
2026-03-06 12:32:34.584197,0
2026-03-06 12:32:35.594012,0
2026-03-06 12:32:36.602882,0
2026-03-06 12:32:37.612075,0
2026-03-06 12:32:38.613072,0
2026-03-06 12:32:39.615662,0
2026-03-06 12:32:40.617566,0
2026-03-06 12:32:41.627108,0
2026-03-06 12:32:42.636003,0
2026-03-06 12:32:43.644734,0
2026-03-06 12:32:44.653047,0
2026-03-06 12:32:45.65467,0
2026-03-06 12:32:46.655449,0
2026-03-06 12:32:47.657747,0
2026-03-06 12:32:48.666971,0
2026-03-06 12:32:49.675963,0
2026-03-06 12:32:50.683991,0
2026-03-06 12:32:51.691393,0
2026-03-06 12:32:52.699048,0
2026-03-06 12:32:53.708736,0
2026-03-06 12:32:54.708978,0
2026-03-06 12:32:55.711557,0
2026-03-06 12:32:56.713923,0
2026-03-06 12:32:57.723665,0
2026-03-06 12:32:58.733111,0
2026-03-06 12:32:59.733177,0
2026-03-06 12:33:00.743345,0
2026-03-06 12:33:01.743846,0
2026-03-06 12:33:02.744094,0
2026-03-06 12:33:03.745481,0
2026-03-06 12:33:04.755238,0
2026-03-06 12:33:05.765629,0
2026-03-06 12:33:06.773646,0
2026-03-06 12:33:07.781933,0
2026-03-06 12:33:08.792489,0
2026-03-06 12:33:09.801666,0
2026-03-06 12:33:10.811507,0
2026-03-06 12:33:11.81284,0
2026-03-06 12:33:12.812672,0
2026-03-06 12:33:13.822674,0
2026-03-06 12:33:14.826541,0
2026-03-06 12:33:15.827864,0
2026-03-06 12:33:16.829361,0
2026-03-06 12:33:17.838978,0
2026-03-06 12:33:18.840443,0
2026-03-06 12:33:19.841098,0
2026-03-06 12:33:20.850307,0
2026-03-06 12:33:21.85093,0
2026-03-06 12:33:22.851872,0
2026-03-06 12:33:23.860944,0
2026-03-06 12:33:24.870151,0
2026-03-06 12:33:25.87963,0
2026-03-06 12:33:26.888526,0
2026-03-06 12:33:27.888525,0
2026-03-06 12:33:28.889614,0
