time,TC.CH4.raw_adc_counts
2026-03-06 12:31:43.780794,9621607
2026-03-06 12:31:43.788354,9638326
2026-03-06 12:31:43.788866,9654687
2026-03-06 12:31:43.789232,9671194
2026-03-06 12:31:43.789632,9687045
2026-03-06 12:31:43.790085,9702645
2026-03-06 12:31:43.790373,9717932
2026-03-06 12:31:43.790458,9732860
2026-03-06 12:31:43.790537,9747299
2026-03-06 12:31:43.790619,9760673
2026-03-06 12:31:43.790709,9774817
2026-03-06 12:31:43.795419,9787970
2026-03-06 12:31:43.795767,9800818
2026-03-06 12:31:43.796165,9813132
2026-03-06 12:31:43.796542,9826120
2026-03-06 12:31:43.796837,9837686
2026-03-06 12:31:43.873397,9848224
2026-03-06 12:31:43.974817,9859522
2026-03-06 12:31:44.0757,9869622
2026-03-06 12:31:44.176601,9880127
2026-03-06 12:31:44.277776,9889597
2026-03-06 12:31:44.379438,9898565
2026-03-06 12:31:44.47982,9907322
2026-03-06 12:31:44.581802,9916297
2026-03-06 12:31:44.682829,9923747
2026-03-06 12:31:44.784399,9932079
2026-03-06 12:31:44.885583,9939465
2026-03-06 12:31:44.987748,9946030
2026-03-06 12:31:45.088743,9951915
2026-03-06 12:31:45.190381,9958588
2026-03-06 12:31:45.291406,9964431
2026-03-06 12:31:45.392564,9968902
2026-03-06 12:31:45.493937,9973946
2026-03-06 12:31:45.594698,9978033
2026-03-06 12:31:45.695854,9981924
2026-03-06 12:31:45.796217,9986143
2026-03-06 12:31:45.897485,9988801
2026-03-06 12:31:45.99866,9991652
2026-03-06 12:31:46.100232,9993914
2026-03-06 12:31:46.201212,9996472
2026-03-06 12:31:46.302803,9998203
2026-03-06 12:31:46.403903,9998820
2026-03-06 12:31:46.50536,10000044
2026-03-06 12:31:46.606755,10000162
2026-03-06 12:31:46.708556,9999460
2026-03-06 12:31:46.809652,9999580
2026-03-06 12:31:46.911755,9998625
2026-03-06 12:31:47.012705,9997536
2026-03-06 12:31:47.114456,9995136
2026-03-06 12:31:47.215422,9993527
