time,PT.Fuel_Downstream.channel_id
2026-03-06 12:31:43.780408,3
2026-03-06 12:31:43.788253,3
2026-03-06 12:31:43.788822,3
2026-03-06 12:31:43.789254,3
2026-03-06 12:31:43.789672,3
2026-03-06 12:31:43.790045,3
2026-03-06 12:31:43.790361,3
2026-03-06 12:31:43.790449,3
2026-03-06 12:31:43.790541,3
2026-03-06 12:31:43.790627,3
2026-03-06 12:31:43.790701,3
2026-03-06 12:31:43.795339,3
2026-03-06 12:31:43.795788,3
2026-03-06 12:31:43.79613,3
2026-03-06 12:31:43.796509,3
2026-03-06 12:31:43.796802,3
2026-03-06 12:31:43.870997,3
2026-03-06 12:31:43.97305,3
2026-03-06 12:31:44.074416,3
2026-03-06 12:31:44.175895,3
2026-03-06 12:31:44.277118,3
2026-03-06 12:31:44.378699,3
2026-03-06 12:31:44.47906,3
2026-03-06 12:31:44.580393,3
2026-03-06 12:31:44.681541,3
2026-03-06 12:31:44.783189,3
2026-03-06 12:31:44.883707,3
2026-03-06 12:31:44.984617,3
2026-03-06 12:31:45.08577,3
2026-03-06 12:31:45.186756,3
2026-03-06 12:31:45.287714,3
2026-03-06 12:31:45.388215,3
2026-03-06 12:31:45.488964,3
2026-03-06 12:31:45.590249,3
2026-03-06 12:31:45.691186,3
2026-03-06 12:31:45.792446,3
2026-03-06 12:31:45.89344,3
2026-03-06 12:31:45.994621,3
2026-03-06 12:31:46.096766,3
2026-03-06 12:31:46.197715,3
2026-03-06 12:31:46.298992,3
2026-03-06 12:31:46.399993,3
2026-03-06 12:31:46.501124,3
2026-03-06 12:31:46.602137,3
2026-03-06 12:31:46.703651,3
2026-03-06 12:31:46.804401,3
2026-03-06 12:31:46.90593,3
2026-03-06 12:31:47.007317,3
2026-03-06 12:31:47.108118,3
2026-03-06 12:31:47.209859,3
2026-03-06 12:31:47.311079,3
2026-03-06 12:31:47.413111,3
2026-03-06 12:31:47.514045,3
2026-03-06 12:31:47.615302,3
2026-03-06 12:31:47.716708,3
2026-03-06 12:31:47.817648,3
2026-03-06 12:31:47.920013,3
2026-03-06 12:31:48.021301,3
2026-03-06 12:31:48.1226,3
2026-03-06 12:31:48.223806,3
2026-03-06 12:31:48.324988,3
2026-03-06 12:31:48.426039,3
2026-03-06 12:31:48.526867,3
2026-03-06 12:31:48.628547,3
2026-03-06 12:31:48.729925,3
2026-03-06 12:31:48.831247,3
2026-03-06 12:31:48.93221,3
2026-03-06 12:31:49.033479,3
2026-03-06 12:31:49.134229,3
2026-03-06 12:31:49.234524,3
2026-03-06 12:31:49.335565,3
2026-03-06 12:31:49.436083,3
2026-03-06 12:31:49.53683,3
2026-03-06 12:31:49.638147,3
2026-03-06 12:31:49.739172,3
2026-03-06 12:31:49.840376,3
2026-03-06 12:31:49.941752,3
2026-03-06 12:31:50.042907,3
2026-03-06 12:31:50.144687,3
2026-03-06 12:31:50.246615,3
2026-03-06 12:31:50.348306,3
2026-03-06 12:31:50.449265,3
2026-03-06 12:31:50.55042,3
2026-03-06 12:31:50.651009,3
2026-03-06 12:31:50.752573,3
2026-03-06 12:31:50.853284,3
2026-03-06 12:31:50.955094,3
2026-03-06 12:31:51.056128,3
2026-03-06 12:31:51.157835,3
2026-03-06 12:31:51.258913,3
2026-03-06 12:31:51.361008,3
2026-03-06 12:31:51.461409,3
2026-03-06 12:31:51.563086,3
2026-03-06 12:31:51.664356,3
2026-03-06 12:31:51.765615,3
2026-03-06 12:31:51.867155,3
2026-03-06 12:31:51.968618,3
2026-03-06 12:31:52.069978,3
2026-03-06 12:31:52.172129,3
2026-03-06 12:31:52.272996,3
2026-03-06 12:31:52.373653,3
2026-03-06 12:31:52.474288,3
2026-03-06 12:31:52.5755,3
2026-03-06 12:31:52.676499,3
2026-03-06 12:31:52.777894,3
2026-03-06 12:31:52.878746,3
2026-03-06 12:31:52.979497,3
2026-03-06 12:31:53.080557,3
2026-03-06 12:31:53.181645,3
2026-03-06 12:31:53.28253,3
2026-03-06 12:31:53.383361,3
2026-03-06 12:31:53.484342,3
2026-03-06 12:31:53.585166,3
2026-03-06 12:31:53.686254,3
2026-03-06 12:31:53.787028,3
2026-03-06 12:31:53.888352,3
2026-03-06 12:31:53.989411,3
2026-03-06 12:31:54.090038,3
2026-03-06 12:31:54.191052,3
2026-03-06 12:31:54.29173,3
2026-03-06 12:31:54.392792,3
2026-03-06 12:31:54.493581,3
2026-03-06 12:31:54.594569,3
2026-03-06 12:31:54.695349,3
2026-03-06 12:31:54.796682,3
2026-03-06 12:31:54.89704,3
2026-03-06 12:31:54.998332,3
2026-03-06 12:31:55.099174,3
2026-03-06 12:31:55.20003,3
2026-03-06 12:31:55.301516,3
2026-03-06 12:31:55.403086,3
2026-03-06 12:31:55.504643,3
2026-03-06 12:31:55.606542,3
2026-03-06 12:31:55.708242,3
2026-03-06 12:31:55.8093,3
2026-03-06 12:31:55.910485,3
2026-03-06 12:31:56.011717,3
2026-03-06 12:31:56.113215,3
2026-03-06 12:31:56.214732,3
2026-03-06 12:31:56.316303,3
2026-03-06 12:31:56.418187,3
2026-03-06 12:31:56.519066,3
2026-03-06 12:31:56.62031,3
2026-03-06 12:31:56.721821,3
2026-03-06 12:31:56.823012,3
2026-03-06 12:31:56.924404,3
2026-03-06 12:31:57.024957,3
2026-03-06 12:31:57.126108,3
2026-03-06 12:31:57.226651,3
2026-03-06 12:31:57.327714,3
2026-03-06 12:31:57.42825,3
2026-03-06 12:31:57.529309,3
2026-03-06 12:31:57.629757,3
2026-03-06 12:31:57.730721,3
2026-03-06 12:31:57.831928,3
2026-03-06 12:31:57.932304,3
2026-03-06 12:31:58.033762,3
2026-03-06 12:31:58.13503,3
2026-03-06 12:31:58.235689,3
2026-03-06 12:31:58.336096,3
2026-03-06 12:31:58.437008,3
2026-03-06 12:31:58.537824,3
2026-03-06 12:31:58.638885,3
2026-03-06 12:31:58.740509,3
2026-03-06 12:31:58.841337,3
2026-03-06 12:31:58.94215,3
2026-03-06 12:31:59.043581,3
2026-03-06 12:31:59.145389,3
2026-03-06 12:31:59.246724,3
2026-03-06 12:31:59.347654,3
2026-03-06 12:31:59.448385,3
2026-03-06 12:31:59.549225,3
2026-03-06 12:31:59.650525,3
2026-03-06 12:31:59.751463,3
2026-03-06 12:31:59.852895,3
2026-03-06 12:31:59.954287,3
2026-03-06 12:32:00.055176,3
2026-03-06 12:32:00.156416,3
2026-03-06 12:32:00.25768,3
2026-03-06 12:32:00.358312,3
2026-03-06 12:32:00.459432,3
2026-03-06 12:32:00.560643,3
2026-03-06 12:32:00.661919,3
2026-03-06 12:32:00.763194,3
2026-03-06 12:32:00.864211,3
2026-03-06 12:32:00.965521,3
2026-03-06 12:32:01.066386,3
2026-03-06 12:32:01.167446,3
2026-03-06 12:32:01.268639,3
2026-03-06 12:32:01.369707,3
2026-03-06 12:32:01.471069,3
2026-03-06 12:32:01.572106,3
2026-03-06 12:32:01.672795,3
2026-03-06 12:32:01.773333,3
2026-03-06 12:32:01.874756,3
2026-03-06 12:32:01.975439,3
2026-03-06 12:32:02.076437,3
2026-03-06 12:32:02.177376,3
2026-03-06 12:32:02.278828,3
2026-03-06 12:32:02.379767,3
2026-03-06 12:32:02.481078,3
2026-03-06 12:32:02.582199,3
2026-03-06 12:32:02.683038,3
2026-03-06 12:32:02.784584,3
2026-03-06 12:32:02.885545,3
2026-03-06 12:32:02.986358,3
2026-03-06 12:32:03.087659,3
2026-03-06 12:32:03.189399,3
2026-03-06 12:32:03.290639,3
2026-03-06 12:32:03.391572,3
2026-03-06 12:32:03.493187,3
2026-03-06 12:32:03.593838,3
2026-03-06 12:32:03.69504,3
2026-03-06 12:32:03.795636,3
2026-03-06 12:32:03.897095,3
2026-03-06 12:32:03.99771,3
2026-03-06 12:32:04.098765,3
2026-03-06 12:32:04.199921,3
2026-03-06 12:32:04.300992,3
2026-03-06 12:32:04.402287,3
2026-03-06 12:32:04.503079,3
2026-03-06 12:32:04.604069,3
2026-03-06 12:32:04.705223,3
2026-03-06 12:32:04.80661,3
2026-03-06 12:32:04.908144,3
2026-03-06 12:32:05.00941,3
2026-03-06 12:32:05.110157,3
2026-03-06 12:32:05.211653,3
2026-03-06 12:32:05.313246,3
2026-03-06 12:32:05.415083,3
2026-03-06 12:32:05.515238,3
2026-03-06 12:32:05.615845,3
2026-03-06 12:32:05.717143,3
2026-03-06 12:32:05.818171,3
2026-03-06 12:32:05.918859,3
2026-03-06 12:32:06.019359,3
2026-03-06 12:32:06.120913,3
2026-03-06 12:32:06.22158,3
2026-03-06 12:32:06.323233,3
2026-03-06 12:32:06.424789,3
2026-03-06 12:32:06.525656,3
2026-03-06 12:32:06.626883,3
2026-03-06 12:32:06.728185,3
2026-03-06 12:32:06.829565,3
2026-03-06 12:32:06.930345,3
2026-03-06 12:32:07.031453,3
2026-03-06 12:32:07.132662,3
2026-03-06 12:32:07.233764,3
2026-03-06 12:32:07.334961,3
2026-03-06 12:32:07.436126,3
2026-03-06 12:32:07.536661,3
2026-03-06 12:32:07.637563,3
2026-03-06 12:32:07.738607,3
2026-03-06 12:32:07.839922,3
2026-03-06 12:32:07.940616,3
2026-03-06 12:32:08.04209,3
2026-03-06 12:32:08.143547,3
2026-03-06 12:32:08.244716,3
2026-03-06 12:32:08.345868,3
2026-03-06 12:32:08.446897,3
2026-03-06 12:32:08.547925,3
2026-03-06 12:32:08.649052,3
2026-03-06 12:32:08.749834,3
2026-03-06 12:32:08.850909,3
2026-03-06 12:32:08.951848,3
2026-03-06 12:32:09.053422,3
2026-03-06 12:32:09.154399,3
2026-03-06 12:32:09.255064,3
2026-03-06 12:32:09.356154,3
2026-03-06 12:32:09.457174,3
2026-03-06 12:32:09.558045,3
2026-03-06 12:32:09.65932,3
2026-03-06 12:32:09.760679,3
2026-03-06 12:32:09.861485,3
2026-03-06 12:32:09.962995,3
2026-03-06 12:32:10.064312,3
2026-03-06 12:32:10.164961,3
2026-03-06 12:32:10.265792,3
2026-03-06 12:32:10.366717,3
2026-03-06 12:32:10.46798,3
2026-03-06 12:32:10.569374,3
2026-03-06 12:32:10.669732,3
2026-03-06 12:32:10.771224,3
2026-03-06 12:32:10.871873,3
2026-03-06 12:32:10.972847,3
2026-03-06 12:32:11.073643,3
2026-03-06 12:32:11.174992,3
2026-03-06 12:32:11.276738,3
2026-03-06 12:32:11.377733,3
2026-03-06 12:32:11.478828,3
2026-03-06 12:32:11.580073,3
2026-03-06 12:32:11.680794,3
2026-03-06 12:32:11.781646,3
2026-03-06 12:32:11.882553,3
2026-03-06 12:32:11.983456,3
2026-03-06 12:32:12.084106,3
2026-03-06 12:32:12.184982,3
2026-03-06 12:32:12.286374,3
2026-03-06 12:32:12.386863,3
2026-03-06 12:32:12.487732,3
2026-03-06 12:32:12.588492,3
2026-03-06 12:32:12.689325,3
2026-03-06 12:32:12.791916,3
2026-03-06 12:32:12.892755,3
2026-03-06 12:32:12.993962,3
2026-03-06 12:32:13.094728,3
2026-03-06 12:32:13.195805,3
2026-03-06 12:32:13.296943,3
2026-03-06 12:32:13.398177,3
2026-03-06 12:32:13.499134,3
2026-03-06 12:32:13.601435,3
2026-03-06 12:32:13.702157,3
2026-03-06 12:32:13.803538,3
2026-03-06 12:32:13.904144,3
2026-03-06 12:32:14.005586,3
2026-03-06 12:32:14.106041,3
2026-03-06 12:32:14.207348,3
2026-03-06 12:32:14.308392,3
2026-03-06 12:32:14.408796,3
2026-03-06 12:32:14.510312,3
2026-03-06 12:32:14.610843,3
2026-03-06 12:32:14.711374,3
2026-03-06 12:32:14.812546,3
2026-03-06 12:32:14.913235,3
2026-03-06 12:32:15.014064,3
2026-03-06 12:32:15.114978,3
2026-03-06 12:32:15.216679,3
2026-03-06 12:32:15.317452,3
2026-03-06 12:32:15.418441,3
2026-03-06 12:32:15.519398,3
2026-03-06 12:32:15.620399,3
2026-03-06 12:32:15.721118,3
2026-03-06 12:32:15.822308,3
2026-03-06 12:32:15.922929,3
2026-03-06 12:32:16.024332,3
2026-03-06 12:32:16.125881,3
2026-03-06 12:32:16.226738,3
2026-03-06 12:32:16.327766,3
2026-03-06 12:32:16.428321,3
