time,RTD.CH2.status
2026-03-06 12:31:43.786866,0
2026-03-06 12:31:43.788554,0
2026-03-06 12:31:43.788883,0
2026-03-06 12:31:43.789287,0
2026-03-06 12:31:43.789705,0
2026-03-06 12:31:43.790139,0
2026-03-06 12:31:43.790377,0
2026-03-06 12:31:43.790465,0
2026-03-06 12:31:43.790552,0
2026-03-06 12:31:43.790634,0
2026-03-06 12:31:43.794909,0
2026-03-06 12:31:43.795438,0
2026-03-06 12:31:43.795824,0
2026-03-06 12:31:43.796179,0
2026-03-06 12:31:43.796557,0
2026-03-06 12:31:43.85664,0
2026-03-06 12:31:43.957891,0
2026-03-06 12:31:44.058577,0
2026-03-06 12:31:44.159695,0
2026-03-06 12:31:44.260964,0
2026-03-06 12:31:44.361619,0
2026-03-06 12:31:44.46224,0
2026-03-06 12:31:44.563883,0
2026-03-06 12:31:44.665616,0
2026-03-06 12:31:44.766779,0
2026-03-06 12:31:44.867787,0
2026-03-06 12:31:44.969555,0
2026-03-06 12:31:45.070695,0
2026-03-06 12:31:45.172212,0
2026-03-06 12:31:45.273784,0
2026-03-06 12:31:45.375044,0
2026-03-06 12:31:45.476512,0
2026-03-06 12:31:45.577339,0
2026-03-06 12:31:45.678643,0
2026-03-06 12:31:45.780221,0
2026-03-06 12:31:45.881149,0
2026-03-06 12:31:45.982422,0
2026-03-06 12:31:46.084636,0
2026-03-06 12:31:46.185659,0
2026-03-06 12:31:46.287223,0
2026-03-06 12:31:46.389163,0
2026-03-06 12:31:46.490204,0
2026-03-06 12:31:46.591998,0
2026-03-06 12:31:46.693636,0
2026-03-06 12:31:46.794915,0
2026-03-06 12:31:46.895695,0
2026-03-06 12:31:46.997556,0
2026-03-06 12:31:47.098634,0
2026-03-06 12:31:47.199699,0
2026-03-06 12:31:47.301172,0
2026-03-06 12:31:47.402899,0
2026-03-06 12:31:47.503801,0
2026-03-06 12:31:47.604929,0
2026-03-06 12:31:47.706236,0
2026-03-06 12:31:47.807348,0
2026-03-06 12:31:47.909398,0
2026-03-06 12:31:48.010703,0
2026-03-06 12:31:48.112149,0
2026-03-06 12:31:48.213633,0
2026-03-06 12:31:48.314573,0
2026-03-06 12:31:48.417002,0
2026-03-06 12:31:48.518226,0
2026-03-06 12:31:48.619633,0
2026-03-06 12:31:48.7212,0
2026-03-06 12:31:48.821547,0
2026-03-06 12:31:48.923502,0
2026-03-06 12:31:49.02424,0
2026-03-06 12:31:49.124903,0
2026-03-06 12:31:49.22552,0
2026-03-06 12:31:49.326445,0
2026-03-06 12:31:49.427409,0
2026-03-06 12:31:49.528508,0
2026-03-06 12:31:49.62994,0
2026-03-06 12:31:49.731147,0
2026-03-06 12:31:49.832284,0
2026-03-06 12:31:49.93341,0
2026-03-06 12:31:50.034165,0
2026-03-06 12:31:50.135398,0
2026-03-06 12:31:50.236406,0
2026-03-06 12:31:50.337024,0
2026-03-06 12:31:50.438155,0
2026-03-06 12:31:50.539121,0
2026-03-06 12:31:50.639818,0
2026-03-06 12:31:50.741054,0
2026-03-06 12:31:50.842441,0
2026-03-06 12:31:50.943279,0
2026-03-06 12:31:51.044092,0
2026-03-06 12:31:51.145783,0
2026-03-06 12:31:51.246688,0
2026-03-06 12:31:51.348116,0
2026-03-06 12:31:51.449174,0
2026-03-06 12:31:51.550261,0
2026-03-06 12:31:51.651713,0
2026-03-06 12:31:51.752295,0
2026-03-06 12:31:51.853535,0
2026-03-06 12:31:51.955327,0
2026-03-06 12:31:52.056322,0
2026-03-06 12:31:52.158674,0
2026-03-06 12:31:52.259223,0
2026-03-06 12:31:52.361878,0
2026-03-06 12:31:52.462778,0
2026-03-06 12:31:52.564355,0
2026-03-06 12:31:52.666007,0
2026-03-06 12:31:52.767468,0
2026-03-06 12:31:52.869247,0
2026-03-06 12:31:52.970148,0
2026-03-06 12:31:53.071206,0
2026-03-06 12:31:53.172435,0
2026-03-06 12:31:53.2729,0
2026-03-06 12:31:53.373958,0
2026-03-06 12:31:53.474453,0
2026-03-06 12:31:53.575134,0
2026-03-06 12:31:53.675887,0
2026-03-06 12:31:53.7771,0
2026-03-06 12:31:53.878382,0
2026-03-06 12:31:53.980503,0
2026-03-06 12:31:54.08149,0
2026-03-06 12:31:54.18216,0
2026-03-06 12:31:54.283604,0
2026-03-06 12:31:54.384595,0
2026-03-06 12:31:54.485969,0
2026-03-06 12:31:54.586804,0
2026-03-06 12:31:54.688145,0
2026-03-06 12:31:54.788456,0
2026-03-06 12:31:54.88943,0
2026-03-06 12:31:54.990657,0
2026-03-06 12:31:55.091032,0
2026-03-06 12:31:55.191858,0
2026-03-06 12:31:55.292707,0
2026-03-06 12:31:55.393517,0
2026-03-06 12:31:55.494116,0
2026-03-06 12:31:55.594912,0
2026-03-06 12:31:55.696439,0
2026-03-06 12:31:55.796755,0
2026-03-06 12:31:55.898355,0
2026-03-06 12:31:55.999566,0
2026-03-06 12:31:56.101218,0
2026-03-06 12:31:56.202769,0
2026-03-06 12:31:56.304863,0
2026-03-06 12:31:56.407176,0
2026-03-06 12:31:56.507816,0
2026-03-06 12:31:56.609057,0
2026-03-06 12:31:56.710217,0
2026-03-06 12:31:56.812076,0
2026-03-06 12:31:56.912582,0
2026-03-06 12:31:57.013723,0
2026-03-06 12:31:57.114697,0
2026-03-06 12:31:57.215388,0
2026-03-06 12:31:57.316441,0
2026-03-06 12:31:57.417849,0
2026-03-06 12:31:57.518656,0
2026-03-06 12:31:57.619907,0
2026-03-06 12:31:57.720872,0
2026-03-06 12:31:57.821137,0
2026-03-06 12:31:57.922199,0
2026-03-06 12:31:58.023182,0
2026-03-06 12:31:58.123928,0
2026-03-06 12:31:58.22524,0
2026-03-06 12:31:58.32619,0
2026-03-06 12:31:58.427177,0
2026-03-06 12:31:58.528936,0
2026-03-06 12:31:58.630314,0
2026-03-06 12:31:58.732357,0
2026-03-06 12:31:58.833539,0
2026-03-06 12:31:58.935557,0
2026-03-06 12:31:59.037057,0
2026-03-06 12:31:59.138393,0
2026-03-06 12:31:59.23958,0
2026-03-06 12:31:59.341741,0
2026-03-06 12:31:59.443632,0
2026-03-06 12:31:59.544604,0
2026-03-06 12:31:59.646219,0
2026-03-06 12:31:59.747746,0
2026-03-06 12:31:59.84887,0
2026-03-06 12:31:59.950169,0
2026-03-06 12:32:00.051462,0
2026-03-06 12:32:00.152564,0
2026-03-06 12:32:00.253956,0
2026-03-06 12:32:00.354631,0
2026-03-06 12:32:00.455931,0
2026-03-06 12:32:00.55653,0
2026-03-06 12:32:00.657484,0
2026-03-06 12:32:00.757915,0
2026-03-06 12:32:00.859113,0
2026-03-06 12:32:00.960396,0
2026-03-06 12:32:01.061886,0
2026-03-06 12:32:01.163091,0
2026-03-06 12:32:01.264213,0
2026-03-06 12:32:01.365302,0
2026-03-06 12:32:01.466878,0
2026-03-06 12:32:01.568896,0
2026-03-06 12:32:01.669631,0
2026-03-06 12:32:01.77061,0
2026-03-06 12:32:01.871753,0
2026-03-06 12:32:01.972425,0
2026-03-06 12:32:02.073511,0
2026-03-06 12:32:02.174353,0
2026-03-06 12:32:02.275062,0
2026-03-06 12:32:02.375945,0
2026-03-06 12:32:02.476766,0
2026-03-06 12:32:02.57743,0
2026-03-06 12:32:02.678195,0
2026-03-06 12:32:02.779689,0
2026-03-06 12:32:02.881453,0
2026-03-06 12:32:02.982689,0
2026-03-06 12:32:03.08381,0
2026-03-06 12:32:03.185289,0
2026-03-06 12:32:03.287047,0
2026-03-06 12:32:03.388637,0
2026-03-06 12:32:03.489643,0
2026-03-06 12:32:03.590905,0
2026-03-06 12:32:03.692665,0
2026-03-06 12:32:03.79446,0
2026-03-06 12:32:03.896425,0
2026-03-06 12:32:03.997591,0
2026-03-06 12:32:04.099391,0
2026-03-06 12:32:04.20001,0
2026-03-06 12:32:04.30172,0
2026-03-06 12:32:04.403796,0
2026-03-06 12:32:04.504261,0
2026-03-06 12:32:04.605316,0
2026-03-06 12:32:04.706389,0
2026-03-06 12:32:04.807141,0
2026-03-06 12:32:04.908024,0
2026-03-06 12:32:05.008839,0
2026-03-06 12:32:05.110045,0
2026-03-06 12:32:05.210836,0
2026-03-06 12:32:05.311987,0
2026-03-06 12:32:05.413134,0
2026-03-06 12:32:05.5134,0
2026-03-06 12:32:05.614613,0
2026-03-06 12:32:05.715977,0
2026-03-06 12:32:05.81688,0
2026-03-06 12:32:05.918141,0
2026-03-06 12:32:06.019258,0
2026-03-06 12:32:06.120201,0
2026-03-06 12:32:06.221435,0
2026-03-06 12:32:06.323048,0
2026-03-06 12:32:06.4249,0
2026-03-06 12:32:06.525528,0
2026-03-06 12:32:06.626742,0
2026-03-06 12:32:06.727533,0
2026-03-06 12:32:06.828866,0
2026-03-06 12:32:06.929143,0
2026-03-06 12:32:07.030272,0
2026-03-06 12:32:07.131505,0
2026-03-06 12:32:07.23256,0
2026-03-06 12:32:07.3337,0
2026-03-06 12:32:07.435285,0
2026-03-06 12:32:07.536039,0
2026-03-06 12:32:07.637399,0
2026-03-06 12:32:07.738452,0
2026-03-06 12:32:07.839996,0
2026-03-06 12:32:07.941245,0
2026-03-06 12:32:08.042158,0
2026-03-06 12:32:08.143381,0
2026-03-06 12:32:08.244526,0
2026-03-06 12:32:08.345751,0
2026-03-06 12:32:08.446633,0
2026-03-06 12:32:08.547296,0
2026-03-06 12:32:08.64845,0
2026-03-06 12:32:08.749897,0
2026-03-06 12:32:08.851017,0
2026-03-06 12:32:08.951747,0
2026-03-06 12:32:09.053298,0
2026-03-06 12:32:09.154301,0
2026-03-06 12:32:09.255108,0
2026-03-06 12:32:09.356225,0
2026-03-06 12:32:09.457236,0
2026-03-06 12:32:09.558692,0
2026-03-06 12:32:09.659435,0
2026-03-06 12:32:09.760543,0
2026-03-06 12:32:09.861574,0
2026-03-06 12:32:09.962849,0
2026-03-06 12:32:10.06421,0
2026-03-06 12:32:10.164869,0
2026-03-06 12:32:10.265884,0
2026-03-06 12:32:10.366577,0
2026-03-06 12:32:10.467821,0
2026-03-06 12:32:10.568441,0
2026-03-06 12:32:10.669513,0
2026-03-06 12:32:10.770507,0
2026-03-06 12:32:10.871722,0
2026-03-06 12:32:10.972004,0
2026-03-06 12:32:11.073018,0
2026-03-06 12:32:11.174761,0
2026-03-06 12:32:11.276593,0
2026-03-06 12:32:11.377813,0
2026-03-06 12:32:11.478611,0
2026-03-06 12:32:11.579931,0
2026-03-06 12:32:11.680222,0
2026-03-06 12:32:11.781514,0
2026-03-06 12:32:11.882405,0
2026-03-06 12:32:11.983574,0
2026-03-06 12:32:12.084697,0
2026-03-06 12:32:12.185611,0
2026-03-06 12:32:12.286445,0
2026-03-06 12:32:12.38695,0
2026-03-06 12:32:12.487577,0
2026-03-06 12:32:12.588592,0
2026-03-06 12:32:12.689893,0
2026-03-06 12:32:12.791129,0
2026-03-06 12:32:12.89207,0
2026-03-06 12:32:12.993388,0
2026-03-06 12:32:13.094146,0
2026-03-06 12:32:13.19503,0
2026-03-06 12:32:13.295712,0
2026-03-06 12:32:13.396904,0
2026-03-06 12:32:13.497948,0
2026-03-06 12:32:13.599328,0
2026-03-06 12:32:13.700227,0
2026-03-06 12:32:13.801163,0
2026-03-06 12:32:13.902241,0
2026-03-06 12:32:14.002668,0
2026-03-06 12:32:14.103947,0
2026-03-06 12:32:14.205109,0
2026-03-06 12:32:14.305653,0
2026-03-06 12:32:14.406968,0
2026-03-06 12:32:14.507723,0
2026-03-06 12:32:14.608354,0
2026-03-06 12:32:14.709342,0
2026-03-06 12:32:14.81001,0
2026-03-06 12:32:14.910753,0
2026-03-06 12:32:15.011752,0
2026-03-06 12:32:15.112507,0
2026-03-06 12:32:15.213492,0
2026-03-06 12:32:15.31385,0
2026-03-06 12:32:15.414865,0
2026-03-06 12:32:15.515901,0
2026-03-06 12:32:15.616658,0
2026-03-06 12:32:15.717511,0
2026-03-06 12:32:15.818636,0
2026-03-06 12:32:15.919392,0
2026-03-06 12:32:16.020822,0
2026-03-06 12:32:16.122085,0
2026-03-06 12:32:16.22274,0
2026-03-06 12:32:16.324231,0
2026-03-06 12:32:16.425531,0
2026-03-06 12:32:16.526451,0
2026-03-06 12:32:16.627626,0
2026-03-06 12:32:16.728728,0
2026-03-06 12:32:16.83053,0
2026-03-06 12:32:16.931559,0
2026-03-06 12:32:17.032829,0
2026-03-06 12:32:17.133773,0
2026-03-06 12:32:17.234652,0
2026-03-06 12:32:17.335234,0
2026-03-06 12:32:17.435949,0
2026-03-06 12:32:17.536733,0
2026-03-06 12:32:17.637752,0
2026-03-06 12:32:17.739117,0
2026-03-06 12:32:17.839602,0
2026-03-06 12:32:17.940331,0
2026-03-06 12:32:18.04166,0
2026-03-06 12:32:18.142564,0
2026-03-06 12:32:18.2442,0
2026-03-06 12:32:18.344985,0
2026-03-06 12:32:18.446193,0
2026-03-06 12:32:18.547217,0
2026-03-06 12:32:18.648103,0
2026-03-06 12:32:18.748972,0
2026-03-06 12:32:18.850165,0
2026-03-06 12:32:18.950887,0
2026-03-06 12:32:19.051445,0
2026-03-06 12:32:19.152926,0
2026-03-06 12:32:19.254326,0
2026-03-06 12:32:19.354869,0
2026-03-06 12:32:19.456423,0
2026-03-06 12:32:19.557321,0
2026-03-06 12:32:19.658228,0
2026-03-06 12:32:19.758728,0
2026-03-06 12:32:19.860218,0
2026-03-06 12:32:19.960694,0
2026-03-06 12:32:20.062795,0
2026-03-06 12:32:20.163544,0
2026-03-06 12:32:20.264368,0
2026-03-06 12:32:20.3652,0
2026-03-06 12:32:20.466063,0
2026-03-06 12:32:20.56731,0
2026-03-06 12:32:20.668163,0
