time,BOARD.HB_21.packet_ts_ms
2026-03-06 12:31:43.785031,3273776385
2026-03-06 12:31:43.793612,3273777391
2026-03-06 12:31:44.347717,3273778395
2026-03-06 12:31:45.347658,3273779395
2026-03-06 12:31:46.349027,3273780396
2026-03-06 12:31:47.352366,3273781399
2026-03-06 12:31:48.355267,3273782402
2026-03-06 12:31:49.355272,3273783403
2026-03-06 12:31:50.35812,3273784405
2026-03-06 12:31:51.360209,3273785407
2026-03-06 12:31:52.363549,3273786411
2026-03-06 12:31:53.373255,3273787420
2026-03-06 12:31:54.382285,3273788430
2026-03-06 12:31:55.392886,3273789440
2026-03-06 12:31:56.397965,3273790444
2026-03-06 12:31:57.397985,3273791445
2026-03-06 12:31:58.406946,3273792454
2026-03-06 12:31:59.408464,3273793455
2026-03-06 12:32:00.40931,3273794456
2026-03-06 12:32:01.410258,3273795457
2026-03-06 12:32:02.410262,3273796457
2026-03-06 12:32:03.411715,3273797459
2026-03-06 12:32:04.412463,3273798459
2026-03-06 12:32:05.414391,3273799461
2026-03-06 12:32:06.424145,3273800471
2026-03-06 12:32:07.425583,3273801473
2026-03-06 12:32:08.426683,3273802474
2026-03-06 12:32:09.42687,3273803474
2026-03-06 12:32:10.427114,3273804474
2026-03-06 12:32:11.428093,3273805475
2026-03-06 12:32:12.437416,3273806484
2026-03-06 12:32:13.438935,3273807486
2026-03-06 12:32:14.43939,3273808486
2026-03-06 12:32:15.44861,3273809496
2026-03-06 12:32:16.448952,3273810496
2026-03-06 12:32:17.458745,3273811506
2026-03-06 12:32:18.468089,3273812515
2026-03-06 12:32:19.470265,3273813517
2026-03-06 12:32:20.479214,3273814526
2026-03-06 12:32:21.481147,3273815528
2026-03-06 12:32:22.482542,3273816530
2026-03-06 12:32:23.483509,3273817530
2026-03-06 12:32:24.48335,3273818530
2026-03-06 12:32:25.492592,3273819540
2026-03-06 12:32:26.493103,3273820540
2026-03-06 12:32:27.493121,3273821540
2026-03-06 12:32:28.494099,3273822541
2026-03-06 12:32:29.494985,3273823542
2026-03-06 12:32:30.504259,3273824551
2026-03-06 12:32:31.504923,3273825552
2026-03-06 12:32:32.51481,3273826561
2026-03-06 12:32:33.524007,3273827571
2026-03-06 12:32:34.525346,3273828572
2026-03-06 12:32:35.52623,3273829573
2026-03-06 12:32:36.526487,3273830574
2026-03-06 12:32:37.527028,3273831574
2026-03-06 12:32:38.527648,3273832575
2026-03-06 12:32:39.536243,3273833583
2026-03-06 12:32:40.545428,3273834593
2026-03-06 12:32:41.554679,3273835602
2026-03-06 12:32:42.555183,3273836602
2026-03-06 12:32:43.556521,3273837604
2026-03-06 12:32:44.565173,3273838612
2026-03-06 12:32:45.565739,3273839613
2026-03-06 12:32:46.567417,3273840614
2026-03-06 12:32:47.569075,3273841616
2026-03-06 12:32:48.57039,3273842617
2026-03-06 12:32:49.573368,3273843620
2026-03-06 12:32:50.583075,3273844630
2026-03-06 12:32:51.592302,3273845639
2026-03-06 12:32:52.600524,3273846648
2026-03-06 12:32:53.610319,3273847657
2026-03-06 12:32:54.620276,3273848667
2026-03-06 12:32:55.620681,3273849668
2026-03-06 12:32:56.620974,3273850668
2026-03-06 12:32:57.62116,3273851668
2026-03-06 12:32:58.621613,3273852668
2026-03-06 12:32:59.63052,3273853678
2026-03-06 12:33:00.631759,3273854679
2026-03-06 12:33:01.633575,3273855680
2026-03-06 12:33:02.643281,3273856690
2026-03-06 12:33:03.653487,3273857700
2026-03-06 12:33:04.663005,3273858710
2026-03-06 12:33:05.672748,3273859720
2026-03-06 12:33:06.681246,3273860728
2026-03-06 12:33:07.683432,3273861730
2026-03-06 12:33:08.686201,3273862733
2026-03-06 12:33:09.695978,3273863743
2026-03-06 12:33:10.704714,3273864752
2026-03-06 12:33:11.714643,3273865762
2026-03-06 12:33:12.714951,3273866762
2026-03-06 12:33:13.72471,3273867772
2026-03-06 12:33:14.734543,3273868781
2026-03-06 12:33:15.744279,3273869792
2026-03-06 12:33:16.754803,3273870802
2026-03-06 12:33:17.755024,3273871802
2026-03-06 12:33:18.763377,3273872811
2026-03-06 12:33:19.772202,3273873819
2026-03-06 12:33:20.773464,3273874821
2026-03-06 12:33:21.774929,3273875822
2026-03-06 12:33:22.78506,3273876832
2026-03-06 12:33:23.786441,3273877833
2026-03-06 12:33:24.788803,3273878836
2026-03-06 12:33:25.789533,3273879837
2026-03-06 12:33:26.791454,3273880838
2026-03-06 12:33:27.800243,3273881847
2026-03-06 12:33:28.809703,3273882857
2026-03-06 12:33:29.811251,3273883858
2026-03-06 12:33:30.819427,3273884867
2026-03-06 12:33:31.820734,3273885868
2026-03-06 12:33:32.821323,3273886868
2026-03-06 12:33:33.824703,3273887872
2026-03-06 12:33:34.82688,3273888874
