time,TC.CH3.status
2026-03-06 12:31:43.780748,0
2026-03-06 12:31:43.788345,0
2026-03-06 12:31:43.78886,0
2026-03-06 12:31:43.789227,0
2026-03-06 12:31:43.789627,0
2026-03-06 12:31:43.790079,0
2026-03-06 12:31:43.790372,0
2026-03-06 12:31:43.790457,0
2026-03-06 12:31:43.790535,0
2026-03-06 12:31:43.790618,0
2026-03-06 12:31:43.790708,0
2026-03-06 12:31:43.795411,0
2026-03-06 12:31:43.795762,0
2026-03-06 12:31:43.79616,0
2026-03-06 12:31:43.796537,0
2026-03-06 12:31:43.796833,0
2026-03-06 12:31:43.873386,0
2026-03-06 12:31:43.974803,0
2026-03-06 12:31:44.075685,0
2026-03-06 12:31:44.176585,0
2026-03-06 12:31:44.277765,0
2026-03-06 12:31:44.379425,0
2026-03-06 12:31:44.479805,0
2026-03-06 12:31:44.581734,0
2026-03-06 12:31:44.682819,0
2026-03-06 12:31:44.784369,0
2026-03-06 12:31:44.885572,0
2026-03-06 12:31:44.98772,0
2026-03-06 12:31:45.088721,0
2026-03-06 12:31:45.190324,0
2026-03-06 12:31:45.291351,0
2026-03-06 12:31:45.392525,0
2026-03-06 12:31:45.493871,0
2026-03-06 12:31:45.594674,0
2026-03-06 12:31:45.6958,0
2026-03-06 12:31:45.796158,0
2026-03-06 12:31:45.897439,0
2026-03-06 12:31:45.998612,0
2026-03-06 12:31:46.100195,0
2026-03-06 12:31:46.201196,0
2026-03-06 12:31:46.302775,0
2026-03-06 12:31:46.403884,0
2026-03-06 12:31:46.505331,0
2026-03-06 12:31:46.606729,0
2026-03-06 12:31:46.708513,0
2026-03-06 12:31:46.809639,0
2026-03-06 12:31:46.91172,0
2026-03-06 12:31:47.012673,0
2026-03-06 12:31:47.114438,0
2026-03-06 12:31:47.215396,0
2026-03-06 12:31:47.317077,0
2026-03-06 12:31:47.418497,0
2026-03-06 12:31:47.519927,0
2026-03-06 12:31:47.620892,0
2026-03-06 12:31:47.721962,0
2026-03-06 12:31:47.822802,0
2026-03-06 12:31:47.923608,0
2026-03-06 12:31:48.024847,0
2026-03-06 12:31:48.125349,0
2026-03-06 12:31:48.226905,0
2026-03-06 12:31:48.327286,0
2026-03-06 12:31:48.428318,0
2026-03-06 12:31:48.529198,0
2026-03-06 12:31:48.629691,0
2026-03-06 12:31:48.7311,0
2026-03-06 12:31:48.832392,0
2026-03-06 12:31:48.933313,0
2026-03-06 12:31:49.034178,0
2026-03-06 12:31:49.135454,0
2026-03-06 12:31:49.236301,0
2026-03-06 12:31:49.337338,0
2026-03-06 12:31:49.438365,0
2026-03-06 12:31:49.53972,0
2026-03-06 12:31:49.641004,0
2026-03-06 12:31:49.741997,0
2026-03-06 12:31:49.84327,0
2026-03-06 12:31:49.944923,0
2026-03-06 12:31:50.046221,0
2026-03-06 12:31:50.147589,0
2026-03-06 12:31:50.248586,0
2026-03-06 12:31:50.349161,0
2026-03-06 12:31:50.449858,0
2026-03-06 12:31:50.551105,0
2026-03-06 12:31:50.652181,0
2026-03-06 12:31:50.753161,0
2026-03-06 12:31:50.853895,0
2026-03-06 12:31:50.955326,0
2026-03-06 12:31:51.056003,0
2026-03-06 12:31:51.157063,0
2026-03-06 12:31:51.257589,0
2026-03-06 12:31:51.359394,0
2026-03-06 12:31:51.459638,0
2026-03-06 12:31:51.56069,0
2026-03-06 12:31:51.661306,0
2026-03-06 12:31:51.762467,0
2026-03-06 12:31:51.863876,0
2026-03-06 12:31:51.964617,0
2026-03-06 12:31:52.065695,0
2026-03-06 12:31:52.166343,0
2026-03-06 12:31:52.26667,0
2026-03-06 12:31:52.367341,0
2026-03-06 12:31:52.468325,0
2026-03-06 12:31:52.568977,0
2026-03-06 12:31:52.670374,0
2026-03-06 12:31:52.771214,0
2026-03-06 12:31:52.872074,0
2026-03-06 12:31:52.972528,0
2026-03-06 12:31:53.073705,0
2026-03-06 12:31:53.174429,0
2026-03-06 12:31:53.275164,0
2026-03-06 12:31:53.376275,0
2026-03-06 12:31:53.477343,0
2026-03-06 12:31:53.578145,0
2026-03-06 12:31:53.679215,0
2026-03-06 12:31:53.780572,0
2026-03-06 12:31:53.881526,0
2026-03-06 12:31:53.9822,0
2026-03-06 12:31:54.082572,0
2026-03-06 12:31:54.183993,0
2026-03-06 12:31:54.284795,0
2026-03-06 12:31:54.385771,0
2026-03-06 12:31:54.486534,0
2026-03-06 12:31:54.588035,0
2026-03-06 12:31:54.688321,0
2026-03-06 12:31:54.789614,0
2026-03-06 12:31:54.890043,0
2026-03-06 12:31:54.991363,0
2026-03-06 12:31:55.09224,0
2026-03-06 12:31:55.193126,0
2026-03-06 12:31:55.293526,0
2026-03-06 12:31:55.394654,0
2026-03-06 12:31:55.496049,0
2026-03-06 12:31:55.597257,0
2026-03-06 12:31:55.698732,0
2026-03-06 12:31:55.799051,0
2026-03-06 12:31:55.900521,0
2026-03-06 12:31:56.002332,0
2026-03-06 12:31:56.103235,0
2026-03-06 12:31:56.204886,0
2026-03-06 12:31:56.306366,0
2026-03-06 12:31:56.408121,0
2026-03-06 12:31:56.508699,0
2026-03-06 12:31:56.609975,0
2026-03-06 12:31:56.710801,0
2026-03-06 12:31:56.813042,0
2026-03-06 12:31:56.913146,0
2026-03-06 12:31:57.014352,0
2026-03-06 12:31:57.115499,0
2026-03-06 12:31:57.216821,0
2026-03-06 12:31:57.317756,0
2026-03-06 12:31:57.41868,0
2026-03-06 12:31:57.519454,0
2026-03-06 12:31:57.620126,0
2026-03-06 12:31:57.720774,0
2026-03-06 12:31:57.821725,0
2026-03-06 12:31:57.92288,0
2026-03-06 12:31:58.023276,0
2026-03-06 12:31:58.124621,0
2026-03-06 12:31:58.225356,0
2026-03-06 12:31:58.326144,0
2026-03-06 12:31:58.427123,0
2026-03-06 12:31:58.527697,0
2026-03-06 12:31:58.629172,0
2026-03-06 12:31:58.729962,0
2026-03-06 12:31:58.831129,0
2026-03-06 12:31:58.932586,0
2026-03-06 12:31:59.033549,0
2026-03-06 12:31:59.134843,0
2026-03-06 12:31:59.235952,0
2026-03-06 12:31:59.337059,0
2026-03-06 12:31:59.438353,0
2026-03-06 12:31:59.539914,0
2026-03-06 12:31:59.640822,0
2026-03-06 12:31:59.742265,0
2026-03-06 12:31:59.842881,0
2026-03-06 12:31:59.94477,0
2026-03-06 12:32:00.046497,0
2026-03-06 12:32:00.148083,0
2026-03-06 12:32:00.25039,0
2026-03-06 12:32:00.351708,0
2026-03-06 12:32:00.452796,0
2026-03-06 12:32:00.554843,0
2026-03-06 12:32:00.655667,0
2026-03-06 12:32:00.756135,0
2026-03-06 12:32:00.857345,0
2026-03-06 12:32:00.957928,0
2026-03-06 12:32:01.059619,0
2026-03-06 12:32:01.160855,0
2026-03-06 12:32:01.261828,0
2026-03-06 12:32:01.362798,0
2026-03-06 12:32:01.464424,0
2026-03-06 12:32:01.565669,0
