time,BOARD.HB_31.engine_state
2026-03-06 12:31:43.782213,0
2026-03-06 12:31:43.790713,0
2026-03-06 12:31:44.341245,0
2026-03-06 12:31:45.344554,0
2026-03-06 12:31:46.347773,0
2026-03-06 12:31:47.35146,0
2026-03-06 12:31:48.355931,0
2026-03-06 12:31:49.356447,0
2026-03-06 12:31:50.356926,0
2026-03-06 12:31:51.358071,0
2026-03-06 12:31:52.361228,0
2026-03-06 12:31:53.363788,0
2026-03-06 12:31:54.364621,0
2026-03-06 12:31:55.373053,0
2026-03-06 12:31:56.376304,0
2026-03-06 12:31:57.377152,0
2026-03-06 12:31:58.387098,0
2026-03-06 12:31:59.392523,0
2026-03-06 12:32:00.395255,0
2026-03-06 12:32:01.396216,0
2026-03-06 12:32:02.396186,0
2026-03-06 12:32:03.398367,0
2026-03-06 12:32:04.402892,0
2026-03-06 12:32:05.41241,0
2026-03-06 12:32:06.41412,0
2026-03-06 12:32:07.415193,0
2026-03-06 12:32:08.415936,0
2026-03-06 12:32:09.416899,0
2026-03-06 12:32:10.417044,0
2026-03-06 12:32:11.418294,0
2026-03-06 12:32:12.42699,0
2026-03-06 12:32:13.427087,0
2026-03-06 12:32:14.437104,0
2026-03-06 12:32:15.444741,0
2026-03-06 12:32:16.445381,0
2026-03-06 12:32:17.446132,0
2026-03-06 12:32:18.456142,0
2026-03-06 12:32:19.466172,0
2026-03-06 12:32:20.476434,0
2026-03-06 12:32:21.486336,0
2026-03-06 12:32:22.487705,0
2026-03-06 12:32:23.49606,0
2026-03-06 12:32:24.496619,0
2026-03-06 12:32:25.505706,0
2026-03-06 12:32:26.515565,0
2026-03-06 12:32:27.515955,0
2026-03-06 12:32:28.515543,0
2026-03-06 12:32:29.525436,0
2026-03-06 12:32:30.534376,0
2026-03-06 12:32:31.535153,0
2026-03-06 12:32:32.537399,0
2026-03-06 12:32:33.544739,0
2026-03-06 12:32:34.553198,0
2026-03-06 12:32:35.561763,0
2026-03-06 12:32:36.571837,0
2026-03-06 12:32:37.573411,0
2026-03-06 12:32:38.583312,0
2026-03-06 12:32:39.583813,0
2026-03-06 12:32:40.593922,0
2026-03-06 12:32:41.593977,0
2026-03-06 12:32:42.596323,0
2026-03-06 12:32:43.597609,0
2026-03-06 12:32:44.606735,0
2026-03-06 12:32:45.61497,0
2026-03-06 12:32:46.624231,0
2026-03-06 12:32:47.624536,0
2026-03-06 12:32:48.632648,0
2026-03-06 12:32:49.641974,0
2026-03-06 12:32:50.650508,0
2026-03-06 12:32:51.659944,0
2026-03-06 12:32:52.661114,0
2026-03-06 12:32:53.671289,0
2026-03-06 12:32:54.68114,0
2026-03-06 12:32:55.681436,0
2026-03-06 12:32:56.691278,0
2026-03-06 12:32:57.691487,0
2026-03-06 12:32:58.693362,0
2026-03-06 12:32:59.693295,0
2026-03-06 12:33:00.702127,0
2026-03-06 12:33:01.702895,0
2026-03-06 12:33:02.712306,0
2026-03-06 12:33:03.721429,0
2026-03-06 12:33:04.730695,0
2026-03-06 12:33:05.74102,0
2026-03-06 12:33:06.742324,0
2026-03-06 12:33:07.751443,0
2026-03-06 12:33:08.751971,0
2026-03-06 12:33:09.761367,0
2026-03-06 12:33:10.771076,0
2026-03-06 12:33:11.771905,0
2026-03-06 12:33:12.771841,0
2026-03-06 12:33:13.772255,0
2026-03-06 12:33:14.782171,0
2026-03-06 12:33:15.783549,0
2026-03-06 12:33:16.792657,0
2026-03-06 12:33:17.793831,0
2026-03-06 12:33:18.802113,0
2026-03-06 12:33:19.803036,0
2026-03-06 12:33:20.813315,0
2026-03-06 12:33:21.821611,0
2026-03-06 12:33:22.830514,0
2026-03-06 12:33:23.839138,0
2026-03-06 12:33:24.84844,0
2026-03-06 12:33:25.856923,0
2026-03-06 12:33:26.858429,0
2026-03-06 12:33:27.868251,0
2026-03-06 12:33:28.877468,0
2026-03-06 12:33:29.887555,0
2026-03-06 12:33:30.895634,0
2026-03-06 12:33:31.899292,0
2026-03-06 12:33:32.907709,0
2026-03-06 12:33:33.908467,0
2026-03-06 12:33:34.908928,0
2026-03-06 12:33:35.909933,0
2026-03-06 12:33:36.910779,0
2026-03-06 12:33:37.911309,0
2026-03-06 12:33:38.912142,0
2026-03-06 12:33:39.921324,0
2026-03-06 12:33:40.922004,0
2026-03-06 12:33:41.930829,0
2026-03-06 12:33:42.93198,0
2026-03-06 12:33:43.941052,0
2026-03-06 12:33:44.948986,0
2026-03-06 12:33:45.958115,0
2026-03-06 12:33:46.966831,0
2026-03-06 12:33:47.967723,0
2026-03-06 12:33:48.971106,0
2026-03-06 12:33:49.98018,0
2026-03-06 12:33:50.981079,0
2026-03-06 12:33:51.981897,0
2026-03-06 12:33:52.982378,0
2026-03-06 12:33:53.984042,0
2026-03-06 12:33:54.984297,0
2026-03-06 12:33:55.993199,0
2026-03-06 12:33:57.000739,0
2026-03-06 12:33:58.010613,0
2026-03-06 12:33:59.011102,0
2026-03-06 12:34:00.020591,0
2026-03-06 12:34:01.02109,0
2026-03-06 12:34:02.030139,0
2026-03-06 12:34:03.037693,0
2026-03-06 12:34:04.045992,0
