time,PT.GSE_High.sample_ts_ms
2026-03-06 13:09:12.484126,3276026531
2026-03-06 13:09:12.584816,3276026632
2026-03-06 13:09:12.68587,3276026733
2026-03-06 13:09:12.786945,3276026834
2026-03-06 13:09:12.887668,3276026935
2026-03-06 13:09:12.988841,3276027036
2026-03-06 13:09:13.090143,3276027137
2026-03-06 13:09:13.190735,3276027238
2026-03-06 13:09:13.292137,3276027339
2026-03-06 13:09:13.392996,3276027440
2026-03-06 13:09:13.494293,3276027541
2026-03-06 13:09:13.594587,3276027642
2026-03-06 13:09:13.695868,3276027743
2026-03-06 13:09:13.796463,3276027844
2026-03-06 13:09:13.897593,3276027945
2026-03-06 13:09:13.998634,3276028046
2026-03-06 13:09:14.099568,3276028147
2026-03-06 13:09:14.200266,3276028247
2026-03-06 13:09:14.301394,3276028348
2026-03-06 13:09:14.401975,3276028449
2026-03-06 13:09:14.502899,3276028550
2026-03-06 13:09:14.603786,3276028651
2026-03-06 13:09:14.704693,3276028752
2026-03-06 13:09:14.806189,3276028853
2026-03-06 13:09:14.907151,3276028954
2026-03-06 13:09:15.007894,3276029055
2026-03-06 13:09:15.10938,3276029156
2026-03-06 13:09:15.210514,3276029257
2026-03-06 13:09:15.31164,3276029358
2026-03-06 13:09:15.41253,3276029460
2026-03-06 13:09:15.513954,3276029560
2026-03-06 13:09:15.614129,3276029661
2026-03-06 13:09:15.714946,3276029762
