time,RTD.CH3.channel_id
2026-03-06 12:31:43.786915,3
2026-03-06 12:31:43.788563,3
2026-03-06 12:31:43.788889,3
2026-03-06 12:31:43.789292,3
2026-03-06 12:31:43.789711,3
2026-03-06 12:31:43.790145,3
2026-03-06 12:31:43.790378,3
2026-03-06 12:31:43.790467,3
2026-03-06 12:31:43.790553,3
2026-03-06 12:31:43.790635,3
2026-03-06 12:31:43.794918,3
2026-03-06 12:31:43.795444,3
2026-03-06 12:31:43.795829,3
2026-03-06 12:31:43.796184,3
2026-03-06 12:31:43.796561,3
2026-03-06 12:31:43.856647,3
2026-03-06 12:31:43.957902,3
2026-03-06 12:31:44.058592,3
2026-03-06 12:31:44.159713,3
2026-03-06 12:31:44.260981,3
2026-03-06 12:31:44.361635,3
2026-03-06 12:31:44.462244,3
2026-03-06 12:31:44.563899,3
2026-03-06 12:31:44.66568,3
2026-03-06 12:31:44.766856,3
2026-03-06 12:31:44.867803,3
2026-03-06 12:31:44.969571,3
2026-03-06 12:31:45.070771,3
2026-03-06 12:31:45.172231,3
2026-03-06 12:31:45.273847,3
2026-03-06 12:31:45.375125,3
2026-03-06 12:31:45.476603,3
2026-03-06 12:31:45.577421,3
2026-03-06 12:31:45.678669,3
2026-03-06 12:31:45.7803,3
2026-03-06 12:31:45.881169,3
2026-03-06 12:31:45.982463,3
2026-03-06 12:31:46.084723,3
2026-03-06 12:31:46.185749,3
2026-03-06 12:31:46.287239,3
2026-03-06 12:31:46.389182,3
2026-03-06 12:31:46.490221,3
2026-03-06 12:31:46.592016,3
2026-03-06 12:31:46.693693,3
2026-03-06 12:31:46.794971,3
2026-03-06 12:31:46.895759,3
2026-03-06 12:31:46.997579,3
2026-03-06 12:31:47.098651,3
2026-03-06 12:31:47.199782,3
2026-03-06 12:31:47.301223,3
2026-03-06 12:31:47.402998,3
2026-03-06 12:31:47.50382,3
2026-03-06 12:31:47.60501,3
2026-03-06 12:31:47.70626,3
2026-03-06 12:31:47.8074,3
2026-03-06 12:31:47.909452,3
2026-03-06 12:31:48.010751,3
2026-03-06 12:31:48.112203,3
2026-03-06 12:31:48.213703,3
2026-03-06 12:31:48.314644,3
2026-03-06 12:31:48.417031,3
2026-03-06 12:31:48.518259,3
2026-03-06 12:31:48.619664,3
2026-03-06 12:31:48.721233,3
2026-03-06 12:31:48.821621,3
2026-03-06 12:31:48.923534,3
2026-03-06 12:31:49.024267,3
2026-03-06 12:31:49.124917,3
2026-03-06 12:31:49.225531,3
2026-03-06 12:31:49.326457,3
2026-03-06 12:31:49.427445,3
2026-03-06 12:31:49.528522,3
2026-03-06 12:31:49.629963,3
2026-03-06 12:31:49.731168,3
2026-03-06 12:31:49.832309,3
2026-03-06 12:31:49.933436,3
2026-03-06 12:31:50.034187,3
2026-03-06 12:31:50.135408,3
2026-03-06 12:31:50.236437,3
2026-03-06 12:31:50.337066,3
2026-03-06 12:31:50.438253,3
2026-03-06 12:31:50.539156,3
2026-03-06 12:31:50.639857,3
2026-03-06 12:31:50.741085,3
2026-03-06 12:31:50.842539,3
2026-03-06 12:31:50.943354,3
2026-03-06 12:31:51.044128,3
2026-03-06 12:31:51.14586,3
2026-03-06 12:31:51.246764,3
2026-03-06 12:31:51.348129,3
2026-03-06 12:31:51.449179,3
2026-03-06 12:31:51.550272,3
2026-03-06 12:31:51.651731,3
2026-03-06 12:31:51.752314,3
2026-03-06 12:31:51.853596,3
2026-03-06 12:31:51.955334,3
2026-03-06 12:31:52.056329,3
2026-03-06 12:31:52.158683,3
2026-03-06 12:31:52.259234,3
2026-03-06 12:31:52.361897,3
2026-03-06 12:31:52.462786,3
2026-03-06 12:31:52.564408,3
2026-03-06 12:31:52.666066,3
2026-03-06 12:31:52.767518,3
2026-03-06 12:31:52.869305,3
2026-03-06 12:31:52.970167,3
2026-03-06 12:31:53.071266,3
2026-03-06 12:31:53.172454,3
2026-03-06 12:31:53.272918,3
2026-03-06 12:31:53.373994,3
2026-03-06 12:31:53.47448,3
2026-03-06 12:31:53.575161,3
2026-03-06 12:31:53.675898,3
2026-03-06 12:31:53.777118,3
2026-03-06 12:31:53.878415,3
2026-03-06 12:31:53.980539,3
2026-03-06 12:31:54.081514,3
2026-03-06 12:31:54.182185,3
2026-03-06 12:31:54.283626,3
2026-03-06 12:31:54.38461,3
2026-03-06 12:31:54.485987,3
2026-03-06 12:31:54.586821,3
2026-03-06 12:31:54.688198,3
2026-03-06 12:31:54.788486,3
2026-03-06 12:31:54.889462,3
2026-03-06 12:31:54.990685,3
2026-03-06 12:31:55.091053,3
