time,PT.Fuel_Downstream.sample_ts_ms
2026-03-06 12:50:31.024801,3274905072
2026-03-06 12:50:31.125901,3274905173
2026-03-06 12:50:31.226587,3274905274
2026-03-06 12:50:31.327281,3274905375
2026-03-06 12:50:31.428487,3274905475
2026-03-06 12:50:31.529256,3274905576
2026-03-06 12:50:31.630774,3274905678
2026-03-06 12:50:31.731705,3274905779
2026-03-06 12:50:31.83282,3274905880
2026-03-06 12:50:31.933827,3274905981
2026-03-06 12:50:32.035032,3274906082
2026-03-06 12:50:32.136082,3274906183
2026-03-06 12:50:32.236879,3274906284
2026-03-06 12:50:32.338305,3274906385
2026-03-06 12:50:32.439112,3274906486
2026-03-06 12:50:32.540674,3274906587
2026-03-06 12:50:32.641256,3274906688
2026-03-06 12:50:32.742781,3274906790
2026-03-06 12:50:32.843285,3274906890
2026-03-06 12:50:32.944229,3274906992
2026-03-06 12:50:33.045764,3274907093
2026-03-06 12:50:33.147225,3274907194
2026-03-06 12:50:33.247965,3274907295
2026-03-06 12:50:33.349981,3274907397
2026-03-06 12:50:33.450686,3274907498
2026-03-06 12:50:33.552142,3274907599
2026-03-06 12:50:33.654064,3274907701
2026-03-06 12:50:33.754835,3274907802
2026-03-06 12:50:33.855995,3274907903
2026-03-06 12:50:33.957226,3274908004
2026-03-06 12:50:34.057941,3274908105
2026-03-06 12:50:34.159425,3274908206
2026-03-06 12:50:34.260912,3274908308
2026-03-06 12:50:34.361915,3274908409
2026-03-06 12:50:34.463362,3274908510
2026-03-06 12:50:34.564454,3274908611
2026-03-06 12:50:34.665363,3274908712
2026-03-06 12:50:34.766203,3274908813
2026-03-06 12:50:34.867136,3274908914
2026-03-06 12:50:34.968223,3274909015
2026-03-06 12:50:35.069148,3274909116
2026-03-06 12:50:35.169946,3274909217
2026-03-06 12:50:35.270492,3274909318
2026-03-06 12:50:35.371562,3274909419
2026-03-06 12:50:35.472449,3274909520
2026-03-06 12:50:35.57324,3274909620
2026-03-06 12:50:35.674004,3274909721
2026-03-06 12:50:35.775225,3274909822
2026-03-06 12:50:35.875927,3274909923
2026-03-06 12:50:35.976517,3274910024
2026-03-06 12:50:36.077184,3274910124
2026-03-06 12:50:36.178548,3274910226
2026-03-06 12:50:36.280153,3274910327
2026-03-06 12:50:36.38056,3274910428
2026-03-06 12:50:36.481446,3274910528
2026-03-06 12:50:36.581907,3274910629
2026-03-06 12:50:36.68286,3274910730
2026-03-06 12:50:36.783651,3274910830
2026-03-06 12:50:36.88492,3274910932
2026-03-06 12:50:36.985505,3274911033
2026-03-06 12:50:37.086638,3274911134
2026-03-06 12:50:37.187784,3274911235
2026-03-06 12:50:37.288448,3274911335
2026-03-06 12:50:37.389112,3274911436
2026-03-06 12:50:37.490199,3274911537
2026-03-06 12:50:37.590374,3274911638
2026-03-06 12:50:37.691879,3274911739
2026-03-06 12:50:37.792667,3274911839
2026-03-06 12:50:37.893451,3274911940
2026-03-06 12:50:37.994176,3274912041
2026-03-06 12:50:38.094879,3274912142
2026-03-06 12:50:38.195752,3274912243
2026-03-06 12:50:38.297615,3274912344
2026-03-06 12:50:38.39871,3274912446
