time,PT.Ox_Upstream.status
2026-03-06 14:32:58.919739,0
2026-03-06 14:32:59.020819,0
2026-03-06 14:32:59.121479,0
2026-03-06 14:32:59.222019,0
2026-03-06 14:32:59.322833,0
2026-03-06 14:32:59.423746,0
2026-03-06 14:32:59.524402,0
2026-03-06 14:32:59.624889,0
2026-03-06 14:32:59.725778,0
2026-03-06 14:32:59.826419,0
2026-03-06 14:32:59.927152,0
2026-03-06 14:33:00.028555,0
2026-03-06 14:33:00.129329,0
2026-03-06 14:33:00.230249,0
2026-03-06 14:33:00.331188,0
2026-03-06 14:33:00.431813,0
2026-03-06 14:33:00.533323,0
2026-03-06 14:33:00.634283,0
2026-03-06 14:33:00.735763,0
2026-03-06 14:33:00.836812,0
2026-03-06 14:33:00.937603,0
2026-03-06 14:33:01.038193,0
2026-03-06 14:33:01.139164,0
2026-03-06 14:33:01.239842,0
2026-03-06 14:33:01.341251,0
2026-03-06 14:33:01.441799,0
2026-03-06 14:33:01.542894,0
2026-03-06 14:33:01.643822,0
2026-03-06 14:33:01.744641,0
2026-03-06 14:33:01.845821,0
2026-03-06 14:33:01.946815,0
2026-03-06 14:33:02.048254,0
2026-03-06 14:33:02.148956,0
2026-03-06 14:33:02.250119,0
2026-03-06 14:33:02.35088,0
2026-03-06 14:33:02.451783,0
2026-03-06 14:33:02.553086,0
2026-03-06 14:33:02.653836,0
2026-03-06 14:33:02.754542,0
2026-03-06 14:33:02.855628,0
2026-03-06 14:33:02.956409,0
2026-03-06 14:33:03.057305,0
2026-03-06 14:33:03.15799,0
2026-03-06 14:33:03.258919,0
2026-03-06 14:33:03.359855,0
2026-03-06 14:33:03.460356,0
2026-03-06 14:33:03.56131,0
2026-03-06 14:33:03.662326,0
2026-03-06 14:33:03.763322,0
2026-03-06 14:33:03.864056,0
2026-03-06 14:33:03.964913,0
2026-03-06 14:33:04.066323,0
2026-03-06 14:33:04.167359,0
2026-03-06 14:33:04.267897,0
2026-03-06 14:33:04.368819,0
2026-03-06 14:33:04.469428,0
2026-03-06 14:33:04.570756,0
2026-03-06 14:33:04.671426,0
2026-03-06 14:33:04.772076,0
2026-03-06 14:33:04.872686,0
2026-03-06 14:33:04.973662,0
2026-03-06 14:33:05.074539,0
2026-03-06 14:33:05.175247,0
2026-03-06 14:33:05.275784,0
2026-03-06 14:33:05.376331,0
2026-03-06 14:33:05.477247,0
2026-03-06 14:33:05.57837,0
2026-03-06 14:33:05.678749,0
2026-03-06 14:33:05.779293,0
2026-03-06 14:33:05.880876,0
2026-03-06 14:33:05.981549,0
2026-03-06 14:33:06.082525,0
2026-03-06 14:33:06.183181,0
2026-03-06 14:33:06.284573,0
2026-03-06 14:33:06.385178,0
2026-03-06 14:33:06.486375,0
2026-03-06 14:33:06.587489,0
2026-03-06 14:33:06.688397,0
2026-03-06 14:33:06.789283,0
2026-03-06 14:33:06.890446,0
2026-03-06 14:33:06.991319,0
2026-03-06 14:33:07.092072,0
2026-03-06 14:33:07.193206,0
2026-03-06 14:33:07.294947,0
2026-03-06 14:33:07.395703,0
2026-03-06 14:33:07.496632,0
2026-03-06 14:33:07.597992,0
2026-03-06 14:33:07.698909,0
2026-03-06 14:33:07.799453,0
2026-03-06 14:33:07.900374,0
2026-03-06 14:33:08.001237,0
2026-03-06 14:33:08.102425,0
2026-03-06 14:33:08.203498,0
2026-03-06 14:33:08.304876,0
2026-03-06 14:33:08.40586,0
2026-03-06 14:33:08.50682,0
2026-03-06 14:33:08.608329,0
2026-03-06 14:33:08.70899,0
2026-03-06 14:33:08.810473,0
2026-03-06 14:33:08.911728,0
2026-03-06 14:33:09.012886,0
2026-03-06 14:33:09.113347,0
2026-03-06 14:33:09.214281,0
2026-03-06 14:33:09.315118,0
2026-03-06 14:33:09.416073,0
2026-03-06 14:33:09.516983,0
2026-03-06 14:33:09.617619,0
2026-03-06 14:33:09.718792,0
2026-03-06 14:33:09.819553,0
2026-03-06 14:33:09.920578,0
2026-03-06 14:33:10.021468,0
2026-03-06 14:33:10.122331,0
2026-03-06 14:33:10.223673,0
2026-03-06 14:33:10.324322,0
2026-03-06 14:33:10.425007,0
2026-03-06 14:33:10.526338,0
2026-03-06 14:33:10.627288,0
2026-03-06 14:33:10.728256,0
2026-03-06 14:33:10.829087,0
2026-03-06 14:33:10.930459,0
2026-03-06 14:33:11.030924,0
2026-03-06 14:33:11.132027,0
2026-03-06 14:33:11.232753,0
2026-03-06 14:33:11.334995,0
2026-03-06 14:33:11.435765,0
2026-03-06 14:33:11.53706,0
2026-03-06 14:33:11.637963,0
2026-03-06 14:33:11.738761,0
2026-03-06 14:33:11.839838,0
2026-03-06 14:33:11.940636,0
2026-03-06 14:33:12.041868,0
