time,TC.CH3.raw_adc_counts
2026-03-06 12:31:43.780748,9621294
2026-03-06 12:31:43.788345,9637894
2026-03-06 12:31:43.78886,9654758
2026-03-06 12:31:43.789227,9670924
2026-03-06 12:31:43.789627,9686706
2026-03-06 12:31:43.790079,9702286
2026-03-06 12:31:43.790372,9718034
2026-03-06 12:31:43.790457,9732302
2026-03-06 12:31:43.790535,9747112
2026-03-06 12:31:43.790618,9760914
2026-03-06 12:31:43.790708,9774372
2026-03-06 12:31:43.795411,9787827
2026-03-06 12:31:43.795762,9800650
2026-03-06 12:31:43.79616,9813483
2026-03-06 12:31:43.796537,9825217
2026-03-06 12:31:43.796833,9837581
2026-03-06 12:31:43.873386,9848316
2026-03-06 12:31:43.974803,9859098
2026-03-06 12:31:44.075685,9869760
2026-03-06 12:31:44.176585,9879469
2026-03-06 12:31:44.277765,9889423
2026-03-06 12:31:44.379425,9898780
2026-03-06 12:31:44.479805,9907132
2026-03-06 12:31:44.581734,9916332
2026-03-06 12:31:44.682819,9924028
2026-03-06 12:31:44.784369,9932089
2026-03-06 12:31:44.885572,9938924
2026-03-06 12:31:44.98772,9945764
2026-03-06 12:31:45.088721,9951935
2026-03-06 12:31:45.190324,9958864
2026-03-06 12:31:45.291351,9964402
2026-03-06 12:31:45.392525,9969141
2026-03-06 12:31:45.493871,9973692
2026-03-06 12:31:45.594674,9977956
2026-03-06 12:31:45.6958,9982276
2026-03-06 12:31:45.796158,9985671
2026-03-06 12:31:45.897439,9989373
2026-03-06 12:31:45.998612,9992285
2026-03-06 12:31:46.100195,9994782
2026-03-06 12:31:46.201196,9995815
2026-03-06 12:31:46.302775,9997436
2026-03-06 12:31:46.403884,9998918
2026-03-06 12:31:46.505331,9999372
2026-03-06 12:31:46.606729,9999838
2026-03-06 12:31:46.708513,10000133
2026-03-06 12:31:46.809639,9999255
2026-03-06 12:31:46.91172,9998601
2026-03-06 12:31:47.012673,9997436
2026-03-06 12:31:47.114438,9995156
2026-03-06 12:31:47.215396,9993283
2026-03-06 12:31:47.317077,9990992
2026-03-06 12:31:47.418497,9987392
2026-03-06 12:31:47.519927,9984772
