time,PT.Fuel_Fill_Press.status
2026-03-06 14:54:47.688833,0
2026-03-06 14:54:47.789576,0
2026-03-06 14:54:47.890565,0
2026-03-06 14:54:47.991282,0
2026-03-06 14:54:48.092646,0
2026-03-06 14:54:48.193257,0
2026-03-06 14:54:48.294105,0
2026-03-06 14:54:48.39503,0
2026-03-06 14:54:48.496372,0
2026-03-06 14:54:48.596774,0
2026-03-06 14:54:48.697519,0
2026-03-06 14:54:48.798326,0
2026-03-06 14:54:48.899684,0
2026-03-06 14:54:49.000442,0
2026-03-06 14:54:49.102111,0
2026-03-06 14:54:49.203146,0
2026-03-06 14:54:49.30382,0
2026-03-06 14:54:49.404943,0
2026-03-06 14:54:49.506286,0
2026-03-06 14:54:49.606852,0
2026-03-06 14:54:49.708075,0
2026-03-06 14:54:49.809019,0
2026-03-06 14:54:49.910473,0
2026-03-06 14:54:50.010944,0
2026-03-06 14:54:50.111764,0
2026-03-06 14:54:50.212719,0
2026-03-06 14:54:50.313785,0
2026-03-06 14:54:50.414902,0
2026-03-06 14:54:50.515826,0
2026-03-06 14:54:50.61722,0
2026-03-06 14:54:50.718172,0
2026-03-06 14:54:50.818958,0
2026-03-06 14:54:50.920268,0
2026-03-06 14:54:51.02102,0
2026-03-06 14:54:51.122087,0
2026-03-06 14:54:51.222774,0
2026-03-06 14:54:51.323832,0
2026-03-06 14:54:51.424887,0
2026-03-06 14:54:51.526156,0
2026-03-06 14:54:51.627469,0
2026-03-06 14:54:51.728274,0
2026-03-06 14:54:51.829202,0
2026-03-06 14:54:51.930253,0
2026-03-06 14:54:52.031692,0
2026-03-06 14:54:52.132861,0
2026-03-06 14:54:52.234615,0
2026-03-06 14:54:52.335174,0
2026-03-06 14:54:52.436097,0
2026-03-06 14:54:52.537121,0
2026-03-06 14:54:52.638455,0
2026-03-06 14:54:52.739471,0
2026-03-06 14:54:52.840396,0
2026-03-06 14:54:52.941691,0
2026-03-06 14:54:53.042772,0
2026-03-06 14:54:53.143899,0
2026-03-06 14:54:53.245022,0
2026-03-06 14:54:53.345728,0
2026-03-06 14:54:53.446609,0
2026-03-06 14:54:53.547816,0
2026-03-06 14:54:53.649442,0
2026-03-06 14:54:53.750278,0
2026-03-06 14:54:53.851394,0
2026-03-06 14:54:53.952551,0
2026-03-06 14:54:54.053394,0
2026-03-06 14:54:54.154833,0
2026-03-06 14:54:54.255637,0
2026-03-06 14:54:54.356565,0
2026-03-06 14:54:54.457693,0
2026-03-06 14:54:54.55905,0
2026-03-06 14:54:54.659681,0
2026-03-06 14:54:54.761005,0
2026-03-06 14:54:54.861895,0
2026-03-06 14:54:54.962809,0
2026-03-06 14:54:55.063999,0
2026-03-06 14:54:55.165244,0
2026-03-06 14:54:55.265382,0
2026-03-06 14:54:55.366801,0
2026-03-06 14:54:55.468165,0
2026-03-06 14:54:55.568778,0
2026-03-06 14:54:55.670308,0
2026-03-06 14:54:55.771023,0
2026-03-06 14:54:55.8725,0
2026-03-06 14:54:55.973284,0
2026-03-06 14:54:56.07447,0
2026-03-06 14:54:56.175113,0
2026-03-06 14:54:56.27588,0
2026-03-06 14:54:56.37696,0
2026-03-06 14:54:56.478005,0
2026-03-06 14:54:56.578642,0
2026-03-06 14:54:56.680667,0
2026-03-06 14:54:56.781403,0
2026-03-06 14:54:56.882423,0
2026-03-06 14:54:56.982948,0
2026-03-06 14:54:57.084109,0
2026-03-06 14:54:57.184632,0
2026-03-06 14:54:57.285656,0
2026-03-06 14:54:57.386651,0
2026-03-06 14:54:57.487721,0
2026-03-06 14:54:57.588417,0
2026-03-06 14:54:57.688832,0
2026-03-06 14:54:57.790273,0
2026-03-06 14:54:57.89103,0
2026-03-06 14:54:57.991759,0
2026-03-06 14:54:58.092329,0
2026-03-06 14:54:58.193218,0
2026-03-06 14:54:58.294266,0
2026-03-06 14:54:58.395518,0
2026-03-06 14:54:58.496841,0
2026-03-06 14:54:58.597826,0
2026-03-06 14:54:58.698552,0
2026-03-06 14:54:58.800183,0
2026-03-06 14:54:58.900925,0
2026-03-06 14:54:59.001991,0
2026-03-06 14:54:59.102977,0
2026-03-06 14:54:59.203936,0
2026-03-06 14:54:59.304815,0
2026-03-06 14:54:59.406207,0
2026-03-06 14:54:59.507254,0
2026-03-06 14:54:59.608313,0
2026-03-06 14:54:59.709136,0
2026-03-06 14:54:59.810274,0
2026-03-06 14:54:59.911362,0
2026-03-06 14:55:00.012362,0
2026-03-06 14:55:00.113869,0
2026-03-06 14:55:00.214712,0
2026-03-06 14:55:00.315917,0
2026-03-06 14:55:00.41683,0
2026-03-06 14:55:00.517673,0
2026-03-06 14:55:00.618879,0
2026-03-06 14:55:00.719606,0
2026-03-06 14:55:00.820699,0
2026-03-06 14:55:00.922217,0
2026-03-06 14:55:01.023136,0
2026-03-06 14:55:01.12407,0
2026-03-06 14:55:01.224926,0
2026-03-06 14:55:01.326304,0
2026-03-06 14:55:01.426793,0
2026-03-06 14:55:01.528242,0
2026-03-06 14:55:01.628853,0
2026-03-06 14:55:01.729896,0
2026-03-06 14:55:01.830828,0
2026-03-06 14:55:01.93174,0
2026-03-06 14:55:02.032897,0
2026-03-06 14:55:02.134336,0
2026-03-06 14:55:02.234908,0
2026-03-06 14:55:02.335677,0
2026-03-06 14:55:02.437353,0
2026-03-06 14:55:02.537854,0
2026-03-06 14:55:02.639824,0
2026-03-06 14:55:02.740293,0
2026-03-06 14:55:02.841384,0
2026-03-06 14:55:02.942342,0
2026-03-06 14:55:03.043187,0
2026-03-06 14:55:03.143947,0
2026-03-06 14:55:03.245366,0
2026-03-06 14:55:03.346184,0
2026-03-06 14:55:03.447319,0
2026-03-06 14:55:03.54824,0
2026-03-06 14:55:03.64917,0
2026-03-06 14:55:03.750642,0
2026-03-06 14:55:03.851243,0
2026-03-06 14:55:03.952281,0
2026-03-06 14:55:04.053463,0
2026-03-06 14:55:04.154286,0
2026-03-06 14:55:04.255302,0
2026-03-06 14:55:04.356631,0
2026-03-06 14:55:04.457907,0
2026-03-06 14:55:04.559575,0
2026-03-06 14:55:04.660093,0
2026-03-06 14:55:04.76105,0
2026-03-06 14:55:04.86256,0
2026-03-06 14:55:04.963341,0
2026-03-06 14:55:05.064391,0
2026-03-06 14:55:05.165825,0
2026-03-06 14:55:05.26652,0
2026-03-06 14:55:05.367719,0
2026-03-06 14:55:05.46837,0
2026-03-06 14:55:05.569712,0
2026-03-06 14:55:05.670998,0
2026-03-06 14:55:05.77178,0
2026-03-06 14:55:05.873079,0
2026-03-06 14:55:05.974935,0
2026-03-06 14:55:06.07586,0
2026-03-06 14:55:06.177012,0
2026-03-06 14:55:06.278256,0
2026-03-06 14:55:06.379204,0
2026-03-06 14:55:06.480376,0
2026-03-06 14:55:06.580798,0
2026-03-06 14:55:06.682181,0
2026-03-06 14:55:06.782731,0
2026-03-06 14:55:06.883872,0
2026-03-06 14:55:06.984823,0
2026-03-06 14:55:07.085777,0
2026-03-06 14:55:07.187271,0
2026-03-06 14:55:07.288764,0
2026-03-06 14:55:07.389408,0
2026-03-06 14:55:07.490545,0
2026-03-06 14:55:07.591275,0
2026-03-06 14:55:07.692197,0
2026-03-06 14:55:07.793497,0
2026-03-06 14:55:07.894068,0
2026-03-06 14:55:07.995226,0
2026-03-06 14:55:08.095941,0
2026-03-06 14:55:08.197287,0
2026-03-06 14:55:08.298383,0
2026-03-06 14:55:08.399764,0
2026-03-06 14:55:08.500782,0
2026-03-06 14:55:08.602225,0
2026-03-06 14:55:08.703242,0
2026-03-06 14:55:08.803881,0
2026-03-06 14:55:08.904306,0
2026-03-06 14:55:09.005716,0
2026-03-06 14:55:09.106629,0
