time,PT.Ox_Upstream.sample_ts_ms
2026-03-06 14:08:56.669997,3279610717
2026-03-06 14:08:56.770561,3279610818
2026-03-06 14:08:56.872168,3279610919
2026-03-06 14:08:56.972654,3279611020
2026-03-06 14:08:57.073967,3279611121
2026-03-06 14:08:57.175124,3279611222
2026-03-06 14:08:57.276093,3279611323
2026-03-06 14:08:57.376993,3279611424
2026-03-06 14:08:57.47741,3279611525
2026-03-06 14:08:57.578794,3279611626
2026-03-06 14:08:57.679464,3279611727
2026-03-06 14:08:57.78034,3279611827
2026-03-06 14:08:57.88156,3279611928
2026-03-06 14:08:57.982472,3279612029
2026-03-06 14:08:58.083053,3279612130
2026-03-06 14:08:58.184184,3279612231
2026-03-06 14:08:58.285183,3279612332
2026-03-06 14:08:58.386316,3279612433
2026-03-06 14:08:58.48702,3279612534
2026-03-06 14:08:58.587918,3279612635
2026-03-06 14:08:58.688618,3279612736
2026-03-06 14:08:58.790217,3279612837
2026-03-06 14:08:58.891139,3279612938
2026-03-06 14:08:58.991861,3279613039
