time,LC.CH3.raw_adc_counts
2026-03-06 12:31:50.543562,30132315
2026-03-06 12:31:50.644559,30624966
2026-03-06 12:31:50.746178,31119029
2026-03-06 12:31:50.846967,31607570
2026-03-06 12:31:50.948236,32093957
2026-03-06 12:31:51.049278,32576291
2026-03-06 12:31:51.150183,33056258
2026-03-06 12:31:51.251045,33532837
2026-03-06 12:31:51.352084,34005707
2026-03-06 12:31:51.453211,34475412
2026-03-06 12:31:51.553973,34939723
2026-03-06 12:31:51.655776,35402055
2026-03-06 12:31:51.756522,35859465
2026-03-06 12:31:51.857516,36312252
2026-03-06 12:31:51.958993,36761543
2026-03-06 12:31:52.060313,37207247
2026-03-06 12:31:52.161586,37646685
2026-03-06 12:31:52.262679,38080996
2026-03-06 12:31:52.364156,38508719
2026-03-06 12:31:52.465045,38930452
2026-03-06 12:31:52.566103,39347335
2026-03-06 12:31:52.668058,39761629
2026-03-06 12:31:52.769308,40168148
2026-03-06 12:31:52.871349,40568160
2026-03-06 12:31:52.971967,40961769
2026-03-06 12:31:53.073911,41349751
2026-03-06 12:31:53.175074,41728630
2026-03-06 12:31:53.275793,42099708
2026-03-06 12:31:53.377666,42465295
2026-03-06 12:31:53.477953,42822606
2026-03-06 12:31:53.578766,43172639
2026-03-06 12:31:53.679324,43515305
2026-03-06 12:31:53.780744,43851228
2026-03-06 12:31:53.881954,44179404
2026-03-06 12:31:53.983543,44500523
2026-03-06 12:31:54.084298,44813650
2026-03-06 12:31:54.185267,45117189
2026-03-06 12:31:54.286566,45412473
2026-03-06 12:31:54.388094,45703208
2026-03-06 12:31:54.489534,45982154
2026-03-06 12:31:54.589956,46251088
2026-03-06 12:31:54.690717,46511932
2026-03-06 12:31:54.791529,46764617
2026-03-06 12:31:54.892542,47007938
2026-03-06 12:31:54.993117,47242588
2026-03-06 12:31:55.094049,47469044
2026-03-06 12:31:55.194938,47685376
2026-03-06 12:31:55.295983,47892433
2026-03-06 12:31:55.396423,48090352
2026-03-06 12:31:55.498011,48279435
2026-03-06 12:31:55.599317,48459193
2026-03-06 12:31:55.700285,48629117
2026-03-06 12:31:55.801376,48789515
2026-03-06 12:31:55.902415,48939641
2026-03-06 12:31:56.003703,49081132
2026-03-06 12:31:56.105101,49212108
2026-03-06 12:31:56.206425,49332587
2026-03-06 12:31:56.307367,49444681
2026-03-06 12:31:56.40882,49545587
2026-03-06 12:31:56.510368,49636723
2026-03-06 12:31:56.611992,49717608
2026-03-06 12:31:56.713159,49788203
2026-03-06 12:31:56.81414,49848564
2026-03-06 12:31:56.915082,49899454
2026-03-06 12:31:57.016213,49939476
2026-03-06 12:31:57.116984,49969292
2026-03-06 12:31:57.218053,49989492
2026-03-06 12:31:57.319113,49998637
2026-03-06 12:31:57.421456,49998279
2026-03-06 12:31:57.521955,49987626
2026-03-06 12:31:57.623962,49965745
2026-03-06 12:31:57.725249,49935031
2026-03-06 12:31:57.826249,49893191
2026-03-06 12:31:57.927002,49841345
2026-03-06 12:31:58.027976,49780009
2026-03-06 12:31:58.129316,49707472
2026-03-06 12:31:58.230509,49625410
2026-03-06 12:31:58.331386,49533704
2026-03-06 12:31:58.432924,49430725
2026-03-06 12:31:58.533777,49318312
2026-03-06 12:31:58.634452,49196785
2026-03-06 12:31:58.735524,49064785
2026-03-06 12:31:58.836113,48923779
2026-03-06 12:31:58.936735,48772725
2026-03-06 12:31:59.037717,48611109
2026-03-06 12:31:59.138585,48441357
2026-03-06 12:31:59.239873,48261139
2026-03-06 12:31:59.341179,48070754
2026-03-06 12:31:59.441754,47871407
2026-03-06 12:31:59.543408,47662632
2026-03-06 12:31:59.644328,47444714
2026-03-06 12:31:59.74503,47217982
2026-03-06 12:31:59.846566,46981254
2026-03-06 12:31:59.947228,46735772
2026-03-06 12:32:00.048448,46481417
2026-03-06 12:32:00.150104,46218328
2026-03-06 12:32:00.250957,45945581
2026-03-06 12:32:00.352203,45665828
2026-03-06 12:32:00.45325,45377766
2026-03-06 12:32:00.55482,45080165
2026-03-06 12:32:00.656149,44773521
2026-03-06 12:32:00.757305,44459228
2026-03-06 12:32:00.858565,44137862
2026-03-06 12:32:00.960198,43807669
2026-03-06 12:32:01.06115,43469700
2026-03-06 12:32:01.162941,43123386
2026-03-06 12:32:01.264407,42770308
2026-03-06 12:32:01.365458,42410951
2026-03-06 12:32:01.467021,42043453
2026-03-06 12:32:01.568786,41668716
2026-03-06 12:32:01.670481,41286143
2026-03-06 12:32:01.771504,40898623
2026-03-06 12:32:01.872428,40506272
2026-03-06 12:32:01.973059,40106517
2026-03-06 12:32:02.074095,39701945
2026-03-06 12:32:02.174961,39291009
2026-03-06 12:32:02.276515,38873380
2026-03-06 12:32:02.377272,38450726
2026-03-06 12:32:02.478094,38023503
2026-03-06 12:32:02.578639,37589799
2026-03-06 12:32:02.679972,37151416
2026-03-06 12:32:02.780411,36708643
2026-03-06 12:32:02.881549,36259466
2026-03-06 12:32:02.982844,35806449
2026-03-06 12:32:03.083578,35349238
2026-03-06 12:32:03.184574,34887733
2026-03-06 12:32:03.285267,34422718
2026-03-06 12:32:03.386158,33954163
2026-03-06 12:32:03.487268,33481044
2026-03-06 12:32:03.587964,33005611
2026-03-06 12:32:03.688727,32525244
2026-03-06 12:32:03.789833,32041821
2026-03-06 12:32:03.890576,31556328
2026-03-06 12:32:03.991729,31068188
2026-03-06 12:32:04.092908,30577810
2026-03-06 12:32:04.193608,30083985
2026-03-06 12:32:04.294977,29587703
2026-03-06 12:32:04.39651,29088638
2026-03-06 12:32:04.497531,28590638
2026-03-06 12:32:04.59845,28088246
2026-03-06 12:32:04.699328,27586870
2026-03-06 12:32:04.800105,27083760
2026-03-06 12:32:04.901308,26580421
2026-03-06 12:32:05.002478,26074597
2026-03-06 12:32:05.103726,25568671
2026-03-06 12:32:05.205051,25062412
2026-03-06 12:32:05.306517,24556221
2026-03-06 12:32:05.407372,24050656
2026-03-06 12:32:05.508703,23546707
2026-03-06 12:32:05.609314,23042853
2026-03-06 12:32:05.710246,22540535
2026-03-06 12:32:05.811167,22039749
2026-03-06 12:32:05.911996,21540379
2026-03-06 12:32:06.012305,21042262
2026-03-06 12:32:06.113608,20544390
2026-03-06 12:32:06.214384,20049346
2026-03-06 12:32:06.314902,19556297
2026-03-06 12:32:06.415868,19066905
2026-03-06 12:32:06.516673,18576693
2026-03-06 12:32:06.617916,18090264
2026-03-06 12:32:06.719169,17604082
2026-03-06 12:32:06.820176,17123828
2026-03-06 12:32:06.921117,16645973
2026-03-06 12:32:07.02223,16171402
2026-03-06 12:32:07.123376,15699059
2026-03-06 12:32:07.224634,15232468
2026-03-06 12:32:07.32566,14768973
2026-03-06 12:32:07.427495,14310050
2026-03-06 12:32:07.527834,13855714
2026-03-06 12:32:07.628613,13406025
2026-03-06 12:32:07.729588,12960866
2026-03-06 12:32:07.831174,12518753
2026-03-06 12:32:07.932549,12082963
2026-03-06 12:32:08.033313,11653760
2026-03-06 12:32:08.134729,11228259
2026-03-06 12:32:08.236039,10807928
2026-03-06 12:32:08.336974,10395556
2026-03-06 12:32:08.438777,9988015
2026-03-06 12:32:08.539172,9588139
2026-03-06 12:32:08.639786,9194626
2026-03-06 12:32:08.740191,8806908
2026-03-06 12:32:08.841587,8425929
2026-03-06 12:32:08.942024,8053089
2026-03-06 12:32:09.043419,7684587
2026-03-06 12:32:09.144186,7324469
2026-03-06 12:32:09.244797,6971087
2026-03-06 12:32:09.346443,6624846
2026-03-06 12:32:09.447727,6285763
2026-03-06 12:32:09.548647,5954826
2026-03-06 12:32:09.649054,5631262
2026-03-06 12:32:09.750692,5314415
2026-03-06 12:32:09.851824,5006381
2026-03-06 12:32:09.953148,4707002
2026-03-06 12:32:10.054266,4415616
2026-03-06 12:32:10.15499,4134218
2026-03-06 12:32:10.255807,3860390
2026-03-06 12:32:10.35627,3596202
2026-03-06 12:32:10.457634,3339581
2026-03-06 12:32:10.55808,3092809
2026-03-06 12:32:10.659368,2853456
2026-03-06 12:32:10.760663,2623192
2026-03-06 12:32:10.861672,2403102
2026-03-06 12:32:10.961989,2191959
2026-03-06 12:32:11.063411,1989796
2026-03-06 12:32:11.164176,1797257
2026-03-06 12:32:11.265245,1614269
2026-03-06 12:32:11.366613,1440334
2026-03-06 12:32:11.46715,1276143
2026-03-06 12:32:11.567888,1122378
2026-03-06 12:32:11.668637,977193
2026-03-06 12:32:11.769395,842804
2026-03-06 12:32:11.870418,718025
2026-03-06 12:32:11.970711,603308
2026-03-06 12:32:12.071909,497799
2026-03-06 12:32:12.1728,402795
2026-03-06 12:32:12.273381,318048
2026-03-06 12:32:12.374501,243130
2026-03-06 12:32:12.474988,177444
2026-03-06 12:32:12.575841,122878
2026-03-06 12:32:12.676537,77444
2026-03-06 12:32:12.778152,42922
2026-03-06 12:32:12.878832,18469
2026-03-06 12:32:12.979474,4575
2026-03-06 12:32:13.080196,146
2026-03-06 12:32:13.181549,5549
2026-03-06 12:32:13.282206,22040
2026-03-06 12:32:13.383343,48189
2026-03-06 12:32:13.484004,85230
2026-03-06 12:32:13.585157,131863
2026-03-06 12:32:13.686051,188748
2026-03-06 12:32:13.787192,255722
2026-03-06 12:32:13.887741,332541
2026-03-06 12:32:13.988574,419586
2026-03-06 12:32:14.089311,516258
2026-03-06 12:32:14.190424,623520
2026-03-06 12:32:14.291797,740617
2026-03-06 12:32:14.392922,867508
2026-03-06 12:32:14.494118,1004851
2026-03-06 12:32:14.595625,1151186
2026-03-06 12:32:14.696214,1308133
2026-03-06 12:32:14.797318,1474243
2026-03-06 12:32:14.897892,1649515
2026-03-06 12:32:14.998847,1834754
2026-03-06 12:32:15.099925,2028799
2026-03-06 12:32:15.201304,2232735
2026-03-06 12:32:15.30227,2446002
2026-03-06 12:32:15.403664,2670159
2026-03-06 12:32:15.505539,2903427
2026-03-06 12:32:15.606733,3144197
2026-03-06 12:32:15.707467,3393008
2026-03-06 12:32:15.808026,3651882
2026-03-06 12:32:15.909784,3920067
2026-03-06 12:32:16.010227,4195268
2026-03-06 12:32:16.111943,4480333
2026-03-06 12:32:16.212828,4773633
2026-03-06 12:32:16.313963,5074672
2026-03-06 12:32:16.414873,5383982
2026-03-06 12:32:16.516012,5701293
2026-03-06 12:32:16.617552,6026747
2026-03-06 12:32:16.718412,6360844
2026-03-06 12:32:16.820147,6702886
2026-03-06 12:32:16.921187,7050978
2026-03-06 12:32:17.022601,7407367
2026-03-06 12:32:17.123325,7768571
2026-03-06 12:32:17.224365,8137272
2026-03-06 12:32:17.32498,8512503
2026-03-06 12:32:17.425595,8894636
2026-03-06 12:32:17.526108,9283286
2026-03-06 12:32:17.627805,9680201
2026-03-06 12:32:17.728731,10082375
2026-03-06 12:32:17.829275,10489615
2026-03-06 12:32:17.930048,10902825
2026-03-06 12:32:18.031055,11322240
2026-03-06 12:32:18.131907,11746850
2026-03-06 12:32:18.233082,12178049
2026-03-06 12:32:18.334017,12614500
2026-03-06 12:32:18.436337,13057174
2026-03-06 12:32:18.536655,13502515
2026-03-06 12:32:18.637862,13953763
2026-03-06 12:32:18.739074,14411349
2026-03-06 12:32:18.83996,14870485
2026-03-06 12:32:18.940675,15333360
2026-03-06 12:32:19.04136,15800059
2026-03-06 12:32:19.142932,16273049
2026-03-06 12:32:19.244117,16749591
2026-03-06 12:32:19.345251,17227929
2026-03-06 12:32:19.446847,17710560
2026-03-06 12:32:19.547343,18195298
2026-03-06 12:32:19.648377,18681841
2026-03-06 12:32:19.749061,19171598
2026-03-06 12:32:19.85032,19662762
2026-03-06 12:32:19.951122,20157350
2026-03-06 12:32:20.052028,20654490
2026-03-06 12:32:20.153431,21154643
2026-03-06 12:32:20.254185,21653303
2026-03-06 12:32:20.355329,22154392
2026-03-06 12:32:20.45658,22656442
2026-03-06 12:32:20.557479,23158922
2026-03-06 12:32:20.657723,23661936
2026-03-06 12:32:20.759182,24168861
2026-03-06 12:32:20.860393,24672466
2026-03-06 12:32:20.961194,25177013
2026-03-06 12:32:21.062161,25681424
2026-03-06 12:32:21.162816,26184556
2026-03-06 12:32:21.263788,26687855
2026-03-06 12:32:21.364579,27191287
2026-03-06 12:32:21.466115,27696043
2026-03-06 12:32:21.567652,28199897
2026-03-06 12:32:21.668608,28701169
2026-03-06 12:32:21.769314,29199208
2026-03-06 12:32:21.870304,29695921
2026-03-06 12:32:21.971568,30189387
2026-03-06 12:32:22.072274,30683957
2026-03-06 12:32:22.17399,31175332
2026-03-06 12:32:22.274456,31662683
2026-03-06 12:32:22.375654,32148490
2026-03-06 12:32:22.476243,32629782
2026-03-06 12:32:22.577303,33109233
2026-03-06 12:32:22.678334,33584955
2026-03-06 12:32:22.778866,34056140
2026-03-06 12:32:22.879923,34522606
2026-03-06 12:32:22.980488,34986862
2026-03-06 12:32:23.080997,35447124
2026-03-06 12:32:23.182586,35903389
2026-03-06 12:32:23.283731,36356687
2026-03-06 12:32:23.3846,36804766
2026-03-06 12:32:23.485936,37247870
2026-03-06 12:32:23.587181,37687799
2026-03-06 12:32:23.688243,38120545
2026-03-06 12:32:23.788936,38547413
2026-03-06 12:32:23.890179,38968538
2026-03-06 12:32:23.991316,39384648
2026-03-06 12:32:24.091999,39794669
2026-03-06 12:32:24.19387,40202013
2026-03-06 12:32:24.295108,40599997
2026-03-06 12:32:24.397078,40994154
2026-03-06 12:32:24.49765,41378595
2026-03-06 12:32:24.599204,41758328
2026-03-06 12:32:24.69969,42128467
2026-03-06 12:32:24.800561,42491789
2026-03-06 12:32:24.901462,42848168
2026-03-06 12:32:25.002147,43198550
2026-03-06 12:32:25.102638,43539803
2026-03-06 12:32:25.203668,43873510
2026-03-06 12:32:25.304392,44200342
2026-03-06 12:32:25.405304,44519773
2026-03-06 12:32:25.506312,44831176
2026-03-06 12:32:25.607335,45134176
2026-03-06 12:32:25.708138,45429833
2026-03-06 12:32:25.809142,45716624
2026-03-06 12:32:25.910019,45995125
2026-03-06 12:32:26.011432,46265427
2026-03-06 12:32:26.112222,46525980
2026-03-06 12:32:26.213114,46778679
2026-03-06 12:32:26.314415,47022501
2026-03-06 12:32:26.415202,47256663
2026-03-06 12:32:26.516402,47481396
2026-03-06 12:32:26.616773,47697905
2026-03-06 12:32:26.717799,47903894
2026-03-06 12:32:26.818839,48102877
2026-03-06 12:32:26.920097,48291352
2026-03-06 12:32:27.021259,48470013
2026-03-06 12:32:27.122305,48639108
2026-03-06 12:32:27.223162,48798323
2026-03-06 12:32:27.323599,48948247
2026-03-06 12:32:27.424536,49087622
2026-03-06 12:32:27.525215,49217553
2026-03-06 12:32:27.626275,49338266
2026-03-06 12:32:27.727331,49448518
2026-03-06 12:32:27.827779,49548774
2026-03-06 12:32:27.928807,49639271
2026-03-06 12:32:28.029517,49719251
2026-03-06 12:32:28.130585,49789538
2026-03-06 12:32:28.231386,49850262
2026-03-06 12:32:28.332354,49900479
2026-03-06 12:32:28.433751,49940164
2026-03-06 12:32:28.534535,49970386
2026-03-06 12:32:28.635659,49989678
2026-03-06 12:32:28.736648,49998967
2026-03-06 12:32:28.837025,49998838
2026-03-06 12:32:28.938584,49987761
2026-03-06 12:32:29.039297,49966122
2026-03-06 12:32:29.140507,49934481
2026-03-06 12:32:29.242047,49892948
2026-03-06 12:32:29.342909,49841376
2026-03-06 12:32:29.443708,49779931
2026-03-06 12:32:29.54507,49707841
2026-03-06 12:32:29.645872,49626183
2026-03-06 12:32:29.746787,49533336
2026-03-06 12:32:29.847599,49432548
2026-03-06 12:32:29.948419,49320800
2026-03-06 12:32:30.048968,49198541
2026-03-06 12:32:30.149795,49067342
2026-03-06 12:32:30.2511,48926122
2026-03-06 12:32:30.351728,48775129
2026-03-06 12:32:30.452664,48614211
2026-03-06 12:32:30.55346,48443307
2026-03-06 12:32:30.654535,48263257
2026-03-06 12:32:30.755271,48074415
2026-03-06 12:32:30.855751,47874862
2026-03-06 12:32:30.95722,47666746
2026-03-06 12:32:31.05768,47449463
2026-03-06 12:32:31.158631,47222824
2026-03-06 12:32:31.259433,46987873
2026-03-06 12:32:31.360654,46743462
2026-03-06 12:32:31.461604,46489193
2026-03-06 12:32:31.562406,46227159
2026-03-06 12:32:31.663312,45956380
2026-03-06 12:32:31.764429,45676202
2026-03-06 12:32:31.866485,45386079
2026-03-06 12:32:31.967388,45089299
2026-03-06 12:32:32.068559,44784566
2026-03-06 12:32:32.169394,44471114
2026-03-06 12:32:32.270904,44150745
2026-03-06 12:32:32.373164,43819750
2026-03-06 12:32:32.474549,43482507
2026-03-06 12:32:32.575698,43137858
2026-03-06 12:32:32.676018,42786051
2026-03-06 12:32:32.777536,42426504
2026-03-06 12:32:32.87823,42061176
2026-03-06 12:32:32.979388,41689149
2026-03-06 12:32:33.079913,41309468
2026-03-06 12:32:33.181317,40922632
2026-03-06 12:32:33.282463,40530754
2026-03-06 12:32:33.382839,40132450
2026-03-06 12:32:33.484115,39727066
2026-03-06 12:32:33.585519,39315369
2026-03-06 12:32:33.686143,38898632
2026-03-06 12:32:33.787247,38475577
2026-03-06 12:32:33.888489,38046155
2026-03-06 12:32:33.989797,37610056
2026-03-06 12:32:34.090796,37173598
2026-03-06 12:32:34.191981,36730120
2026-03-06 12:32:34.293181,36281031
2026-03-06 12:32:34.394657,35826975
2026-03-06 12:32:34.495289,35369945
2026-03-06 12:32:34.596673,34907214
2026-03-06 12:32:34.697808,34441337
2026-03-06 12:32:34.798396,33972864
2026-03-06 12:32:34.899327,33500270
2026-03-06 12:32:34.999658,33025256
2026-03-06 12:32:35.10068,32546111
2026-03-06 12:32:35.201166,32065524
2026-03-06 12:32:35.302363,31578375
2026-03-06 12:32:35.403318,31089972
2026-03-06 12:32:35.50475,30598483
2026-03-06 12:32:35.605426,30104194
2026-03-06 12:32:35.706545,29610011
2026-03-06 12:32:35.807499,29113117
2026-03-06 12:32:35.907944,28614704
2026-03-06 12:32:36.009116,28114397
2026-03-06 12:32:36.110916,27610103
2026-03-06 12:32:36.212382,27105156
2026-03-06 12:32:36.313691,26598928
2026-03-06 12:32:36.415118,26094032
2026-03-06 12:32:36.515912,25590074
2026-03-06 12:32:36.6163,25085953
2026-03-06 12:32:36.717005,24581594
2026-03-06 12:32:36.818212,24077574
2026-03-06 12:32:36.919119,23574354
2026-03-06 12:32:37.019564,23071636
2026-03-06 12:32:37.120493,22569749
2026-03-06 12:32:37.221747,22065930
2026-03-06 12:32:37.322504,21565928
2026-03-06 12:32:37.423658,21067032
2026-03-06 12:32:37.524154,20570566
2026-03-06 12:32:37.625315,20074690
2026-03-06 12:32:37.725901,19581571
2026-03-06 12:32:37.827093,19089531
2026-03-06 12:32:37.927564,18601084
2026-03-06 12:32:38.02917,18113770
2026-03-06 12:32:38.130713,17627599
2026-03-06 12:32:38.23142,17145724
2026-03-06 12:32:38.332488,16666964
2026-03-06 12:32:38.43377,16193631
2026-03-06 12:32:38.534605,15723467
2026-03-06 12:32:38.635866,15255656
2026-03-06 12:32:38.737008,14792290
2026-03-06 12:32:38.837242,14334301
2026-03-06 12:32:38.93849,13880808
2026-03-06 12:32:39.038922,13430943
2026-03-06 12:32:39.140072,12986022
2026-03-06 12:32:39.241329,12544358
2026-03-06 12:32:39.342766,12109575
2026-03-06 12:32:39.443211,11679623
2026-03-06 12:32:39.544106,11254907
2026-03-06 12:32:39.645524,10835536
2026-03-06 12:32:39.746409,10422555
2026-03-06 12:32:39.84708,10016286
2026-03-06 12:32:39.947982,9615721
2026-03-06 12:32:40.049016,9220073
2026-03-06 12:32:40.150366,8830420
2026-03-06 12:32:40.251749,8448456
2026-03-06 12:32:40.352337,8072933
2026-03-06 12:32:40.453592,7703924
2026-03-06 12:32:40.554756,7343760
2026-03-06 12:32:40.655798,6989920
2026-03-06 12:32:40.756736,6642770
2026-03-06 12:32:40.857798,6303097
2026-03-06 12:32:40.958634,5972227
2026-03-06 12:32:41.060176,5648147
2026-03-06 12:32:41.161057,5331837
2026-03-06 12:32:41.262103,5022884
2026-03-06 12:32:41.363789,4722241
2026-03-06 12:32:41.464705,4431050
2026-03-06 12:32:41.566265,4147049
2026-03-06 12:32:41.667018,3873477
2026-03-06 12:32:41.768279,3607564
2026-03-06 12:32:41.869425,3350134
2026-03-06 12:32:41.970758,3100918
2026-03-06 12:32:42.071748,2862704
2026-03-06 12:32:42.172239,2632407
2026-03-06 12:32:42.273316,2411532
2026-03-06 12:32:42.374452,2200593
2026-03-06 12:32:42.474693,1997853
2026-03-06 12:32:42.575856,1805169
2026-03-06 12:32:42.676845,1622303
2026-03-06 12:32:42.777492,1448694
2026-03-06 12:32:42.878411,1283666
2026-03-06 12:32:42.979402,1128298
2026-03-06 12:32:43.08046,983251
2026-03-06 12:32:43.181579,848227
2026-03-06 12:32:43.282654,722691
2026-03-06 12:32:43.383436,606462
2026-03-06 12:32:43.485249,500951
2026-03-06 12:32:43.586907,404841
2026-03-06 12:32:43.688026,319218
2026-03-06 12:32:43.788064,243724
2026-03-06 12:32:43.88936,178813
2026-03-06 12:32:43.990403,123145
2026-03-06 12:32:44.091669,78717
2026-03-06 12:32:44.192851,43059
2026-03-06 12:32:44.293732,18659
2026-03-06 12:32:44.394669,4397
2026-03-06 12:32:44.495109,232
2026-03-06 12:32:44.596106,6228
2026-03-06 12:32:44.697346,22458
2026-03-06 12:32:44.797813,48444
2026-03-06 12:32:44.898943,84437
2026-03-06 12:32:44.999418,131208
2026-03-06 12:32:45.100108,187372
2026-03-06 12:32:45.201175,253978
2026-03-06 12:32:45.301985,330601
2026-03-06 12:32:45.403338,417933
2026-03-06 12:32:45.504196,514789
2026-03-06 12:32:45.605277,622055
2026-03-06 12:32:45.706756,740207
2026-03-06 12:32:45.807864,866679
2026-03-06 12:32:45.909606,1003980
2026-03-06 12:32:46.011427,1152050
2026-03-06 12:32:46.112589,1309321
2026-03-06 12:32:46.213696,1475582
2026-03-06 12:32:46.314777,1651495
2026-03-06 12:32:46.416092,1836981
2026-03-06 12:32:46.517348,2031568
2026-03-06 12:32:46.61834,2235983
2026-03-06 12:32:46.720247,2450295
2026-03-06 12:32:46.82092,2673223
2026-03-06 12:32:46.921514,2904130
2026-03-06 12:32:47.02305,3145940
2026-03-06 12:32:47.124543,3396765
2026-03-06 12:32:47.226597,3657636
2026-03-06 12:32:47.327656,3925863
2026-03-06 12:32:47.428723,4201345
2026-03-06 12:32:47.529577,4486768
2026-03-06 12:32:47.630773,4779283
2026-03-06 12:32:47.731795,5079593
2026-03-06 12:32:47.833405,5391002
2026-03-06 12:32:47.933944,5707569
2026-03-06 12:32:48.035431,6033169
2026-03-06 12:32:48.136298,6366752
2026-03-06 12:32:48.237844,6708992
2026-03-06 12:32:48.338948,7057037
2026-03-06 12:32:48.439412,7410378
2026-03-06 12:32:48.540642,7773575
2026-03-06 12:32:48.641921,8142201
2026-03-06 12:32:48.742364,8517834
2026-03-06 12:32:48.843377,8902171
2026-03-06 12:32:48.944849,9293685
2026-03-06 12:32:49.046446,9691802
2026-03-06 12:32:49.14756,10093588
2026-03-06 12:32:49.248198,10501843
2026-03-06 12:32:49.349625,10915774
2026-03-06 12:32:49.450459,11336409
2026-03-06 12:32:49.551216,11762295
2026-03-06 12:32:49.652292,12191865
2026-03-06 12:32:49.753038,12626782
2026-03-06 12:32:49.853744,13068479
2026-03-06 12:32:49.954995,13514337
2026-03-06 12:32:50.055597,13965732
2026-03-06 12:32:50.156699,14420921
2026-03-06 12:32:50.257919,14879681
2026-03-06 12:32:50.358392,15343350
2026-03-06 12:32:50.459502,15810368
2026-03-06 12:32:50.5606,16282272
2026-03-06 12:32:50.661451,16756266
2026-03-06 12:32:50.762211,17234565
2026-03-06 12:32:50.863323,17715528
2026-03-06 12:32:50.964306,18199329
2026-03-06 12:32:51.064885,18686660
2026-03-06 12:32:51.165861,19175177
2026-03-06 12:32:51.266275,19666338
2026-03-06 12:32:51.367638,20161368
2026-03-06 12:32:51.468612,20656378
2026-03-06 12:32:51.569285,21154702
2026-03-06 12:32:51.670604,21655188
2026-03-06 12:32:51.771367,22157368
2026-03-06 12:32:51.872241,22657954
2026-03-06 12:32:51.97329,23161843
2026-03-06 12:32:52.075192,23668905
2026-03-06 12:32:52.176019,24173408
2026-03-06 12:32:52.276966,24679056
2026-03-06 12:32:52.378636,25185946
2026-03-06 12:32:52.480302,25693663
2026-03-06 12:32:52.581372,26198364
2026-03-06 12:32:52.681911,26700442
2026-03-06 12:32:52.782966,27204701
2026-03-06 12:32:52.884258,27707397
2026-03-06 12:32:52.98546,28209554
