time,PT.Ox_Downstream.channel_id
2026-03-06 12:32:35.627396,7
2026-03-06 12:32:35.728385,7
2026-03-06 12:32:35.829651,7
2026-03-06 12:32:35.930562,7
2026-03-06 12:32:36.032046,7
2026-03-06 12:32:36.133446,7
2026-03-06 12:32:36.234611,7
2026-03-06 12:32:36.33552,7
2026-03-06 12:32:36.436462,7
2026-03-06 12:32:36.536975,7
2026-03-06 12:32:36.638031,7
2026-03-06 12:32:36.738868,7
2026-03-06 12:32:36.84018,7
2026-03-06 12:32:36.940855,7
2026-03-06 12:32:37.041763,7
2026-03-06 12:32:37.142691,7
2026-03-06 12:32:37.243981,7
2026-03-06 12:32:37.345187,7
2026-03-06 12:32:37.446281,7
2026-03-06 12:32:37.547687,7
2026-03-06 12:32:37.648724,7
2026-03-06 12:32:37.750277,7
2026-03-06 12:32:37.851373,7
2026-03-06 12:32:37.952453,7
2026-03-06 12:32:38.052859,7
2026-03-06 12:32:38.153935,7
2026-03-06 12:32:38.254907,7
2026-03-06 12:32:38.356443,7
2026-03-06 12:32:38.456871,7
2026-03-06 12:32:38.55783,7
2026-03-06 12:32:38.658793,7
2026-03-06 12:32:38.760143,7
2026-03-06 12:32:38.860668,7
2026-03-06 12:32:38.961974,7
2026-03-06 12:32:39.062415,7
2026-03-06 12:32:39.163421,7
2026-03-06 12:32:39.263858,7
2026-03-06 12:32:39.364581,7
2026-03-06 12:32:39.465534,7
2026-03-06 12:32:39.566383,7
2026-03-06 12:32:39.667753,7
2026-03-06 12:32:39.768408,7
2026-03-06 12:32:39.869468,7
2026-03-06 12:32:39.970427,7
2026-03-06 12:32:40.071332,7
2026-03-06 12:32:40.172496,7
2026-03-06 12:32:40.272735,7
2026-03-06 12:32:40.374177,7
2026-03-06 12:32:40.475256,7
2026-03-06 12:32:40.576114,7
2026-03-06 12:32:40.677412,7
2026-03-06 12:32:40.778252,7
2026-03-06 12:32:40.87909,7
2026-03-06 12:32:40.979963,7
2026-03-06 12:32:41.080935,7
2026-03-06 12:32:41.18231,7
2026-03-06 12:32:41.28297,7
2026-03-06 12:32:41.383727,7
2026-03-06 12:32:41.484459,7
2026-03-06 12:32:41.584897,7
2026-03-06 12:32:41.685783,7
2026-03-06 12:32:41.786896,7
2026-03-06 12:32:41.8878,7
2026-03-06 12:32:41.989389,7
2026-03-06 12:32:42.090264,7
2026-03-06 12:32:42.191693,7
2026-03-06 12:32:42.292608,7
2026-03-06 12:32:42.394199,7
2026-03-06 12:32:42.494971,7
2026-03-06 12:32:42.596312,7
2026-03-06 12:32:42.697183,7
2026-03-06 12:32:42.798174,7
2026-03-06 12:32:42.898852,7
2026-03-06 12:32:43.000491,7
2026-03-06 12:32:43.101333,7
2026-03-06 12:32:43.202971,7
2026-03-06 12:32:43.303755,7
2026-03-06 12:32:43.405467,7
2026-03-06 12:32:43.506518,7
2026-03-06 12:32:43.607703,7
2026-03-06 12:32:43.708412,7
2026-03-06 12:32:43.80929,7
2026-03-06 12:32:43.909378,7
2026-03-06 12:32:44.010348,7
2026-03-06 12:32:44.11088,7
2026-03-06 12:32:44.21125,7
2026-03-06 12:32:44.312796,7
2026-03-06 12:32:44.412967,7
2026-03-06 12:32:44.51453,7
2026-03-06 12:32:44.615947,7
2026-03-06 12:32:44.71704,7
2026-03-06 12:32:44.81757,7
2026-03-06 12:32:44.919149,7
2026-03-06 12:32:45.019736,7
2026-03-06 12:32:45.120664,7
2026-03-06 12:32:45.221446,7
2026-03-06 12:32:45.32203,7
