time,BOARD.HB_14.engine_state
2026-03-06 12:31:43.783618,0
2026-03-06 12:31:43.79176,0
2026-03-06 12:31:44.336119,0
2026-03-06 12:31:45.337245,0
2026-03-06 12:31:46.339656,0
2026-03-06 12:31:47.343603,0
2026-03-06 12:31:48.345349,0
2026-03-06 12:31:49.346412,0
2026-03-06 12:31:50.348436,0
2026-03-06 12:31:51.358611,0
2026-03-06 12:31:52.358227,0
2026-03-06 12:31:53.367802,0
2026-03-06 12:31:54.376377,0
2026-03-06 12:31:55.375894,0
2026-03-06 12:31:56.379297,0
2026-03-06 12:31:57.389122,0
2026-03-06 12:31:58.389489,0
2026-03-06 12:31:59.399148,0
2026-03-06 12:32:00.399377,0
2026-03-06 12:32:01.400247,0
2026-03-06 12:32:02.401003,0
2026-03-06 12:32:03.401903,0
2026-03-06 12:32:04.403858,0
2026-03-06 12:32:05.404226,0
2026-03-06 12:32:06.406336,0
2026-03-06 12:32:07.410744,0
2026-03-06 12:32:08.411398,0
2026-03-06 12:32:09.419483,0
2026-03-06 12:32:10.420165,0
2026-03-06 12:32:11.421241,0
2026-03-06 12:32:12.422958,0
2026-03-06 12:32:13.423088,0
2026-03-06 12:32:14.42304,0
2026-03-06 12:32:15.431953,0
2026-03-06 12:32:16.43298,0
2026-03-06 12:32:17.434106,0
2026-03-06 12:32:18.435258,0
2026-03-06 12:32:19.436115,0
2026-03-06 12:32:20.445831,0
2026-03-06 12:32:21.447043,0
2026-03-06 12:32:22.448893,0
2026-03-06 12:32:23.457587,0
2026-03-06 12:32:24.467338,0
2026-03-06 12:32:25.468433,0
2026-03-06 12:32:26.476938,0
2026-03-06 12:32:27.486172,0
2026-03-06 12:32:28.486713,0
2026-03-06 12:32:29.494049,0
2026-03-06 12:32:30.502528,0
2026-03-06 12:32:31.512396,0
2026-03-06 12:32:32.51413,0
2026-03-06 12:32:33.514347,0
2026-03-06 12:32:34.515164,0
2026-03-06 12:32:35.515996,0
2026-03-06 12:32:36.525897,0
2026-03-06 12:32:37.53522,0
2026-03-06 12:32:38.536375,0
2026-03-06 12:32:39.53769,0
2026-03-06 12:32:40.537893,0
2026-03-06 12:32:41.547332,0
2026-03-06 12:32:42.547932,0
2026-03-06 12:32:43.555925,0
2026-03-06 12:32:44.564232,0
2026-03-06 12:32:45.573711,0
2026-03-06 12:32:46.583512,0
2026-03-06 12:32:47.584488,0
2026-03-06 12:32:48.585195,0
2026-03-06 12:32:49.595366,0
2026-03-06 12:32:50.604338,0
2026-03-06 12:32:51.612819,0
2026-03-06 12:32:52.622598,0
2026-03-06 12:32:53.623591,0
2026-03-06 12:32:54.632686,0
2026-03-06 12:32:55.633795,0
2026-03-06 12:32:56.635207,0
2026-03-06 12:32:57.635073,0
2026-03-06 12:32:58.636111,0
2026-03-06 12:32:59.645696,0
2026-03-06 12:33:00.655876,0
2026-03-06 12:33:01.656803,0
2026-03-06 12:33:02.65665,0
2026-03-06 12:33:03.65756,0
2026-03-06 12:33:04.658449,0
2026-03-06 12:33:05.660666,0
2026-03-06 12:33:06.668924,0
2026-03-06 12:33:07.67713,0
2026-03-06 12:33:08.68675,0
2026-03-06 12:33:09.687643,0
2026-03-06 12:33:10.695551,0
2026-03-06 12:33:11.705608,0
2026-03-06 12:33:12.705828,0
2026-03-06 12:33:13.714987,0
2026-03-06 12:33:14.717702,0
2026-03-06 12:33:15.727099,0
2026-03-06 12:33:16.727416,0
2026-03-06 12:33:17.728128,0
2026-03-06 12:33:18.730477,0
2026-03-06 12:33:19.740516,0
2026-03-06 12:33:20.750215,0
2026-03-06 12:33:21.759691,0
2026-03-06 12:33:22.76839,0
2026-03-06 12:33:23.768549,0
2026-03-06 12:33:24.777284,0
2026-03-06 12:33:25.778746,0
2026-03-06 12:33:26.779101,0
2026-03-06 12:33:27.779403,0
2026-03-06 12:33:28.788303,0
2026-03-06 12:33:29.797787,0
2026-03-06 12:33:30.80734,0
2026-03-06 12:33:31.808074,0
2026-03-06 12:33:32.807855,0
2026-03-06 12:33:33.817814,0
2026-03-06 12:33:34.819129,0
2026-03-06 12:33:35.821435,0
2026-03-06 12:33:36.824054,0
2026-03-06 12:33:37.831918,0
2026-03-06 12:33:38.832857,0
2026-03-06 12:33:39.842261,0
2026-03-06 12:33:40.851865,0
2026-03-06 12:33:41.860671,0
2026-03-06 12:33:42.869894,0
2026-03-06 12:33:43.870378,0
2026-03-06 12:33:44.872337,0
2026-03-06 12:33:45.874016,0
2026-03-06 12:33:46.87645,0
2026-03-06 12:33:47.87839,0
2026-03-06 12:33:48.879483,0
2026-03-06 12:33:49.886636,0
2026-03-06 12:33:50.894686,0
2026-03-06 12:33:51.895365,0
2026-03-06 12:33:52.895244,0
2026-03-06 12:33:53.895902,0
2026-03-06 12:33:54.905973,0
2026-03-06 12:33:55.909775,0
2026-03-06 12:33:56.919225,0
2026-03-06 12:33:57.928608,0
2026-03-06 12:33:58.937211,0
2026-03-06 12:33:59.946284,0
2026-03-06 12:34:00.955415,0
2026-03-06 12:34:01.95713,0
2026-03-06 12:34:02.966761,0
2026-03-06 12:34:03.969226,0
2026-03-06 12:34:04.971988,0
2026-03-06 12:34:05.972721,0
2026-03-06 12:34:06.98122,0
2026-03-06 12:34:07.991224,0
2026-03-06 12:34:08.993284,0
2026-03-06 12:34:09.99346,0
2026-03-06 12:34:11.002546,0
2026-03-06 12:34:12.002575,0
2026-03-06 12:34:13.002878,0
2026-03-06 12:34:14.01132,0
2026-03-06 12:34:15.02119,0
2026-03-06 12:34:16.029665,0
2026-03-06 12:34:17.030349,0
2026-03-06 12:34:18.031374,0
2026-03-06 12:34:19.034047,0
2026-03-06 12:34:20.034309,0
2026-03-06 12:34:21.042315,0
2026-03-06 12:34:22.051694,0
2026-03-06 12:34:23.060183,0
2026-03-06 12:34:24.061632,0
2026-03-06 12:34:25.064326,0
2026-03-06 12:34:26.06602,0
2026-03-06 12:34:27.076035,0
2026-03-06 12:34:28.077171,0
2026-03-06 12:34:29.078461,0
2026-03-06 12:34:30.088042,0
2026-03-06 12:34:31.097252,0
2026-03-06 12:34:32.105714,0
2026-03-06 12:34:33.114791,0
2026-03-06 12:34:34.117185,0
2026-03-06 12:34:35.119703,0
2026-03-06 12:34:36.129502,0
2026-03-06 12:34:37.130787,0
2026-03-06 12:34:38.137906,0
2026-03-06 12:34:39.148001,0
2026-03-06 12:34:40.148522,0
2026-03-06 12:34:41.151507,0
2026-03-06 12:34:42.152491,0
2026-03-06 12:34:43.153668,0
2026-03-06 12:34:44.154807,0
2026-03-06 12:34:45.156203,0
2026-03-06 12:34:46.166594,0
2026-03-06 12:34:47.176488,0
2026-03-06 12:34:48.177765,0
2026-03-06 12:34:49.178787,0
2026-03-06 12:34:50.187257,0
2026-03-06 12:34:51.189097,0
2026-03-06 12:34:52.19007,0
2026-03-06 12:34:53.191222,0
2026-03-06 12:34:54.200852,0
2026-03-06 12:34:55.201367,0
2026-03-06 12:34:56.21156,0
2026-03-06 12:34:57.21219,0
2026-03-06 12:34:58.221178,0
2026-03-06 12:34:59.22942,0
2026-03-06 12:35:00.239066,0
2026-03-06 12:35:01.248024,0
2026-03-06 12:35:02.257604,0
2026-03-06 12:35:03.259118,0
2026-03-06 12:35:04.265826,0
2026-03-06 12:35:05.27494,0
2026-03-06 12:35:06.284354,0
2026-03-06 12:35:07.284342,0
2026-03-06 12:35:08.294164,0
2026-03-06 12:35:09.303705,0
2026-03-06 12:35:10.304456,0
2026-03-06 12:35:11.312476,0
2026-03-06 12:35:12.322603,0
2026-03-06 12:35:13.323214,0
2026-03-06 12:35:14.333428,0
2026-03-06 12:35:15.342295,0
2026-03-06 12:35:16.344816,0
2026-03-06 12:35:17.347354,0
2026-03-06 12:35:18.348915,0
2026-03-06 12:35:19.349288,0
2026-03-06 12:35:20.357101,0
2026-03-06 12:35:21.357499,0
2026-03-06 12:35:22.358667,0
2026-03-06 12:35:23.362006,0
2026-03-06 12:35:24.367583,0
2026-03-06 12:35:25.371591,0
2026-03-06 12:35:26.372483,0
2026-03-06 12:35:27.374261,0
2026-03-06 12:35:28.37723,0
2026-03-06 12:35:29.37767,0
2026-03-06 12:35:30.379883,0
2026-03-06 12:35:31.388349,0
2026-03-06 12:35:32.39796,0
2026-03-06 12:35:33.406736,0
2026-03-06 12:35:34.40764,0
2026-03-06 12:35:35.408377,0
2026-03-06 12:35:36.418015,0
2026-03-06 12:35:37.427547,0
2026-03-06 12:35:38.429655,0
2026-03-06 12:35:39.430238,0
2026-03-06 12:35:40.43931,0
2026-03-06 12:35:41.448283,0
2026-03-06 12:35:42.448063,0
2026-03-06 12:35:43.448555,0
2026-03-06 12:35:44.458583,0
2026-03-06 12:35:45.461364,0
2026-03-06 12:35:46.471125,0
2026-03-06 12:35:47.479941,0
2026-03-06 12:35:48.487967,0
2026-03-06 12:35:49.48864,0
2026-03-06 12:35:50.49805,0
2026-03-06 12:35:51.506486,0
2026-03-06 12:35:52.51619,0
2026-03-06 12:35:53.518277,0
2026-03-06 12:35:54.518187,0
2026-03-06 12:35:55.527959,0
2026-03-06 12:35:56.536885,0
2026-03-06 12:35:57.53717,0
2026-03-06 12:35:58.538998,0
2026-03-06 12:35:59.539093,0
2026-03-06 12:36:00.548206,0
2026-03-06 12:36:01.556724,0
2026-03-06 12:36:02.565641,0
2026-03-06 12:36:03.574061,0
2026-03-06 12:36:04.57514,0
2026-03-06 12:36:05.583195,0
2026-03-06 12:36:06.584305,0
2026-03-06 12:36:07.584299,0
2026-03-06 12:36:08.586022,0
2026-03-06 12:36:09.586658,0
2026-03-06 12:36:10.586953,0
2026-03-06 12:36:11.596874,0
2026-03-06 12:36:12.597952,0
2026-03-06 12:36:13.605983,0
2026-03-06 12:36:14.613358,0
2026-03-06 12:36:15.61353,0
2026-03-06 12:36:16.613841,0
2026-03-06 12:36:17.623817,0
2026-03-06 12:36:18.633085,0
2026-03-06 12:36:19.642367,0
2026-03-06 12:36:20.652407,0
2026-03-06 12:36:21.653076,0
2026-03-06 12:36:22.653309,0
2026-03-06 12:36:23.662867,0
2026-03-06 12:36:24.66338,0
2026-03-06 12:36:25.671528,0
2026-03-06 12:36:26.680418,0
2026-03-06 12:36:27.680361,0
2026-03-06 12:36:28.688902,0
2026-03-06 12:36:29.698954,0
2026-03-06 12:36:30.708477,0
2026-03-06 12:36:31.709744,0
2026-03-06 12:36:32.710686,0
2026-03-06 12:36:33.71335,0
2026-03-06 12:36:34.714574,0
2026-03-06 12:36:35.715421,0
2026-03-06 12:36:36.716646,0
2026-03-06 12:36:37.716674,0
2026-03-06 12:36:38.717816,0
2026-03-06 12:36:39.725748,0
2026-03-06 12:36:40.734148,0
2026-03-06 12:36:41.743706,0
2026-03-06 12:36:42.752768,0
2026-03-06 12:36:43.759709,0
2026-03-06 12:36:44.767387,0
2026-03-06 12:36:45.775257,0
2026-03-06 12:36:46.785029,0
2026-03-06 12:36:47.793013,0
2026-03-06 12:36:48.80114,0
2026-03-06 12:36:49.801581,0
2026-03-06 12:36:50.802316,0
2026-03-06 12:36:51.802265,0
2026-03-06 12:36:52.812624,0
2026-03-06 12:36:53.821624,0
2026-03-06 12:36:54.822792,0
2026-03-06 12:36:55.82562,0
2026-03-06 12:36:56.827112,0
2026-03-06 12:36:57.828992,0
2026-03-06 12:36:58.82963,0
2026-03-06 12:36:59.832692,0
2026-03-06 12:37:00.836294,0
2026-03-06 12:37:01.836567,0
2026-03-06 12:37:02.846451,0
