time,RTD.CH4.raw_resistance_counts
2026-03-06 12:31:43.786963,4921384
2026-03-06 12:31:43.788571,4923701
2026-03-06 12:31:43.788895,4926166
2026-03-06 12:31:43.789298,4928495
2026-03-06 12:31:43.789717,4930684
2026-03-06 12:31:43.79015,4932940
2026-03-06 12:31:43.790379,4935226
2026-03-06 12:31:43.790468,4937362
2026-03-06 12:31:43.790554,4939618
2026-03-06 12:31:43.790636,4941586
2026-03-06 12:31:43.794927,4943791
2026-03-06 12:31:43.795449,4945848
2026-03-06 12:31:43.795835,4947775
2026-03-06 12:31:43.796189,4949783
2026-03-06 12:31:43.796566,4951725
2026-03-06 12:31:43.856653,4953668
2026-03-06 12:31:43.957914,4955394
2026-03-06 12:31:44.058607,4957229
2026-03-06 12:31:44.15973,4959035
2026-03-06 12:31:44.260998,4960765
2026-03-06 12:31:44.361651,4962531
2026-03-06 12:31:44.462248,4964039
2026-03-06 12:31:44.56396,4965738
2026-03-06 12:31:44.665702,4967420
2026-03-06 12:31:44.766892,4968842
2026-03-06 12:31:44.867819,4970372
2026-03-06 12:31:44.969586,4971921
2026-03-06 12:31:45.070793,4973385
2026-03-06 12:31:45.172306,4974759
2026-03-06 12:31:45.273869,4976180
2026-03-06 12:31:45.375188,4977440
2026-03-06 12:31:45.476639,4978765
2026-03-06 12:31:45.577467,4979954
2026-03-06 12:31:45.678757,4981230
2026-03-06 12:31:45.780334,4982477
2026-03-06 12:31:45.881245,4983491
2026-03-06 12:31:45.982509,4984682
2026-03-06 12:31:46.084763,4985635
2026-03-06 12:31:46.185793,4986750
2026-03-06 12:31:46.2873,4987764
2026-03-06 12:31:46.389267,4988715
2026-03-06 12:31:46.490283,4989591
2026-03-06 12:31:46.592076,4990388
2026-03-06 12:31:46.693718,4991394
2026-03-06 12:31:46.794995,4992132
2026-03-06 12:31:46.895781,4992797
2026-03-06 12:31:46.997642,4993516
2026-03-06 12:31:47.098697,4994332
2026-03-06 12:31:47.199822,4994866
2026-03-06 12:31:47.301239,4995512
2026-03-06 12:31:47.403037,4996041
2026-03-06 12:31:47.503876,4996644
2026-03-06 12:31:47.605058,4997046
2026-03-06 12:31:47.706285,4997464
2026-03-06 12:31:47.807439,4997939
2026-03-06 12:31:47.909507,4998320
2026-03-06 12:31:48.010781,4998703
2026-03-06 12:31:48.112224,4999081
2026-03-06 12:31:48.213778,4999228
2026-03-06 12:31:48.314678,4999458
2026-03-06 12:31:48.417059,4999609
2026-03-06 12:31:48.518287,4999721
2026-03-06 12:31:48.619686,4999934
2026-03-06 12:31:48.72126,4999947
2026-03-06 12:31:48.821664,5000084
2026-03-06 12:31:48.923567,4999979
2026-03-06 12:31:49.024286,4999943
2026-03-06 12:31:49.12493,4999818
2026-03-06 12:31:49.225544,4999708
2026-03-06 12:31:49.326473,4999632
2026-03-06 12:31:49.427467,4999293
2026-03-06 12:31:49.528533,4999193
2026-03-06 12:31:49.629981,4998932
2026-03-06 12:31:49.73119,4998563
2026-03-06 12:31:49.832321,4998247
2026-03-06 12:31:49.933446,4997718
2026-03-06 12:31:50.034198,4997403
2026-03-06 12:31:50.135415,4996825
2026-03-06 12:31:50.236451,4996378
2026-03-06 12:31:50.33708,4995777
2026-03-06 12:31:50.438289,4995178
2026-03-06 12:31:50.539172,4994568
2026-03-06 12:31:50.63988,4993880
2026-03-06 12:31:50.741102,4993289
2026-03-06 12:31:50.842579,4992442
2026-03-06 12:31:50.943383,4991729
2026-03-06 12:31:51.044143,4991013
2026-03-06 12:31:51.1459,4990177
2026-03-06 12:31:51.246853,4989168
2026-03-06 12:31:51.348141,4988288
2026-03-06 12:31:51.449194,4987266
2026-03-06 12:31:51.550282,4986306
2026-03-06 12:31:51.651746,4985352
2026-03-06 12:31:51.752379,4984185
2026-03-06 12:31:51.853619,4983065
2026-03-06 12:31:51.955341,4981985
2026-03-06 12:31:52.056335,4980721
2026-03-06 12:31:52.158692,4979462
2026-03-06 12:31:52.259244,4978127
2026-03-06 12:31:52.361917,4976859
2026-03-06 12:31:52.462792,4975502
2026-03-06 12:31:52.564452,4974171
2026-03-06 12:31:52.666108,4972802
2026-03-06 12:31:52.767547,4971332
2026-03-06 12:31:52.869332,4969738
2026-03-06 12:31:52.97018,4968145
2026-03-06 12:31:53.071323,4966604
2026-03-06 12:31:53.172464,4964993
2026-03-06 12:31:53.272929,4963425
2026-03-06 12:31:53.37401,4961627
2026-03-06 12:31:53.474492,4960057
2026-03-06 12:31:53.575172,4958312
2026-03-06 12:31:53.67591,4956453
2026-03-06 12:31:53.777126,4954553
2026-03-06 12:31:53.878429,4952695
2026-03-06 12:31:53.980554,4950836
2026-03-06 12:31:54.081526,4948974
2026-03-06 12:31:54.182197,4946836
2026-03-06 12:31:54.283638,4944971
