time,PT.Fuel_Upstream.status
2026-03-06 12:31:43.780297,0
2026-03-06 12:31:43.788233,0
2026-03-06 12:31:43.78881,0
2026-03-06 12:31:43.789243,0
2026-03-06 12:31:43.78966,0
2026-03-06 12:31:43.790034,0
2026-03-06 12:31:43.790359,0
2026-03-06 12:31:43.790447,0
2026-03-06 12:31:43.790539,0
2026-03-06 12:31:43.790624,0
2026-03-06 12:31:43.790699,0
2026-03-06 12:31:43.795324,0
2026-03-06 12:31:43.795777,0
2026-03-06 12:31:43.796119,0
2026-03-06 12:31:43.796499,0
2026-03-06 12:31:43.796795,0
2026-03-06 12:31:43.870974,0
2026-03-06 12:31:43.973004,0
2026-03-06 12:31:44.074371,0
2026-03-06 12:31:44.175857,0
2026-03-06 12:31:44.277098,0
2026-03-06 12:31:44.378659,0
2026-03-06 12:31:44.479029,0
2026-03-06 12:31:44.58034,0
2026-03-06 12:31:44.681515,0
2026-03-06 12:31:44.783143,0
2026-03-06 12:31:44.883677,0
2026-03-06 12:31:44.984568,0
2026-03-06 12:31:45.085713,0
2026-03-06 12:31:45.186713,0
2026-03-06 12:31:45.287638,0
2026-03-06 12:31:45.388148,0
2026-03-06 12:31:45.488888,0
2026-03-06 12:31:45.59013,0
2026-03-06 12:31:45.691125,0
2026-03-06 12:31:45.792356,0
2026-03-06 12:31:45.89338,0
2026-03-06 12:31:45.994544,0
2026-03-06 12:31:46.096687,0
2026-03-06 12:31:46.197662,0
2026-03-06 12:31:46.298915,0
2026-03-06 12:31:46.399936,0
2026-03-06 12:31:46.501063,0
2026-03-06 12:31:46.602073,0
2026-03-06 12:31:46.703572,0
2026-03-06 12:31:46.80434,0
2026-03-06 12:31:46.905863,0
2026-03-06 12:31:47.007259,0
2026-03-06 12:31:47.108081,0
2026-03-06 12:31:47.209778,0
2026-03-06 12:31:47.311054,0
2026-03-06 12:31:47.413075,0
2026-03-06 12:31:47.513976,0
2026-03-06 12:31:47.615233,0
2026-03-06 12:31:47.716633,0
2026-03-06 12:31:47.817582,0
2026-03-06 12:31:47.919942,0
2026-03-06 12:31:48.021218,0
2026-03-06 12:31:48.122466,0
2026-03-06 12:31:48.223706,0
2026-03-06 12:31:48.324891,0
2026-03-06 12:31:48.425961,0
2026-03-06 12:31:48.526811,0
2026-03-06 12:31:48.628468,0
2026-03-06 12:31:48.729866,0
2026-03-06 12:31:48.831169,0
2026-03-06 12:31:48.932147,0
2026-03-06 12:31:49.033448,0
2026-03-06 12:31:49.13416,0
2026-03-06 12:31:49.234446,0
2026-03-06 12:31:49.335495,0
2026-03-06 12:31:49.436037,0
2026-03-06 12:31:49.536786,0
2026-03-06 12:31:49.638081,0
2026-03-06 12:31:49.739086,0
2026-03-06 12:31:49.840357,0
2026-03-06 12:31:49.941721,0
2026-03-06 12:31:50.042863,0
2026-03-06 12:31:50.144658,0
2026-03-06 12:31:50.246569,0
2026-03-06 12:31:50.348241,0
2026-03-06 12:31:50.449198,0
2026-03-06 12:31:50.550365,0
2026-03-06 12:31:50.650939,0
2026-03-06 12:31:50.75255,0
2026-03-06 12:31:50.853222,0
2026-03-06 12:31:50.955011,0
2026-03-06 12:31:51.056083,0
2026-03-06 12:31:51.157763,0
2026-03-06 12:31:51.258864,0
2026-03-06 12:31:51.360922,0
2026-03-06 12:31:51.461391,0
2026-03-06 12:31:51.563063,0
2026-03-06 12:31:51.664317,0
2026-03-06 12:31:51.765578,0
2026-03-06 12:31:51.867066,0
2026-03-06 12:31:51.968568,0
2026-03-06 12:31:52.069934,0
2026-03-06 12:31:52.172076,0
2026-03-06 12:31:52.272974,0
2026-03-06 12:31:52.373605,0
2026-03-06 12:31:52.474258,0
2026-03-06 12:31:52.575408,0
2026-03-06 12:31:52.67642,0
2026-03-06 12:31:52.777825,0
2026-03-06 12:31:52.878667,0
2026-03-06 12:31:52.979429,0
2026-03-06 12:31:53.080485,0
2026-03-06 12:31:53.181593,0
2026-03-06 12:31:53.282485,0
2026-03-06 12:31:53.383302,0
2026-03-06 12:31:53.484234,0
2026-03-06 12:31:53.585102,0
2026-03-06 12:31:53.686207,0
2026-03-06 12:31:53.786996,0
2026-03-06 12:31:53.888281,0
2026-03-06 12:31:53.989331,0
2026-03-06 12:31:54.089981,0
2026-03-06 12:31:54.191001,0
2026-03-06 12:31:54.29169,0
2026-03-06 12:31:54.392743,0
2026-03-06 12:31:54.493534,0
2026-03-06 12:31:54.594531,0
2026-03-06 12:31:54.695252,0
2026-03-06 12:31:54.796614,0
2026-03-06 12:31:54.896982,0
2026-03-06 12:31:54.998288,0
2026-03-06 12:31:55.099121,0
2026-03-06 12:31:55.199994,0
2026-03-06 12:31:55.301459,0
2026-03-06 12:31:55.403046,0
2026-03-06 12:31:55.50458,0
2026-03-06 12:31:55.60646,0
2026-03-06 12:31:55.708143,0
2026-03-06 12:31:55.809267,0
2026-03-06 12:31:55.910409,0
2026-03-06 12:31:56.011668,0
2026-03-06 12:31:56.11314,0
2026-03-06 12:31:56.21467,0
2026-03-06 12:31:56.316266,0
2026-03-06 12:31:56.418144,0
2026-03-06 12:31:56.518971,0
2026-03-06 12:31:56.620263,0
2026-03-06 12:31:56.721773,0
2026-03-06 12:31:56.822913,0
2026-03-06 12:31:56.924297,0
2026-03-06 12:31:57.024892,0
2026-03-06 12:31:57.125997,0
2026-03-06 12:31:57.226557,0
2026-03-06 12:31:57.327619,0
2026-03-06 12:31:57.428189,0
2026-03-06 12:31:57.52924,0
2026-03-06 12:31:57.629695,0
2026-03-06 12:31:57.730658,0
2026-03-06 12:31:57.831866,0
2026-03-06 12:31:57.932259,0
2026-03-06 12:31:58.033726,0
2026-03-06 12:31:58.134989,0
2026-03-06 12:31:58.235646,0
2026-03-06 12:31:58.336078,0
2026-03-06 12:31:58.436961,0
2026-03-06 12:31:58.537797,0
2026-03-06 12:31:58.638864,0
2026-03-06 12:31:58.740433,0
2026-03-06 12:31:58.841303,0
2026-03-06 12:31:58.942101,0
2026-03-06 12:31:59.043555,0
2026-03-06 12:31:59.145342,0
2026-03-06 12:31:59.246678,0
2026-03-06 12:31:59.347606,0
2026-03-06 12:31:59.448323,0
2026-03-06 12:31:59.549181,0
2026-03-06 12:31:59.650487,0
2026-03-06 12:31:59.751431,0
2026-03-06 12:31:59.852835,0
2026-03-06 12:31:59.954233,0
2026-03-06 12:32:00.055142,0
2026-03-06 12:32:00.156381,0
2026-03-06 12:32:00.25763,0
2026-03-06 12:32:00.358279,0
2026-03-06 12:32:00.459392,0
2026-03-06 12:32:00.560617,0
2026-03-06 12:32:00.661867,0
2026-03-06 12:32:00.763136,0
2026-03-06 12:32:00.864164,0
2026-03-06 12:32:00.965458,0
2026-03-06 12:32:01.066327,0
2026-03-06 12:32:01.167381,0
2026-03-06 12:32:01.268594,0
2026-03-06 12:32:01.369653,0
2026-03-06 12:32:01.471017,0
2026-03-06 12:32:01.57205,0
2026-03-06 12:32:01.672741,0
2026-03-06 12:32:01.773288,0
2026-03-06 12:32:01.874699,0
2026-03-06 12:32:01.975372,0
2026-03-06 12:32:02.076393,0
2026-03-06 12:32:02.177322,0
2026-03-06 12:32:02.278783,0
2026-03-06 12:32:02.379736,0
2026-03-06 12:32:02.481017,0
2026-03-06 12:32:02.582118,0
2026-03-06 12:32:02.683005,0
2026-03-06 12:32:02.784544,0
2026-03-06 12:32:02.88551,0
2026-03-06 12:32:02.986309,0
2026-03-06 12:32:03.087613,0
2026-03-06 12:32:03.189364,0
2026-03-06 12:32:03.2906,0
2026-03-06 12:32:03.391546,0
2026-03-06 12:32:03.493122,0
2026-03-06 12:32:03.593787,0
2026-03-06 12:32:03.694992,0
2026-03-06 12:32:03.79561,0
2026-03-06 12:32:03.897024,0
2026-03-06 12:32:03.997689,0
2026-03-06 12:32:04.098705,0
2026-03-06 12:32:04.199885,0
2026-03-06 12:32:04.300949,0
2026-03-06 12:32:04.402249,0
2026-03-06 12:32:04.503041,0
2026-03-06 12:32:04.604009,0
2026-03-06 12:32:04.705151,0
2026-03-06 12:32:04.80656,0
2026-03-06 12:32:04.908122,0
2026-03-06 12:32:05.009393,0
2026-03-06 12:32:05.110134,0
2026-03-06 12:32:05.2116,0
2026-03-06 12:32:05.313193,0
2026-03-06 12:32:05.415029,0
2026-03-06 12:32:05.51518,0
2026-03-06 12:32:05.615796,0
2026-03-06 12:32:05.717118,0
2026-03-06 12:32:05.818129,0
2026-03-06 12:32:05.918827,0
2026-03-06 12:32:06.019339,0
2026-03-06 12:32:06.120874,0
2026-03-06 12:32:06.221558,0
2026-03-06 12:32:06.323196,0
2026-03-06 12:32:06.424758,0
2026-03-06 12:32:06.52563,0
2026-03-06 12:32:06.626858,0
2026-03-06 12:32:06.728157,0
2026-03-06 12:32:06.829532,0
2026-03-06 12:32:06.93032,0
2026-03-06 12:32:07.031397,0
2026-03-06 12:32:07.132629,0
2026-03-06 12:32:07.233701,0
2026-03-06 12:32:07.334927,0
2026-03-06 12:32:07.436078,0
2026-03-06 12:32:07.536633,0
2026-03-06 12:32:07.637528,0
2026-03-06 12:32:07.738584,0
2026-03-06 12:32:07.839854,0
2026-03-06 12:32:07.940557,0
2026-03-06 12:32:08.042033,0
2026-03-06 12:32:08.143519,0
2026-03-06 12:32:08.244679,0
2026-03-06 12:32:08.345838,0
