time,BOARD.HB_14.board_type
2026-03-06 12:31:43.783618,5
2026-03-06 12:31:43.79176,5
2026-03-06 12:31:44.336119,5
2026-03-06 12:31:45.337245,5
2026-03-06 12:31:46.339656,5
2026-03-06 12:31:47.343603,5
2026-03-06 12:31:48.345349,5
2026-03-06 12:31:49.346412,5
2026-03-06 12:31:50.348436,5
2026-03-06 12:31:51.358611,5
2026-03-06 12:31:52.358227,5
2026-03-06 12:31:53.367802,5
2026-03-06 12:31:54.376377,5
2026-03-06 12:31:55.375894,5
2026-03-06 12:31:56.379297,5
2026-03-06 12:31:57.389122,5
2026-03-06 12:31:58.389489,5
2026-03-06 12:31:59.399148,5
2026-03-06 12:32:00.399377,5
2026-03-06 12:32:01.400247,5
2026-03-06 12:32:02.401003,5
2026-03-06 12:32:03.401903,5
2026-03-06 12:32:04.403858,5
2026-03-06 12:32:05.404226,5
2026-03-06 12:32:06.406336,5
2026-03-06 12:32:07.410744,5
2026-03-06 12:32:08.411398,5
2026-03-06 12:32:09.419483,5
2026-03-06 12:32:10.420165,5
2026-03-06 12:32:11.421241,5
2026-03-06 12:32:12.422958,5
2026-03-06 12:32:13.423088,5
2026-03-06 12:32:14.42304,5
2026-03-06 12:32:15.431953,5
2026-03-06 12:32:16.43298,5
2026-03-06 12:32:17.434106,5
2026-03-06 12:32:18.435258,5
2026-03-06 12:32:19.436115,5
2026-03-06 12:32:20.445831,5
2026-03-06 12:32:21.447043,5
2026-03-06 12:32:22.448893,5
2026-03-06 12:32:23.457587,5
2026-03-06 12:32:24.467338,5
2026-03-06 12:32:25.468433,5
2026-03-06 12:32:26.476938,5
2026-03-06 12:32:27.486172,5
2026-03-06 12:32:28.486713,5
2026-03-06 12:32:29.494049,5
2026-03-06 12:32:30.502528,5
2026-03-06 12:32:31.512396,5
2026-03-06 12:32:32.51413,5
2026-03-06 12:32:33.514347,5
2026-03-06 12:32:34.515164,5
2026-03-06 12:32:35.515996,5
2026-03-06 12:32:36.525897,5
2026-03-06 12:32:37.53522,5
2026-03-06 12:32:38.536375,5
2026-03-06 12:32:39.53769,5
2026-03-06 12:32:40.537893,5
2026-03-06 12:32:41.547332,5
2026-03-06 12:32:42.547932,5
2026-03-06 12:32:43.555925,5
2026-03-06 12:32:44.564232,5
2026-03-06 12:32:45.573711,5
2026-03-06 12:32:46.583512,5
2026-03-06 12:32:47.584488,5
2026-03-06 12:32:48.585195,5
2026-03-06 12:32:49.595366,5
2026-03-06 12:32:50.604338,5
2026-03-06 12:32:51.612819,5
2026-03-06 12:32:52.622598,5
2026-03-06 12:32:53.623591,5
2026-03-06 12:32:54.632686,5
2026-03-06 12:32:55.633795,5
2026-03-06 12:32:56.635207,5
2026-03-06 12:32:57.635073,5
2026-03-06 12:32:58.636111,5
