time,PT.GN2_Regulated.channel_id
2026-03-06 12:31:43.780593,6
2026-03-06 12:31:43.788282,6
2026-03-06 12:31:43.788841,6
2026-03-06 12:31:43.78927,6
2026-03-06 12:31:43.789689,6
2026-03-06 12:31:43.790062,6
2026-03-06 12:31:43.790365,6
2026-03-06 12:31:43.790453,6
2026-03-06 12:31:43.790545,6
2026-03-06 12:31:43.79063,6
2026-03-06 12:31:43.790704,6
2026-03-06 12:31:43.795361,6
2026-03-06 12:31:43.795803,6
2026-03-06 12:31:43.796144,6
2026-03-06 12:31:43.796523,6
2026-03-06 12:31:43.796812,6
2026-03-06 12:31:43.871029,6
2026-03-06 12:31:43.973098,6
2026-03-06 12:31:44.074465,6
2026-03-06 12:31:44.175941,6
2026-03-06 12:31:44.277144,6
2026-03-06 12:31:44.378745,6
2026-03-06 12:31:44.479104,6
2026-03-06 12:31:44.580432,6
2026-03-06 12:31:44.681576,6
2026-03-06 12:31:44.783243,6
2026-03-06 12:31:44.883741,6
2026-03-06 12:31:44.984675,6
2026-03-06 12:31:45.085814,6
2026-03-06 12:31:45.186832,6
2026-03-06 12:31:45.287802,6
2026-03-06 12:31:45.388299,6
2026-03-06 12:31:45.489055,6
2026-03-06 12:31:45.590352,6
2026-03-06 12:31:45.691271,6
2026-03-06 12:31:45.792604,6
2026-03-06 12:31:45.893523,6
2026-03-06 12:31:45.994702,6
2026-03-06 12:31:46.096861,6
2026-03-06 12:31:46.197769,6
2026-03-06 12:31:46.299041,6
2026-03-06 12:31:46.400061,6
2026-03-06 12:31:46.501199,6
2026-03-06 12:31:46.602223,6
2026-03-06 12:31:46.703748,6
2026-03-06 12:31:46.804464,6
2026-03-06 12:31:46.906047,6
2026-03-06 12:31:47.007403,6
2026-03-06 12:31:47.108163,6
2026-03-06 12:31:47.209962,6
2026-03-06 12:31:47.311111,6
2026-03-06 12:31:47.413175,6
2026-03-06 12:31:47.514123,6
2026-03-06 12:31:47.615422,6
2026-03-06 12:31:47.716818,6
2026-03-06 12:31:47.817745,6
2026-03-06 12:31:47.920102,6
2026-03-06 12:31:48.02139,6
2026-03-06 12:31:48.122725,6
2026-03-06 12:31:48.223896,6
2026-03-06 12:31:48.325083,6
2026-03-06 12:31:48.426128,6
2026-03-06 12:31:48.526927,6
2026-03-06 12:31:48.628596,6
2026-03-06 12:31:48.730005,6
2026-03-06 12:31:48.831316,6
2026-03-06 12:31:48.932262,6
2026-03-06 12:31:49.033513,6
2026-03-06 12:31:49.134272,6
2026-03-06 12:31:49.234559,6
2026-03-06 12:31:49.335603,6
2026-03-06 12:31:49.436122,6
2026-03-06 12:31:49.536885,6
2026-03-06 12:31:49.638231,6
2026-03-06 12:31:49.739228,6
2026-03-06 12:31:49.840408,6
2026-03-06 12:31:49.941785,6
2026-03-06 12:31:50.042938,6
2026-03-06 12:31:50.14471,6
2026-03-06 12:31:50.246678,6
2026-03-06 12:31:50.348376,6
2026-03-06 12:31:50.449318,6
2026-03-06 12:31:50.55049,6
2026-03-06 12:31:50.651046,6
2026-03-06 12:31:50.752594,6
2026-03-06 12:31:50.853361,6
2026-03-06 12:31:50.955183,6
2026-03-06 12:31:51.056185,6
2026-03-06 12:31:51.157914,6
2026-03-06 12:31:51.258963,6
2026-03-06 12:31:51.361115,6
2026-03-06 12:31:51.461453,6
2026-03-06 12:31:51.563116,6
2026-03-06 12:31:51.664405,6
2026-03-06 12:31:51.765664,6
2026-03-06 12:31:51.86724,6
2026-03-06 12:31:51.968661,6
2026-03-06 12:31:52.069997,6
2026-03-06 12:31:52.172154,6
2026-03-06 12:31:52.273021,6
2026-03-06 12:31:52.373706,6
2026-03-06 12:31:52.474312,6
2026-03-06 12:31:52.575599,6
2026-03-06 12:31:52.676561,6
2026-03-06 12:31:52.777961,6
2026-03-06 12:31:52.878833,6
2026-03-06 12:31:52.979546,6
2026-03-06 12:31:53.080643,6
2026-03-06 12:31:53.181686,6
2026-03-06 12:31:53.282567,6
2026-03-06 12:31:53.38341,6
2026-03-06 12:31:53.484393,6
2026-03-06 12:31:53.585212,6
2026-03-06 12:31:53.686291,6
2026-03-06 12:31:53.787051,6
2026-03-06 12:31:53.888406,6
2026-03-06 12:31:53.989456,6
2026-03-06 12:31:54.09009,6
2026-03-06 12:31:54.191099,6
2026-03-06 12:31:54.291776,6
2026-03-06 12:31:54.392844,6
2026-03-06 12:31:54.493615,6
2026-03-06 12:31:54.59461,6
2026-03-06 12:31:54.69542,6
2026-03-06 12:31:54.796741,6
2026-03-06 12:31:54.897079,6
2026-03-06 12:31:54.998366,6
2026-03-06 12:31:55.099211,6
2026-03-06 12:31:55.200063,6
2026-03-06 12:31:55.301559,6
2026-03-06 12:31:55.403139,6
2026-03-06 12:31:55.504705,6
2026-03-06 12:31:55.606622,6
2026-03-06 12:31:55.708336,6
2026-03-06 12:31:55.809335,6
2026-03-06 12:31:55.910557,6
2026-03-06 12:31:56.011774,6
2026-03-06 12:31:56.113274,6
2026-03-06 12:31:56.214775,6
2026-03-06 12:31:56.316341,6
2026-03-06 12:31:56.418222,6
2026-03-06 12:31:56.519135,6
2026-03-06 12:31:56.620361,6
2026-03-06 12:31:56.721866,6
2026-03-06 12:31:56.823107,6
2026-03-06 12:31:56.92451,6
2026-03-06 12:31:57.025001,6
2026-03-06 12:31:57.126199,6
2026-03-06 12:31:57.226739,6
2026-03-06 12:31:57.327798,6
2026-03-06 12:31:57.428316,6
2026-03-06 12:31:57.529368,6
2026-03-06 12:31:57.629794,6
2026-03-06 12:31:57.730778,6
2026-03-06 12:31:57.831965,6
2026-03-06 12:31:57.932355,6
2026-03-06 12:31:58.033791,6
2026-03-06 12:31:58.135068,6
2026-03-06 12:31:58.235722,6
2026-03-06 12:31:58.336127,6
2026-03-06 12:31:58.43703,6
2026-03-06 12:31:58.537854,6
2026-03-06 12:31:58.638907,6
2026-03-06 12:31:58.74054,6
2026-03-06 12:31:58.841375,6
2026-03-06 12:31:58.942182,6
2026-03-06 12:31:59.043606,6
2026-03-06 12:31:59.145427,6
2026-03-06 12:31:59.246767,6
2026-03-06 12:31:59.347709,6
2026-03-06 12:31:59.448453,6
2026-03-06 12:31:59.549287,6
2026-03-06 12:31:59.650574,6
2026-03-06 12:31:59.751519,6
2026-03-06 12:31:59.852953,6
2026-03-06 12:31:59.954365,6
2026-03-06 12:32:00.055228,6
2026-03-06 12:32:00.156465,6
2026-03-06 12:32:00.257742,6
2026-03-06 12:32:00.358362,6
2026-03-06 12:32:00.459494,6
2026-03-06 12:32:00.560672,6
2026-03-06 12:32:00.661962,6
2026-03-06 12:32:00.763241,6
2026-03-06 12:32:00.864249,6
2026-03-06 12:32:00.965587,6
