time,TC.CH4.sample_ts_ms
2026-03-06 12:31:43.780794,3273776295
2026-03-06 12:31:43.788354,3273776395
2026-03-06 12:31:43.788866,3273776497
2026-03-06 12:31:43.789232,3273776598
2026-03-06 12:31:43.789632,3273776699
2026-03-06 12:31:43.790085,3273776800
2026-03-06 12:31:43.790373,3273776901
2026-03-06 12:31:43.790458,3273777003
2026-03-06 12:31:43.790537,3273777105
2026-03-06 12:31:43.790619,3273777207
2026-03-06 12:31:43.790709,3273777309
2026-03-06 12:31:43.795419,3273777412
2026-03-06 12:31:43.795767,3273777514
2026-03-06 12:31:43.796165,3273777615
2026-03-06 12:31:43.796542,3273777717
2026-03-06 12:31:43.796837,3273777819
2026-03-06 12:31:43.873397,3273777920
2026-03-06 12:31:43.974817,3273778021
2026-03-06 12:31:44.0757,3273778122
2026-03-06 12:31:44.176601,3273778224
2026-03-06 12:31:44.277776,3273778325
2026-03-06 12:31:44.379438,3273778426
2026-03-06 12:31:44.47982,3273778527
2026-03-06 12:31:44.581802,3273778628
2026-03-06 12:31:44.682829,3273778730
2026-03-06 12:31:44.784399,3273778831
2026-03-06 12:31:44.885583,3273778933
2026-03-06 12:31:44.987748,3273779035
2026-03-06 12:31:45.088743,3273779136
2026-03-06 12:31:45.190381,3273779237
2026-03-06 12:31:45.291406,3273779338
2026-03-06 12:31:45.392564,3273779439
2026-03-06 12:31:45.493937,3273779540
2026-03-06 12:31:45.594698,3273779641
2026-03-06 12:31:45.695854,3273779742
2026-03-06 12:31:45.796217,3273779843
2026-03-06 12:31:45.897485,3273779944
2026-03-06 12:31:45.99866,3273780045
2026-03-06 12:31:46.100232,3273780147
2026-03-06 12:31:46.201212,3273780248
2026-03-06 12:31:46.302803,3273780349
2026-03-06 12:31:46.403903,3273780451
2026-03-06 12:31:46.50536,3273780552
2026-03-06 12:31:46.606755,3273780654
2026-03-06 12:31:46.708556,3273780755
2026-03-06 12:31:46.809652,3273780857
2026-03-06 12:31:46.911755,3273780958
2026-03-06 12:31:47.012705,3273781059
2026-03-06 12:31:47.114456,3273781161
2026-03-06 12:31:47.215422,3273781262
2026-03-06 12:31:47.31709,3273781364
2026-03-06 12:31:47.418557,3273781465
2026-03-06 12:31:47.519981,3273781567
2026-03-06 12:31:47.620948,3273781668
2026-03-06 12:31:47.722022,3273781769
2026-03-06 12:31:47.822859,3273781870
2026-03-06 12:31:47.923678,3273781971
2026-03-06 12:31:48.02489,3273782072
2026-03-06 12:31:48.12537,3273782173
2026-03-06 12:31:48.226968,3273782273
2026-03-06 12:31:48.327321,3273782374
2026-03-06 12:31:48.428354,3273782475
2026-03-06 12:31:48.529234,3273782576
2026-03-06 12:31:48.629728,3273782677
2026-03-06 12:31:48.73114,3273782778
2026-03-06 12:31:48.832419,3273782879
2026-03-06 12:31:48.933333,3273782980
2026-03-06 12:31:49.034219,3273783081
2026-03-06 12:31:49.135465,3273783182
2026-03-06 12:31:49.23632,3273783283
2026-03-06 12:31:49.337368,3273783385
2026-03-06 12:31:49.438387,3273783486
2026-03-06 12:31:49.539748,3273783587
2026-03-06 12:31:49.641046,3273783688
2026-03-06 12:31:49.742042,3273783789
2026-03-06 12:31:49.843295,3273783890
