time,PT.GN2_High.status
2026-03-06 13:55:29.035762,0
2026-03-06 13:55:29.136804,0
2026-03-06 13:55:29.23774,0
2026-03-06 13:55:29.338362,0
2026-03-06 13:55:29.439525,0
2026-03-06 13:55:29.540102,0
2026-03-06 13:55:29.640898,0
2026-03-06 13:55:29.742435,0
2026-03-06 13:55:29.843541,0
2026-03-06 13:55:29.943998,0
2026-03-06 13:55:30.045164,0
2026-03-06 13:55:30.146261,0
2026-03-06 13:55:30.246957,0
2026-03-06 13:55:30.347795,0
2026-03-06 13:55:30.448618,0
2026-03-06 13:55:30.549724,0
2026-03-06 13:55:30.650678,0
2026-03-06 13:55:30.75129,0
2026-03-06 13:55:30.852415,0
2026-03-06 13:55:30.953458,0
2026-03-06 13:55:31.054812,0
2026-03-06 13:55:31.155965,0
2026-03-06 13:55:31.257487,0
2026-03-06 13:55:31.357993,0
2026-03-06 13:55:31.459591,0
2026-03-06 13:55:31.560301,0
2026-03-06 13:55:31.661338,0
2026-03-06 13:55:31.762443,0
2026-03-06 13:55:31.863433,0
2026-03-06 13:55:31.964111,0
2026-03-06 13:55:32.06476,0
2026-03-06 13:55:32.165667,0
2026-03-06 13:55:32.266525,0
2026-03-06 13:55:32.367594,0
2026-03-06 13:55:32.469648,0
2026-03-06 13:55:32.569572,0
2026-03-06 13:55:32.670873,0
2026-03-06 13:55:32.771742,0
2026-03-06 13:55:32.872311,0
2026-03-06 13:55:32.973034,0
2026-03-06 13:55:33.073959,0
2026-03-06 13:55:33.174736,0
2026-03-06 13:55:33.275669,0
2026-03-06 13:55:33.376772,0
2026-03-06 13:55:33.478331,0
2026-03-06 13:55:33.578773,0
2026-03-06 13:55:33.679717,0
2026-03-06 13:55:33.780632,0
2026-03-06 13:55:33.881821,0
2026-03-06 13:55:33.982905,0
2026-03-06 13:55:34.084045,0
2026-03-06 13:55:34.185359,0
2026-03-06 13:55:34.286331,0
2026-03-06 13:55:34.3873,0
2026-03-06 13:55:34.488444,0
2026-03-06 13:55:34.58863,0
2026-03-06 13:55:34.689679,0
2026-03-06 13:55:34.790649,0
2026-03-06 13:55:34.891237,0
2026-03-06 13:55:34.99217,0
2026-03-06 13:55:35.093415,0
2026-03-06 13:55:35.19405,0
2026-03-06 13:55:35.295444,0
2026-03-06 13:55:35.396255,0
2026-03-06 13:55:35.49727,0
2026-03-06 13:55:35.598073,0
2026-03-06 13:55:35.699211,0
2026-03-06 13:55:35.800876,0
2026-03-06 13:55:35.901768,0
2026-03-06 13:55:36.00317,0
2026-03-06 13:55:36.104094,0
2026-03-06 13:55:36.20527,0
2026-03-06 13:55:36.305992,0
2026-03-06 13:55:36.407273,0
2026-03-06 13:55:36.508564,0
2026-03-06 13:55:36.609463,0
2026-03-06 13:55:36.710269,0
2026-03-06 13:55:36.811322,0
2026-03-06 13:55:36.912023,0
2026-03-06 13:55:37.01281,0
2026-03-06 13:55:37.113567,0
2026-03-06 13:55:37.214223,0
2026-03-06 13:55:37.315055,0
2026-03-06 13:55:37.416018,0
2026-03-06 13:55:37.517137,0
2026-03-06 13:55:37.617724,0
2026-03-06 13:55:37.719258,0
2026-03-06 13:55:37.819735,0
2026-03-06 13:55:37.92075,0
2026-03-06 13:55:38.021564,0
2026-03-06 13:55:38.122482,0
2026-03-06 13:55:38.223538,0
2026-03-06 13:55:38.324165,0
2026-03-06 13:55:38.425119,0
2026-03-06 13:55:38.526516,0
2026-03-06 13:55:38.627071,0
2026-03-06 13:55:38.727555,0
2026-03-06 13:55:38.828654,0
2026-03-06 13:55:38.929267,0
2026-03-06 13:55:39.030298,0
2026-03-06 13:55:39.130918,0
2026-03-06 13:55:39.231749,0
2026-03-06 13:55:39.333037,0
2026-03-06 13:55:39.433951,0
2026-03-06 13:55:39.534722,0
2026-03-06 13:55:39.636151,0
2026-03-06 13:55:39.736639,0
2026-03-06 13:55:39.837706,0
2026-03-06 13:55:39.938779,0
2026-03-06 13:55:40.04016,0
2026-03-06 13:55:40.141141,0
2026-03-06 13:55:40.24208,0
2026-03-06 13:55:40.343129,0
2026-03-06 13:55:40.444607,0
2026-03-06 13:55:40.545939,0
2026-03-06 13:55:40.646727,0
2026-03-06 13:55:40.747668,0
2026-03-06 13:55:40.848741,0
2026-03-06 13:55:40.949582,0
2026-03-06 13:55:41.05026,0
2026-03-06 13:55:41.150987,0
2026-03-06 13:55:41.252161,0
2026-03-06 13:55:41.352806,0
2026-03-06 13:55:41.453995,0
2026-03-06 13:55:41.554835,0
2026-03-06 13:55:41.656145,0
2026-03-06 13:55:41.756969,0
2026-03-06 13:55:41.857894,0
2026-03-06 13:55:41.95874,0
2026-03-06 13:55:42.059573,0
2026-03-06 13:55:42.160508,0
2026-03-06 13:55:42.261462,0
2026-03-06 13:55:42.362032,0
2026-03-06 13:55:42.462653,0
2026-03-06 13:55:42.563937,0
2026-03-06 13:55:42.665549,0
2026-03-06 13:55:42.766129,0
2026-03-06 13:55:42.866977,0
2026-03-06 13:55:42.967645,0
2026-03-06 13:55:43.068725,0
2026-03-06 13:55:43.169742,0
2026-03-06 13:55:43.270931,0
2026-03-06 13:55:43.371941,0
2026-03-06 13:55:43.472758,0
2026-03-06 13:55:43.573894,0
2026-03-06 13:55:43.674798,0
2026-03-06 13:55:43.775886,0
2026-03-06 13:55:43.87658,0
2026-03-06 13:55:43.977849,0
2026-03-06 13:55:44.078732,0
2026-03-06 13:55:44.179685,0
2026-03-06 13:55:44.280442,0
2026-03-06 13:55:44.381324,0
2026-03-06 13:55:44.482116,0
2026-03-06 13:55:44.583045,0
2026-03-06 13:55:44.683895,0
2026-03-06 13:55:44.785674,0
2026-03-06 13:55:44.886514,0
2026-03-06 13:55:44.987526,0
2026-03-06 13:55:45.088097,0
2026-03-06 13:55:45.188847,0
2026-03-06 13:55:45.290118,0
2026-03-06 13:55:45.390696,0
2026-03-06 13:55:45.491852,0
2026-03-06 13:55:45.592623,0
2026-03-06 13:55:45.693384,0
2026-03-06 13:55:45.794346,0
2026-03-06 13:55:45.894652,0
2026-03-06 13:55:45.995761,0
2026-03-06 13:55:46.096637,0
2026-03-06 13:55:46.197611,0
2026-03-06 13:55:46.2987,0
2026-03-06 13:55:46.399467,0
2026-03-06 13:55:46.500096,0
2026-03-06 13:55:46.601758,0
2026-03-06 13:55:46.702341,0
2026-03-06 13:55:46.803486,0
2026-03-06 13:55:46.904661,0
2026-03-06 13:55:47.005808,0
2026-03-06 13:55:47.106581,0
2026-03-06 13:55:47.207635,0
2026-03-06 13:55:47.308781,0
2026-03-06 13:55:47.410012,0
2026-03-06 13:55:47.510592,0
2026-03-06 13:55:47.611273,0
2026-03-06 13:55:47.712473,0
2026-03-06 13:55:47.813515,0
2026-03-06 13:55:47.914451,0
2026-03-06 13:55:48.015066,0
2026-03-06 13:55:48.115549,0
2026-03-06 13:55:48.216227,0
2026-03-06 13:55:48.317619,0
2026-03-06 13:55:48.418956,0
2026-03-06 13:55:48.51992,0
2026-03-06 13:55:48.621039,0
2026-03-06 13:55:48.722147,0
2026-03-06 13:55:48.823509,0
2026-03-06 13:55:48.924175,0
2026-03-06 13:55:49.025284,0
2026-03-06 13:55:49.125995,0
2026-03-06 13:55:49.226781,0
2026-03-06 13:55:49.328211,0
2026-03-06 13:55:49.428599,0
2026-03-06 13:55:49.529757,0
2026-03-06 13:55:49.63065,0
2026-03-06 13:55:49.731749,0
2026-03-06 13:55:49.832598,0
2026-03-06 13:55:49.933852,0
2026-03-06 13:55:50.0344,0
2026-03-06 13:55:50.135044,0
2026-03-06 13:55:50.23626,0
2026-03-06 13:55:50.337087,0
2026-03-06 13:55:50.437578,0
2026-03-06 13:55:50.538945,0
2026-03-06 13:55:50.639443,0
2026-03-06 13:55:50.739957,0
2026-03-06 13:55:50.841094,0
2026-03-06 13:55:50.941753,0
2026-03-06 13:55:51.042723,0
2026-03-06 13:55:51.143555,0
2026-03-06 13:55:51.244802,0
2026-03-06 13:55:51.345449,0
2026-03-06 13:55:51.446739,0
2026-03-06 13:55:51.54733,0
2026-03-06 13:55:51.648439,0
2026-03-06 13:55:51.749938,0
2026-03-06 13:55:51.850507,0
2026-03-06 13:55:51.951804,0
2026-03-06 13:55:52.052561,0
2026-03-06 13:55:52.153886,0
2026-03-06 13:55:52.254955,0
2026-03-06 13:55:52.355526,0
2026-03-06 13:55:52.456654,0
2026-03-06 13:55:52.557517,0
2026-03-06 13:55:52.658445,0
2026-03-06 13:55:52.75977,0
2026-03-06 13:55:52.860245,0
2026-03-06 13:55:52.961477,0
2026-03-06 13:55:53.062302,0
2026-03-06 13:55:53.163133,0
2026-03-06 13:55:53.264363,0
2026-03-06 13:55:53.365042,0
2026-03-06 13:55:53.46614,0
2026-03-06 13:55:53.566643,0
2026-03-06 13:55:53.667273,0
2026-03-06 13:55:53.768679,0
2026-03-06 13:55:53.869396,0
2026-03-06 13:55:53.970119,0
2026-03-06 13:55:54.071042,0
2026-03-06 13:55:54.171903,0
2026-03-06 13:55:54.272991,0
2026-03-06 13:55:54.373887,0
2026-03-06 13:55:54.474812,0
2026-03-06 13:55:54.575315,0
2026-03-06 13:55:54.676114,0
2026-03-06 13:55:54.777349,0
2026-03-06 13:55:54.878388,0
2026-03-06 13:55:54.978973,0
2026-03-06 13:55:55.079737,0
2026-03-06 13:55:55.180339,0
2026-03-06 13:55:55.281459,0
2026-03-06 13:55:55.382711,0
2026-03-06 13:55:55.483424,0
2026-03-06 13:55:55.584608,0
2026-03-06 13:55:55.686103,0
2026-03-06 13:55:55.78679,0
2026-03-06 13:55:55.887768,0
2026-03-06 13:55:55.988973,0
2026-03-06 13:55:56.089694,0
2026-03-06 13:55:56.190616,0
2026-03-06 13:55:56.291544,0
2026-03-06 13:55:56.392783,0
2026-03-06 13:55:56.49333,0
2026-03-06 13:55:56.594624,0
2026-03-06 13:55:56.695181,0
2026-03-06 13:55:56.796323,0
2026-03-06 13:55:56.8972,0
2026-03-06 13:55:56.997661,0
2026-03-06 13:55:57.09849,0
2026-03-06 13:55:57.199158,0
2026-03-06 13:55:57.300573,0
2026-03-06 13:55:57.401455,0
2026-03-06 13:55:57.502851,0
2026-03-06 13:55:57.604122,0
2026-03-06 13:55:57.70536,0
2026-03-06 13:55:57.806953,0
2026-03-06 13:55:57.907816,0
2026-03-06 13:55:58.009006,0
2026-03-06 13:55:58.110136,0
2026-03-06 13:55:58.210982,0
2026-03-06 13:55:58.311508,0
2026-03-06 13:55:58.412651,0
2026-03-06 13:55:58.513646,0
2026-03-06 13:55:58.614738,0
2026-03-06 13:55:58.715599,0
2026-03-06 13:55:58.816798,0
2026-03-06 13:55:58.917762,0
2026-03-06 13:55:59.018511,0
2026-03-06 13:55:59.11928,0
2026-03-06 13:55:59.220002,0
2026-03-06 13:55:59.321791,0
2026-03-06 13:55:59.422459,0
2026-03-06 13:55:59.523476,0
2026-03-06 13:55:59.624099,0
2026-03-06 13:55:59.725256,0
2026-03-06 13:55:59.82601,0
2026-03-06 13:55:59.926761,0
2026-03-06 13:56:00.027491,0
2026-03-06 13:56:00.127877,0
2026-03-06 13:56:00.228944,0
2026-03-06 13:56:00.329501,0
2026-03-06 13:56:00.430474,0
2026-03-06 13:56:00.531245,0
2026-03-06 13:56:00.632574,0
2026-03-06 13:56:00.733364,0
2026-03-06 13:56:00.834486,0
2026-03-06 13:56:00.934787,0
2026-03-06 13:56:01.035531,0
2026-03-06 13:56:01.136822,0
2026-03-06 13:56:01.23774,0
2026-03-06 13:56:01.338111,0
2026-03-06 13:56:01.439208,0
2026-03-06 13:56:01.540654,0
2026-03-06 13:56:01.641185,0
2026-03-06 13:56:01.74279,0
2026-03-06 13:56:01.843234,0
2026-03-06 13:56:01.944422,0
2026-03-06 13:56:02.045368,0
2026-03-06 13:56:02.146356,0
2026-03-06 13:56:02.247009,0
2026-03-06 13:56:02.347571,0
2026-03-06 13:56:02.448563,0
