time,PT.GSE_Low.sample_ts_ms
2026-03-06 14:29:34.922648,3280848970
2026-03-06 14:29:35.023702,3280849071
2026-03-06 14:29:35.125021,3280849172
2026-03-06 14:29:35.22561,3280849273
2026-03-06 14:29:35.326584,3280849374
2026-03-06 14:29:35.42766,3280849475
2026-03-06 14:29:35.528518,3280849575
2026-03-06 14:29:35.629491,3280849676
2026-03-06 14:29:35.730327,3280849778
2026-03-06 14:29:35.831836,3280849879
2026-03-06 14:29:35.932427,3280849979
2026-03-06 14:29:36.033388,3280850081
2026-03-06 14:29:36.134381,3280850182
2026-03-06 14:29:36.235586,3280850283
2026-03-06 14:29:36.336382,3280850384
2026-03-06 14:29:36.437717,3280850485
2026-03-06 14:29:36.538251,3280850585
2026-03-06 14:29:36.639114,3280850686
2026-03-06 14:29:36.740068,3280850787
2026-03-06 14:29:36.84123,3280850888
2026-03-06 14:29:36.942036,3280850989
2026-03-06 14:29:37.04298,3280851090
2026-03-06 14:29:37.143265,3280851190
2026-03-06 14:29:37.244706,3280851291
2026-03-06 14:29:37.345394,3280851392
2026-03-06 14:29:37.446437,3280851493
2026-03-06 14:29:37.547118,3280851594
2026-03-06 14:29:37.647892,3280851695
2026-03-06 14:29:37.749127,3280851796
2026-03-06 14:29:37.850285,3280851897
2026-03-06 14:29:37.950954,3280851998
2026-03-06 14:29:38.052113,3280852099
2026-03-06 14:29:38.153026,3280852200
2026-03-06 14:29:38.253805,3280852301
2026-03-06 14:29:38.354803,3280852402
2026-03-06 14:29:38.456329,3280852503
2026-03-06 14:29:38.557658,3280852604
2026-03-06 14:29:38.65853,3280852705
2026-03-06 14:29:38.759335,3280852806
2026-03-06 14:29:38.859905,3280852907
2026-03-06 14:29:38.960636,3280853008
2026-03-06 14:29:39.061498,3280853109
2026-03-06 14:29:39.162612,3280853210
2026-03-06 14:29:39.263461,3280853310
2026-03-06 14:29:39.364163,3280853411
2026-03-06 14:29:39.465261,3280853512
2026-03-06 14:29:39.565816,3280853613
2026-03-06 14:29:39.666628,3280853714
2026-03-06 14:29:39.767499,3280853814
2026-03-06 14:29:39.868732,3280853916
2026-03-06 14:29:39.969742,3280854017
2026-03-06 14:29:40.070704,3280854118
2026-03-06 14:29:40.171515,3280854219
2026-03-06 14:29:40.272578,3280854319
2026-03-06 14:29:40.373144,3280854420
2026-03-06 14:29:40.474034,3280854521
2026-03-06 14:29:40.574704,3280854622
2026-03-06 14:29:40.676,3280854723
2026-03-06 14:29:40.77697,3280854824
2026-03-06 14:29:40.878037,3280854925
2026-03-06 14:29:40.978947,3280855026
2026-03-06 14:29:41.079899,3280855127
2026-03-06 14:29:41.181018,3280855228
2026-03-06 14:29:41.281555,3280855329
2026-03-06 14:29:41.383015,3280855430
2026-03-06 14:29:41.483886,3280855531
2026-03-06 14:29:41.584863,3280855632
2026-03-06 14:29:41.685556,3280855733
2026-03-06 14:29:41.786896,3280855834
2026-03-06 14:29:41.887265,3280855934
2026-03-06 14:29:41.988278,3280856035
2026-03-06 14:29:42.089189,3280856136
2026-03-06 14:29:42.190288,3280856237
2026-03-06 14:29:42.290872,3280856338
2026-03-06 14:29:42.391993,3280856439
2026-03-06 14:29:42.493013,3280856540
2026-03-06 14:29:42.594205,3280856641
2026-03-06 14:29:42.695503,3280856742
2026-03-06 14:29:42.796494,3280856843
2026-03-06 14:29:42.897197,3280856944
2026-03-06 14:29:42.997969,3280857045
2026-03-06 14:29:43.099059,3280857146
2026-03-06 14:29:43.19971,3280857247
2026-03-06 14:29:43.30039,3280857347
2026-03-06 14:29:43.401355,3280857448
2026-03-06 14:29:43.502112,3280857549
2026-03-06 14:29:43.602929,3280857650
2026-03-06 14:29:43.703507,3280857751
2026-03-06 14:29:43.804504,3280857852
2026-03-06 14:29:43.905516,3280857952
2026-03-06 14:29:44.006129,3280858053
2026-03-06 14:29:44.107503,3280858154
2026-03-06 14:29:44.208069,3280858255
2026-03-06 14:29:44.309617,3280858356
2026-03-06 14:29:44.410867,3280858457
2026-03-06 14:29:44.51153,3280858558
2026-03-06 14:29:44.612662,3280858659
2026-03-06 14:29:44.712874,3280858760
2026-03-06 14:29:44.813654,3280858861
2026-03-06 14:29:44.914593,3280858962
2026-03-06 14:29:45.016028,3280859063
2026-03-06 14:29:45.117005,3280859164
2026-03-06 14:29:45.217573,3280859265
2026-03-06 14:29:45.318871,3280859365
2026-03-06 14:29:45.41987,3280859467
2026-03-06 14:29:45.520783,3280859568
2026-03-06 14:29:45.621861,3280859669
2026-03-06 14:29:45.72262,3280859770
2026-03-06 14:29:45.823439,3280859871
2026-03-06 14:29:45.924909,3280859972
2026-03-06 14:29:46.025289,3280860073
2026-03-06 14:29:46.126593,3280860173
2026-03-06 14:29:46.227138,3280860274
2026-03-06 14:29:46.328064,3280860375
2026-03-06 14:29:46.428913,3280860476
2026-03-06 14:29:46.52986,3280860577
2026-03-06 14:29:46.630629,3280860678
2026-03-06 14:29:46.731493,3280860779
2026-03-06 14:29:46.832597,3280860880
2026-03-06 14:29:46.933571,3280860981
2026-03-06 14:29:47.035943,3280861082
2026-03-06 14:29:47.135588,3280861182
2026-03-06 14:29:47.236214,3280861283
2026-03-06 14:29:47.336847,3280861384
2026-03-06 14:29:47.438199,3280861485
2026-03-06 14:29:47.538562,3280861586
2026-03-06 14:29:47.639883,3280861687
2026-03-06 14:29:47.740875,3280861788
2026-03-06 14:29:47.842153,3280861889
2026-03-06 14:29:47.943014,3280861990
2026-03-06 14:29:48.043815,3280862091
2026-03-06 14:29:48.145062,3280862192
2026-03-06 14:29:48.246205,3280862293
2026-03-06 14:29:48.347715,3280862395
2026-03-06 14:29:48.448793,3280862496
2026-03-06 14:29:48.549583,3280862597
2026-03-06 14:29:48.650869,3280862698
2026-03-06 14:29:48.751609,3280862798
2026-03-06 14:29:48.852642,3280862899
2026-03-06 14:29:48.953922,3280863001
2026-03-06 14:29:49.054708,3280863102
2026-03-06 14:29:49.155751,3280863202
2026-03-06 14:29:49.257324,3280863303
2026-03-06 14:29:49.357182,3280863404
2026-03-06 14:29:49.458764,3280863505
2026-03-06 14:29:49.559573,3280863606
2026-03-06 14:29:49.660384,3280863707
2026-03-06 14:29:49.761205,3280863808
2026-03-06 14:29:49.861505,3280863909
2026-03-06 14:29:49.962819,3280864010
2026-03-06 14:29:50.063707,3280864111
2026-03-06 14:29:50.164531,3280864212
2026-03-06 14:29:50.266042,3280864313
2026-03-06 14:29:50.366692,3280864413
2026-03-06 14:29:50.467705,3280864514
2026-03-06 14:29:50.568523,3280864615
2026-03-06 14:29:50.66962,3280864717
2026-03-06 14:29:50.770646,3280864817
2026-03-06 14:29:50.871503,3280864918
2026-03-06 14:29:50.972069,3280865019
2026-03-06 14:29:51.073202,3280865120
2026-03-06 14:29:51.173663,3280865221
2026-03-06 14:29:51.2754,3280865322
2026-03-06 14:29:51.375687,3280865423
2026-03-06 14:29:51.476627,3280865524
2026-03-06 14:29:51.577949,3280865625
2026-03-06 14:29:51.678779,3280865726
2026-03-06 14:29:51.779596,3280865827
2026-03-06 14:29:51.880974,3280865928
2026-03-06 14:29:51.981595,3280866029
2026-03-06 14:29:52.082599,3280866130
2026-03-06 14:29:52.183528,3280866230
2026-03-06 14:29:52.28494,3280866331
2026-03-06 14:29:52.385022,3280866432
2026-03-06 14:29:52.48631,3280866533
2026-03-06 14:29:52.58676,3280866634
2026-03-06 14:29:52.687812,3280866735
2026-03-06 14:29:52.789025,3280866836
2026-03-06 14:29:52.889997,3280866937
2026-03-06 14:29:52.991038,3280867038
2026-03-06 14:29:53.092052,3280867139
2026-03-06 14:29:53.193033,3280867240
2026-03-06 14:29:53.294607,3280867341
2026-03-06 14:29:53.394641,3280867442
2026-03-06 14:29:53.496207,3280867543
2026-03-06 14:29:53.596559,3280867644
2026-03-06 14:29:53.69782,3280867745
2026-03-06 14:29:53.798552,3280867846
2026-03-06 14:29:53.900052,3280867947
2026-03-06 14:29:54.00103,3280868048
2026-03-06 14:29:54.101777,3280868149
2026-03-06 14:29:54.202542,3280868250
2026-03-06 14:29:54.304778,3280868351
2026-03-06 14:29:54.405054,3280868452
2026-03-06 14:29:54.506043,3280868553
2026-03-06 14:29:54.606768,3280868654
2026-03-06 14:29:54.707795,3280868755
2026-03-06 14:29:54.808825,3280868856
2026-03-06 14:29:54.909544,3280868957
2026-03-06 14:29:55.010674,3280869058
2026-03-06 14:29:55.111564,3280869158
2026-03-06 14:29:55.21237,3280869259
2026-03-06 14:29:55.314028,3280869361
2026-03-06 14:29:55.414561,3280869462
2026-03-06 14:29:55.516071,3280869563
2026-03-06 14:29:55.616681,3280869664
2026-03-06 14:29:55.717664,3280869764
2026-03-06 14:29:55.818627,3280869865
2026-03-06 14:29:55.919373,3280869967
2026-03-06 14:29:56.020662,3280870068
2026-03-06 14:29:56.121415,3280870169
2026-03-06 14:29:56.222852,3280870270
2026-03-06 14:29:56.324559,3280870371
2026-03-06 14:29:56.424545,3280870472
2026-03-06 14:29:56.525756,3280870573
2026-03-06 14:29:56.627057,3280870674
2026-03-06 14:29:56.729662,3280870777
2026-03-06 14:29:56.830453,3280870878
2026-03-06 14:29:56.931419,3280870978
