time,PT.Fuel_Upstream.channel_id
2026-03-06 12:31:43.780297,1
2026-03-06 12:31:43.788233,1
2026-03-06 12:31:43.78881,1
2026-03-06 12:31:43.789243,1
2026-03-06 12:31:43.78966,1
2026-03-06 12:31:43.790034,1
2026-03-06 12:31:43.790359,1
2026-03-06 12:31:43.790447,1
2026-03-06 12:31:43.790539,1
2026-03-06 12:31:43.790624,1
2026-03-06 12:31:43.790699,1
2026-03-06 12:31:43.795324,1
2026-03-06 12:31:43.795777,1
2026-03-06 12:31:43.796119,1
2026-03-06 12:31:43.796499,1
2026-03-06 12:31:43.796795,1
2026-03-06 12:31:43.870974,1
2026-03-06 12:31:43.973004,1
2026-03-06 12:31:44.074371,1
2026-03-06 12:31:44.175857,1
2026-03-06 12:31:44.277098,1
2026-03-06 12:31:44.378659,1
2026-03-06 12:31:44.479029,1
2026-03-06 12:31:44.58034,1
2026-03-06 12:31:44.681515,1
2026-03-06 12:31:44.783143,1
2026-03-06 12:31:44.883677,1
2026-03-06 12:31:44.984568,1
2026-03-06 12:31:45.085713,1
2026-03-06 12:31:45.186713,1
2026-03-06 12:31:45.287638,1
2026-03-06 12:31:45.388148,1
2026-03-06 12:31:45.488888,1
2026-03-06 12:31:45.59013,1
2026-03-06 12:31:45.691125,1
2026-03-06 12:31:45.792356,1
2026-03-06 12:31:45.89338,1
2026-03-06 12:31:45.994544,1
2026-03-06 12:31:46.096687,1
2026-03-06 12:31:46.197662,1
2026-03-06 12:31:46.298915,1
2026-03-06 12:31:46.399936,1
2026-03-06 12:31:46.501063,1
2026-03-06 12:31:46.602073,1
2026-03-06 12:31:46.703572,1
2026-03-06 12:31:46.80434,1
2026-03-06 12:31:46.905863,1
2026-03-06 12:31:47.007259,1
2026-03-06 12:31:47.108081,1
2026-03-06 12:31:47.209778,1
2026-03-06 12:31:47.311054,1
2026-03-06 12:31:47.413075,1
2026-03-06 12:31:47.513976,1
2026-03-06 12:31:47.615233,1
2026-03-06 12:31:47.716633,1
2026-03-06 12:31:47.817582,1
2026-03-06 12:31:47.919942,1
2026-03-06 12:31:48.021218,1
2026-03-06 12:31:48.122466,1
2026-03-06 12:31:48.223706,1
2026-03-06 12:31:48.324891,1
2026-03-06 12:31:48.425961,1
2026-03-06 12:31:48.526811,1
2026-03-06 12:31:48.628468,1
2026-03-06 12:31:48.729866,1
2026-03-06 12:31:48.831169,1
2026-03-06 12:31:48.932147,1
2026-03-06 12:31:49.033448,1
2026-03-06 12:31:49.13416,1
2026-03-06 12:31:49.234446,1
2026-03-06 12:31:49.335495,1
2026-03-06 12:31:49.436037,1
2026-03-06 12:31:49.536786,1
2026-03-06 12:31:49.638081,1
2026-03-06 12:31:49.739086,1
2026-03-06 12:31:49.840357,1
2026-03-06 12:31:49.941721,1
2026-03-06 12:31:50.042863,1
2026-03-06 12:31:50.144658,1
2026-03-06 12:31:50.246569,1
2026-03-06 12:31:50.348241,1
2026-03-06 12:31:50.449198,1
2026-03-06 12:31:50.550365,1
2026-03-06 12:31:50.650939,1
2026-03-06 12:31:50.75255,1
2026-03-06 12:31:50.853222,1
2026-03-06 12:31:50.955011,1
2026-03-06 12:31:51.056083,1
2026-03-06 12:31:51.157763,1
2026-03-06 12:31:51.258864,1
2026-03-06 12:31:51.360922,1
2026-03-06 12:31:51.461391,1
2026-03-06 12:31:51.563063,1
2026-03-06 12:31:51.664317,1
2026-03-06 12:31:51.765578,1
2026-03-06 12:31:51.867066,1
2026-03-06 12:31:51.968568,1
2026-03-06 12:31:52.069934,1
2026-03-06 12:31:52.172076,1
2026-03-06 12:31:52.272974,1
2026-03-06 12:31:52.373605,1
2026-03-06 12:31:52.474258,1
2026-03-06 12:31:52.575408,1
2026-03-06 12:31:52.67642,1
2026-03-06 12:31:52.777825,1
2026-03-06 12:31:52.878667,1
2026-03-06 12:31:52.979429,1
2026-03-06 12:31:53.080485,1
2026-03-06 12:31:53.181593,1
2026-03-06 12:31:53.282485,1
2026-03-06 12:31:53.383302,1
2026-03-06 12:31:53.484234,1
2026-03-06 12:31:53.585102,1
2026-03-06 12:31:53.686207,1
2026-03-06 12:31:53.786996,1
2026-03-06 12:31:53.888281,1
2026-03-06 12:31:53.989331,1
2026-03-06 12:31:54.089981,1
2026-03-06 12:31:54.191001,1
2026-03-06 12:31:54.29169,1
2026-03-06 12:31:54.392743,1
2026-03-06 12:31:54.493534,1
2026-03-06 12:31:54.594531,1
2026-03-06 12:31:54.695252,1
2026-03-06 12:31:54.796614,1
2026-03-06 12:31:54.896982,1
2026-03-06 12:31:54.998288,1
2026-03-06 12:31:55.099121,1
2026-03-06 12:31:55.199994,1
2026-03-06 12:31:55.301459,1
2026-03-06 12:31:55.403046,1
2026-03-06 12:31:55.50458,1
2026-03-06 12:31:55.60646,1
2026-03-06 12:31:55.708143,1
2026-03-06 12:31:55.809267,1
2026-03-06 12:31:55.910409,1
2026-03-06 12:31:56.011668,1
2026-03-06 12:31:56.11314,1
2026-03-06 12:31:56.21467,1
2026-03-06 12:31:56.316266,1
2026-03-06 12:31:56.418144,1
2026-03-06 12:31:56.518971,1
2026-03-06 12:31:56.620263,1
2026-03-06 12:31:56.721773,1
2026-03-06 12:31:56.822913,1
2026-03-06 12:31:56.924297,1
2026-03-06 12:31:57.024892,1
2026-03-06 12:31:57.125997,1
2026-03-06 12:31:57.226557,1
2026-03-06 12:31:57.327619,1
2026-03-06 12:31:57.428189,1
2026-03-06 12:31:57.52924,1
2026-03-06 12:31:57.629695,1
2026-03-06 12:31:57.730658,1
2026-03-06 12:31:57.831866,1
2026-03-06 12:31:57.932259,1
2026-03-06 12:31:58.033726,1
2026-03-06 12:31:58.134989,1
2026-03-06 12:31:58.235646,1
2026-03-06 12:31:58.336078,1
2026-03-06 12:31:58.436961,1
2026-03-06 12:31:58.537797,1
2026-03-06 12:31:58.638864,1
2026-03-06 12:31:58.740433,1
2026-03-06 12:31:58.841303,1
2026-03-06 12:31:58.942101,1
2026-03-06 12:31:59.043555,1
2026-03-06 12:31:59.145342,1
2026-03-06 12:31:59.246678,1
2026-03-06 12:31:59.347606,1
2026-03-06 12:31:59.448323,1
2026-03-06 12:31:59.549181,1
2026-03-06 12:31:59.650487,1
2026-03-06 12:31:59.751431,1
2026-03-06 12:31:59.852835,1
2026-03-06 12:31:59.954233,1
2026-03-06 12:32:00.055142,1
2026-03-06 12:32:00.156381,1
2026-03-06 12:32:00.25763,1
2026-03-06 12:32:00.358279,1
2026-03-06 12:32:00.459392,1
2026-03-06 12:32:00.560617,1
2026-03-06 12:32:00.661867,1
2026-03-06 12:32:00.763136,1
2026-03-06 12:32:00.864164,1
2026-03-06 12:32:00.965458,1
2026-03-06 12:32:01.066327,1
2026-03-06 12:32:01.167381,1
2026-03-06 12:32:01.268594,1
2026-03-06 12:32:01.369653,1
2026-03-06 12:32:01.471017,1
2026-03-06 12:32:01.57205,1
2026-03-06 12:32:01.672741,1
2026-03-06 12:32:01.773288,1
2026-03-06 12:32:01.874699,1
2026-03-06 12:32:01.975372,1
2026-03-06 12:32:02.076393,1
2026-03-06 12:32:02.177322,1
2026-03-06 12:32:02.278783,1
2026-03-06 12:32:02.379736,1
2026-03-06 12:32:02.481017,1
2026-03-06 12:32:02.582118,1
2026-03-06 12:32:02.683005,1
2026-03-06 12:32:02.784544,1
2026-03-06 12:32:02.88551,1
2026-03-06 12:32:02.986309,1
2026-03-06 12:32:03.087613,1
2026-03-06 12:32:03.189364,1
2026-03-06 12:32:03.2906,1
2026-03-06 12:32:03.391546,1
2026-03-06 12:32:03.493122,1
2026-03-06 12:32:03.593787,1
2026-03-06 12:32:03.694992,1
2026-03-06 12:32:03.79561,1
2026-03-06 12:32:03.897024,1
2026-03-06 12:32:03.997689,1
2026-03-06 12:32:04.098705,1
2026-03-06 12:32:04.199885,1
2026-03-06 12:32:04.300949,1
2026-03-06 12:32:04.402249,1
2026-03-06 12:32:04.503041,1
2026-03-06 12:32:04.604009,1
2026-03-06 12:32:04.705151,1
2026-03-06 12:32:04.80656,1
2026-03-06 12:32:04.908122,1
2026-03-06 12:32:05.009393,1
2026-03-06 12:32:05.110134,1
2026-03-06 12:32:05.2116,1
2026-03-06 12:32:05.313193,1
2026-03-06 12:32:05.415029,1
2026-03-06 12:32:05.51518,1
2026-03-06 12:32:05.615796,1
2026-03-06 12:32:05.717118,1
2026-03-06 12:32:05.818129,1
2026-03-06 12:32:05.918827,1
2026-03-06 12:32:06.019339,1
2026-03-06 12:32:06.120874,1
2026-03-06 12:32:06.221558,1
2026-03-06 12:32:06.323196,1
2026-03-06 12:32:06.424758,1
2026-03-06 12:32:06.52563,1
2026-03-06 12:32:06.626858,1
2026-03-06 12:32:06.728157,1
2026-03-06 12:32:06.829532,1
2026-03-06 12:32:06.93032,1
2026-03-06 12:32:07.031397,1
2026-03-06 12:32:07.132629,1
2026-03-06 12:32:07.233701,1
2026-03-06 12:32:07.334927,1
2026-03-06 12:32:07.436078,1
2026-03-06 12:32:07.536633,1
2026-03-06 12:32:07.637528,1
2026-03-06 12:32:07.738584,1
2026-03-06 12:32:07.839854,1
2026-03-06 12:32:07.940557,1
2026-03-06 12:32:08.042033,1
2026-03-06 12:32:08.143519,1
2026-03-06 12:32:08.244679,1
2026-03-06 12:32:08.345838,1
2026-03-06 12:32:08.446862,1
2026-03-06 12:32:08.5479,1
2026-03-06 12:32:08.649027,1
2026-03-06 12:32:08.749798,1
2026-03-06 12:32:08.85082,1
2026-03-06 12:32:08.951831,1
2026-03-06 12:32:09.053402,1
2026-03-06 12:32:09.154382,1
2026-03-06 12:32:09.25503,1
2026-03-06 12:32:09.356098,1
2026-03-06 12:32:09.457092,1
2026-03-06 12:32:09.557999,1
2026-03-06 12:32:09.659239,1
2026-03-06 12:32:09.760659,1
2026-03-06 12:32:09.861415,1
2026-03-06 12:32:09.962965,1
2026-03-06 12:32:10.064297,1
2026-03-06 12:32:10.164944,1
2026-03-06 12:32:10.265736,1
2026-03-06 12:32:10.36669,1
2026-03-06 12:32:10.467953,1
2026-03-06 12:32:10.569335,1
2026-03-06 12:32:10.66969,1
2026-03-06 12:32:10.771168,1
2026-03-06 12:32:10.871842,1
2026-03-06 12:32:10.972797,1
2026-03-06 12:32:11.073597,1
2026-03-06 12:32:11.174943,1
2026-03-06 12:32:11.276703,1
2026-03-06 12:32:11.37769,1
2026-03-06 12:32:11.478787,1
2026-03-06 12:32:11.580045,1
2026-03-06 12:32:11.680759,1
2026-03-06 12:32:11.78162,1
2026-03-06 12:32:11.882524,1
2026-03-06 12:32:11.983375,1
2026-03-06 12:32:12.084034,1
2026-03-06 12:32:12.184907,1
2026-03-06 12:32:12.286314,1
2026-03-06 12:32:12.386811,1
2026-03-06 12:32:12.487693,1
2026-03-06 12:32:12.588422,1
2026-03-06 12:32:12.689251,1
2026-03-06 12:32:12.79184,1
2026-03-06 12:32:12.892719,1
2026-03-06 12:32:12.993832,1
2026-03-06 12:32:13.094699,1
2026-03-06 12:32:13.19571,1
2026-03-06 12:32:13.296895,1
2026-03-06 12:32:13.398096,1
2026-03-06 12:32:13.49909,1
2026-03-06 12:32:13.601393,1
2026-03-06 12:32:13.702097,1
2026-03-06 12:32:13.803465,1
2026-03-06 12:32:13.904089,1
2026-03-06 12:32:14.005549,1
2026-03-06 12:32:14.106002,1
2026-03-06 12:32:14.207293,1
2026-03-06 12:32:14.308269,1
2026-03-06 12:32:14.408749,1
2026-03-06 12:32:14.510253,1
2026-03-06 12:32:14.6108,1
2026-03-06 12:32:14.711341,1
2026-03-06 12:32:14.81246,1
2026-03-06 12:32:14.913187,1
2026-03-06 12:32:15.014032,1
2026-03-06 12:32:15.114932,1
