time,RTD_Cal.CH1.channel_id
2026-03-06 12:31:43.787011,1
2026-03-06 12:31:43.788579,1
2026-03-06 12:31:43.7889,1
2026-03-06 12:31:43.789303,1
2026-03-06 12:31:43.789722,1
2026-03-06 12:31:43.790156,1
2026-03-06 12:31:43.79038,1
2026-03-06 12:31:43.790472,1
2026-03-06 12:31:43.790556,1
2026-03-06 12:31:43.790637,1
2026-03-06 12:31:43.794937,1
2026-03-06 12:31:43.795455,1
2026-03-06 12:31:43.79584,1
2026-03-06 12:31:43.796194,1
2026-03-06 12:31:43.796571,1
2026-03-06 12:31:43.856659,1
2026-03-06 12:31:43.957926,1
2026-03-06 12:31:44.058621,1
2026-03-06 12:31:44.159747,1
2026-03-06 12:31:44.261014,1
2026-03-06 12:31:44.361666,1
2026-03-06 12:31:44.462251,1
2026-03-06 12:31:44.563977,1
2026-03-06 12:31:44.665724,1
2026-03-06 12:31:44.766921,1
2026-03-06 12:31:44.867834,1
2026-03-06 12:31:44.969601,1
2026-03-06 12:31:45.070813,1
2026-03-06 12:31:45.172327,1
2026-03-06 12:31:45.27389,1
2026-03-06 12:31:45.375219,1
2026-03-06 12:31:45.476692,1
2026-03-06 12:31:45.57751,1
2026-03-06 12:31:45.678786,1
2026-03-06 12:31:45.780361,1
2026-03-06 12:31:45.881271,1
2026-03-06 12:31:45.98252,1
2026-03-06 12:31:46.084799,1
2026-03-06 12:31:46.185831,1
2026-03-06 12:31:46.287318,1
2026-03-06 12:31:46.389289,1
2026-03-06 12:31:46.490299,1
2026-03-06 12:31:46.592099,1
2026-03-06 12:31:46.693741,1
2026-03-06 12:31:46.795014,1
2026-03-06 12:31:46.895799,1
2026-03-06 12:31:46.997675,1
2026-03-06 12:31:47.098714,1
2026-03-06 12:31:47.199865,1
2026-03-06 12:31:47.301255,1
2026-03-06 12:31:47.40308,1
2026-03-06 12:31:47.503897,1
2026-03-06 12:31:47.605094,1
2026-03-06 12:31:47.706312,1
2026-03-06 12:31:47.807484,1
2026-03-06 12:31:47.909559,1
2026-03-06 12:31:48.010823,1
2026-03-06 12:31:48.112249,1
2026-03-06 12:31:48.213807,1
2026-03-06 12:31:48.314709,1
2026-03-06 12:31:48.417094,1
2026-03-06 12:31:48.518314,1
2026-03-06 12:31:48.619705,1
2026-03-06 12:31:48.721294,1
2026-03-06 12:31:48.821694,1
2026-03-06 12:31:48.923596,1
2026-03-06 12:31:49.024301,1
2026-03-06 12:31:49.12495,1
2026-03-06 12:31:49.225554,1
2026-03-06 12:31:49.326487,1
2026-03-06 12:31:49.427487,1
2026-03-06 12:31:49.528546,1
2026-03-06 12:31:49.63,1
2026-03-06 12:31:49.731212,1
2026-03-06 12:31:49.832333,1
2026-03-06 12:31:49.933457,1
2026-03-06 12:31:50.034208,1
2026-03-06 12:31:50.135424,1
2026-03-06 12:31:50.236466,1
2026-03-06 12:31:50.337096,1
2026-03-06 12:31:50.43832,1
2026-03-06 12:31:50.539187,1
2026-03-06 12:31:50.639898,1
2026-03-06 12:31:50.741118,1
2026-03-06 12:31:50.842608,1
2026-03-06 12:31:50.943426,1
2026-03-06 12:31:51.044158,1
2026-03-06 12:31:51.145939,1
2026-03-06 12:31:51.246887,1
2026-03-06 12:31:51.348152,1
2026-03-06 12:31:51.449199,1
2026-03-06 12:31:51.550292,1
2026-03-06 12:31:51.651764,1
2026-03-06 12:31:51.752399,1
2026-03-06 12:31:51.85364,1
2026-03-06 12:31:51.955347,1
2026-03-06 12:31:52.056341,1
2026-03-06 12:31:52.158699,1
2026-03-06 12:31:52.259251,1
2026-03-06 12:31:52.361932,1
2026-03-06 12:31:52.462803,1
2026-03-06 12:31:52.564558,1
2026-03-06 12:31:52.666139,1
2026-03-06 12:31:52.767574,1
2026-03-06 12:31:52.869376,1
2026-03-06 12:31:52.970195,1
2026-03-06 12:31:53.071355,1
2026-03-06 12:31:53.17248,1
2026-03-06 12:31:53.272941,1
2026-03-06 12:31:53.374024,1
2026-03-06 12:31:53.474504,1
2026-03-06 12:31:53.575183,1
2026-03-06 12:31:53.675922,1
2026-03-06 12:31:53.777132,1
2026-03-06 12:31:53.87844,1
2026-03-06 12:31:53.980568,1
2026-03-06 12:31:54.081539,1
2026-03-06 12:31:54.182209,1
2026-03-06 12:31:54.28365,1
2026-03-06 12:31:54.384637,1
2026-03-06 12:31:54.486012,1
2026-03-06 12:31:54.586844,1
2026-03-06 12:31:54.688242,1
2026-03-06 12:31:54.78851,1
2026-03-06 12:31:54.889497,1
2026-03-06 12:31:54.990713,1
2026-03-06 12:31:55.091083,1
2026-03-06 12:31:55.191919,1
2026-03-06 12:31:55.292731,1
2026-03-06 12:31:55.393552,1
2026-03-06 12:31:55.494227,1
2026-03-06 12:31:55.595013,1
2026-03-06 12:31:55.696569,1
2026-03-06 12:31:55.796786,1
2026-03-06 12:31:55.898417,1
2026-03-06 12:31:55.99965,1
2026-03-06 12:31:56.101303,1
2026-03-06 12:31:56.202878,1
2026-03-06 12:31:56.304972,1
2026-03-06 12:31:56.407278,1
2026-03-06 12:31:56.507911,1
2026-03-06 12:31:56.609144,1
2026-03-06 12:31:56.710305,1
2026-03-06 12:31:56.812232,1
2026-03-06 12:31:56.912687,1
2026-03-06 12:31:57.013844,1
2026-03-06 12:31:57.114837,1
2026-03-06 12:31:57.215586,1
2026-03-06 12:31:57.316582,1
2026-03-06 12:31:57.417998,1
2026-03-06 12:31:57.518749,1
2026-03-06 12:31:57.619987,1
2026-03-06 12:31:57.720921,1
2026-03-06 12:31:57.821188,1
2026-03-06 12:31:57.922245,1
2026-03-06 12:31:58.023222,1
2026-03-06 12:31:58.123995,1
2026-03-06 12:31:58.225291,1
2026-03-06 12:31:58.326211,1
2026-03-06 12:31:58.427206,1
2026-03-06 12:31:58.528967,1
2026-03-06 12:31:58.630337,1
2026-03-06 12:31:58.732397,1
2026-03-06 12:31:58.833576,1
2026-03-06 12:31:58.935613,1
2026-03-06 12:31:59.037096,1
2026-03-06 12:31:59.13848,1
2026-03-06 12:31:59.239683,1
2026-03-06 12:31:59.341798,1
2026-03-06 12:31:59.44376,1
2026-03-06 12:31:59.544652,1
2026-03-06 12:31:59.646268,1
2026-03-06 12:31:59.74781,1
2026-03-06 12:31:59.848941,1
2026-03-06 12:31:59.95023,1
2026-03-06 12:32:00.051522,1
2026-03-06 12:32:00.152639,1
2026-03-06 12:32:00.254014,1
2026-03-06 12:32:00.354684,1
2026-03-06 12:32:00.456001,1
2026-03-06 12:32:00.556567,1
2026-03-06 12:32:00.657568,1
2026-03-06 12:32:00.757946,1
2026-03-06 12:32:00.859168,1
2026-03-06 12:32:00.960449,1
2026-03-06 12:32:01.061963,1
2026-03-06 12:32:01.163152,1
2026-03-06 12:32:01.264288,1
2026-03-06 12:32:01.365367,1
2026-03-06 12:32:01.466924,1
2026-03-06 12:32:01.56895,1
2026-03-06 12:32:01.669674,1
2026-03-06 12:32:01.77066,1
2026-03-06 12:32:01.871827,1
2026-03-06 12:32:01.972519,1
2026-03-06 12:32:02.073554,1
2026-03-06 12:32:02.174402,1
2026-03-06 12:32:02.275147,1
2026-03-06 12:32:02.375992,1
2026-03-06 12:32:02.476802,1
2026-03-06 12:32:02.577454,1
2026-03-06 12:32:02.678228,1
2026-03-06 12:32:02.779713,1
2026-03-06 12:32:02.881488,1
2026-03-06 12:32:02.982755,1
2026-03-06 12:32:03.083873,1
2026-03-06 12:32:03.185337,1
2026-03-06 12:32:03.287084,1
2026-03-06 12:32:03.388671,1
2026-03-06 12:32:03.489668,1
2026-03-06 12:32:03.59094,1
2026-03-06 12:32:03.692694,1
2026-03-06 12:32:03.794519,1
2026-03-06 12:32:03.896455,1
2026-03-06 12:32:03.997639,1
2026-03-06 12:32:04.09945,1
2026-03-06 12:32:04.200048,1
2026-03-06 12:32:04.301787,1
2026-03-06 12:32:04.403822,1
2026-03-06 12:32:04.504311,1
2026-03-06 12:32:04.605389,1
2026-03-06 12:32:04.706456,1
2026-03-06 12:32:04.80717,1
2026-03-06 12:32:04.908069,1
2026-03-06 12:32:05.008871,1
2026-03-06 12:32:05.11009,1
2026-03-06 12:32:05.210889,1
2026-03-06 12:32:05.312034,1
2026-03-06 12:32:05.413191,1
2026-03-06 12:32:05.513459,1
2026-03-06 12:32:05.614652,1
2026-03-06 12:32:05.716081,1
2026-03-06 12:32:05.81691,1
2026-03-06 12:32:05.918195,1
2026-03-06 12:32:06.019296,1
2026-03-06 12:32:06.120259,1
2026-03-06 12:32:06.221488,1
2026-03-06 12:32:06.323121,1
2026-03-06 12:32:06.424936,1
2026-03-06 12:32:06.525573,1
2026-03-06 12:32:06.626803,1
2026-03-06 12:32:06.727565,1
2026-03-06 12:32:06.828924,1
2026-03-06 12:32:06.929181,1
2026-03-06 12:32:07.030308,1
2026-03-06 12:32:07.131551,1
2026-03-06 12:32:07.232641,1
2026-03-06 12:32:07.333778,1
2026-03-06 12:32:07.435337,1
2026-03-06 12:32:07.536083,1
2026-03-06 12:32:07.637456,1
2026-03-06 12:32:07.73852,1
2026-03-06 12:32:07.840025,1
2026-03-06 12:32:07.941291,1
2026-03-06 12:32:08.042184,1
2026-03-06 12:32:08.143442,1
2026-03-06 12:32:08.244609,1
2026-03-06 12:32:08.345795,1
2026-03-06 12:32:08.446674,1
2026-03-06 12:32:08.547324,1
2026-03-06 12:32:08.648493,1
2026-03-06 12:32:08.749924,1
2026-03-06 12:32:08.851059,1
2026-03-06 12:32:08.951785,1
2026-03-06 12:32:09.053346,1
2026-03-06 12:32:09.154346,1
2026-03-06 12:32:09.255129,1
2026-03-06 12:32:09.356249,1
2026-03-06 12:32:09.457256,1
2026-03-06 12:32:09.558723,1
2026-03-06 12:32:09.659481,1
2026-03-06 12:32:09.760606,1
2026-03-06 12:32:09.861605,1
2026-03-06 12:32:09.962913,1
2026-03-06 12:32:10.064251,1
2026-03-06 12:32:10.164908,1
2026-03-06 12:32:10.265928,1
2026-03-06 12:32:10.366631,1
2026-03-06 12:32:10.467877,1
2026-03-06 12:32:10.568499,1
2026-03-06 12:32:10.669604,1
2026-03-06 12:32:10.770559,1
2026-03-06 12:32:10.871775,1
2026-03-06 12:32:10.972083,1
2026-03-06 12:32:11.073124,1
2026-03-06 12:32:11.174852,1
2026-03-06 12:32:11.276646,1
2026-03-06 12:32:11.377852,1
2026-03-06 12:32:11.478701,1
2026-03-06 12:32:11.579978,1
2026-03-06 12:32:11.680283,1
2026-03-06 12:32:11.781565,1
2026-03-06 12:32:11.882458,1
2026-03-06 12:32:11.983626,1
2026-03-06 12:32:12.084774,1
2026-03-06 12:32:12.185675,1
2026-03-06 12:32:12.286481,1
2026-03-06 12:32:12.38699,1
2026-03-06 12:32:12.487627,1
2026-03-06 12:32:12.588634,1
2026-03-06 12:32:12.68998,1
2026-03-06 12:32:12.791271,1
2026-03-06 12:32:12.892107,1
2026-03-06 12:32:12.993579,1
2026-03-06 12:32:13.094196,1
2026-03-06 12:32:13.195103,1
2026-03-06 12:32:13.295785,1
2026-03-06 12:32:13.39695,1
2026-03-06 12:32:13.498032,1
2026-03-06 12:32:13.599407,1
2026-03-06 12:32:13.700304,1
2026-03-06 12:32:13.80124,1
2026-03-06 12:32:13.902318,1
2026-03-06 12:32:14.002718,1
2026-03-06 12:32:14.103995,1
2026-03-06 12:32:14.205184,1
2026-03-06 12:32:14.305773,1
2026-03-06 12:32:14.407041,1
2026-03-06 12:32:14.507752,1
2026-03-06 12:32:14.608405,1
2026-03-06 12:32:14.709384,1
2026-03-06 12:32:14.810083,1
2026-03-06 12:32:14.910838,1
2026-03-06 12:32:15.011822,1
2026-03-06 12:32:15.112543,1
2026-03-06 12:32:15.213565,1
2026-03-06 12:32:15.313916,1
2026-03-06 12:32:15.41496,1
2026-03-06 12:32:15.515996,1
2026-03-06 12:32:15.616728,1
2026-03-06 12:32:15.717587,1
2026-03-06 12:32:15.818714,1
2026-03-06 12:32:15.919441,1
2026-03-06 12:32:16.020872,1
2026-03-06 12:32:16.122133,1
2026-03-06 12:32:16.22281,1
2026-03-06 12:32:16.324311,1
2026-03-06 12:32:16.42561,1
2026-03-06 12:32:16.526509,1
2026-03-06 12:32:16.627655,1
2026-03-06 12:32:16.728783,1
2026-03-06 12:32:16.830556,1
2026-03-06 12:32:16.931607,1
2026-03-06 12:32:17.032883,1
2026-03-06 12:32:17.133819,1
2026-03-06 12:32:17.234725,1
2026-03-06 12:32:17.335282,1
2026-03-06 12:32:17.436029,1
2026-03-06 12:32:17.53678,1
2026-03-06 12:32:17.637794,1
2026-03-06 12:32:17.739165,1
2026-03-06 12:32:17.839646,1
2026-03-06 12:32:17.940368,1
2026-03-06 12:32:18.041722,1
2026-03-06 12:32:18.142611,1
2026-03-06 12:32:18.244276,1
2026-03-06 12:32:18.345072,1
2026-03-06 12:32:18.446249,1
2026-03-06 12:32:18.547272,1
2026-03-06 12:32:18.648156,1
2026-03-06 12:32:18.749035,1
2026-03-06 12:32:18.850228,1
2026-03-06 12:32:18.950921,1
2026-03-06 12:32:19.051484,1
2026-03-06 12:32:19.152969,1
2026-03-06 12:32:19.254376,1
2026-03-06 12:32:19.354927,1
2026-03-06 12:32:19.456518,1
2026-03-06 12:32:19.55737,1
2026-03-06 12:32:19.658274,1
2026-03-06 12:32:19.758791,1
2026-03-06 12:32:19.860295,1
2026-03-06 12:32:19.960761,1
2026-03-06 12:32:20.062881,1
2026-03-06 12:32:20.163633,1
2026-03-06 12:32:20.264413,1
2026-03-06 12:32:20.365248,1
2026-03-06 12:32:20.466091,1
2026-03-06 12:32:20.567349,1
2026-03-06 12:32:20.6682,1
2026-03-06 12:32:20.769174,1
2026-03-06 12:32:20.869823,1
2026-03-06 12:32:20.970594,1
2026-03-06 12:32:21.071219,1
2026-03-06 12:32:21.173068,1
2026-03-06 12:32:21.27372,1
2026-03-06 12:32:21.374644,1
2026-03-06 12:32:21.476055,1
2026-03-06 12:32:21.577846,1
2026-03-06 12:32:21.67853,1
2026-03-06 12:32:21.779707,1
2026-03-06 12:32:21.881529,1
2026-03-06 12:32:21.982078,1
2026-03-06 12:32:22.083134,1
2026-03-06 12:32:22.184871,1
2026-03-06 12:32:22.28546,1
2026-03-06 12:32:22.386816,1
2026-03-06 12:32:22.488499,1
2026-03-06 12:32:22.589398,1
2026-03-06 12:32:22.690311,1
2026-03-06 12:32:22.791089,1
2026-03-06 12:32:22.891831,1
2026-03-06 12:32:22.992491,1
2026-03-06 12:32:23.093279,1
2026-03-06 12:32:23.193941,1
2026-03-06 12:32:23.294734,1
2026-03-06 12:32:23.396147,1
2026-03-06 12:32:23.496816,1
2026-03-06 12:32:23.597189,1
2026-03-06 12:32:23.698018,1
2026-03-06 12:32:23.798897,1
2026-03-06 12:32:23.899259,1
2026-03-06 12:32:24.000205,1
2026-03-06 12:32:24.101189,1
2026-03-06 12:32:24.202545,1
2026-03-06 12:32:24.303789,1
2026-03-06 12:32:24.405341,1
2026-03-06 12:32:24.507068,1
2026-03-06 12:32:24.60815,1
2026-03-06 12:32:24.709582,1
2026-03-06 12:32:24.810293,1
2026-03-06 12:32:24.910871,1
2026-03-06 12:32:25.011906,1
2026-03-06 12:32:25.112137,1
2026-03-06 12:32:25.213,1
2026-03-06 12:32:25.313937,1
2026-03-06 12:32:25.41491,1
2026-03-06 12:32:25.515565,1
2026-03-06 12:32:25.61648,1
2026-03-06 12:32:25.717307,1
2026-03-06 12:32:25.818606,1
2026-03-06 12:32:25.91924,1
2026-03-06 12:32:26.020453,1
2026-03-06 12:32:26.121746,1
2026-03-06 12:32:26.222547,1
2026-03-06 12:32:26.323258,1
2026-03-06 12:32:26.424511,1
2026-03-06 12:32:26.526062,1
2026-03-06 12:32:26.626567,1
2026-03-06 12:32:26.727828,1
2026-03-06 12:32:26.829523,1
2026-03-06 12:32:26.930368,1
2026-03-06 12:32:27.031358,1
2026-03-06 12:32:27.132174,1
2026-03-06 12:32:27.233275,1
2026-03-06 12:32:27.334057,1
2026-03-06 12:32:27.434864,1
2026-03-06 12:32:27.536134,1
2026-03-06 12:32:27.636609,1
2026-03-06 12:32:27.738247,1
2026-03-06 12:32:27.838994,1
2026-03-06 12:32:27.939721,1
2026-03-06 12:32:28.041211,1
2026-03-06 12:32:28.141648,1
2026-03-06 12:32:28.242946,1
2026-03-06 12:32:28.343839,1
2026-03-06 12:32:28.445152,1
2026-03-06 12:32:28.545858,1
2026-03-06 12:32:28.64771,1
2026-03-06 12:32:28.748639,1
2026-03-06 12:32:28.84961,1
2026-03-06 12:32:28.950648,1
2026-03-06 12:32:29.051624,1
2026-03-06 12:32:29.152028,1
2026-03-06 12:32:29.253486,1
2026-03-06 12:32:29.353906,1
2026-03-06 12:32:29.454545,1
2026-03-06 12:32:29.556125,1
2026-03-06 12:32:29.656894,1
2026-03-06 12:32:29.758003,1
2026-03-06 12:32:29.858734,1
2026-03-06 12:32:29.959555,1
2026-03-06 12:32:30.060578,1
2026-03-06 12:32:30.160937,1
2026-03-06 12:32:30.262804,1
2026-03-06 12:32:30.362836,1
2026-03-06 12:32:30.463921,1
2026-03-06 12:32:30.565738,1
2026-03-06 12:32:30.66578,1
2026-03-06 12:32:30.766415,1
2026-03-06 12:32:30.867716,1
2026-03-06 12:32:30.967845,1
2026-03-06 12:32:31.068672,1
2026-03-06 12:32:31.169561,1
2026-03-06 12:32:31.271213,1
2026-03-06 12:32:31.373258,1
2026-03-06 12:32:31.475033,1
2026-03-06 12:32:31.575804,1
2026-03-06 12:32:31.676943,1
2026-03-06 12:32:31.777514,1
2026-03-06 12:32:31.878772,1
2026-03-06 12:32:31.980423,1
2026-03-06 12:32:32.081904,1
2026-03-06 12:32:32.183631,1
2026-03-06 12:32:32.284902,1
2026-03-06 12:32:32.38627,1
2026-03-06 12:32:32.487246,1
2026-03-06 12:32:32.588343,1
