time,PT.Ox_Downstream.sample_ts_ms
2026-03-06 13:03:22.661669,3275676709
2026-03-06 13:03:22.762653,3275676810
2026-03-06 13:03:22.863627,3275676911
2026-03-06 13:03:22.964889,3275677012
2026-03-06 13:03:23.065778,3275677113
2026-03-06 13:03:23.167084,3275677214
2026-03-06 13:03:23.268103,3275677315
2026-03-06 13:03:23.368655,3275677416
2026-03-06 13:03:23.469939,3275677517
2026-03-06 13:03:23.570817,3275677618
2026-03-06 13:03:23.671998,3275677719
2026-03-06 13:03:23.77338,3275677820
2026-03-06 13:03:23.8741,3275677921
2026-03-06 13:03:23.975391,3275678022
2026-03-06 13:03:24.076571,3275678123
2026-03-06 13:03:24.177756,3275678225
2026-03-06 13:03:24.278621,3275678326
2026-03-06 13:03:24.379586,3275678427
2026-03-06 13:03:24.480745,3275678528
2026-03-06 13:03:24.581437,3275678628
2026-03-06 13:03:24.682337,3275678729
2026-03-06 13:03:24.783431,3275678830
2026-03-06 13:03:24.884423,3275678931
2026-03-06 13:03:24.985228,3275679032
2026-03-06 13:03:25.086084,3275679133
2026-03-06 13:03:25.186596,3275679234
2026-03-06 13:03:25.287618,3275679335
2026-03-06 13:03:25.388733,3275679435
2026-03-06 13:03:25.489767,3275679536
2026-03-06 13:03:25.590928,3275679638
2026-03-06 13:03:25.691751,3275679739
2026-03-06 13:03:25.792681,3275679840
2026-03-06 13:03:25.893454,3275679941
2026-03-06 13:03:25.99453,3275680042
2026-03-06 13:03:26.09563,3275680143
2026-03-06 13:03:26.196744,3275680244
2026-03-06 13:03:26.29815,3275680345
2026-03-06 13:03:26.398675,3275680446
2026-03-06 13:03:26.499687,3275680547
2026-03-06 13:03:26.600635,3275680648
2026-03-06 13:03:26.701609,3275680749
2026-03-06 13:03:26.802796,3275680850
2026-03-06 13:03:26.903234,3275680950
2026-03-06 13:03:27.004146,3275681051
2026-03-06 13:03:27.105103,3275681152
2026-03-06 13:03:27.206174,3275681253
2026-03-06 13:03:27.30703,3275681354
2026-03-06 13:03:27.407563,3275681455
2026-03-06 13:03:27.508828,3275681556
2026-03-06 13:03:27.609563,3275681657
2026-03-06 13:03:27.710661,3275681758
