time,RTD.CH2.raw_resistance_counts
2026-03-06 12:31:43.786866,2472605
2026-03-06 12:31:43.788554,2478157
2026-03-06 12:31:43.788883,2483632
2026-03-06 12:31:43.789287,2489256
2026-03-06 12:31:43.789705,2494947
2026-03-06 12:31:43.790139,2500485
2026-03-06 12:31:43.790377,2506255
2026-03-06 12:31:43.790465,2512022
2026-03-06 12:31:43.790552,2517762
2026-03-06 12:31:43.790634,2523463
2026-03-06 12:31:43.794909,2529104
2026-03-06 12:31:43.795438,2534967
2026-03-06 12:31:43.795824,2540763
2026-03-06 12:31:43.796179,2546690
2026-03-06 12:31:43.796557,2552494
2026-03-06 12:31:43.85664,2558290
2026-03-06 12:31:43.957891,2564338
2026-03-06 12:31:44.058577,2570291
2026-03-06 12:31:44.159695,2576074
2026-03-06 12:31:44.260964,2582216
2026-03-06 12:31:44.361619,2588155
2026-03-06 12:31:44.46224,2594206
2026-03-06 12:31:44.563883,2600154
2026-03-06 12:31:44.665616,2606287
2026-03-06 12:31:44.766779,2612350
2026-03-06 12:31:44.867787,2618552
2026-03-06 12:31:44.969555,2624747
2026-03-06 12:31:45.070695,2630886
2026-03-06 12:31:45.172212,2637060
2026-03-06 12:31:45.273784,2643394
2026-03-06 12:31:45.375044,2649564
2026-03-06 12:31:45.476512,2655913
2026-03-06 12:31:45.577339,2662108
2026-03-06 12:31:45.678643,2668430
2026-03-06 12:31:45.780221,2674713
2026-03-06 12:31:45.881149,2681081
2026-03-06 12:31:45.982422,2687469
2026-03-06 12:31:46.084636,2694023
2026-03-06 12:31:46.185659,2700319
2026-03-06 12:31:46.287223,2706803
2026-03-06 12:31:46.389163,2713323
2026-03-06 12:31:46.490204,2719761
2026-03-06 12:31:46.591998,2726318
2026-03-06 12:31:46.693636,2732936
2026-03-06 12:31:46.794915,2739365
2026-03-06 12:31:46.895695,2745938
2026-03-06 12:31:46.997556,2752462
2026-03-06 12:31:47.098634,2759121
2026-03-06 12:31:47.199699,2765674
2026-03-06 12:31:47.301172,2772452
2026-03-06 12:31:47.402899,2779077
2026-03-06 12:31:47.503801,2785655
2026-03-06 12:31:47.604929,2792423
2026-03-06 12:31:47.706236,2799152
2026-03-06 12:31:47.807348,2805816
2026-03-06 12:31:47.909398,2812612
2026-03-06 12:31:48.010703,2819418
2026-03-06 12:31:48.112149,2826191
2026-03-06 12:31:48.213633,2832866
2026-03-06 12:31:48.314573,2839815
2026-03-06 12:31:48.417002,2846627
2026-03-06 12:31:48.518226,2853532
2026-03-06 12:31:48.619633,2860293
2026-03-06 12:31:48.7212,2867264
2026-03-06 12:31:48.821547,2874050
2026-03-06 12:31:48.923502,2880992
2026-03-06 12:31:49.02424,2887980
2026-03-06 12:31:49.124903,2894880
2026-03-06 12:31:49.22552,2901726
2026-03-06 12:31:49.326445,2908791
2026-03-06 12:31:49.427409,2915668
2026-03-06 12:31:49.528508,2922748
2026-03-06 12:31:49.62994,2929640
2026-03-06 12:31:49.731147,2936800
2026-03-06 12:31:49.832284,2943794
2026-03-06 12:31:49.93341,2950884
2026-03-06 12:31:50.034165,2957921
2026-03-06 12:31:50.135398,2964848
2026-03-06 12:31:50.236406,2972070
2026-03-06 12:31:50.337024,2979106
2026-03-06 12:31:50.438155,2986156
2026-03-06 12:31:50.539121,2993246
2026-03-06 12:31:50.639818,3000365
2026-03-06 12:31:50.741054,3007589
2026-03-06 12:31:50.842441,3014721
2026-03-06 12:31:50.943279,3021921
2026-03-06 12:31:51.044092,3029142
2026-03-06 12:31:51.145783,3036267
2026-03-06 12:31:51.246688,3043612
2026-03-06 12:31:51.348116,3050743
2026-03-06 12:31:51.449174,3058084
2026-03-06 12:31:51.550261,3065368
2026-03-06 12:31:51.651713,3072609
2026-03-06 12:31:51.752295,3079899
2026-03-06 12:31:51.853535,3087094
2026-03-06 12:31:51.955327,3094586
2026-03-06 12:31:52.056322,3101772
2026-03-06 12:31:52.158674,3109298
2026-03-06 12:31:52.259223,3116477
2026-03-06 12:31:52.361878,3123981
2026-03-06 12:31:52.462778,3131193
2026-03-06 12:31:52.564355,3138585
2026-03-06 12:31:52.666007,3146079
2026-03-06 12:31:52.767468,3153530
2026-03-06 12:31:52.869247,3160797
2026-03-06 12:31:52.970148,3168268
2026-03-06 12:31:53.071206,3175649
2026-03-06 12:31:53.172435,3183149
2026-03-06 12:31:53.2729,3190522
2026-03-06 12:31:53.373958,3197757
2026-03-06 12:31:53.474453,3205236
2026-03-06 12:31:53.575134,3212732
2026-03-06 12:31:53.675887,3220177
2026-03-06 12:31:53.7771,3227623
2026-03-06 12:31:53.878382,3234983
2026-03-06 12:31:53.980503,3242536
2026-03-06 12:31:54.08149,3250051
2026-03-06 12:31:54.18216,3257448
2026-03-06 12:31:54.283604,3264965
2026-03-06 12:31:54.384595,3272563
2026-03-06 12:31:54.485969,3279975
2026-03-06 12:31:54.586804,3287515
2026-03-06 12:31:54.688145,3294996
2026-03-06 12:31:54.788456,3302441
2026-03-06 12:31:54.88943,3310063
2026-03-06 12:31:54.990657,3317394
2026-03-06 12:31:55.091032,3324984
2026-03-06 12:31:55.191858,3332393
2026-03-06 12:31:55.292707,3339960
2026-03-06 12:31:55.393517,3347407
2026-03-06 12:31:55.494116,3354970
2026-03-06 12:31:55.594912,3362626
2026-03-06 12:31:55.696439,3370161
2026-03-06 12:31:55.796755,3377689
2026-03-06 12:31:55.898355,3385305
2026-03-06 12:31:55.999566,3392752
2026-03-06 12:31:56.101218,3400499
2026-03-06 12:31:56.202769,3408033
2026-03-06 12:31:56.304863,3415703
2026-03-06 12:31:56.407176,3423330
2026-03-06 12:31:56.507816,3430827
2026-03-06 12:31:56.609057,3438449
2026-03-06 12:31:56.710217,3445922
2026-03-06 12:31:56.812076,3453532
2026-03-06 12:31:56.912582,3461233
2026-03-06 12:31:57.013723,3468802
2026-03-06 12:31:57.114697,3476349
2026-03-06 12:31:57.215388,3483856
2026-03-06 12:31:57.316441,3491393
2026-03-06 12:31:57.417849,3499073
2026-03-06 12:31:57.518656,3506618
2026-03-06 12:31:57.619907,3514217
2026-03-06 12:31:57.720872,3521741
2026-03-06 12:31:57.821137,3529353
2026-03-06 12:31:57.922199,3536981
2026-03-06 12:31:58.023182,3544509
2026-03-06 12:31:58.123928,3552032
2026-03-06 12:31:58.22524,3559657
2026-03-06 12:31:58.32619,3567132
2026-03-06 12:31:58.427177,3574681
2026-03-06 12:31:58.528936,3582419
2026-03-06 12:31:58.630314,3589943
2026-03-06 12:31:58.732357,3597520
2026-03-06 12:31:58.833539,3605137
2026-03-06 12:31:58.935557,3612817
2026-03-06 12:31:59.037057,3620310
2026-03-06 12:31:59.138393,3628009
2026-03-06 12:31:59.23958,3635610
2026-03-06 12:31:59.341741,3643135
2026-03-06 12:31:59.443632,3650705
2026-03-06 12:31:59.544604,3658255
2026-03-06 12:31:59.646219,3665857
2026-03-06 12:31:59.747746,3673392
2026-03-06 12:31:59.84887,3681072
2026-03-06 12:31:59.950169,3688560
2026-03-06 12:32:00.051462,3696067
2026-03-06 12:32:00.152564,3703659
2026-03-06 12:32:00.253956,3711178
2026-03-06 12:32:00.354631,3718481
2026-03-06 12:32:00.455931,3726078
2026-03-06 12:32:00.55653,3733521
2026-03-06 12:32:00.657484,3741102
2026-03-06 12:32:00.757915,3748526
2026-03-06 12:32:00.859113,3755943
2026-03-06 12:32:00.960396,3763336
2026-03-06 12:32:01.061886,3770951
2026-03-06 12:32:01.163091,3778431
2026-03-06 12:32:01.264213,3785756
2026-03-06 12:32:01.365302,3793309
2026-03-06 12:32:01.466878,3800705
2026-03-06 12:32:01.568896,3808243
2026-03-06 12:32:01.669631,3815592
2026-03-06 12:32:01.77061,3822964
2026-03-06 12:32:01.871753,3830368
2026-03-06 12:32:01.972425,3837716
2026-03-06 12:32:02.073511,3845094
2026-03-06 12:32:02.174353,3852464
2026-03-06 12:32:02.275062,3859815
2026-03-06 12:32:02.375945,3867234
2026-03-06 12:32:02.476766,3874540
2026-03-06 12:32:02.57743,3881759
2026-03-06 12:32:02.678195,3889098
2026-03-06 12:32:02.779689,3896376
2026-03-06 12:32:02.881453,3903834
2026-03-06 12:32:02.982689,3911028
2026-03-06 12:32:03.08381,3918420
2026-03-06 12:32:03.185289,3925616
2026-03-06 12:32:03.287047,3933096
2026-03-06 12:32:03.388637,3940200
2026-03-06 12:32:03.489643,3947574
2026-03-06 12:32:03.590905,3954802
2026-03-06 12:32:03.692665,3961996
2026-03-06 12:32:03.79446,3969286
2026-03-06 12:32:03.896425,3976504
2026-03-06 12:32:03.997591,3983802
2026-03-06 12:32:04.099391,3990972
2026-03-06 12:32:04.20001,3998093
2026-03-06 12:32:04.30172,4005300
2026-03-06 12:32:04.403796,4012538
2026-03-06 12:32:04.504261,4019491
2026-03-06 12:32:04.605316,4026670
2026-03-06 12:32:04.706389,4033759
2026-03-06 12:32:04.807141,4040740
2026-03-06 12:32:04.908024,4047939
2026-03-06 12:32:05.008839,4055016
2026-03-06 12:32:05.110045,4061860
2026-03-06 12:32:05.210836,4068882
2026-03-06 12:32:05.311987,4075989
2026-03-06 12:32:05.413134,4082836
2026-03-06 12:32:05.5134,4089856
2026-03-06 12:32:05.614613,4096814
2026-03-06 12:32:05.715977,4103879
2026-03-06 12:32:05.81688,4110832
2026-03-06 12:32:05.918141,4117562
2026-03-06 12:32:06.019258,4124480
2026-03-06 12:32:06.120201,4131477
2026-03-06 12:32:06.221435,4138385
2026-03-06 12:32:06.323048,4145134
2026-03-06 12:32:06.4249,4152025
2026-03-06 12:32:06.525528,4158884
2026-03-06 12:32:06.626742,4165794
2026-03-06 12:32:06.727533,4172461
2026-03-06 12:32:06.828866,4179241
2026-03-06 12:32:06.929143,4185952
2026-03-06 12:32:07.030272,4192627
2026-03-06 12:32:07.131505,4199478
2026-03-06 12:32:07.23256,4206186
2026-03-06 12:32:07.3337,4212802
2026-03-06 12:32:07.435285,4219480
2026-03-06 12:32:07.536039,4226192
2026-03-06 12:32:07.637399,4232680
2026-03-06 12:32:07.738452,4239395
2026-03-06 12:32:07.839996,4245961
2026-03-06 12:32:07.941245,4252505
2026-03-06 12:32:08.042158,4259021
2026-03-06 12:32:08.143381,4265607
2026-03-06 12:32:08.244526,4272026
2026-03-06 12:32:08.345751,4278683
2026-03-06 12:32:08.446633,4284983
2026-03-06 12:32:08.547296,4291605
2026-03-06 12:32:08.64845,4297931
2026-03-06 12:32:08.749897,4304440
2026-03-06 12:32:08.851017,4310661
2026-03-06 12:32:08.951747,4317194
2026-03-06 12:32:09.053298,4323549
2026-03-06 12:32:09.154301,4329867
2026-03-06 12:32:09.255108,4336100
2026-03-06 12:32:09.356225,4342473
2026-03-06 12:32:09.457236,4348688
2026-03-06 12:32:09.558692,4354856
2026-03-06 12:32:09.659435,4361091
2026-03-06 12:32:09.760543,4367264
2026-03-06 12:32:09.861574,4373551
2026-03-06 12:32:09.962849,4379551
2026-03-06 12:32:10.06421,4385696
2026-03-06 12:32:10.164869,4391948
2026-03-06 12:32:10.265884,4397864
2026-03-06 12:32:10.366577,4403990
2026-03-06 12:32:10.467821,4410122
2026-03-06 12:32:10.568441,4416020
2026-03-06 12:32:10.669513,4421975
2026-03-06 12:32:10.770507,4427950
2026-03-06 12:32:10.871722,4433932
2026-03-06 12:32:10.972004,4439798
2026-03-06 12:32:11.073018,4445695
2026-03-06 12:32:11.174761,4451558
2026-03-06 12:32:11.276593,4457408
2026-03-06 12:32:11.377813,4463313
2026-03-06 12:32:11.478611,4469109
2026-03-06 12:32:11.579931,4474835
2026-03-06 12:32:11.680222,4480624
2026-03-06 12:32:11.781514,4486290
2026-03-06 12:32:11.882405,4492040
2026-03-06 12:32:11.983574,4497773
2026-03-06 12:32:12.084697,4503275
2026-03-06 12:32:12.185611,4508871
2026-03-06 12:32:12.286445,4514484
2026-03-06 12:32:12.38695,4520168
2026-03-06 12:32:12.487577,4525585
2026-03-06 12:32:12.588592,4531176
2026-03-06 12:32:12.689893,4536571
2026-03-06 12:32:12.791129,4542140
2026-03-06 12:32:12.89207,4547466
2026-03-06 12:32:12.993388,4552874
2026-03-06 12:32:13.094146,4558334
2026-03-06 12:32:13.19503,4563736
2026-03-06 12:32:13.295712,4569035
2026-03-06 12:32:13.396904,4574248
2026-03-06 12:32:13.497948,4579509
2026-03-06 12:32:13.599328,4584845
2026-03-06 12:32:13.700227,4589982
2026-03-06 12:32:13.801163,4595213
2026-03-06 12:32:13.902241,4600435
2026-03-06 12:32:14.002668,4605618
2026-03-06 12:32:14.103947,4610656
2026-03-06 12:32:14.205109,4615765
2026-03-06 12:32:14.305653,4620807
2026-03-06 12:32:14.406968,4625733
2026-03-06 12:32:14.507723,4630839
2026-03-06 12:32:14.608354,4635689
2026-03-06 12:32:14.709342,4640580
2026-03-06 12:32:14.81001,4645565
2026-03-06 12:32:14.910753,4650364
2026-03-06 12:32:15.011752,4655290
2026-03-06 12:32:15.112507,4660032
2026-03-06 12:32:15.213492,4664737
2026-03-06 12:32:15.31385,4669607
2026-03-06 12:32:15.414865,4674354
2026-03-06 12:32:15.515901,4678941
2026-03-06 12:32:15.616658,4683620
2026-03-06 12:32:15.717511,4688373
2026-03-06 12:32:15.818636,4692821
2026-03-06 12:32:15.919392,4697389
2026-03-06 12:32:16.020822,4701977
2026-03-06 12:32:16.122085,4706609
2026-03-06 12:32:16.22274,4710997
2026-03-06 12:32:16.324231,4715544
2026-03-06 12:32:16.425531,4719823
