time,BOARD.HB_31.board_type
2026-03-06 12:31:43.782213,3
2026-03-06 12:31:43.790713,3
2026-03-06 12:31:44.341245,3
2026-03-06 12:31:45.344554,3
2026-03-06 12:31:46.347773,3
2026-03-06 12:31:47.35146,3
2026-03-06 12:31:48.355931,3
2026-03-06 12:31:49.356447,3
2026-03-06 12:31:50.356926,3
2026-03-06 12:31:51.358071,3
2026-03-06 12:31:52.361228,3
2026-03-06 12:31:53.363788,3
2026-03-06 12:31:54.364621,3
2026-03-06 12:31:55.373053,3
2026-03-06 12:31:56.376304,3
2026-03-06 12:31:57.377152,3
2026-03-06 12:31:58.387098,3
2026-03-06 12:31:59.392523,3
2026-03-06 12:32:00.395255,3
2026-03-06 12:32:01.396216,3
2026-03-06 12:32:02.396186,3
2026-03-06 12:32:03.398367,3
2026-03-06 12:32:04.402892,3
2026-03-06 12:32:05.41241,3
2026-03-06 12:32:06.41412,3
2026-03-06 12:32:07.415193,3
2026-03-06 12:32:08.415936,3
2026-03-06 12:32:09.416899,3
2026-03-06 12:32:10.417044,3
2026-03-06 12:32:11.418294,3
2026-03-06 12:32:12.42699,3
2026-03-06 12:32:13.427087,3
2026-03-06 12:32:14.437104,3
2026-03-06 12:32:15.444741,3
2026-03-06 12:32:16.445381,3
2026-03-06 12:32:17.446132,3
2026-03-06 12:32:18.456142,3
2026-03-06 12:32:19.466172,3
2026-03-06 12:32:20.476434,3
2026-03-06 12:32:21.486336,3
2026-03-06 12:32:22.487705,3
2026-03-06 12:32:23.49606,3
2026-03-06 12:32:24.496619,3
2026-03-06 12:32:25.505706,3
2026-03-06 12:32:26.515565,3
2026-03-06 12:32:27.515955,3
2026-03-06 12:32:28.515543,3
2026-03-06 12:32:29.525436,3
2026-03-06 12:32:30.534376,3
2026-03-06 12:32:31.535153,3
2026-03-06 12:32:32.537399,3
2026-03-06 12:32:33.544739,3
2026-03-06 12:32:34.553198,3
2026-03-06 12:32:35.561763,3
2026-03-06 12:32:36.571837,3
2026-03-06 12:32:37.573411,3
2026-03-06 12:32:38.583312,3
2026-03-06 12:32:39.583813,3
2026-03-06 12:32:40.593922,3
2026-03-06 12:32:41.593977,3
2026-03-06 12:32:42.596323,3
2026-03-06 12:32:43.597609,3
2026-03-06 12:32:44.606735,3
2026-03-06 12:32:45.61497,3
2026-03-06 12:32:46.624231,3
2026-03-06 12:32:47.624536,3
2026-03-06 12:32:48.632648,3
2026-03-06 12:32:49.641974,3
2026-03-06 12:32:50.650508,3
2026-03-06 12:32:51.659944,3
2026-03-06 12:32:52.661114,3
2026-03-06 12:32:53.671289,3
2026-03-06 12:32:54.68114,3
2026-03-06 12:32:55.681436,3
2026-03-06 12:32:56.691278,3
2026-03-06 12:32:57.691487,3
2026-03-06 12:32:58.693362,3
2026-03-06 12:32:59.693295,3
2026-03-06 12:33:00.702127,3
2026-03-06 12:33:01.702895,3
2026-03-06 12:33:02.712306,3
2026-03-06 12:33:03.721429,3
2026-03-06 12:33:04.730695,3
2026-03-06 12:33:05.74102,3
2026-03-06 12:33:06.742324,3
2026-03-06 12:33:07.751443,3
2026-03-06 12:33:08.751971,3
2026-03-06 12:33:09.761367,3
2026-03-06 12:33:10.771076,3
2026-03-06 12:33:11.771905,3
2026-03-06 12:33:12.771841,3
2026-03-06 12:33:13.772255,3
2026-03-06 12:33:14.782171,3
2026-03-06 12:33:15.783549,3
2026-03-06 12:33:16.792657,3
2026-03-06 12:33:17.793831,3
2026-03-06 12:33:18.802113,3
2026-03-06 12:33:19.803036,3
2026-03-06 12:33:20.813315,3
2026-03-06 12:33:21.821611,3
2026-03-06 12:33:22.830514,3
2026-03-06 12:33:23.839138,3
2026-03-06 12:33:24.84844,3
2026-03-06 12:33:25.856923,3
2026-03-06 12:33:26.858429,3
2026-03-06 12:33:27.868251,3
2026-03-06 12:33:28.877468,3
2026-03-06 12:33:29.887555,3
2026-03-06 12:33:30.895634,3
2026-03-06 12:33:31.899292,3
2026-03-06 12:33:32.907709,3
2026-03-06 12:33:33.908467,3
2026-03-06 12:33:34.908928,3
2026-03-06 12:33:35.909933,3
2026-03-06 12:33:36.910779,3
2026-03-06 12:33:37.911309,3
2026-03-06 12:33:38.912142,3
2026-03-06 12:33:39.921324,3
2026-03-06 12:33:40.922004,3
2026-03-06 12:33:41.930829,3
2026-03-06 12:33:42.93198,3
2026-03-06 12:33:43.941052,3
2026-03-06 12:33:44.948986,3
2026-03-06 12:33:45.958115,3
2026-03-06 12:33:46.966831,3
2026-03-06 12:33:47.967723,3
2026-03-06 12:33:48.971106,3
2026-03-06 12:33:49.98018,3
2026-03-06 12:33:50.981079,3
2026-03-06 12:33:51.981897,3
2026-03-06 12:33:52.982378,3
2026-03-06 12:33:53.984042,3
2026-03-06 12:33:54.984297,3
2026-03-06 12:33:55.993199,3
2026-03-06 12:33:57.000739,3
2026-03-06 12:33:58.010613,3
2026-03-06 12:33:59.011102,3
2026-03-06 12:34:00.020591,3
2026-03-06 12:34:01.02109,3
2026-03-06 12:34:02.030139,3
2026-03-06 12:34:03.037693,3
2026-03-06 12:34:04.045992,3
2026-03-06 12:34:05.053945,3
2026-03-06 12:34:06.061807,3
2026-03-06 12:34:07.063101,3
2026-03-06 12:34:08.072412,3
2026-03-06 12:34:09.081988,3
2026-03-06 12:34:10.082574,3
2026-03-06 12:34:11.0831,3
2026-03-06 12:34:12.093219,3
2026-03-06 12:34:13.102761,3
2026-03-06 12:34:14.104908,3
2026-03-06 12:34:15.113984,3
2026-03-06 12:34:16.122386,3
2026-03-06 12:34:17.124079,3
2026-03-06 12:34:18.134165,3
2026-03-06 12:34:19.143122,3
2026-03-06 12:34:20.152148,3
2026-03-06 12:34:21.161669,3
2026-03-06 12:34:22.171155,3
2026-03-06 12:34:23.171179,3
2026-03-06 12:34:24.181727,3
2026-03-06 12:34:25.191211,3
2026-03-06 12:34:26.191076,3
2026-03-06 12:34:27.191958,3
2026-03-06 12:34:28.192265,3
2026-03-06 12:34:29.193326,3
2026-03-06 12:34:30.201757,3
2026-03-06 12:34:31.205571,3
2026-03-06 12:34:32.206206,3
2026-03-06 12:34:33.215552,3
2026-03-06 12:34:34.225287,3
2026-03-06 12:34:35.233893,3
2026-03-06 12:34:36.233889,3
2026-03-06 12:34:37.234164,3
2026-03-06 12:34:38.242401,3
2026-03-06 12:34:39.242736,3
2026-03-06 12:34:40.244642,3
2026-03-06 12:34:41.246537,3
2026-03-06 12:34:42.247491,3
2026-03-06 12:34:43.249607,3
2026-03-06 12:34:44.250856,3
2026-03-06 12:34:45.252112,3
2026-03-06 12:34:46.261088,3
2026-03-06 12:34:47.261689,3
2026-03-06 12:34:48.262431,3
2026-03-06 12:34:49.270001,3
2026-03-06 12:34:50.277962,3
2026-03-06 12:34:51.280278,3
2026-03-06 12:34:52.281642,3
2026-03-06 12:34:53.28273,3
2026-03-06 12:34:54.291104,3
2026-03-06 12:34:55.292436,3
2026-03-06 12:34:56.30173,3
2026-03-06 12:34:57.30911,3
2026-03-06 12:34:58.309927,3
2026-03-06 12:34:59.310169,3
2026-03-06 12:35:00.311018,3
2026-03-06 12:35:01.311268,3
2026-03-06 12:35:02.320315,3
2026-03-06 12:35:03.328206,3
2026-03-06 12:35:04.3371,3
2026-03-06 12:35:05.345521,3
2026-03-06 12:35:06.354743,3
2026-03-06 12:35:07.355746,3
2026-03-06 12:35:08.356231,3
2026-03-06 12:35:09.365745,3
2026-03-06 12:35:10.374985,3
2026-03-06 12:35:11.384483,3
2026-03-06 12:35:12.393767,3
2026-03-06 12:35:13.393934,3
2026-03-06 12:35:14.404193,3
2026-03-06 12:35:15.40607,3
2026-03-06 12:35:16.414289,3
2026-03-06 12:35:17.415125,3
2026-03-06 12:35:18.417127,3
2026-03-06 12:35:19.419807,3
2026-03-06 12:35:20.428465,3
2026-03-06 12:35:21.430394,3
2026-03-06 12:35:22.43049,3
2026-03-06 12:35:23.43249,3
2026-03-06 12:35:24.437163,3
2026-03-06 12:35:25.43905,3
2026-03-06 12:35:26.441207,3
2026-03-06 12:35:27.445793,3
2026-03-06 12:35:28.446631,3
2026-03-06 12:35:29.455517,3
2026-03-06 12:35:30.458914,3
2026-03-06 12:35:31.469032,3
2026-03-06 12:35:32.469876,3
