month,n_soundings,H_msl_m,H_agl_ft,u_mean_ms,v_mean_ms,spd_mean_ms,spd_sd_ms,spd_p05_ms,spd_p50_ms,spd_p95_ms,dir_mean_deg
11,100,8380,25427,18.04,-3.00,22.69,10.18,8.76,21.37,43.12,279.5
12,86,630,0,0.73,0.58,2.70,2.26,0.53,1.79,7.85,231.7
12,86,880,820,0.87,0.02,3.41,2.79,0.52,2.51,9.21,268.9
12,86,1130,1640,0.81,-0.59,4.73,3.37,0.86,3.87,11.11,306.3
12,86,1380,2461,0.72,-1.02,6.07,3.45,1.51,5.25,11.70,324.6
12,86,1630,3281,0.89,-1.50,6.99,3.80,1.11,6.33,13.70,329.5
12,86,1880,4101,1.26,-1.89,7.52,3.93,1.82,7.38,14.27,326.3
12,86,2130,4921,1.95,-2.15,8.12,4.03,2.74,7.57,15.17,317.7
12,86,2380,5741,2.86,-2.20,8.93,4.15,3.79,8.37,15.76,307.6
12,86,2630,6562,3.73,-2.39,10.01,4.35,3.64,9.71,17.37,302.6
12,86,2880,7382,4.59,-2.67,11.07,4.61,3.80,10.43,18.23,300.2
12,86,3130,8202,5.37,-2.84,11.82,4.90,3.81,11.60,19.53,297.9
12,86,3380,9022,5.96,-2.95,12.19,4.93,4.26,12.01,20.51,296.3
12,86,3630,9843,6.58,-3.19,12.76,5.01,4.75,12.74,21.54,295.9
12,86,3880,10663,7.17,-3.36,13.37,5.18,5.39,13.29,21.91,295.1
12,86,4130,11483,7.89,-3.44,13.96,5.35,5.54,14.00,21.82,293.6
12,86,4380,12303,8.59,-3.53,14.56,5.58,5.12,14.39,23.55,292.4
12,86,4630,13123,9.26,-3.65,15.17,6.04,4.95,15.76,24.89,291.5
12,86,4880,13944,9.91,-3.80,15.86,6.35,4.43,16.29,26.58,291.0
12,86,5130,14764,10.50,-3.79,16.63,6.79,4.28,17.30,28.58,289.8
12,86,5380,15584,11.06,-3.83,17.35,7.09,4.04,18.24,29.20,289.1
12,86,5630,16404,11.53,-3.93,17.93,7.37,3.81,18.45,30.10,288.8
12,86,5880,17224,12.02,-4.08,18.46,7.49,4.14,19.36,29.96,288.7
12,86,6130,18045,12.59,-4.21,19.01,7.67,4.41,20.03,30.37,288.5
12,86,6380,18865,13.23,-4.35,19.65,7.98,3.40,20.88,32.14,288.2
12,86,6630,19685,13.72,-4.55,20.30,8.26,3.45,21.62,33.27,288.3
12,86,6880,20505,14.13,-4.86,21.03,8.47,4.38,22.06,33.65,289.0
12,86,7130,21325,14.57,-5.21,21.81,8.80,4.17,23.19,34.13,289.7
12,86,7380,22146,15.06,-5.47,22.57,9.10,4.35,23.83,34.36,290.0
12,86,7630,22966,15.61,-5.68,23.30,9.26,4.83,23.92,35.62,290.0
12,86,7880,23786,16.04,-5.88,23.96,9.37,5.26,24.67,35.59,290.1
12,86,8130,24606,16.52,-6.02,24.63,9.61,5.94,24.73,36.38,290.0
12,86,8380,25427,17.01,-6.12,25.39,9.87,7.37,25.24,37.31,289.8
