time,ACT.LOX_Dump.channel_id
2026-03-06 21:14:18.870354,8
2026-03-06 21:14:18.87036,8
2026-03-06 21:14:18.925401,8
2026-03-06 21:14:18.925407,8
2026-03-06 21:14:18.972208,8
2026-03-06 21:14:18.972212,8
2026-03-06 21:14:19.027662,8
2026-03-06 21:14:19.027667,8
2026-03-06 21:14:19.074201,8
2026-03-06 21:14:19.074209,8
2026-03-06 21:14:19.129286,8
2026-03-06 21:14:19.129308,8
2026-03-06 21:14:19.176532,8
2026-03-06 21:14:19.176544,8
2026-03-06 21:14:19.231509,8
2026-03-06 21:14:19.231521,8
2026-03-06 21:14:19.278362,8
2026-03-06 21:14:19.27837,8
2026-03-06 21:14:19.333804,8
2026-03-06 21:14:19.333811,8
2026-03-06 21:14:19.380105,8
2026-03-06 21:14:19.380115,8
2026-03-06 21:14:19.43529,8
2026-03-06 21:14:19.435306,8
2026-03-06 21:14:19.48223,8
2026-03-06 21:14:19.482248,8
2026-03-06 21:14:19.537367,8
2026-03-06 21:14:19.537379,8
2026-03-06 21:14:19.58478,8
2026-03-06 21:14:19.584802,8
2026-03-06 21:14:19.639942,8
2026-03-06 21:14:19.639968,8
2026-03-06 21:14:19.686601,8
2026-03-06 21:14:19.686631,8
2026-03-06 21:14:19.74156,8
2026-03-06 21:14:19.741581,8
2026-03-06 21:14:19.78884,8
2026-03-06 21:14:19.78886,8
2026-03-06 21:14:19.843832,8
2026-03-06 21:14:19.843846,8
2026-03-06 21:14:19.890137,8
2026-03-06 21:14:19.890151,8
2026-03-06 21:14:19.945834,8
2026-03-06 21:14:19.945865,8
2026-03-06 21:14:19.99314,8
2026-03-06 21:14:19.993185,8
2026-03-06 21:14:20.047688,8
2026-03-06 21:14:20.047705,8
2026-03-06 21:14:20.094111,8
2026-03-06 21:14:20.094124,8
2026-03-06 21:14:20.149585,8
2026-03-06 21:14:20.149602,8
2026-03-06 21:14:20.196532,8
2026-03-06 21:14:20.196548,8
2026-03-06 21:14:20.251322,8
2026-03-06 21:14:20.251336,8
2026-03-06 21:14:20.298548,8
2026-03-06 21:14:20.298572,8
2026-03-06 21:14:20.353563,8
2026-03-06 21:14:20.353579,8
2026-03-06 21:14:20.400504,8
2026-03-06 21:14:20.400515,8
2026-03-06 21:14:20.455869,8
2026-03-06 21:14:20.455887,8
2026-03-06 21:14:20.502308,8
2026-03-06 21:14:20.502321,8
2026-03-06 21:14:20.557563,8
2026-03-06 21:14:20.55758,8
2026-03-06 21:14:20.604614,8
2026-03-06 21:14:20.604633,8
2026-03-06 21:14:20.659235,8
2026-03-06 21:14:20.659251,8
2026-03-06 21:14:20.706357,8
2026-03-06 21:14:20.70637,8
2026-03-06 21:14:20.761798,8
2026-03-06 21:14:20.761811,8
2026-03-06 21:14:20.808853,8
2026-03-06 21:14:20.808866,8
2026-03-06 21:14:20.863409,8
2026-03-06 21:14:20.863424,8
2026-03-06 21:14:20.910297,8
2026-03-06 21:14:20.910311,8
2026-03-06 21:14:20.965785,8
2026-03-06 21:14:20.9658,8
2026-03-06 21:14:21.012508,8
2026-03-06 21:14:21.012523,8
2026-03-06 21:14:21.067388,8
2026-03-06 21:14:21.067408,8
2026-03-06 21:14:21.114702,8
2026-03-06 21:14:21.114723,8
2026-03-06 21:14:21.170013,8
2026-03-06 21:14:21.17005,8
2026-03-06 21:14:21.216342,8
2026-03-06 21:14:21.216361,8
2026-03-06 21:14:21.271768,8
2026-03-06 21:14:21.271783,8
2026-03-06 21:14:21.318477,8
2026-03-06 21:14:21.318504,8
2026-03-06 21:14:21.373641,8
2026-03-06 21:14:21.373662,8
2026-03-06 21:14:21.420465,8
2026-03-06 21:14:21.420488,8
2026-03-06 21:14:21.475726,8
2026-03-06 21:14:21.47575,8
2026-03-06 21:14:21.522743,8
2026-03-06 21:14:21.522772,8
2026-03-06 21:14:21.57749,8
2026-03-06 21:14:21.577512,8
2026-03-06 21:14:21.624544,8
2026-03-06 21:14:21.624569,8
2026-03-06 21:14:21.679707,8
2026-03-06 21:14:21.679735,8
2026-03-06 21:14:21.72627,8
2026-03-06 21:14:21.726297,8
2026-03-06 21:14:21.781993,8
2026-03-06 21:14:21.782019,8
2026-03-06 21:14:21.828335,8
2026-03-06 21:14:21.82836,8
2026-03-06 21:14:21.883383,8
2026-03-06 21:14:21.8834,8
2026-03-06 21:14:21.930515,8
2026-03-06 21:14:21.93054,8
2026-03-06 21:14:21.986039,8
2026-03-06 21:14:21.986066,8
2026-03-06 21:14:22.032795,8
2026-03-06 21:14:22.032821,8
2026-03-06 21:14:22.088129,8
2026-03-06 21:14:22.08819,8
2026-03-06 21:14:22.134644,8
2026-03-06 21:14:22.134675,8
2026-03-06 21:14:22.189863,8
2026-03-06 21:14:22.18989,8
2026-03-06 21:14:22.236591,8
2026-03-06 21:14:22.236614,8
2026-03-06 21:14:22.291682,8
2026-03-06 21:14:22.291711,8
2026-03-06 21:14:22.338338,8
2026-03-06 21:14:22.338357,8
2026-03-06 21:14:22.393785,8
2026-03-06 21:14:22.393815,8
2026-03-06 21:14:22.440554,8
2026-03-06 21:14:22.440579,8
2026-03-06 21:14:22.49578,8
2026-03-06 21:14:22.495811,8
2026-03-06 21:14:22.542629,8
2026-03-06 21:14:22.54265,8
2026-03-06 21:14:22.59794,8
2026-03-06 21:14:22.597965,8
2026-03-06 21:14:22.64472,8
2026-03-06 21:14:22.644735,8
2026-03-06 21:14:22.699724,8
2026-03-06 21:14:22.699739,8
2026-03-06 21:14:22.746431,8
2026-03-06 21:14:22.746446,8
2026-03-06 21:14:22.801592,8
2026-03-06 21:14:22.801606,8
2026-03-06 21:14:22.848376,8
2026-03-06 21:14:22.848386,8
2026-03-06 21:14:22.903784,8
2026-03-06 21:14:22.9038,8
2026-03-06 21:14:22.950501,8
2026-03-06 21:14:22.950516,8
2026-03-06 21:14:23.005372,8
2026-03-06 21:14:23.005381,8
2026-03-06 21:14:23.052394,8
2026-03-06 21:14:23.052409,8
2026-03-06 21:14:23.107824,8
2026-03-06 21:14:23.107845,8
2026-03-06 21:14:23.154459,8
2026-03-06 21:14:23.154475,8
2026-03-06 21:14:23.209499,8
2026-03-06 21:14:23.209517,8
2026-03-06 21:14:23.256347,8
2026-03-06 21:14:23.256362,8
2026-03-06 21:14:23.311743,8
2026-03-06 21:14:23.31177,8
2026-03-06 21:14:23.35828,8
2026-03-06 21:14:23.3583,8
2026-03-06 21:14:23.413468,8
2026-03-06 21:14:23.413486,8
2026-03-06 21:14:23.460429,8
2026-03-06 21:14:23.460442,8
2026-03-06 21:14:23.515496,8
2026-03-06 21:14:23.515506,8
2026-03-06 21:14:23.562652,8
2026-03-06 21:14:23.562666,8
2026-03-06 21:14:23.617969,8
2026-03-06 21:14:23.617989,8
2026-03-06 21:14:23.664717,8
2026-03-06 21:14:23.664743,8
2026-03-06 21:14:23.719644,8
2026-03-06 21:14:23.719669,8
2026-03-06 21:14:23.766594,8
2026-03-06 21:14:23.766608,8
2026-03-06 21:14:23.821727,8
2026-03-06 21:14:23.821743,8
2026-03-06 21:14:23.86833,8
2026-03-06 21:14:23.868343,8
2026-03-06 21:14:23.923943,8
2026-03-06 21:14:23.923956,8
2026-03-06 21:14:23.970669,8
2026-03-06 21:14:23.970696,8
2026-03-06 21:14:24.026588,8
2026-03-06 21:14:24.026612,8
2026-03-06 21:14:24.07229,8
2026-03-06 21:14:24.072315,8
2026-03-06 21:14:24.127986,8
2026-03-06 21:14:24.128003,8
2026-03-06 21:14:24.174297,8
2026-03-06 21:14:24.174311,8
2026-03-06 21:14:24.229585,8
2026-03-06 21:14:24.229599,8
2026-03-06 21:14:24.276269,8
2026-03-06 21:14:24.276283,8
2026-03-06 21:14:24.331484,8
2026-03-06 21:14:24.331502,8
2026-03-06 21:14:24.378687,8
2026-03-06 21:14:24.378719,8
2026-03-06 21:14:24.433772,8
2026-03-06 21:14:24.433789,8
2026-03-06 21:14:24.480699,8
2026-03-06 21:14:24.480721,8
2026-03-06 21:14:24.535603,8
2026-03-06 21:14:24.535631,8
2026-03-06 21:14:24.58217,8
2026-03-06 21:14:24.582182,8
2026-03-06 21:14:24.637907,8
2026-03-06 21:14:24.637936,8
2026-03-06 21:14:24.684643,8
2026-03-06 21:14:24.684666,8
2026-03-06 21:14:24.739863,8
2026-03-06 21:14:24.739891,8
2026-03-06 21:14:24.786571,8
2026-03-06 21:14:24.78659,8
2026-03-06 21:14:24.841362,8
2026-03-06 21:14:24.841377,8
2026-03-06 21:14:24.888498,8
2026-03-06 21:14:24.888517,8
2026-03-06 21:14:24.943719,8
2026-03-06 21:14:24.943742,8
2026-03-06 21:14:24.990613,8
2026-03-06 21:14:24.990651,8
2026-03-06 21:14:25.045992,8
2026-03-06 21:14:25.046017,8
2026-03-06 21:14:25.092658,8
2026-03-06 21:14:25.092683,8
2026-03-06 21:14:25.147469,8
2026-03-06 21:14:25.147496,8
2026-03-06 21:14:25.194618,8
2026-03-06 21:14:25.194647,8
2026-03-06 21:14:25.24961,8
2026-03-06 21:14:25.24962,8
2026-03-06 21:14:25.296529,8
2026-03-06 21:14:25.296558,8
2026-03-06 21:14:25.351563,8
2026-03-06 21:14:25.351587,8
2026-03-06 21:14:25.39889,8
2026-03-06 21:14:25.398914,8
2026-03-06 21:14:25.453442,8
2026-03-06 21:14:25.453461,8
2026-03-06 21:14:25.500547,8
2026-03-06 21:14:25.500579,8
2026-03-06 21:14:25.555868,8
2026-03-06 21:14:25.555891,8
2026-03-06 21:14:25.60278,8
2026-03-06 21:14:25.602802,8
2026-03-06 21:14:25.657892,8
2026-03-06 21:14:25.657911,8
2026-03-06 21:14:25.704564,8
2026-03-06 21:14:25.704591,8
2026-03-06 21:14:25.759471,8
2026-03-06 21:14:25.759487,8
2026-03-06 21:14:25.806526,8
2026-03-06 21:14:25.806548,8
2026-03-06 21:14:25.86147,8
2026-03-06 21:14:25.86149,8
2026-03-06 21:14:25.908463,8
2026-03-06 21:14:25.908488,8
2026-03-06 21:14:25.963454,8
2026-03-06 21:14:25.963474,8
2026-03-06 21:14:26.010243,8
2026-03-06 21:14:26.010261,8
2026-03-06 21:14:26.065869,8
2026-03-06 21:14:26.065889,8
2026-03-06 21:14:26.112794,8
2026-03-06 21:14:26.11282,8
2026-03-06 21:14:26.167582,8
2026-03-06 21:14:26.167612,8
2026-03-06 21:14:26.214413,8
2026-03-06 21:14:26.214432,8
2026-03-06 21:14:26.269828,8
2026-03-06 21:14:26.269854,8
2026-03-06 21:14:26.316728,8
2026-03-06 21:14:26.316751,8
2026-03-06 21:14:26.372038,8
2026-03-06 21:14:26.37206,8
2026-03-06 21:14:26.418744,8
2026-03-06 21:14:26.418772,8
2026-03-06 21:14:26.473442,8
2026-03-06 21:14:26.473461,8
2026-03-06 21:14:26.520293,8
2026-03-06 21:14:26.520308,8
2026-03-06 21:14:26.575914,8
2026-03-06 21:14:26.575942,8
2026-03-06 21:14:26.622755,8
2026-03-06 21:14:26.622779,8
2026-03-06 21:14:26.677369,8
2026-03-06 21:14:26.677386,8
2026-03-06 21:14:26.724793,8
2026-03-06 21:14:26.724819,8
2026-03-06 21:14:26.779948,8
2026-03-06 21:14:26.779965,8
2026-03-06 21:14:26.826705,8
2026-03-06 21:14:26.82673,8
2026-03-06 21:14:26.881498,8
2026-03-06 21:14:26.881521,8
2026-03-06 21:14:26.928452,8
2026-03-06 21:14:26.928481,8
2026-03-06 21:14:26.983877,8
2026-03-06 21:14:26.983911,8
2026-03-06 21:14:27.030955,8
2026-03-06 21:14:27.030984,8
2026-03-06 21:14:27.085756,8
2026-03-06 21:14:27.085783,8
2026-03-06 21:14:27.132644,8
2026-03-06 21:14:27.132675,8
2026-03-06 21:14:27.18795,8
2026-03-06 21:14:27.187978,8
2026-03-06 21:14:27.234463,8
2026-03-06 21:14:27.234474,8
2026-03-06 21:14:27.289589,8
2026-03-06 21:14:27.289614,8
2026-03-06 21:14:27.336535,8
2026-03-06 21:14:27.336556,8
2026-03-06 21:14:27.391477,8
2026-03-06 21:14:27.391504,8
2026-03-06 21:14:27.438677,8
2026-03-06 21:14:27.438699,8
2026-03-06 21:14:27.493738,8
2026-03-06 21:14:27.493764,8
2026-03-06 21:14:27.540402,8
2026-03-06 21:14:27.54042,8
2026-03-06 21:14:27.596818,8
2026-03-06 21:14:27.596845,8
2026-03-06 21:14:27.642855,8
2026-03-06 21:14:27.642878,8
2026-03-06 21:14:27.697673,8
2026-03-06 21:14:27.697692,8
2026-03-06 21:14:27.744741,8
2026-03-06 21:14:27.744765,8
2026-03-06 21:14:27.79942,8
2026-03-06 21:14:27.799438,8
2026-03-06 21:14:27.846824,8
2026-03-06 21:14:27.846852,8
2026-03-06 21:14:27.901955,8
2026-03-06 21:14:27.90199,8
2026-03-06 21:14:27.948613,8
2026-03-06 21:14:27.948637,8
2026-03-06 21:14:28.004198,8
2026-03-06 21:14:28.004227,8
2026-03-06 21:14:28.050443,8
2026-03-06 21:14:28.05046,8
2026-03-06 21:14:28.106151,8
2026-03-06 21:14:28.10619,8
2026-03-06 21:14:28.152637,8
2026-03-06 21:14:28.152666,8
2026-03-06 21:14:28.207944,8
2026-03-06 21:14:28.207971,8
2026-03-06 21:14:28.254564,8
2026-03-06 21:14:28.254585,8
2026-03-06 21:14:28.309558,8
2026-03-06 21:14:28.309571,8
2026-03-06 21:14:28.35664,8
2026-03-06 21:14:28.356656,8
2026-03-06 21:14:28.411817,8
2026-03-06 21:14:28.411884,8
2026-03-06 21:14:28.458246,8
2026-03-06 21:14:28.458264,8
2026-03-06 21:14:28.513838,8
2026-03-06 21:14:28.513861,8
2026-03-06 21:14:28.560582,8
2026-03-06 21:14:28.560595,8
2026-03-06 21:14:28.615777,8
2026-03-06 21:14:28.615807,8
2026-03-06 21:14:28.662569,8
2026-03-06 21:14:28.662595,8
2026-03-06 21:14:28.717582,8
2026-03-06 21:14:28.717604,8
2026-03-06 21:14:28.764445,8
2026-03-06 21:14:28.764471,8
2026-03-06 21:14:28.81985,8
2026-03-06 21:14:28.819863,8
2026-03-06 21:14:28.866779,8
2026-03-06 21:14:28.866805,8
2026-03-06 21:14:28.921786,8
2026-03-06 21:14:28.9218,8
2026-03-06 21:14:28.96881,8
2026-03-06 21:14:28.968832,8
2026-03-06 21:14:29.023579,8
2026-03-06 21:14:29.023602,8
2026-03-06 21:14:29.070543,8
2026-03-06 21:14:29.070574,8
2026-03-06 21:14:29.125755,8
2026-03-06 21:14:29.12578,8
2026-03-06 21:14:29.172413,8
2026-03-06 21:14:29.172427,8
2026-03-06 21:14:29.227476,8
2026-03-06 21:14:29.227495,8
2026-03-06 21:14:29.274608,8
2026-03-06 21:14:29.274617,8
2026-03-06 21:14:29.329547,8
2026-03-06 21:14:29.329562,8
2026-03-06 21:14:29.377046,8
2026-03-06 21:14:29.377072,8
2026-03-06 21:14:29.431835,8
2026-03-06 21:14:29.431856,8
2026-03-06 21:14:29.478456,8
2026-03-06 21:14:29.478482,8
2026-03-06 21:14:29.53374,8
2026-03-06 21:14:29.533764,8
2026-03-06 21:14:29.580505,8
2026-03-06 21:14:29.580523,8
2026-03-06 21:14:29.635934,8
2026-03-06 21:14:29.635964,8
2026-03-06 21:14:29.682419,8
2026-03-06 21:14:29.682443,8
2026-03-06 21:14:29.737543,8
2026-03-06 21:14:29.737559,8
2026-03-06 21:14:29.784601,8
2026-03-06 21:14:29.784618,8
2026-03-06 21:14:29.839501,8
2026-03-06 21:14:29.839512,8
2026-03-06 21:14:29.886444,8
2026-03-06 21:14:29.886454,8
2026-03-06 21:14:29.941759,8
2026-03-06 21:14:29.941779,8
2026-03-06 21:14:29.988954,8
2026-03-06 21:14:29.988967,8
2026-03-06 21:14:30.043638,8
2026-03-06 21:14:30.043653,8
2026-03-06 21:14:30.0907,8
2026-03-06 21:14:30.090715,8
2026-03-06 21:14:30.145795,8
2026-03-06 21:14:30.145813,8
2026-03-06 21:14:30.1927,8
2026-03-06 21:14:30.192729,8
2026-03-06 21:14:30.247775,8
2026-03-06 21:14:30.247787,8
2026-03-06 21:14:30.294543,8
2026-03-06 21:14:30.29456,8
2026-03-06 21:14:30.350065,8
2026-03-06 21:14:30.350097,8
2026-03-06 21:14:30.396289,8
2026-03-06 21:14:30.396297,8
2026-03-06 21:14:30.451981,8
2026-03-06 21:14:30.452013,8
2026-03-06 21:14:30.498785,8
2026-03-06 21:14:30.498802,8
2026-03-06 21:14:30.553915,8
2026-03-06 21:14:30.553945,8
2026-03-06 21:14:30.600829,8
2026-03-06 21:14:30.600857,8
2026-03-06 21:14:30.655674,8
2026-03-06 21:14:30.655703,8
2026-03-06 21:14:30.702709,8
2026-03-06 21:14:30.702732,8
2026-03-06 21:14:30.759328,8
2026-03-06 21:14:30.759353,8
2026-03-06 21:14:30.804605,8
2026-03-06 21:14:30.804619,8
2026-03-06 21:14:30.859576,8
2026-03-06 21:14:30.859598,8
2026-03-06 21:14:30.90682,8
2026-03-06 21:14:30.906848,8
2026-03-06 21:14:30.961875,8
2026-03-06 21:14:30.961888,8
2026-03-06 21:14:31.008674,8
2026-03-06 21:14:31.008689,8
2026-03-06 21:14:31.064061,8
2026-03-06 21:14:31.064091,8
2026-03-06 21:14:31.110506,8
2026-03-06 21:14:31.110519,8
2026-03-06 21:14:31.165921,8
2026-03-06 21:14:31.165942,8
2026-03-06 21:14:31.212497,8
2026-03-06 21:14:31.212511,8
2026-03-06 21:14:31.267988,8
2026-03-06 21:14:31.268006,8
2026-03-06 21:14:31.3144,8
2026-03-06 21:14:31.314415,8
2026-03-06 21:14:31.369871,8
2026-03-06 21:14:31.369886,8
2026-03-06 21:14:31.416419,8
2026-03-06 21:14:31.416436,8
2026-03-06 21:14:31.47164,8
2026-03-06 21:14:31.471653,8
2026-03-06 21:14:31.518377,8
2026-03-06 21:14:31.51839,8
2026-03-06 21:14:31.573966,8
2026-03-06 21:14:31.573999,8
2026-03-06 21:14:31.620538,8
2026-03-06 21:14:31.620559,8
2026-03-06 21:14:31.675736,8
2026-03-06 21:14:31.675763,8
2026-03-06 21:14:31.722823,8
2026-03-06 21:14:31.722848,8
2026-03-06 21:14:31.777919,8
2026-03-06 21:14:31.777945,8
2026-03-06 21:14:31.824941,8
2026-03-06 21:14:31.824967,8
2026-03-06 21:14:31.879924,8
2026-03-06 21:14:31.879955,8
2026-03-06 21:14:31.926437,8
2026-03-06 21:14:31.926455,8
2026-03-06 21:14:31.981754,8
2026-03-06 21:14:31.981766,8
2026-03-06 21:14:32.028335,8
2026-03-06 21:14:32.028346,8
2026-03-06 21:14:32.083858,8
2026-03-06 21:14:32.083872,8
2026-03-06 21:14:32.130718,8
2026-03-06 21:14:32.130737,8
2026-03-06 21:14:32.18583,8
2026-03-06 21:14:32.185843,8
2026-03-06 21:14:32.232475,8
2026-03-06 21:14:32.23249,8
2026-03-06 21:14:32.287455,8
2026-03-06 21:14:32.287471,8
2026-03-06 21:14:32.334932,8
2026-03-06 21:14:32.334966,8
2026-03-06 21:14:32.38966,8
2026-03-06 21:14:32.389675,8
2026-03-06 21:14:32.436205,8
2026-03-06 21:14:32.43622,8
2026-03-06 21:14:32.491937,8
2026-03-06 21:14:32.491965,8
2026-03-06 21:14:32.538364,8
2026-03-06 21:14:32.538386,8
2026-03-06 21:14:32.593863,8
2026-03-06 21:14:32.593883,8
2026-03-06 21:14:32.640558,8
2026-03-06 21:14:32.640571,8
2026-03-06 21:14:32.695644,8
2026-03-06 21:14:32.695653,8
2026-03-06 21:14:32.742971,8
2026-03-06 21:14:32.742994,8
2026-03-06 21:14:32.798099,8
2026-03-06 21:14:32.798134,8
2026-03-06 21:14:32.844667,8
2026-03-06 21:14:32.844684,8
2026-03-06 21:14:32.899827,8
2026-03-06 21:14:32.899855,8
2026-03-06 21:14:32.94648,8
2026-03-06 21:14:32.946498,8
2026-03-06 21:14:33.002119,8
2026-03-06 21:14:33.002149,8
2026-03-06 21:14:33.048963,8
2026-03-06 21:14:33.04899,8
2026-03-06 21:14:33.104071,8
2026-03-06 21:14:33.104089,8
2026-03-06 21:14:33.150704,8
2026-03-06 21:14:33.150721,8
2026-03-06 21:14:33.205556,8
2026-03-06 21:14:33.205581,8
2026-03-06 21:14:33.252707,8
2026-03-06 21:14:33.252737,8
2026-03-06 21:14:33.307733,8
2026-03-06 21:14:33.307758,8
2026-03-06 21:14:33.354916,8
2026-03-06 21:14:33.354947,8
2026-03-06 21:14:33.410551,8
2026-03-06 21:14:33.410597,8
2026-03-06 21:14:33.45641,8
2026-03-06 21:14:33.456429,8
2026-03-06 21:14:33.511429,8
2026-03-06 21:14:33.511444,8
2026-03-06 21:14:33.558546,8
2026-03-06 21:14:33.558569,8
2026-03-06 21:14:33.613536,8
2026-03-06 21:14:33.613556,8
2026-03-06 21:14:33.660751,8
2026-03-06 21:14:33.66077,8
2026-03-06 21:14:33.715821,8
2026-03-06 21:14:33.715849,8
2026-03-06 21:14:33.762456,8
2026-03-06 21:14:33.762475,8
2026-03-06 21:14:33.817794,8
2026-03-06 21:14:33.817821,8
2026-03-06 21:14:33.86486,8
2026-03-06 21:14:33.864879,8
2026-03-06 21:14:33.920012,8
2026-03-06 21:14:33.920045,8
2026-03-06 21:14:33.966568,8
2026-03-06 21:14:33.966591,8
2026-03-06 21:14:34.021784,8
2026-03-06 21:14:34.021801,8
2026-03-06 21:14:34.068525,8
2026-03-06 21:14:34.068574,8
2026-03-06 21:14:34.124023,8
2026-03-06 21:14:34.124048,8
2026-03-06 21:14:34.171089,8
2026-03-06 21:14:34.171123,8
2026-03-06 21:14:34.226206,8
2026-03-06 21:14:34.226236,8
2026-03-06 21:14:34.272402,8
2026-03-06 21:14:34.272421,8
2026-03-06 21:14:34.327768,8
2026-03-06 21:14:34.327793,8
2026-03-06 21:14:34.374429,8
2026-03-06 21:14:34.374455,8
2026-03-06 21:14:34.430195,8
2026-03-06 21:14:34.430221,8
2026-03-06 21:14:34.476945,8
2026-03-06 21:14:34.47696,8
2026-03-06 21:14:34.5319,8
2026-03-06 21:14:34.53193,8
2026-03-06 21:14:34.578416,8
2026-03-06 21:14:34.578449,8
2026-03-06 21:14:34.633924,8
2026-03-06 21:14:34.633952,8
2026-03-06 21:14:34.680251,8
2026-03-06 21:14:34.680262,8
2026-03-06 21:14:34.735861,8
2026-03-06 21:14:34.735886,8
2026-03-06 21:14:34.782619,8
2026-03-06 21:14:34.782639,8
2026-03-06 21:14:34.837551,8
2026-03-06 21:14:34.83756,8
2026-03-06 21:14:34.884661,8
2026-03-06 21:14:34.884686,8
2026-03-06 21:14:34.939677,8
2026-03-06 21:14:34.939692,8
2026-03-06 21:14:34.986322,8
2026-03-06 21:14:34.986335,8
2026-03-06 21:14:35.041967,8
2026-03-06 21:14:35.041981,8
2026-03-06 21:14:35.088852,8
2026-03-06 21:14:35.088878,8
2026-03-06 21:14:35.143583,8
2026-03-06 21:14:35.143607,8
2026-03-06 21:14:35.19098,8
2026-03-06 21:14:35.191009,8
2026-03-06 21:14:35.246135,8
2026-03-06 21:14:35.246165,8
2026-03-06 21:14:35.292486,8
2026-03-06 21:14:35.292493,8
2026-03-06 21:14:35.348097,8
2026-03-06 21:14:35.348129,8
2026-03-06 21:14:35.394408,8
2026-03-06 21:14:35.394422,8
2026-03-06 21:14:35.449501,8
2026-03-06 21:14:35.44951,8
2026-03-06 21:14:35.496709,8
2026-03-06 21:14:35.496724,8
2026-03-06 21:14:35.55159,8
2026-03-06 21:14:35.551607,8
2026-03-06 21:14:35.598475,8
2026-03-06 21:14:35.598502,8
2026-03-06 21:14:35.653779,8
2026-03-06 21:14:35.653802,8
2026-03-06 21:14:35.700234,8
2026-03-06 21:14:35.70025,8
2026-03-06 21:14:35.756448,8
2026-03-06 21:14:35.756482,8
2026-03-06 21:14:35.802745,8
2026-03-06 21:14:35.80277,8
2026-03-06 21:14:35.858141,8
2026-03-06 21:14:35.858179,8
2026-03-06 21:14:35.904802,8
2026-03-06 21:14:35.904822,8
2026-03-06 21:14:35.959766,8
2026-03-06 21:14:35.959785,8
2026-03-06 21:14:36.006706,8
2026-03-06 21:14:36.006734,8
2026-03-06 21:14:36.062277,8
2026-03-06 21:14:36.06231,8
2026-03-06 21:14:36.108599,8
2026-03-06 21:14:36.108624,8
2026-03-06 21:14:36.164092,8
2026-03-06 21:14:36.164128,8
2026-03-06 21:14:36.210989,8
2026-03-06 21:14:36.211026,8
2026-03-06 21:14:36.266046,8
2026-03-06 21:14:36.266071,8
2026-03-06 21:14:36.312958,8
2026-03-06 21:14:36.312994,8
2026-03-06 21:14:36.368301,8
2026-03-06 21:14:36.368332,8
2026-03-06 21:14:36.414737,8
2026-03-06 21:14:36.414761,8
2026-03-06 21:14:36.469703,8
2026-03-06 21:14:36.469726,8
2026-03-06 21:14:36.517001,8
2026-03-06 21:14:36.517029,8
2026-03-06 21:14:36.57182,8
