time,ACT.GN2_Vent.status
2026-03-06 21:25:38.559888,0
2026-03-06 21:25:38.601695,0
2026-03-06 21:25:38.661898,0
2026-03-06 21:25:38.703598,0
2026-03-06 21:25:38.764123,0
2026-03-06 21:25:38.805874,0
2026-03-06 21:25:38.865753,0
2026-03-06 21:25:38.908071,0
2026-03-06 21:25:38.968065,0
2026-03-06 21:25:39.009511,0
2026-03-06 21:25:39.069875,0
2026-03-06 21:25:39.111662,0
2026-03-06 21:25:39.172088,0
2026-03-06 21:25:39.213684,0
2026-03-06 21:25:39.273999,0
2026-03-06 21:25:39.316042,0
2026-03-06 21:25:39.376257,0
2026-03-06 21:25:39.417654,0
2026-03-06 21:25:39.478514,0
2026-03-06 21:25:39.519765,0
2026-03-06 21:25:39.580125,0
2026-03-06 21:25:39.622021,0
2026-03-06 21:25:39.682122,0
2026-03-06 21:25:39.723917,0
2026-03-06 21:25:39.784408,0
2026-03-06 21:25:39.82586,0
2026-03-06 21:25:39.886093,0
2026-03-06 21:25:39.927832,0
2026-03-06 21:25:39.988037,0
2026-03-06 21:25:40.029692,0
2026-03-06 21:25:40.090462,0
2026-03-06 21:25:40.132192,0
2026-03-06 21:25:40.192055,0
2026-03-06 21:25:40.233799,0
2026-03-06 21:25:40.29433,0
2026-03-06 21:25:40.335752,0
2026-03-06 21:25:40.396411,0
2026-03-06 21:25:40.438121,0
2026-03-06 21:25:40.498391,0
2026-03-06 21:25:40.539818,0
2026-03-06 21:25:40.599897,0
2026-03-06 21:25:40.641666,0
2026-03-06 21:25:40.70197,0
2026-03-06 21:25:40.744091,0
2026-03-06 21:25:40.804423,0
2026-03-06 21:25:40.846093,0
2026-03-06 21:25:40.90608,0
2026-03-06 21:25:40.948046,0
2026-03-06 21:25:41.008318,0
2026-03-06 21:25:41.04955,0
2026-03-06 21:25:41.110101,0
2026-03-06 21:25:41.151974,0
2026-03-06 21:25:41.211733,0
2026-03-06 21:25:41.253781,0
2026-03-06 21:25:41.313925,0
2026-03-06 21:25:41.356109,0
2026-03-06 21:25:41.416312,0
2026-03-06 21:25:41.457672,0
2026-03-06 21:25:41.517876,0
2026-03-06 21:25:41.560055,0
2026-03-06 21:25:41.619898,0
2026-03-06 21:25:41.661792,0
2026-03-06 21:25:41.721758,0
2026-03-06 21:25:41.76384,0
2026-03-06 21:25:41.823979,0
2026-03-06 21:25:41.865923,0
2026-03-06 21:25:41.926229,0
2026-03-06 21:25:41.967523,0
2026-03-06 21:25:42.02842,0
2026-03-06 21:25:42.078578,0
2026-03-06 21:25:42.130217,0
2026-03-06 21:25:42.172058,0
2026-03-06 21:25:42.232399,0
2026-03-06 21:25:42.274083,0
2026-03-06 21:25:42.33437,0
2026-03-06 21:25:42.37597,0
2026-03-06 21:25:42.436413,0
2026-03-06 21:25:42.47785,0
2026-03-06 21:25:42.537925,0
2026-03-06 21:25:42.580122,0
2026-03-06 21:25:42.640419,0
2026-03-06 21:25:42.681866,0
2026-03-06 21:25:42.742594,0
2026-03-06 21:25:42.784145,0
2026-03-06 21:25:42.844152,0
2026-03-06 21:25:42.885634,0
2026-03-06 21:25:42.9461,0
2026-03-06 21:25:42.987895,0
2026-03-06 21:25:43.048226,0
2026-03-06 21:25:43.090004,0
2026-03-06 21:25:43.150306,0
2026-03-06 21:25:43.191772,0
2026-03-06 21:25:43.251968,0
2026-03-06 21:25:43.293901,0
2026-03-06 21:25:43.354242,0
2026-03-06 21:25:43.395874,0
2026-03-06 21:25:43.455964,0
2026-03-06 21:25:43.497642,0
2026-03-06 21:25:43.558012,0
2026-03-06 21:25:43.599611,0
2026-03-06 21:25:43.660054,0
2026-03-06 21:25:43.701612,0
2026-03-06 21:25:43.762029,0
2026-03-06 21:25:43.803867,0
2026-03-06 21:25:43.86386,0
2026-03-06 21:25:43.905797,0
2026-03-06 21:25:43.966333,0
2026-03-06 21:25:44.00753,0
2026-03-06 21:25:44.067856,0
2026-03-06 21:25:44.109938,0
2026-03-06 21:25:44.170077,0
2026-03-06 21:25:44.211768,0
2026-03-06 21:25:44.27194,0
2026-03-06 21:25:44.314155,0
2026-03-06 21:25:44.373745,0
2026-03-06 21:25:44.416056,0
