time,ACT.GN2_Vent.raw_adc_counts
2026-03-06 21:14:23.923908,1050868272
2026-03-06 21:14:23.970595,0
2026-03-06 21:14:24.026518,1050868272
2026-03-06 21:14:24.072228,0
2026-03-06 21:14:24.127951,1050868272
2026-03-06 21:14:24.174259,0
2026-03-06 21:14:24.229551,1050868272
2026-03-06 21:14:24.276233,0
2026-03-06 21:14:24.331435,1050868272
2026-03-06 21:14:24.378601,0
2026-03-06 21:14:24.433703,1050922352
2026-03-06 21:14:24.480638,0
2026-03-06 21:14:24.535527,1050868272
2026-03-06 21:14:24.582137,0
2026-03-06 21:14:24.637841,1050895312
2026-03-06 21:14:24.68459,0
2026-03-06 21:14:24.73978,1051192754
2026-03-06 21:14:24.786518,0
2026-03-06 21:14:24.841318,1050868272
2026-03-06 21:14:24.888449,0
2026-03-06 21:14:24.943664,1050868272
2026-03-06 21:14:24.990506,0
2026-03-06 21:14:25.045934,1050868272
2026-03-06 21:14:25.092599,0
2026-03-06 21:14:25.147407,1050895312
2026-03-06 21:14:25.194549,0
2026-03-06 21:14:25.249577,1050868272
2026-03-06 21:14:25.296454,0
2026-03-06 21:14:25.351503,1050895312
2026-03-06 21:14:25.398821,0
2026-03-06 21:14:25.453391,1050868272
2026-03-06 21:14:25.50047,0
2026-03-06 21:14:25.555806,1050895312
2026-03-06 21:14:25.602713,0
2026-03-06 21:14:25.657842,1050868272
2026-03-06 21:14:25.704489,0
2026-03-06 21:14:25.759426,1050841231
2026-03-06 21:14:25.806475,0
2026-03-06 21:14:25.861418,1050895312
2026-03-06 21:14:25.908391,0
2026-03-06 21:14:25.9634,1050868272
2026-03-06 21:14:26.010196,0
2026-03-06 21:14:26.065816,1050868272
2026-03-06 21:14:26.112734,0
2026-03-06 21:14:26.167514,1050922352
2026-03-06 21:14:26.214363,0
2026-03-06 21:14:26.269754,1050922352
2026-03-06 21:14:26.316663,0
2026-03-06 21:14:26.371978,1050895312
2026-03-06 21:14:26.418667,0
2026-03-06 21:14:26.473389,1051841719
2026-03-06 21:14:26.520252,0
2026-03-06 21:14:26.57584,1051679478
2026-03-06 21:14:26.622699,0
2026-03-06 21:14:26.677327,1052003960
2026-03-06 21:14:26.724721,0
2026-03-06 21:14:26.779903,1051706518
2026-03-06 21:14:26.82664,0
2026-03-06 21:14:26.881436,1051084593
2026-03-06 21:14:26.928376,0
2026-03-06 21:14:26.983802,1051030513
2026-03-06 21:14:27.030872,0
2026-03-06 21:14:27.085678,1050976432
2026-03-06 21:14:27.132566,0
2026-03-06 21:14:27.187873,1050922352
2026-03-06 21:14:27.234434,0
2026-03-06 21:14:27.289526,1050922352
2026-03-06 21:14:27.336483,0
2026-03-06 21:14:27.391409,1050868272
2026-03-06 21:14:27.438626,0
2026-03-06 21:14:27.49367,1050922352
2026-03-06 21:14:27.540357,0
2026-03-06 21:14:27.596751,1050895312
2026-03-06 21:14:27.642769,0
2026-03-06 21:14:27.69762,1050868272
2026-03-06 21:14:27.744668,0
2026-03-06 21:14:27.799381,1050922352
2026-03-06 21:14:27.846753,0
2026-03-06 21:14:27.901867,1050976432
2026-03-06 21:14:27.948535,0
2026-03-06 21:14:28.004108,1050922352
2026-03-06 21:14:28.050383,0
2026-03-06 21:14:28.106079,1050895312
2026-03-06 21:14:28.152578,0
2026-03-06 21:14:28.207869,1050868272
2026-03-06 21:14:28.254511,0
2026-03-06 21:14:28.309522,1050868272
2026-03-06 21:14:28.356605,0
2026-03-06 21:14:28.411742,1050868272
2026-03-06 21:14:28.458206,0
2026-03-06 21:14:28.51378,1050868272
2026-03-06 21:14:28.560547,0
2026-03-06 21:14:28.615694,1050922352
2026-03-06 21:14:28.662499,0
2026-03-06 21:14:28.717522,1050922352
2026-03-06 21:14:28.764373,0
2026-03-06 21:14:28.819815,1050895312
2026-03-06 21:14:28.86671,0
2026-03-06 21:14:28.921697,1050895312
2026-03-06 21:14:28.968753,0
2026-03-06 21:14:29.023516,1050814191
2026-03-06 21:14:29.070471,0
2026-03-06 21:14:29.125699,1050868272
2026-03-06 21:14:29.172372,0
2026-03-06 21:14:29.227431,1050895312
2026-03-06 21:14:29.27458,0
2026-03-06 21:14:29.329504,1050868272
2026-03-06 21:14:29.376969,0
2026-03-06 21:14:29.431778,1050868272
2026-03-06 21:14:29.478392,0
2026-03-06 21:14:29.53368,1050949392
2026-03-06 21:14:29.580453,0
2026-03-06 21:14:29.635852,1050922352
2026-03-06 21:14:29.682386,0
2026-03-06 21:14:29.737503,1050922352
2026-03-06 21:14:29.784527,0
2026-03-06 21:14:29.839469,1050922352
2026-03-06 21:14:29.886417,0
2026-03-06 21:14:29.94172,1050895312
2026-03-06 21:14:29.988918,0
2026-03-06 21:14:30.043589,1050868272
2026-03-06 21:14:30.090666,0
2026-03-06 21:14:30.145753,1050868272
2026-03-06 21:14:30.192624,0
2026-03-06 21:14:30.247744,1050868272
2026-03-06 21:14:30.294498,0
2026-03-06 21:14:30.349967,1050868272
2026-03-06 21:14:30.396263,0
2026-03-06 21:14:30.451891,1050922352
2026-03-06 21:14:30.498736,0
2026-03-06 21:14:30.55384,1050895312
2026-03-06 21:14:30.600753,0
2026-03-06 21:14:30.655595,1050922352
2026-03-06 21:14:30.702655,0
2026-03-06 21:14:30.759245,1050922352
2026-03-06 21:14:30.804563,0
2026-03-06 21:14:30.859516,1050868272
2026-03-06 21:14:30.906762,0
2026-03-06 21:14:30.961837,1050976432
2026-03-06 21:14:31.00863,0
2026-03-06 21:14:31.064001,1050976432
2026-03-06 21:14:31.110473,0
2026-03-06 21:14:31.165868,1050868272
2026-03-06 21:14:31.212458,0
2026-03-06 21:14:31.267951,1050868272
2026-03-06 21:14:31.314365,0
2026-03-06 21:14:31.369837,1050976432
2026-03-06 21:14:31.416373,0
2026-03-06 21:14:31.471609,1050922352
2026-03-06 21:14:31.518347,0
2026-03-06 21:14:31.573873,1050841231
2026-03-06 21:14:31.620471,0
2026-03-06 21:14:31.675666,1050868272
2026-03-06 21:14:31.72276,0
2026-03-06 21:14:31.777848,1050814191
2026-03-06 21:14:31.824876,0
2026-03-06 21:14:31.879842,1051625397
2026-03-06 21:14:31.926362,0
2026-03-06 21:14:31.981724,1051976920
2026-03-06 21:14:32.028303,0
2026-03-06 21:14:32.083823,1051706518
2026-03-06 21:14:32.130676,0
2026-03-06 21:14:32.18579,1052058040
2026-03-06 21:14:32.232429,0
2026-03-06 21:14:32.287413,1051111633
2026-03-06 21:14:32.334846,0
2026-03-06 21:14:32.389623,1050976432
2026-03-06 21:14:32.436171,0
2026-03-06 21:14:32.491858,1050922352
2026-03-06 21:14:32.538307,0
2026-03-06 21:14:32.593806,1050868272
2026-03-06 21:14:32.640523,0
2026-03-06 21:14:32.695612,1050895312
2026-03-06 21:14:32.742906,0
2026-03-06 21:14:32.79801,1050868272
2026-03-06 21:14:32.844618,0
2026-03-06 21:14:32.899754,1050922352
2026-03-06 21:14:32.946432,0
2026-03-06 21:14:33.002055,1050895312
2026-03-06 21:14:33.048887,0
2026-03-06 21:14:33.104016,1050922352
2026-03-06 21:14:33.150662,0
2026-03-06 21:14:33.205495,1050895312
2026-03-06 21:14:33.25264,0
2026-03-06 21:14:33.30767,1050841231
2026-03-06 21:14:33.354839,0
2026-03-06 21:14:33.410445,1050868272
2026-03-06 21:14:33.456371,0
2026-03-06 21:14:33.511391,1050868272
2026-03-06 21:14:33.558482,0
2026-03-06 21:14:33.613489,1050868272
2026-03-06 21:14:33.660702,0
2026-03-06 21:14:33.715747,1050868272
2026-03-06 21:14:33.762406,0
2026-03-06 21:14:33.817718,1050922352
2026-03-06 21:14:33.864816,0
2026-03-06 21:14:33.919933,1050868272
2026-03-06 21:14:33.96651,0
2026-03-06 21:14:34.021741,1050868272
2026-03-06 21:14:34.068471,0
2026-03-06 21:14:34.123954,1050868272
2026-03-06 21:14:34.171001,0
2026-03-06 21:14:34.226116,1050868272
2026-03-06 21:14:34.272359,0
2026-03-06 21:14:34.327702,1050868272
2026-03-06 21:14:34.374354,0
2026-03-06 21:14:34.430112,1050841231
2026-03-06 21:14:34.476904,0
2026-03-06 21:14:34.531826,1050868272
2026-03-06 21:14:34.578331,0
2026-03-06 21:14:34.63385,1050868272
2026-03-06 21:14:34.68022,0
2026-03-06 21:14:34.735818,1050868272
2026-03-06 21:14:34.78256,0
2026-03-06 21:14:34.837531,1050868272
2026-03-06 21:14:34.884594,0
2026-03-06 21:14:34.93964,1050868272
2026-03-06 21:14:34.986289,0
2026-03-06 21:14:35.041919,1050868272
2026-03-06 21:14:35.088787,0
2026-03-06 21:14:35.143518,1050814191
2026-03-06 21:14:35.190907,0
2026-03-06 21:14:35.246071,1050841231
2026-03-06 21:14:35.292462,0
2026-03-06 21:14:35.348014,1050868272
2026-03-06 21:14:35.394363,0
2026-03-06 21:14:35.449476,1050895312
2026-03-06 21:14:35.496666,0
2026-03-06 21:14:35.551553,1050895312
2026-03-06 21:14:35.598407,0
2026-03-06 21:14:35.653716,1050868272
2026-03-06 21:14:35.700196,0
2026-03-06 21:14:35.756359,1050868272
2026-03-06 21:14:35.802671,0
2026-03-06 21:14:35.858086,1050868272
2026-03-06 21:14:35.90475,0
2026-03-06 21:14:35.959714,1050814191
2026-03-06 21:14:36.006632,0
2026-03-06 21:14:36.062194,1050841231
2026-03-06 21:14:36.108544,0
2026-03-06 21:14:36.164003,1050868272
2026-03-06 21:14:36.210895,0
2026-03-06 21:14:36.265981,1050841231
2026-03-06 21:14:36.312874,0
2026-03-06 21:14:36.368228,1050868272
2026-03-06 21:14:36.414665,0
2026-03-06 21:14:36.469638,1050895312
2026-03-06 21:14:36.516926,0
2026-03-06 21:14:36.571756,1050841231
2026-03-06 21:14:36.618395,0
2026-03-06 21:14:36.673875,1050868272
2026-03-06 21:14:36.720352,0
2026-03-06 21:14:36.776235,1050868272
2026-03-06 21:14:36.822983,0
2026-03-06 21:14:36.87777,1050841231
2026-03-06 21:14:36.924897,0
2026-03-06 21:14:36.979478,1050868272
2026-03-06 21:14:37.026842,0
2026-03-06 21:14:37.081639,1050868272
2026-03-06 21:14:37.128733,0
2026-03-06 21:14:37.184115,1050841231
2026-03-06 21:14:37.231084,0
2026-03-06 21:14:37.285628,1051273875
2026-03-06 21:14:37.332498,0
2026-03-06 21:14:37.387869,1052409563
2026-03-06 21:14:37.434692,0
2026-03-06 21:14:37.48978,1051382035
2026-03-06 21:14:37.536759,0
2026-03-06 21:14:37.591923,1052436603
2026-03-06 21:14:37.638838,0
2026-03-06 21:14:37.693891,1051084593
2026-03-06 21:14:37.740595,0
2026-03-06 21:14:37.795858,1050922352
2026-03-06 21:14:37.842778,0
2026-03-06 21:14:37.897777,1050868272
2026-03-06 21:14:37.944836,0
2026-03-06 21:14:38.000139,1050868272
2026-03-06 21:14:38.046653,0
2026-03-06 21:14:38.101787,1050868272
2026-03-06 21:14:38.148921,0
2026-03-06 21:14:38.203813,1050922352
2026-03-06 21:14:38.250653,0
2026-03-06 21:14:38.3059,1050868272
2026-03-06 21:14:38.352711,0
2026-03-06 21:14:38.408122,1050814191
2026-03-06 21:14:38.454794,0
2026-03-06 21:14:38.509743,1050868272
2026-03-06 21:14:38.556528,0
2026-03-06 21:14:38.612329,1050841231
2026-03-06 21:14:38.658688,0
2026-03-06 21:14:38.71527,1050895312
2026-03-06 21:14:38.760644,0
2026-03-06 21:14:38.815815,1050868272
2026-03-06 21:14:38.862591,0
2026-03-06 21:14:38.917754,1050868272
2026-03-06 21:14:38.964318,0
2026-03-06 21:14:39.020141,1050895312
2026-03-06 21:14:39.06647,0
2026-03-06 21:14:39.121969,1050868272
2026-03-06 21:14:39.16855,0
2026-03-06 21:14:39.223945,1050841231
2026-03-06 21:14:39.270709,0
2026-03-06 21:14:39.325639,1050868272
2026-03-06 21:14:39.372226,0
2026-03-06 21:14:39.427586,1050814191
2026-03-06 21:14:39.474309,0
2026-03-06 21:14:39.529728,1050841231
2026-03-06 21:14:39.576458,0
2026-03-06 21:14:39.631741,1050868272
2026-03-06 21:14:39.678491,0
2026-03-06 21:14:39.73415,1050868272
2026-03-06 21:14:39.780797,0
2026-03-06 21:14:39.836036,1050868272
2026-03-06 21:14:39.883834,0
2026-03-06 21:14:39.938015,1050922352
2026-03-06 21:14:39.984331,0
2026-03-06 21:14:40.040107,1050868272
2026-03-06 21:14:40.086404,0
2026-03-06 21:14:40.141654,1050895312
2026-03-06 21:14:40.188481,0
2026-03-06 21:14:40.243868,1050814191
2026-03-06 21:14:40.290725,0
2026-03-06 21:14:40.34592,1050814191
2026-03-06 21:14:40.392676,0
2026-03-06 21:14:40.447948,1050841231
2026-03-06 21:14:40.494547,0
2026-03-06 21:14:40.549724,1050895312
2026-03-06 21:14:40.596551,0
2026-03-06 21:14:40.651903,1050895312
2026-03-06 21:14:40.698469,0
2026-03-06 21:14:40.753691,1050895312
2026-03-06 21:14:40.800612,0
2026-03-06 21:14:40.856136,1050868272
2026-03-06 21:14:40.902782,0
2026-03-06 21:14:40.957826,1050841231
2026-03-06 21:14:41.004654,0
2026-03-06 21:14:41.060109,1050841231
2026-03-06 21:14:41.10664,0
2026-03-06 21:14:41.161711,1050814191
2026-03-06 21:14:41.208921,0
2026-03-06 21:14:41.263701,1050868272
2026-03-06 21:14:41.311045,0
2026-03-06 21:14:41.366093,1050868272
2026-03-06 21:14:41.412331,0
2026-03-06 21:14:41.467829,1050868272
2026-03-06 21:14:41.514638,0
2026-03-06 21:14:41.569715,1050868272
2026-03-06 21:14:41.616623,0
2026-03-06 21:14:41.672045,1050868272
2026-03-06 21:14:41.71879,0
2026-03-06 21:14:41.774098,1050868272
2026-03-06 21:14:41.820577,0
2026-03-06 21:14:41.875987,1050841231
2026-03-06 21:14:41.922603,0
2026-03-06 21:14:41.977976,1050814191
2026-03-06 21:14:42.02466,0
2026-03-06 21:14:42.079779,1050868272
2026-03-06 21:14:42.126706,0
2026-03-06 21:14:42.181854,1050814191
2026-03-06 21:14:42.228944,0
2026-03-06 21:14:42.283984,1050868272
2026-03-06 21:14:42.330933,0
2026-03-06 21:14:42.38604,1050868272
2026-03-06 21:14:42.432516,0
2026-03-06 21:14:42.488057,1050895312
2026-03-06 21:14:42.534687,0
2026-03-06 21:14:42.590085,1050868272
2026-03-06 21:14:42.636544,0
2026-03-06 21:14:42.692305,1050976432
2026-03-06 21:14:42.73875,0
2026-03-06 21:14:42.794577,1052652925
2026-03-06 21:14:42.840732,0
2026-03-06 21:14:42.896134,1051138674
2026-03-06 21:14:42.942961,0
2026-03-06 21:14:42.998019,1052842206
2026-03-06 21:14:43.044924,0
2026-03-06 21:14:43.100115,1051084593
2026-03-06 21:14:43.146721,0
2026-03-06 21:14:43.201896,1050949392
2026-03-06 21:14:43.248965,0
2026-03-06 21:14:43.30433,1050922352
2026-03-06 21:14:43.350788,0
2026-03-06 21:14:43.405735,1050922352
2026-03-06 21:14:43.45245,0
2026-03-06 21:14:43.507879,1050868272
2026-03-06 21:14:43.554786,0
2026-03-06 21:14:43.610036,1050841231
2026-03-06 21:14:43.657033,0
2026-03-06 21:14:43.711791,1050868272
2026-03-06 21:14:43.758665,0
2026-03-06 21:14:43.814362,1050868272
2026-03-06 21:14:43.860792,0
2026-03-06 21:14:43.91598,1050868272
2026-03-06 21:14:43.962774,0
2026-03-06 21:14:44.017871,1050868272
2026-03-06 21:14:44.064613,0
2026-03-06 21:14:44.120212,1050895312
2026-03-06 21:14:44.166701,0
2026-03-06 21:14:44.221985,1050868272
2026-03-06 21:14:44.268763,0
2026-03-06 21:14:44.324367,1050868272
2026-03-06 21:14:44.370938,0
2026-03-06 21:14:44.426144,1050814191
2026-03-06 21:14:44.473127,0
2026-03-06 21:14:44.528207,1050814191
2026-03-06 21:14:44.574903,0
2026-03-06 21:14:44.630008,1050814191
2026-03-06 21:14:44.676566,0
2026-03-06 21:14:44.732199,1050868272
2026-03-06 21:14:44.778747,0
2026-03-06 21:14:44.833792,1050895312
2026-03-06 21:14:44.880463,0
2026-03-06 21:14:44.936106,1050895312
2026-03-06 21:14:44.982645,0
2026-03-06 21:14:45.037845,1050868272
2026-03-06 21:14:45.085032,0
2026-03-06 21:14:45.139964,1050922352
2026-03-06 21:14:45.186736,0
2026-03-06 21:14:45.241767,1050868272
2026-03-06 21:14:45.288726,0
2026-03-06 21:14:45.343943,1050814191
2026-03-06 21:14:45.390454,0
2026-03-06 21:14:45.445763,1050814191
2026-03-06 21:14:45.492885,0
2026-03-06 21:14:45.547961,1050841231
2026-03-06 21:14:45.594816,0
2026-03-06 21:14:45.649983,1050868272
2026-03-06 21:14:45.696846,0
2026-03-06 21:14:45.752297,1050868272
2026-03-06 21:14:45.798685,0
2026-03-06 21:14:45.85403,1050841231
2026-03-06 21:14:45.900687,0
2026-03-06 21:14:45.95577,1050868272
2026-03-06 21:14:46.002531,0
2026-03-06 21:14:46.058462,1050814191
2026-03-06 21:14:46.10462,0
2026-03-06 21:14:46.159843,1050814191
2026-03-06 21:14:46.20681,0
2026-03-06 21:14:46.26236,1050841231
2026-03-06 21:14:46.308728,0
2026-03-06 21:14:46.364114,1050814191
2026-03-06 21:14:46.410609,0
2026-03-06 21:14:46.465928,1050868272
2026-03-06 21:14:46.512683,0
2026-03-06 21:14:46.56802,1050868272
2026-03-06 21:14:46.61469,0
2026-03-06 21:14:46.670255,1050868272
2026-03-06 21:14:46.717074,0
2026-03-06 21:14:46.772012,1050868272
2026-03-06 21:14:46.818944,0
2026-03-06 21:14:46.874411,1050841231
2026-03-06 21:14:46.92064,0
2026-03-06 21:14:46.976693,1050841231
2026-03-06 21:14:47.022545,0
2026-03-06 21:14:47.078008,1050868272
2026-03-06 21:14:47.124604,0
2026-03-06 21:14:47.18,1050868272
2026-03-06 21:14:47.226987,0
2026-03-06 21:14:47.282062,1050868272
2026-03-06 21:14:47.328689,0
2026-03-06 21:14:47.384079,1050868272
2026-03-06 21:14:47.431016,0
2026-03-06 21:14:47.486121,1050868272
2026-03-06 21:14:47.532553,0
2026-03-06 21:14:47.58844,1050868272
2026-03-06 21:14:47.634995,0
2026-03-06 21:14:47.690148,1050814191
2026-03-06 21:14:47.737038,0
2026-03-06 21:14:47.792205,1050841231
2026-03-06 21:14:47.838534,0
2026-03-06 21:14:47.893729,1050814191
2026-03-06 21:14:47.94187,0
2026-03-06 21:14:47.996054,1050787151
2026-03-06 21:14:48.042656,0
2026-03-06 21:14:48.098204,1050868272
2026-03-06 21:14:48.145409,0
2026-03-06 21:14:48.200018,1052869246
2026-03-06 21:14:48.247013,0
2026-03-06 21:14:48.301895,1051084593
2026-03-06 21:14:48.349072,0
2026-03-06 21:14:48.404346,1052950367
2026-03-06 21:14:48.450594,0
2026-03-06 21:14:48.506272,1051084593
2026-03-06 21:14:48.552539,0
2026-03-06 21:14:48.608067,1050922352
2026-03-06 21:14:48.654799,0
2026-03-06 21:14:48.709913,1050868272
2026-03-06 21:14:48.756969,0
2026-03-06 21:14:48.812211,1050868272
2026-03-06 21:14:48.858451,0
2026-03-06 21:14:48.914225,1050868272
2026-03-06 21:14:48.962122,0
2026-03-06 21:14:49.015887,1050868272
2026-03-06 21:14:49.062833,0
2026-03-06 21:14:49.118077,1050895312
2026-03-06 21:14:49.16473,0
2026-03-06 21:14:49.22008,1050868272
2026-03-06 21:14:49.266813,0
2026-03-06 21:14:49.321896,1050868272
2026-03-06 21:14:49.368262,0
2026-03-06 21:14:49.423943,1050868272
2026-03-06 21:14:49.470621,0
2026-03-06 21:14:49.525795,1050814191
2026-03-06 21:14:49.572761,0
2026-03-06 21:14:49.628201,1050868272
2026-03-06 21:14:49.674557,0
2026-03-06 21:14:49.729733,1050841231
2026-03-06 21:14:49.776333,0
2026-03-06 21:14:49.832998,1050814191
2026-03-06 21:14:49.878537,0
2026-03-06 21:14:49.933981,1050868272
2026-03-06 21:14:49.981046,0
2026-03-06 21:14:50.03619,1050895312
2026-03-06 21:14:50.082638,0
2026-03-06 21:14:50.138106,1050868272
2026-03-06 21:14:50.184577,0
2026-03-06 21:14:50.240342,1050868272
2026-03-06 21:14:50.287107,0
2026-03-06 21:14:50.341935,1050814191
2026-03-06 21:14:50.389011,0
2026-03-06 21:14:50.443944,1050895312
2026-03-06 21:14:50.490951,0
2026-03-06 21:14:50.546127,1050841231
2026-03-06 21:14:50.592748,0
2026-03-06 21:14:50.648128,1050895312
2026-03-06 21:14:50.694645,0
2026-03-06 21:14:50.750303,1050922352
2026-03-06 21:14:50.796707,0
2026-03-06 21:14:50.851876,1050922352
2026-03-06 21:14:50.899456,0
2026-03-06 21:14:50.954006,1050922352
2026-03-06 21:14:51.000776,0
2026-03-06 21:14:51.056275,1050976432
2026-03-06 21:14:51.102534,0
2026-03-06 21:14:51.158087,1050976432
2026-03-06 21:14:51.204836,0
2026-03-06 21:14:51.260562,1050922352
2026-03-06 21:14:51.306934,0
2026-03-06 21:14:51.362066,1050922352
2026-03-06 21:14:51.408712,0
2026-03-06 21:14:51.464076,1050922352
2026-03-06 21:14:51.510817,0
2026-03-06 21:14:51.566366,1050868272
2026-03-06 21:14:51.612564,0
2026-03-06 21:14:51.667843,1050922352
2026-03-06 21:14:51.714703,0
2026-03-06 21:14:51.77025,1050922352
2026-03-06 21:14:51.816861,0
2026-03-06 21:14:51.872383,1050868272
2026-03-06 21:14:51.91861,0
2026-03-06 21:14:51.97393,1050814191
2026-03-06 21:14:52.020826,0
2026-03-06 21:14:52.076448,1050868272
2026-03-06 21:14:52.122596,0
2026-03-06 21:14:52.178095,1050868272
2026-03-06 21:14:52.224723,0
2026-03-06 21:14:52.27987,1050868272
2026-03-06 21:14:52.326767,0
2026-03-06 21:14:52.382366,1050895312
2026-03-06 21:14:52.429748,0
2026-03-06 21:14:52.484434,1050922352
2026-03-06 21:14:52.530547,0
2026-03-06 21:14:52.586046,1050895312
2026-03-06 21:14:52.632687,0
2026-03-06 21:14:52.687958,1050868272
2026-03-06 21:14:52.734787,0
2026-03-06 21:14:52.790291,1050868272
2026-03-06 21:14:52.837081,0
2026-03-06 21:14:52.892655,1050868272
2026-03-06 21:14:52.938966,0
2026-03-06 21:14:52.994293,1050814191
2026-03-06 21:14:53.04057,0
2026-03-06 21:14:53.095973,1050868272
2026-03-06 21:14:53.142502,0
2026-03-06 21:14:53.198385,1050814191
2026-03-06 21:14:53.244678,0
