time,LC_Cal.CH19.force_n
2026-03-06 21:14:19.05781,0.0
2026-03-06 21:14:19.223794,0.0
2026-03-06 21:14:19.424393,0.0
2026-03-06 21:14:19.625913,0.0
2026-03-06 21:14:19.727087,0.0
2026-03-06 21:14:19.831074,0.0
2026-03-06 21:14:20.027919,0.0
2026-03-06 21:14:20.128274,-207.29446
2026-03-06 21:14:20.228311,0.0
2026-03-06 21:14:20.328314,0.0
2026-03-06 21:14:20.428602,0.0
2026-03-06 21:14:20.628409,0.0
2026-03-06 21:14:20.828688,0.0
2026-03-06 21:14:20.931864,0.0
2026-03-06 21:14:21.131515,0.0
2026-03-06 21:14:21.232125,0.0
2026-03-06 21:14:21.332927,0.0
2026-03-06 21:14:21.531874,0.0
2026-03-06 21:14:21.732266,0.0
2026-03-06 21:14:21.935026,0.0
2026-03-06 21:14:22.036327,0.0
2026-03-06 21:14:22.136717,0.0
2026-03-06 21:14:22.334315,0.0
2026-03-06 21:14:22.435695,0.0
2026-03-06 21:14:22.536191,0.0
2026-03-06 21:14:22.734512,0.0
2026-03-06 21:14:22.834542,0.0
2026-03-06 21:14:22.937343,0.0
2026-03-06 21:14:23.037449,0.0
2026-03-06 21:14:23.238963,-207.22694
2026-03-06 21:14:23.436886,0.0
2026-03-06 21:14:23.537033,0.0
2026-03-06 21:14:23.63766,0.0
2026-03-06 21:14:23.837574,0.0
2026-03-06 21:14:23.939895,0.0
2026-03-06 21:14:24.041196,0.0
2026-03-06 21:14:24.240307,0.0
2026-03-06 21:14:24.341569,0.0
2026-03-06 21:14:24.54056,0.0
2026-03-06 21:14:24.642777,0.0
2026-03-06 21:14:24.841542,0.0
2026-03-06 21:14:24.943684,0.0
2026-03-06 21:14:25.043689,0.0
2026-03-06 21:14:25.143899,0.0
2026-03-06 21:14:25.343743,0.0
2026-03-06 21:14:25.444485,0.0
2026-03-06 21:14:25.644789,0.0
2026-03-06 21:14:25.744807,0.0
2026-03-06 21:14:25.946174,0.0
2026-03-06 21:14:26.145544,0.0
2026-03-06 21:14:26.246093,0.0
2026-03-06 21:14:26.346282,0.0
2026-03-06 21:14:26.446424,0.0
2026-03-06 21:14:26.646134,0.0
2026-03-06 21:14:26.746605,0.0
2026-03-06 21:14:26.846645,0.0
2026-03-06 21:14:26.950409,0.0
2026-03-06 21:14:27.149495,0.0
2026-03-06 21:14:27.249918,0.0
2026-03-06 21:14:27.350205,0.0
2026-03-06 21:14:27.549737,0.0
2026-03-06 21:14:27.650101,0.0
2026-03-06 21:14:27.849979,0.0
2026-03-06 21:14:27.952842,0.0
2026-03-06 21:14:28.052969,0.0
2026-03-06 21:14:28.153456,0.0
2026-03-06 21:14:28.352315,0.0
2026-03-06 21:14:28.452302,0.0
2026-03-06 21:14:28.652433,0.0
2026-03-06 21:14:28.752637,0.0
2026-03-06 21:14:28.852845,0.0
2026-03-06 21:14:28.955788,0.0
2026-03-06 21:14:29.154746,0.0
2026-03-06 21:14:29.256433,0.0
2026-03-06 21:14:29.455582,0.0
2026-03-06 21:14:29.659748,0.0
2026-03-06 21:14:29.854928,0.0
2026-03-06 21:14:29.959562,0.0
2026-03-06 21:14:30.157603,0.0
2026-03-06 21:14:30.258728,0.0
2026-03-06 21:14:30.360415,0.0
2026-03-06 21:14:30.460832,0.0
2026-03-06 21:14:30.561773,0.0
2026-03-06 21:14:30.761603,0.0
2026-03-06 21:14:30.961118,0.0
2026-03-06 21:14:31.062491,0.0
2026-03-06 21:14:31.162595,0.0
2026-03-06 21:14:31.360494,0.0
2026-03-06 21:14:31.460924,0.0
2026-03-06 21:14:31.562118,0.0
2026-03-06 21:14:31.662703,0.0
2026-03-06 21:14:31.862068,0.0
2026-03-06 21:14:31.964839,0.0
2026-03-06 21:14:32.16396,0.0
2026-03-06 21:14:32.267412,0.0
2026-03-06 21:14:32.465585,0.0
2026-03-06 21:14:32.666352,0.0
2026-03-06 21:14:32.766714,0.0
2026-03-06 21:14:32.866765,0.0
2026-03-06 21:14:32.96972,0.0
2026-03-06 21:14:33.16727,0.0
2026-03-06 21:14:33.269064,0.0
2026-03-06 21:14:33.370401,0.0
2026-03-06 21:14:33.567113,0.0
2026-03-06 21:14:33.767966,0.0
2026-03-06 21:14:33.971238,0.0
2026-03-06 21:14:34.17309,0.0
2026-03-06 21:14:34.371841,0.0
2026-03-06 21:14:34.572909,0.0
2026-03-06 21:14:34.770834,0.0
2026-03-06 21:14:34.973414,0.0
2026-03-06 21:14:35.074184,0.0
2026-03-06 21:14:35.273017,0.0
2026-03-06 21:14:35.376755,0.0
2026-03-06 21:14:35.573869,0.0
2026-03-06 21:14:35.774593,0.0
2026-03-06 21:14:35.875051,0.0
2026-03-06 21:14:35.976673,0.0
2026-03-06 21:14:36.07732,0.0
2026-03-06 21:14:36.177378,0.0
2026-03-06 21:14:36.278072,0.0
2026-03-06 21:14:36.476565,0.0
2026-03-06 21:14:36.57727,0.0
2026-03-06 21:14:36.677366,0.0
2026-03-06 21:14:36.778393,0.0
2026-03-06 21:14:36.980441,0.0
2026-03-06 21:14:37.080661,0.0
2026-03-06 21:14:37.180696,-207.25471
2026-03-06 21:14:37.280872,0.0
2026-03-06 21:14:37.479436,0.0
2026-03-06 21:14:37.579965,0.0
2026-03-06 21:14:37.680062,0.0
2026-03-06 21:14:37.780545,0.0
2026-03-06 21:14:37.880688,0.0
2026-03-06 21:14:37.983155,0.0
2026-03-06 21:14:38.084941,0.0
2026-03-06 21:14:38.282598,0.0
2026-03-06 21:14:38.38295,0.0
2026-03-06 21:14:38.582996,0.0
2026-03-06 21:14:38.683079,0.0
2026-03-06 21:14:38.883279,0.0
2026-03-06 21:14:38.985874,0.0
2026-03-06 21:14:39.185481,0.0
2026-03-06 21:14:39.385105,0.0
2026-03-06 21:14:39.485434,0.0
2026-03-06 21:14:39.587496,0.0
2026-03-06 21:14:39.687763,0.0
2026-03-06 21:14:39.886876,0.0
2026-03-06 21:14:39.989533,0.0
2026-03-06 21:14:40.092617,0.0
2026-03-06 21:14:40.288234,0.0
2026-03-06 21:14:40.389048,0.0
2026-03-06 21:14:40.489114,0.0
2026-03-06 21:14:40.58925,0.0
2026-03-06 21:14:40.691521,0.0
2026-03-06 21:14:40.791619,0.0
2026-03-06 21:14:40.993128,0.0
2026-03-06 21:14:41.193179,0.0
2026-03-06 21:14:41.39149,0.0
2026-03-06 21:14:41.491748,0.0
2026-03-06 21:14:41.691785,0.0
2026-03-06 21:14:41.89222,0.0
2026-03-06 21:14:41.995524,0.0
2026-03-06 21:14:42.127825,0.0
2026-03-06 21:14:42.295482,0.0
2026-03-06 21:14:42.396589,0.0
2026-03-06 21:14:42.595051,0.0
2026-03-06 21:14:42.696344,0.0
2026-03-06 21:14:42.896749,0.0
2026-03-06 21:14:42.998777,0.0
2026-03-06 21:14:43.197638,0.0
2026-03-06 21:14:43.298306,0.0
2026-03-06 21:14:43.398539,0.0
2026-03-06 21:14:43.499999,-207.21773
2026-03-06 21:14:43.698497,0.0
2026-03-06 21:14:43.798626,0.0
2026-03-06 21:14:44.000957,0.0
2026-03-06 21:14:44.101471,0.0
2026-03-06 21:14:44.201622,0.0
2026-03-06 21:14:44.401272,0.0
2026-03-06 21:14:44.600933,0.0
2026-03-06 21:14:44.80127,0.0
2026-03-06 21:14:44.901386,0.0
2026-03-06 21:14:45.005027,0.0
2026-03-06 21:14:45.205139,0.0
2026-03-06 21:14:45.306332,0.0
2026-03-06 21:14:45.506361,0.0
2026-03-06 21:14:45.703509,0.0
2026-03-06 21:14:45.905557,0.0
2026-03-06 21:14:46.006841,0.0
2026-03-06 21:14:46.107268,0.0
2026-03-06 21:14:46.207561,0.0
2026-03-06 21:14:46.310444,0.0
2026-03-06 21:14:46.507608,0.0
2026-03-06 21:14:46.607597,0.0
2026-03-06 21:14:46.707791,0.0
2026-03-06 21:14:46.907409,0.0
2026-03-06 21:14:47.009625,0.0
2026-03-06 21:14:47.111624,0.0
2026-03-06 21:14:47.310427,0.0
2026-03-06 21:14:47.410452,0.0
2026-03-06 21:14:47.51062,0.0
2026-03-06 21:14:47.714943,0.0
2026-03-06 21:14:47.911302,0.0
2026-03-06 21:14:48.013904,0.0
2026-03-06 21:14:48.213235,0.0
2026-03-06 21:14:48.313326,0.0
2026-03-06 21:14:48.413616,0.0
2026-03-06 21:14:48.613237,0.0
2026-03-06 21:14:48.814011,0.0
2026-03-06 21:14:49.015585,0.0
2026-03-06 21:14:49.116307,0.0
2026-03-06 21:14:49.315927,0.0
2026-03-06 21:14:49.516522,0.0
2026-03-06 21:14:49.621956,0.0
2026-03-06 21:14:49.81576,0.0
2026-03-06 21:14:50.018737,0.0
2026-03-06 21:14:50.118958,0.0
2026-03-06 21:14:50.219363,0.0
2026-03-06 21:14:50.321169,0.0
2026-03-06 21:14:50.422004,0.0
2026-03-06 21:14:50.621319,0.0
2026-03-06 21:14:50.721729,0.0
2026-03-06 21:14:50.919874,0.0
2026-03-06 21:14:51.022234,0.0
2026-03-06 21:14:51.122406,0.0
2026-03-06 21:14:51.222744,0.0
2026-03-06 21:14:51.322822,0.0
2026-03-06 21:14:51.522847,0.0
2026-03-06 21:14:51.721307,0.0
2026-03-06 21:14:51.821442,0.0
2026-03-06 21:14:51.923766,0.0
2026-03-06 21:14:52.025087,0.0
2026-03-06 21:14:52.22507,0.0
2026-03-06 21:14:52.326277,0.0
2026-03-06 21:14:52.42635,-207.23273
2026-03-06 21:14:52.526363,0.0
2026-03-06 21:14:52.626558,0.0
2026-03-06 21:14:52.825919,0.0
2026-03-06 21:14:53.028507,0.0
2026-03-06 21:14:53.130792,0.0
2026-03-06 21:14:53.330801,0.0
2026-03-06 21:14:53.529381,0.0
2026-03-06 21:14:53.728378,0.0
2026-03-06 21:14:53.930692,0.0
2026-03-06 21:14:54.033686,0.0
2026-03-06 21:14:54.133893,0.0
2026-03-06 21:14:54.332669,0.0
2026-03-06 21:14:54.531199,0.0
2026-03-06 21:14:54.631759,0.0
2026-03-06 21:14:54.732554,0.0
2026-03-06 21:14:54.931424,0.0
2026-03-06 21:14:55.035295,0.0
2026-03-06 21:14:55.234853,0.0
2026-03-06 21:14:55.434745,0.0
2026-03-06 21:14:55.534965,0.0
2026-03-06 21:14:55.636049,0.0
2026-03-06 21:14:55.835865,0.0
2026-03-06 21:14:55.937383,0.0
2026-03-06 21:14:56.03762,0.0
2026-03-06 21:14:56.137701,0.0
2026-03-06 21:14:56.238346,0.0
2026-03-06 21:14:56.437051,0.0
2026-03-06 21:14:56.537292,0.0
2026-03-06 21:14:56.736939,0.0
2026-03-06 21:14:56.837164,0.0
2026-03-06 21:14:56.937223,0.0
2026-03-06 21:14:57.040156,0.0
2026-03-06 21:14:57.140198,-207.24603
2026-03-06 21:14:57.240219,0.0
2026-03-06 21:14:57.340647,0.0
2026-03-06 21:14:57.540024,0.0
2026-03-06 21:14:57.740757,0.0
2026-03-06 21:14:57.842721,0.0
