time,ACT.GSE_LOX_Fill_Vent.actuator_state
2026-03-06 21:18:27.242109,0
2026-03-06 21:18:27.300576,1
2026-03-06 21:18:27.343947,0
2026-03-06 21:18:27.403189,1
2026-03-06 21:18:27.446396,0
2026-03-06 21:18:27.504412,1
2026-03-06 21:18:27.548413,0
2026-03-06 21:18:27.606184,1
2026-03-06 21:18:27.650108,0
2026-03-06 21:18:27.708265,1
2026-03-06 21:18:27.752134,0
2026-03-06 21:18:27.810875,1
2026-03-06 21:18:27.854359,0
2026-03-06 21:18:27.91232,1
2026-03-06 21:18:27.955942,0
2026-03-06 21:18:28.014634,1
2026-03-06 21:18:28.058257,0
2026-03-06 21:18:28.116234,1
2026-03-06 21:18:28.160136,0
2026-03-06 21:18:28.218317,1
2026-03-06 21:18:28.262251,0
2026-03-06 21:18:28.320437,1
2026-03-06 21:18:28.364278,0
2026-03-06 21:18:28.422588,1
2026-03-06 21:18:28.466237,0
2026-03-06 21:18:28.524318,1
2026-03-06 21:18:28.568028,0
2026-03-06 21:18:28.626525,1
2026-03-06 21:18:28.669945,0
2026-03-06 21:18:28.728456,1
2026-03-06 21:18:28.772565,0
2026-03-06 21:18:28.830332,1
2026-03-06 21:18:28.87406,0
2026-03-06 21:18:28.932667,1
2026-03-06 21:18:28.97604,0
2026-03-06 21:18:29.035019,1
2026-03-06 21:18:29.078297,0
2026-03-06 21:18:29.13649,1
2026-03-06 21:18:29.180136,0
2026-03-06 21:18:29.238694,1
2026-03-06 21:18:29.281881,0
2026-03-06 21:18:29.340456,1
2026-03-06 21:18:29.384093,0
2026-03-06 21:18:29.44246,1
2026-03-06 21:18:29.486303,0
2026-03-06 21:18:29.544653,1
2026-03-06 21:18:29.588062,0
2026-03-06 21:18:29.646417,1
2026-03-06 21:18:29.690149,0
2026-03-06 21:18:29.748528,1
2026-03-06 21:18:29.792102,0
2026-03-06 21:18:29.85038,1
2026-03-06 21:18:29.89454,0
2026-03-06 21:18:29.952548,1
2026-03-06 21:18:29.996052,0
2026-03-06 21:18:30.054647,1
2026-03-06 21:18:30.098575,0
2026-03-06 21:18:30.156476,1
2026-03-06 21:18:30.200436,0
2026-03-06 21:18:30.258669,1
2026-03-06 21:18:30.302636,0
2026-03-06 21:18:30.360703,1
2026-03-06 21:18:30.40433,0
2026-03-06 21:18:30.46238,1
2026-03-06 21:18:30.506481,0
2026-03-06 21:18:30.564237,1
2026-03-06 21:18:30.608267,0
2026-03-06 21:18:30.66643,1
2026-03-06 21:18:30.71029,0
2026-03-06 21:18:30.768668,1
2026-03-06 21:18:30.812452,0
2026-03-06 21:18:30.870618,1
2026-03-06 21:18:30.914604,0
2026-03-06 21:18:30.972983,1
2026-03-06 21:18:31.01612,0
2026-03-06 21:18:31.074551,1
2026-03-06 21:18:31.118261,0
2026-03-06 21:18:31.176299,1
2026-03-06 21:18:31.220416,0
2026-03-06 21:18:31.278535,1
2026-03-06 21:18:31.322545,0
2026-03-06 21:18:31.380818,1
2026-03-06 21:18:31.424016,0
2026-03-06 21:18:31.482298,1
2026-03-06 21:18:31.526118,0
2026-03-06 21:18:31.58472,1
2026-03-06 21:18:31.628876,0
2026-03-06 21:18:31.686342,1
2026-03-06 21:18:31.730347,0
2026-03-06 21:18:31.788725,1
2026-03-06 21:18:31.832385,0
2026-03-06 21:18:31.890454,1
2026-03-06 21:18:31.93461,0
2026-03-06 21:18:31.992253,1
2026-03-06 21:18:32.036326,0
2026-03-06 21:18:32.094757,1
2026-03-06 21:18:32.138352,0
2026-03-06 21:18:32.196387,1
2026-03-06 21:18:32.239927,0
2026-03-06 21:18:32.29846,1
2026-03-06 21:18:32.34234,0
2026-03-06 21:18:32.400465,1
2026-03-06 21:18:32.444372,0
2026-03-06 21:18:32.502598,1
2026-03-06 21:18:32.546245,0
2026-03-06 21:18:32.6044,1
2026-03-06 21:18:32.648281,0
2026-03-06 21:18:32.706567,1
2026-03-06 21:18:32.750039,0
2026-03-06 21:18:32.808932,1
2026-03-06 21:18:32.851965,0
2026-03-06 21:18:32.910864,1
2026-03-06 21:18:32.954492,0
2026-03-06 21:18:33.012696,1
2026-03-06 21:18:33.056122,0
2026-03-06 21:18:33.114733,1
2026-03-06 21:18:33.158232,0
2026-03-06 21:18:33.216526,1
2026-03-06 21:18:33.26029,0
2026-03-06 21:18:33.31819,1
2026-03-06 21:18:33.362407,0
2026-03-06 21:18:33.421082,1
2026-03-06 21:18:33.4642,0
2026-03-06 21:18:33.522775,1
2026-03-06 21:18:33.566167,0
2026-03-06 21:18:33.624196,1
2026-03-06 21:18:33.668068,0
2026-03-06 21:18:33.726786,1
2026-03-06 21:18:33.770579,0
2026-03-06 21:18:33.828473,1
2026-03-06 21:18:33.872107,0
2026-03-06 21:18:33.930674,1
2026-03-06 21:18:33.974468,0
2026-03-06 21:18:34.032602,1
2026-03-06 21:18:34.075805,0
2026-03-06 21:18:34.134381,1
2026-03-06 21:18:34.178391,0
2026-03-06 21:18:34.236861,1
2026-03-06 21:18:34.280023,0
2026-03-06 21:18:34.338481,1
2026-03-06 21:18:34.38242,0
2026-03-06 21:18:34.440691,1
2026-03-06 21:18:34.484377,0
2026-03-06 21:18:34.542724,1
