time,TC_Cal.CH20.timestamp_ns
2026-03-06 21:14:19.124315,1772831659124300107
2026-03-06 21:14:19.251256,1772831659251241324
2026-03-06 21:14:19.377446,1772831659377291144
2026-03-06 21:14:19.506815,1772831659506790535
2026-03-06 21:14:19.633734,1772831659633574265
2026-03-06 21:14:19.759011,1772831659758969621
2026-03-06 21:14:19.886572,1772831659886550934
2026-03-06 21:14:20.018543,1772831660018512611
2026-03-06 21:14:20.144988,1772831660144936209
2026-03-06 21:14:20.272496,1772831660272465719
2026-03-06 21:14:20.39888,1772831660398847923
2026-03-06 21:14:20.526655,1772831660526634497
2026-03-06 21:14:20.653184,1772831660653154117
2026-03-06 21:14:20.78177,1772831660781730239
2026-03-06 21:14:20.90795,1772831660907934370
2026-03-06 21:14:21.038928,1772831661038906423
2026-03-06 21:14:21.170571,1772831661170394233
2026-03-06 21:14:21.296501,1772831661296446617
2026-03-06 21:14:21.420412,1772831661420386817
2026-03-06 21:14:21.547472,1772831661547449635
2026-03-06 21:14:21.67518,1772831661675147147
2026-03-06 21:14:21.802655,1772831661802613009
2026-03-06 21:14:21.930564,1772831661930529553
2026-03-06 21:14:22.061066,1772831662060964518
2026-03-06 21:14:22.187939,1772831662187916708
2026-03-06 21:14:22.313926,1772831662313864334
2026-03-06 21:14:22.442082,1772831662442043777
2026-03-06 21:14:22.568083,1772831662568053557
2026-03-06 21:14:22.694433,1772831662694428807
2026-03-06 21:14:22.82356,1772831662823489280
2026-03-06 21:14:22.950558,1772831662950547677
2026-03-06 21:14:23.081506,1772831663081474179
2026-03-06 21:14:23.208431,1772831663208419658
2026-03-06 21:14:23.335091,1772831663335051302
2026-03-06 21:14:23.461475,1772831663461451801
2026-03-06 21:14:23.589497,1772831663589453590
2026-03-06 21:14:23.717099,1772831663717072930
2026-03-06 21:14:23.84448,1772831663844466819
2026-03-06 21:14:23.971664,1772831663971642508
2026-03-06 21:14:24.103688,1772831664103660773
2026-03-06 21:14:24.229405,1772831664229365703
2026-03-06 21:14:24.356938,1772831664356869049
2026-03-06 21:14:24.482719,1772831664482693497
2026-03-06 21:14:24.611066,1772831664611037021
2026-03-06 21:14:24.738184,1772831664738149649
2026-03-06 21:14:24.865401,1772831664865388001
2026-03-06 21:14:24.992617,1772831664992571043
2026-03-06 21:14:25.123667,1772831665123653945
2026-03-06 21:14:25.250223,1772831665250215161
2026-03-06 21:14:25.37763,1772831665377556231
2026-03-06 21:14:25.50498,1772831665504870989
2026-03-06 21:14:25.631988,1772831665631940130
2026-03-06 21:14:25.7579,1772831665757881540
2026-03-06 21:14:25.886274,1772831665886195543
2026-03-06 21:14:26.0134,1772831666013381181
2026-03-06 21:14:26.143826,1772831666143810801
2026-03-06 21:14:26.272391,1772831666272372562
2026-03-06 21:14:26.399971,1772831666399921140
2026-03-06 21:14:26.526222,1772831666526190844
2026-03-06 21:14:26.65244,1772831666652413389
2026-03-06 21:14:26.779566,1772831666779529658
2026-03-06 21:14:26.908642,1772831666908625069
2026-03-06 21:14:27.034415,1772831667034390150
2026-03-06 21:14:27.164885,1772831667164858493
2026-03-06 21:14:27.292254,1772831667292224537
2026-03-06 21:14:27.419699,1772831667419676025
2026-03-06 21:14:27.546636,1772831667546611392
2026-03-06 21:14:27.672863,1772831667672827658
2026-03-06 21:14:27.800344,1772831667800305200
2026-03-06 21:14:27.927907,1772831667927884835
2026-03-06 21:14:28.055328,1772831668055294148
2026-03-06 21:14:28.185588,1772831668185581669
2026-03-06 21:14:28.313143,1772831668313115223
2026-03-06 21:14:28.440284,1772831668440255313
2026-03-06 21:14:28.56834,1772831668568320617
2026-03-06 21:14:28.694912,1772831668694895425
2026-03-06 21:14:28.820951,1772831668820933447
2026-03-06 21:14:28.952077,1772831668952041335
2026-03-06 21:14:29.077981,1772831669077950614
2026-03-06 21:14:29.205646,1772831669205631933
2026-03-06 21:14:29.333319,1772831669333252594
2026-03-06 21:14:29.460354,1772831669460313243
2026-03-06 21:14:29.587002,1772831669586987187
2026-03-06 21:14:29.714345,1772831669714314989
2026-03-06 21:14:29.843953,1772831669843918814
2026-03-06 21:14:29.969463,1772831669969428539
2026-03-06 21:14:30.096808,1772831670096778754
2026-03-06 21:14:30.228909,1772831670228872958
2026-03-06 21:14:30.355526,1772831670355493084
2026-03-06 21:14:30.482941,1772831670482915001
2026-03-06 21:14:30.609719,1772831670609702010
2026-03-06 21:14:30.735108,1772831670735078771
2026-03-06 21:14:30.867222,1772831670867170082
2026-03-06 21:14:30.991007,1772831670990980882
2026-03-06 21:14:31.117527,1772831671117495877
2026-03-06 21:14:31.250558,1772831671250542974
2026-03-06 21:14:31.375377,1772831671375298242
2026-03-06 21:14:31.504854,1772831671504827726
2026-03-06 21:14:31.629764,1772831671629749837
2026-03-06 21:14:31.756293,1772831671756283539
2026-03-06 21:14:31.887499,1772831671887473570
2026-03-06 21:14:32.01195,1772831672011938994
2026-03-06 21:14:32.138766,1772831672138608733
2026-03-06 21:14:32.271843,1772831672271805317
2026-03-06 21:14:32.395511,1772831672395496757
2026-03-06 21:14:32.523302,1772831672523292314
2026-03-06 21:14:32.656879,1772831672656854986
2026-03-06 21:14:32.777076,1772831672777066447
2026-03-06 21:14:32.906101,1772831672906083729
2026-03-06 21:14:33.03274,1772831673032724719
2026-03-06 21:14:33.158782,1772831673158770681
2026-03-06 21:14:33.290819,1772831673290798693
2026-03-06 21:14:33.420205,1772831673420101181
2026-03-06 21:14:33.544657,1772831673544635716
2026-03-06 21:14:33.670606,1772831673670588205
2026-03-06 21:14:33.799698,1772831673799667504
2026-03-06 21:14:33.926724,1772831673926699916
2026-03-06 21:14:34.056474,1772831674056434711
2026-03-06 21:14:34.180576,1772831674180544610
2026-03-06 21:14:34.31177,1772831674311721427
2026-03-06 21:14:34.438793,1772831674438777402
2026-03-06 21:14:34.567495,1772831674567456028
2026-03-06 21:14:34.692291,1772831674692279476
2026-03-06 21:14:34.81931,1772831674819295257
2026-03-06 21:14:34.947256,1772831674947241539
2026-03-06 21:14:35.075119,1772831675075106015
2026-03-06 21:14:35.203229,1772831675203208527
2026-03-06 21:14:35.334552,1772831675334528278
2026-03-06 21:14:35.458544,1772831675458536559
2026-03-06 21:14:35.585898,1772831675585888587
2026-03-06 21:14:35.713008,1772831675712997185
2026-03-06 21:14:35.840031,1772831675840024306
2026-03-06 21:14:35.968725,1772831675968711886
2026-03-06 21:14:36.097425,1772831676097402489
2026-03-06 21:14:36.228315,1772831676228283642
2026-03-06 21:14:36.353542,1772831676353533941
2026-03-06 21:14:36.479787,1772831676479772263
2026-03-06 21:14:36.607456,1772831676607447052
2026-03-06 21:14:36.73471,1772831676734698242
2026-03-06 21:14:36.863617,1772831676863588099
2026-03-06 21:14:36.991016,1772831676990987177
2026-03-06 21:14:37.119661,1772831677119638727
2026-03-06 21:14:37.243943,1772831677243926001
2026-03-06 21:14:37.376122,1772831677376103530
2026-03-06 21:14:37.501925,1772831677501915737
2026-03-06 21:14:37.628529,1772831677628511023
2026-03-06 21:14:37.755766,1772831677755755053
