time,TC.CH3.status
2026-03-06 21:14:18.316555,0
2026-03-06 21:14:18.316589,0
2026-03-06 21:14:18.316594,0
2026-03-06 21:14:18.316598,0
2026-03-06 21:14:18.316603,0
2026-03-06 21:14:18.316607,0
2026-03-06 21:14:18.316611,0
2026-03-06 21:14:18.316616,0
2026-03-06 21:14:18.31662,0
2026-03-06 21:14:18.316989,0
2026-03-06 21:14:18.316996,0
2026-03-06 21:14:18.317,0
2026-03-06 21:14:18.317004,0
2026-03-06 21:14:18.317009,0
2026-03-06 21:14:18.317013,0
2026-03-06 21:14:18.317018,0
2026-03-06 21:14:18.317022,0
2026-03-06 21:14:18.317026,0
2026-03-06 21:14:18.318371,0
2026-03-06 21:14:18.318382,0
2026-03-06 21:14:18.318387,0
2026-03-06 21:14:18.318391,0
2026-03-06 21:14:18.318396,0
2026-03-06 21:14:18.3184,0
2026-03-06 21:14:18.318404,0
2026-03-06 21:14:18.318408,0
2026-03-06 21:14:18.318413,0
2026-03-06 21:14:18.319594,0
2026-03-06 21:14:18.319601,0
2026-03-06 21:14:18.319606,0
2026-03-06 21:14:18.31961,0
2026-03-06 21:14:18.319615,0
2026-03-06 21:14:18.319619,0
2026-03-06 21:14:18.319623,0
2026-03-06 21:14:18.319628,0
2026-03-06 21:14:18.319632,0
2026-03-06 21:14:18.355678,0
2026-03-06 21:14:18.355706,0
2026-03-06 21:14:18.35571,0
2026-03-06 21:14:18.355714,0
2026-03-06 21:14:18.355718,0
2026-03-06 21:14:18.355722,0
2026-03-06 21:14:18.355726,0
2026-03-06 21:14:18.355731,0
2026-03-06 21:14:18.355735,0
2026-03-06 21:14:18.482342,0
2026-03-06 21:14:18.482355,0
2026-03-06 21:14:18.48236,0
2026-03-06 21:14:18.482364,0
2026-03-06 21:14:18.48237,0
2026-03-06 21:14:18.482374,0
2026-03-06 21:14:18.482378,0
2026-03-06 21:14:18.482383,0
2026-03-06 21:14:18.482387,0
2026-03-06 21:14:18.609337,0
2026-03-06 21:14:18.609353,0
2026-03-06 21:14:18.609359,0
2026-03-06 21:14:18.609366,0
2026-03-06 21:14:18.609372,0
2026-03-06 21:14:18.609378,0
2026-03-06 21:14:18.609385,0
2026-03-06 21:14:18.609391,0
2026-03-06 21:14:18.609397,0
2026-03-06 21:14:18.736461,0
2026-03-06 21:14:18.736473,0
2026-03-06 21:14:18.736477,0
2026-03-06 21:14:18.736482,0
2026-03-06 21:14:18.736486,0
2026-03-06 21:14:18.736493,0
2026-03-06 21:14:18.736508,0
2026-03-06 21:14:18.736513,0
2026-03-06 21:14:18.736517,0
2026-03-06 21:14:18.864483,0
2026-03-06 21:14:18.864502,0
2026-03-06 21:14:18.864509,0
2026-03-06 21:14:18.864515,0
2026-03-06 21:14:18.864521,0
2026-03-06 21:14:18.864528,0
2026-03-06 21:14:18.864534,0
2026-03-06 21:14:18.864541,0
2026-03-06 21:14:18.864547,0
2026-03-06 21:14:18.995372,0
2026-03-06 21:14:18.995391,0
2026-03-06 21:14:18.995396,0
2026-03-06 21:14:18.9954,0
