time,BOARD.HB_41.packet_ts_ms
2026-03-06 21:14:18.313917,10879055
2026-03-06 21:14:18.653924,10880058
2026-03-06 21:14:19.656796,10881061
2026-03-06 21:14:20.660896,10882065
2026-03-06 21:14:21.663585,10883068
2026-03-06 21:14:22.666906,10884071
2026-03-06 21:14:23.669775,10885074
2026-03-06 21:14:24.672465,10886077
2026-03-06 21:14:25.675886,10887080
2026-03-06 21:14:26.678975,10888083
2026-03-06 21:14:27.681725,10889086
2026-03-06 21:14:28.685106,10890089
2026-03-06 21:14:29.688026,10891092
2026-03-06 21:14:30.691221,10892095
2026-03-06 21:14:31.693999,10893098
2026-03-06 21:14:32.697416,10894101
2026-03-06 21:14:33.700488,10895104
2026-03-06 21:14:34.70305,10896107
2026-03-06 21:14:35.705859,10897110
2026-03-06 21:14:36.709241,10898113
2026-03-06 21:14:37.711958,10899116
2026-03-06 21:14:38.715574,10900119
2026-03-06 21:14:39.717761,10901122
2026-03-06 21:14:40.721075,10902125
2026-03-06 21:14:41.723825,10903128
2026-03-06 21:14:42.727127,10904131
2026-03-06 21:14:43.72971,10905134
2026-03-06 21:14:44.733221,10906137
2026-03-06 21:14:45.735994,10907140
2026-03-06 21:14:46.739085,10908143
2026-03-06 21:14:47.743003,10909146
2026-03-06 21:14:48.745019,10910149
2026-03-06 21:14:49.748191,10911152
2026-03-06 21:14:50.751342,10912155
2026-03-06 21:14:51.753863,10913158
2026-03-06 21:14:52.758812,10914161
2026-03-06 21:14:53.760096,10915164
2026-03-06 21:14:54.763206,10916167
2026-03-06 21:14:55.766312,10917170
2026-03-06 21:14:56.769498,10918173
2026-03-06 21:14:57.772387,10919176
2026-03-06 21:14:58.77539,10920179
2026-03-06 21:14:59.778439,10921182
2026-03-06 21:15:00.781295,10922185
2026-03-06 21:15:01.784273,10923188
2026-03-06 21:15:02.787523,10924191
2026-03-06 21:15:03.79034,10925194
2026-03-06 21:15:04.793504,10926197
2026-03-06 21:15:05.796225,10927200
2026-03-06 21:15:06.799401,10928203
2026-03-06 21:15:07.802967,10929206
2026-03-06 21:15:08.805587,10930209
2026-03-06 21:15:09.808313,10931212
2026-03-06 21:15:10.811169,10932215
2026-03-06 21:15:11.814481,10933218
2026-03-06 21:15:12.817717,10934221
2026-03-06 21:15:13.820367,10935224
2026-03-06 21:15:14.823605,10936227
2026-03-06 21:15:15.82666,10937230
2026-03-06 21:15:16.829591,10938233
2026-03-06 21:15:17.832399,10939236
2026-03-06 21:15:18.83584,10940239
2026-03-06 21:15:19.838754,10941242
2026-03-06 21:15:20.841465,10942245
2026-03-06 21:15:21.844782,10943248
2026-03-06 21:15:22.847388,10944251
2026-03-06 21:15:23.850842,10945254
2026-03-06 21:15:24.853893,10946257
2026-03-06 21:15:25.856707,10947260
2026-03-06 21:15:26.859855,10948263
2026-03-06 21:15:27.862829,10949266
2026-03-06 21:15:28.865605,10950269
2026-03-06 21:15:29.868848,10951272
2026-03-06 21:15:30.87189,10952275
2026-03-06 21:15:31.874843,10953278
2026-03-06 21:15:32.877689,10954281
2026-03-06 21:15:33.881016,10955284
2026-03-06 21:15:34.88402,10956287
2026-03-06 21:15:35.886964,10957290
2026-03-06 21:15:36.890026,10958293
2026-03-06 21:15:37.893025,10959296
2026-03-06 21:15:38.89606,10960299
2026-03-06 21:15:39.898838,10961302
2026-03-06 21:15:40.902111,10962305
2026-03-06 21:15:41.905151,10963308
2026-03-06 21:15:42.908626,10964311
2026-03-06 21:15:43.911339,10965314
2026-03-06 21:15:44.91422,10966317
2026-03-06 21:15:45.917078,10967320
2026-03-06 21:15:46.920152,10968323
2026-03-06 21:15:47.923393,10969326
2026-03-06 21:15:48.9264,10970329
2026-03-06 21:15:49.929211,10971332
2026-03-06 21:15:50.932239,10972335
2026-03-06 21:15:51.935338,10973338
2026-03-06 21:15:52.93829,10974341
2026-03-06 21:15:53.941519,10975344
2026-03-06 21:15:54.944019,10976347
2026-03-06 21:15:55.947426,10977350
2026-03-06 21:15:56.950148,10978353
2026-03-06 21:15:57.953461,10979356
2026-03-06 21:15:58.956444,10980359
2026-03-06 21:15:59.959351,10981362
2026-03-06 21:16:00.962354,10982365
2026-03-06 21:16:01.965471,10983368
2026-03-06 21:16:02.96817,10984371
2026-03-06 21:16:03.971611,10985374
2026-03-06 21:16:04.974626,10986377
2026-03-06 21:16:05.977535,10987380
2026-03-06 21:16:06.980692,10988383
2026-03-06 21:16:07.983297,10989386
2026-03-06 21:16:08.986415,10990389
2026-03-06 21:16:09.989889,10991392
2026-03-06 21:16:10.992316,10992395
2026-03-06 21:16:11.995459,10993398
2026-03-06 21:16:12.998794,10994401
2026-03-06 21:16:14.001406,10995404
2026-03-06 21:16:15.004356,10996407
2026-03-06 21:16:16.007586,10997410
2026-03-06 21:16:17.010794,10998413
2026-03-06 21:16:18.013775,10999416
2026-03-06 21:16:19.016554,11000419
2026-03-06 21:16:20.019782,11001422
2026-03-06 21:16:21.02261,11002425
2026-03-06 21:16:22.025422,11003428
2026-03-06 21:16:23.029591,11004431
2026-03-06 21:16:24.03179,11005434
2026-03-06 21:16:25.034585,11006437
2026-03-06 21:16:26.037461,11007440
2026-03-06 21:16:27.040665,11008443
2026-03-06 21:16:28.043757,11009446
2026-03-06 21:16:29.046945,11010449
2026-03-06 21:16:30.049514,11011452
2026-03-06 21:16:31.052756,11012455
2026-03-06 21:16:32.055698,11013458
2026-03-06 21:16:33.058694,11014461
2026-03-06 21:16:34.061769,11015464
2026-03-06 21:16:35.065012,11016467
2026-03-06 21:16:36.068206,11017470
2026-03-06 21:16:37.070802,11018473
2026-03-06 21:16:38.07366,11019476
2026-03-06 21:16:39.077081,11020479
2026-03-06 21:16:40.079867,11021482
2026-03-06 21:16:41.082968,11022485
2026-03-06 21:16:42.085876,11023488
2026-03-06 21:16:43.088715,11024491
2026-03-06 21:16:44.091945,11025494
2026-03-06 21:16:45.094828,11026497
2026-03-06 21:16:46.098328,11027500
2026-03-06 21:16:47.101129,11028503
2026-03-06 21:16:48.104105,11029506
2026-03-06 21:16:49.107101,11030509
2026-03-06 21:16:50.110202,11031512
2026-03-06 21:16:51.113082,11032515
2026-03-06 21:16:52.116156,11033518
2026-03-06 21:16:53.119204,11034521
2026-03-06 21:16:54.121847,11035524
2026-03-06 21:16:55.125323,11036527
2026-03-06 21:16:56.128273,11037530
2026-03-06 21:16:57.131274,11038533
2026-03-06 21:16:58.134322,11039536
2026-03-06 21:16:59.137093,11040539
2026-03-06 21:17:00.140333,11041542
2026-03-06 21:17:01.14311,11042545
2026-03-06 21:17:02.14639,11043548
2026-03-06 21:17:03.149092,11044551
2026-03-06 21:17:04.152393,11045554
2026-03-06 21:17:05.154957,11046557
2026-03-06 21:17:06.158184,11047560
2026-03-06 21:17:07.161623,11048563
2026-03-06 21:17:08.16456,11049566
2026-03-06 21:17:09.167409,11050569
2026-03-06 21:17:10.170617,11051572
2026-03-06 21:17:11.173344,11052575
2026-03-06 21:17:12.17662,11053578
2026-03-06 21:17:13.179598,11054581
2026-03-06 21:17:14.182523,11055584
2026-03-06 21:17:15.185349,11056587
2026-03-06 21:17:16.188431,11057590
2026-03-06 21:17:17.191381,11058593
2026-03-06 21:17:18.194382,11059596
2026-03-06 21:17:19.19768,11060599
2026-03-06 21:17:20.200674,11061602
2026-03-06 21:17:21.203533,11062605
2026-03-06 21:17:22.206485,11063608
2026-03-06 21:17:23.209496,11064611
2026-03-06 21:17:24.212349,11065614
2026-03-06 21:17:25.215482,11066617
2026-03-06 21:17:26.218586,11067620
2026-03-06 21:17:27.221479,11068623
2026-03-06 21:17:28.224599,11069626
2026-03-06 21:17:29.227725,11070629
2026-03-06 21:17:30.230557,11071632
2026-03-06 21:17:31.233469,11072635
2026-03-06 21:17:32.236296,11073638
2026-03-06 21:17:33.239692,11074641
2026-03-06 21:17:34.243193,11075644
2026-03-06 21:17:35.245539,11076647
2026-03-06 21:17:36.248382,11077650
2026-03-06 21:17:37.251584,11078653
2026-03-06 21:17:38.25489,11079656
2026-03-06 21:17:39.257972,11080659
2026-03-06 21:17:40.260817,11081662
2026-03-06 21:17:41.263462,11082665
2026-03-06 21:17:42.266628,11083668
2026-03-06 21:17:43.269859,11084671
2026-03-06 21:17:44.272659,11085674
2026-03-06 21:17:45.275626,11086677
2026-03-06 21:17:46.278576,11087680
2026-03-06 21:17:47.281822,11088683
2026-03-06 21:17:48.285023,11089686
2026-03-06 21:17:49.288092,11090689
2026-03-06 21:17:50.290952,11091692
2026-03-06 21:17:51.293693,11092695
2026-03-06 21:17:52.297043,11093698
2026-03-06 21:17:53.299954,11094701
2026-03-06 21:17:54.302688,11095704
2026-03-06 21:17:55.305742,11096707
2026-03-06 21:17:56.308839,11097710
2026-03-06 21:17:57.311827,11098713
2026-03-06 21:17:58.31493,11099716
2026-03-06 21:17:59.318004,11100719
2026-03-06 21:18:00.320938,11101722
2026-03-06 21:18:01.323846,11102725
2026-03-06 21:18:02.326858,11103728
2026-03-06 21:18:03.329911,11104731
2026-03-06 21:18:04.332913,11105734
2026-03-06 21:18:05.33583,11106737
2026-03-06 21:18:06.338881,11107740
2026-03-06 21:18:07.341958,11108743
2026-03-06 21:18:08.345219,11109746
2026-03-06 21:18:09.348106,11110749
2026-03-06 21:18:10.350789,11111752
2026-03-06 21:18:11.35433,11112755
2026-03-06 21:18:12.357696,11113758
2026-03-06 21:18:13.360447,11114761
2026-03-06 21:18:14.363539,11115764
2026-03-06 21:18:15.366361,11116767
2026-03-06 21:18:16.369283,11117770
2026-03-06 21:18:17.372366,11118773
2026-03-06 21:18:18.375318,11119776
2026-03-06 21:18:19.378032,11120779
2026-03-06 21:18:20.381066,11121782
2026-03-06 21:18:21.384451,11122785
2026-03-06 21:18:22.387482,11123788
2026-03-06 21:18:23.389981,11124791
2026-03-06 21:18:24.393549,11125794
2026-03-06 21:18:25.39638,11126797
