time,BOARD.HB_12.timestamp_ns
2026-03-06 21:14:18.309903,4398792543833
2026-03-06 21:14:18.316737,4398798772512
2026-03-06 21:14:18.894567,4399377317256
2026-03-06 21:14:19.894618,4400377352375
2026-03-06 21:14:20.894255,4401377031677
2026-03-06 21:14:21.894583,4402377358380
2026-03-06 21:14:22.904474,4403387280961
2026-03-06 21:14:23.912688,4404395440429
2026-03-06 21:14:24.912758,4405395527061
2026-03-06 21:14:25.91238,4406395089782
2026-03-06 21:14:26.912509,4407395285125
2026-03-06 21:14:27.91251,4408395275837
2026-03-06 21:14:28.92232,4409405095226
2026-03-06 21:14:29.93076,4410413521610
2026-03-06 21:14:30.930953,4411413702215
2026-03-06 21:14:31.930363,4412413133716
2026-03-06 21:14:32.930891,4413413626260
2026-03-06 21:14:33.930375,4414413137369
2026-03-06 21:14:34.940302,4415423079239
2026-03-06 21:14:35.948864,4416431650582
2026-03-06 21:14:36.948901,4417431667222
2026-03-06 21:14:37.948834,4418431507713
2026-03-06 21:14:38.948753,4419431546189
2026-03-06 21:14:39.948732,4420431409753
2026-03-06 21:14:40.958278,4421441077695
2026-03-06 21:14:41.966587,4422449293806
2026-03-06 21:14:42.966506,4423449266766
2026-03-06 21:14:43.967121,4424449860955
2026-03-06 21:14:44.966792,4425449448016
2026-03-06 21:14:45.966984,4426449749326
2026-03-06 21:14:46.977518,4427459278381
2026-03-06 21:14:47.985182,4428467902675
2026-03-06 21:14:48.985249,4429467529645
2026-03-06 21:14:49.985227,4430467972943
2026-03-06 21:14:50.984702,4431467425996
2026-03-06 21:14:51.984511,4432467322091
2026-03-06 21:14:52.994577,4433477263020
2026-03-06 21:14:54.003182,4434485956296
2026-03-06 21:14:55.003296,4435486024994
2026-03-06 21:14:56.003063,4436485817556
2026-03-06 21:14:57.00284,4437485598877
2026-03-06 21:14:58.003011,4438485672397
2026-03-06 21:14:59.012854,4439495621636
2026-03-06 21:15:00.020885,4440503623764
2026-03-06 21:15:01.021559,4441503795085
2026-03-06 21:15:02.02074,4442503525183
2026-03-06 21:15:03.022018,4443504069078
2026-03-06 21:15:04.021133,4444503931679
2026-03-06 21:15:05.030842,4445513573130
2026-03-06 21:15:06.039,4446521812853
2026-03-06 21:15:07.039131,4447521911645
2026-03-06 21:15:08.038866,4448521629789
2026-03-06 21:15:09.039351,4449522108207
2026-03-06 21:15:10.039482,4450522196316
2026-03-06 21:15:11.048953,4451531388024
2026-03-06 21:15:12.057556,4452540305290
2026-03-06 21:15:13.057278,4453540066522
2026-03-06 21:15:14.057064,4454539841678
2026-03-06 21:15:15.056918,4455539692663
2026-03-06 21:15:16.057376,4456540144469
2026-03-06 21:15:17.066718,4457549277989
2026-03-06 21:15:18.075269,4458557980937
2026-03-06 21:15:19.075367,4459558099208
2026-03-06 21:15:20.075086,4460557837946
2026-03-06 21:15:21.075199,4461557970464
2026-03-06 21:15:22.075044,4462557820767
2026-03-06 21:15:23.084722,4463567531336
2026-03-06 21:15:24.093178,4464575951324
2026-03-06 21:15:25.093372,4465576119106
2026-03-06 21:15:26.09459,4466576502180
2026-03-06 21:15:27.093622,4467576389921
2026-03-06 21:15:28.093227,4468576044560
2026-03-06 21:15:29.103189,4469585538589
2026-03-06 21:15:30.111566,4470594333507
2026-03-06 21:15:31.111499,4471594213638
2026-03-06 21:15:32.11136,4472594111390
2026-03-06 21:15:33.111417,4473594188667
2026-03-06 21:15:34.111421,4474594203061
2026-03-06 21:15:35.121222,4475603912989
2026-03-06 21:15:36.129446,4476612221435
2026-03-06 21:15:37.12931,4477612052152
2026-03-06 21:15:38.129459,4478612241309
2026-03-06 21:15:39.129819,4479612552276
2026-03-06 21:15:40.129391,4480612028191
2026-03-06 21:15:41.140821,4481621923011
2026-03-06 21:15:42.147367,4482630152052
2026-03-06 21:15:43.148094,4483630837056
2026-03-06 21:15:44.147562,4484630330425
2026-03-06 21:15:45.147966,4485630662994
2026-03-06 21:15:46.147317,4486630111248
2026-03-06 21:15:47.157194,4487639781773
2026-03-06 21:15:48.165561,4488648336438
2026-03-06 21:15:49.165565,4489648324542
2026-03-06 21:15:50.165377,4490648175305
2026-03-06 21:15:51.1655,4491648264571
2026-03-06 21:15:52.165712,4492648408055
2026-03-06 21:15:53.175515,4493658323747
2026-03-06 21:15:54.183596,4494666367434
2026-03-06 21:15:55.183889,4495666649845
2026-03-06 21:15:56.183798,4496666595805
2026-03-06 21:15:57.184068,4497666833254
2026-03-06 21:15:58.183755,4498666525624
2026-03-06 21:15:59.193362,4499676142679
2026-03-06 21:16:00.201985,4500684763470
2026-03-06 21:16:01.201999,4501684781207
2026-03-06 21:16:02.201666,4502684376064
2026-03-06 21:16:03.20171,4503684397897
2026-03-06 21:16:04.201669,4504684441254
2026-03-06 21:16:05.211395,4505693924751
2026-03-06 21:16:06.220023,4506702806388
2026-03-06 21:16:07.220038,4507702740780
2026-03-06 21:16:08.220168,4508702947290
2026-03-06 21:16:09.219956,4509702706776
2026-03-06 21:16:10.220087,4510702863897
2026-03-06 21:16:11.22946,4511712262061
2026-03-06 21:16:12.238003,4512720503286
2026-03-06 21:16:13.237705,4513720458867
2026-03-06 21:16:14.237794,4514720571206
2026-03-06 21:16:15.238059,4515720770885
2026-03-06 21:16:16.238016,4516720751686
2026-03-06 21:16:17.247823,4517730583876
2026-03-06 21:16:18.256374,4518739117714
2026-03-06 21:16:19.256203,4519738915779
2026-03-06 21:16:20.256049,4520738840683
2026-03-06 21:16:21.256126,4521738927795
2026-03-06 21:16:22.255768,4522738567957
2026-03-06 21:16:23.265774,4523748557026
2026-03-06 21:16:24.274184,4524756936698
2026-03-06 21:16:25.274027,4525756765834
2026-03-06 21:16:26.274035,4526756814138
2026-03-06 21:16:27.274173,4527756932336
2026-03-06 21:16:28.274376,4528757097023
2026-03-06 21:16:29.283891,4529766667201
2026-03-06 21:16:30.292054,4530774814159
2026-03-06 21:16:31.291818,4531774608285
2026-03-06 21:16:32.292253,4532774993461
2026-03-06 21:16:33.291979,4533774709207
2026-03-06 21:16:34.292333,4534775120873
2026-03-06 21:16:35.301574,4535784389454
2026-03-06 21:16:36.310353,4536793100674
2026-03-06 21:16:37.310414,4537793184893
2026-03-06 21:16:38.309935,4538792708145
2026-03-06 21:16:39.3103,4539793047774
2026-03-06 21:16:40.310617,4540793282173
2026-03-06 21:16:41.319966,4541802765204
2026-03-06 21:16:42.329427,4542812142861
2026-03-06 21:16:43.329354,4543812157879
2026-03-06 21:16:44.329125,4544811931014
2026-03-06 21:16:45.330386,4545813032982
2026-03-06 21:16:46.330238,4546813016827
2026-03-06 21:16:47.339843,4547822308003
2026-03-06 21:16:48.348652,4548831415910
2026-03-06 21:16:49.348766,4549831407867
2026-03-06 21:16:50.348056,4550830858372
2026-03-06 21:16:51.348033,4551830816957
2026-03-06 21:16:52.348268,4552831071081
2026-03-06 21:16:53.358035,4553840793618
2026-03-06 21:16:54.366188,4554848973889
2026-03-06 21:16:55.366476,4555849259373
2026-03-06 21:16:56.366274,4556849042050
2026-03-06 21:16:57.366383,4557849184607
2026-03-06 21:16:58.36653,4558849319092
2026-03-06 21:16:59.37603,4559858828345
2026-03-06 21:17:00.385413,4560867249816
2026-03-06 21:17:01.38414,4561866934704
2026-03-06 21:17:02.38403,4562866819336
2026-03-06 21:17:03.384402,4563867151258
2026-03-06 21:17:04.384299,4564867098159
2026-03-06 21:17:05.394312,4565876662204
2026-03-06 21:17:06.402374,4566885168805
2026-03-06 21:17:07.402545,4567885216125
2026-03-06 21:17:08.402677,4568885354786
2026-03-06 21:17:09.402699,4569885447165
2026-03-06 21:17:10.402433,4570885165615
2026-03-06 21:17:11.412001,4571894807192
2026-03-06 21:17:12.4205,4572903266874
2026-03-06 21:17:13.420726,4573903490626
2026-03-06 21:17:14.420588,4574903264703
2026-03-06 21:17:15.420801,4575903529888
2026-03-06 21:17:16.420479,4576903270225
2026-03-06 21:17:17.430374,4577912774134
2026-03-06 21:17:18.43871,4578921343015
2026-03-06 21:17:19.438567,4579921298119
2026-03-06 21:17:20.438645,4580921367823
2026-03-06 21:17:21.438946,4581921700851
2026-03-06 21:17:22.438782,4582921532401
2026-03-06 21:17:23.448288,4583930758650
2026-03-06 21:17:24.456774,4584939450831
2026-03-06 21:17:25.45702,4585939657110
2026-03-06 21:17:26.456556,4586939378032
2026-03-06 21:17:27.456831,4587939528714
2026-03-06 21:17:28.456651,4588939420041
2026-03-06 21:17:29.466644,4589949324556
2026-03-06 21:17:30.474863,4590957611053
2026-03-06 21:17:31.4749,4591957664843
2026-03-06 21:17:32.475063,4592957810048
2026-03-06 21:17:33.475102,4593957817119
2026-03-06 21:17:34.475129,4594957898835
2026-03-06 21:17:35.484749,4595967516452
2026-03-06 21:17:36.49304,4596975784362
2026-03-06 21:17:37.492962,4597975673791
2026-03-06 21:17:38.493175,4598975927617
2026-03-06 21:17:39.493122,4599975888195
2026-03-06 21:17:40.493219,4600975953357
2026-03-06 21:17:41.502713,4601985484954
2026-03-06 21:17:42.510689,4602993458144
2026-03-06 21:17:43.511015,4603993775017
2026-03-06 21:17:44.510819,4604993521808
2026-03-06 21:17:45.51095,4605993717504
2026-03-06 21:17:46.510727,4606993512730
2026-03-06 21:17:47.520378,4608003010229
2026-03-06 21:17:48.529374,4609012077387
2026-03-06 21:17:49.529019,4610011769604
2026-03-06 21:17:50.529012,4611011778256
2026-03-06 21:17:51.52902,4612011797804
2026-03-06 21:17:52.529069,4613011852754
2026-03-06 21:17:53.538524,4614021312109
2026-03-06 21:17:54.547577,4615030020283
2026-03-06 21:17:55.547322,4616030037473
2026-03-06 21:17:56.547168,4617029876202
2026-03-06 21:17:57.546899,4618029663446
2026-03-06 21:17:58.546926,4619029703691
2026-03-06 21:17:59.55679,4620039278840
2026-03-06 21:18:00.565004,4621047766773
2026-03-06 21:18:01.565228,4622047976968
