time,ACT.GSE_Med_Press_Control.raw_adc_counts
2026-03-06 21:14:24.739709,0
2026-03-06 21:14:24.786466,0
2026-03-06 21:14:24.841277,0
2026-03-06 21:14:24.888402,0
2026-03-06 21:14:24.943608,0
2026-03-06 21:14:24.99041,0
2026-03-06 21:14:25.045864,0
2026-03-06 21:14:25.092539,0
2026-03-06 21:14:25.147335,0
2026-03-06 21:14:25.194487,0
2026-03-06 21:14:25.249546,0
2026-03-06 21:14:25.296372,0
2026-03-06 21:14:25.351448,0
2026-03-06 21:14:25.39875,0
2026-03-06 21:14:25.453342,0
2026-03-06 21:14:25.500395,0
2026-03-06 21:14:25.555745,0
2026-03-06 21:14:25.60265,0
2026-03-06 21:14:25.657787,0
2026-03-06 21:14:25.704411,0
2026-03-06 21:14:25.759385,0
2026-03-06 21:14:25.806421,0
2026-03-06 21:14:25.861371,0
2026-03-06 21:14:25.908322,0
2026-03-06 21:14:25.963353,0
2026-03-06 21:14:26.010141,0
2026-03-06 21:14:26.06577,0
2026-03-06 21:14:26.112674,0
2026-03-06 21:14:26.167448,0
2026-03-06 21:14:26.214312,0
2026-03-06 21:14:26.269683,0
2026-03-06 21:14:26.316594,0
2026-03-06 21:14:26.371914,0
2026-03-06 21:14:26.418596,0
2026-03-06 21:14:26.473333,0
2026-03-06 21:14:26.520208,0
2026-03-06 21:14:26.575769,0
2026-03-06 21:14:26.622633,0
2026-03-06 21:14:26.677287,0
2026-03-06 21:14:26.724652,0
2026-03-06 21:14:26.779857,0
2026-03-06 21:14:26.826579,0
2026-03-06 21:14:26.881377,0
2026-03-06 21:14:26.928304,0
2026-03-06 21:14:26.98373,0
2026-03-06 21:14:27.030788,0
2026-03-06 21:14:27.0856,0
2026-03-06 21:14:27.132485,0
2026-03-06 21:14:27.187793,0
2026-03-06 21:14:27.234404,0
2026-03-06 21:14:27.289453,0
2026-03-06 21:14:27.336434,0
2026-03-06 21:14:27.391344,0
2026-03-06 21:14:27.438569,0
2026-03-06 21:14:27.4936,0
2026-03-06 21:14:27.540294,0
2026-03-06 21:14:27.59668,0
2026-03-06 21:14:27.6427,0
2026-03-06 21:14:27.69756,0
2026-03-06 21:14:27.74459,0
2026-03-06 21:14:27.799338,0
2026-03-06 21:14:27.846676,0
2026-03-06 21:14:27.901782,0
2026-03-06 21:14:27.948456,0
2026-03-06 21:14:28.004026,0
2026-03-06 21:14:28.050326,0
2026-03-06 21:14:28.106006,0
2026-03-06 21:14:28.152513,0
2026-03-06 21:14:28.20778,0
2026-03-06 21:14:28.254457,0
2026-03-06 21:14:28.30949,0
2026-03-06 21:14:28.356569,0
2026-03-06 21:14:28.411664,0
2026-03-06 21:14:28.458162,0
2026-03-06 21:14:28.513719,0
2026-03-06 21:14:28.56051,0
2026-03-06 21:14:28.615612,0
2026-03-06 21:14:28.662417,0
2026-03-06 21:14:28.717472,0
2026-03-06 21:14:28.764296,0
2026-03-06 21:14:28.819778,0
2026-03-06 21:14:28.866634,0
2026-03-06 21:14:28.921648,0
2026-03-06 21:14:28.968695,0
2026-03-06 21:14:29.023451,0
2026-03-06 21:14:29.070397,0
2026-03-06 21:14:29.125633,0
2026-03-06 21:14:29.172331,0
2026-03-06 21:14:29.227398,0
2026-03-06 21:14:29.274551,0
2026-03-06 21:14:29.329463,0
2026-03-06 21:14:29.376847,0
2026-03-06 21:14:29.431728,0
2026-03-06 21:14:29.478324,0
2026-03-06 21:14:29.533627,0
2026-03-06 21:14:29.5804,0
2026-03-06 21:14:29.635772,0
2026-03-06 21:14:29.682347,0
2026-03-06 21:14:29.73746,0
2026-03-06 21:14:29.784456,0
2026-03-06 21:14:29.83944,0
2026-03-06 21:14:29.886389,0
2026-03-06 21:14:29.941673,0
2026-03-06 21:14:29.988877,0
2026-03-06 21:14:30.043539,0
2026-03-06 21:14:30.090627,0
2026-03-06 21:14:30.145708,0
2026-03-06 21:14:30.192538,0
2026-03-06 21:14:30.247711,0
2026-03-06 21:14:30.294455,0
2026-03-06 21:14:30.349877,0
2026-03-06 21:14:30.396238,0
2026-03-06 21:14:30.451805,0
2026-03-06 21:14:30.498687,0
2026-03-06 21:14:30.553759,0
2026-03-06 21:14:30.600675,0
2026-03-06 21:14:30.655517,0
2026-03-06 21:14:30.702601,0
2026-03-06 21:14:30.759152,0
2026-03-06 21:14:30.804522,0
2026-03-06 21:14:30.859458,0
2026-03-06 21:14:30.906701,0
2026-03-06 21:14:30.961797,0
2026-03-06 21:14:31.008588,0
2026-03-06 21:14:31.063939,0
2026-03-06 21:14:31.110436,0
2026-03-06 21:14:31.16582,0
2026-03-06 21:14:31.212418,0
2026-03-06 21:14:31.267914,0
2026-03-06 21:14:31.31433,0
2026-03-06 21:14:31.369799,0
2026-03-06 21:14:31.416318,0
2026-03-06 21:14:31.471574,0
2026-03-06 21:14:31.518319,0
2026-03-06 21:14:31.573782,0
2026-03-06 21:14:31.620412,0
2026-03-06 21:14:31.675594,0
2026-03-06 21:14:31.722688,0
2026-03-06 21:14:31.777784,0
2026-03-06 21:14:31.824808,0
2026-03-06 21:14:31.879761,0
2026-03-06 21:14:31.9263,0
2026-03-06 21:14:31.981691,0
2026-03-06 21:14:32.028273,0
2026-03-06 21:14:32.083782,0
2026-03-06 21:14:32.130634,0
2026-03-06 21:14:32.185754,0
2026-03-06 21:14:32.232381,0
2026-03-06 21:14:32.287364,0
2026-03-06 21:14:32.334755,0
2026-03-06 21:14:32.389588,0
2026-03-06 21:14:32.436135,0
2026-03-06 21:14:32.491775,0
2026-03-06 21:14:32.538248,0
2026-03-06 21:14:32.593752,0
2026-03-06 21:14:32.640487,0
2026-03-06 21:14:32.695571,0
2026-03-06 21:14:32.742844,0
2026-03-06 21:14:32.797921,0
2026-03-06 21:14:32.844568,0
2026-03-06 21:14:32.899674,0
2026-03-06 21:14:32.946386,0
2026-03-06 21:14:33.001994,0
2026-03-06 21:14:33.048816,0
2026-03-06 21:14:33.103969,0
2026-03-06 21:14:33.150621,0
2026-03-06 21:14:33.205429,0
2026-03-06 21:14:33.252572,0
2026-03-06 21:14:33.307608,0
2026-03-06 21:14:33.354745,0
2026-03-06 21:14:33.41033,0
2026-03-06 21:14:33.456332,0
2026-03-06 21:14:33.511351,0
2026-03-06 21:14:33.55841,0
2026-03-06 21:14:33.613442,0
2026-03-06 21:14:33.660648,0
2026-03-06 21:14:33.715677,0
2026-03-06 21:14:33.762346,0
2026-03-06 21:14:33.817645,0
2026-03-06 21:14:33.864769,0
2026-03-06 21:14:33.919859,0
2026-03-06 21:14:33.966449,0
2026-03-06 21:14:34.021687,0
2026-03-06 21:14:34.068421,0
2026-03-06 21:14:34.123883,0
2026-03-06 21:14:34.17092,0
2026-03-06 21:14:34.226031,0
2026-03-06 21:14:34.272316,0
2026-03-06 21:14:34.327643,0
2026-03-06 21:14:34.37428,0
2026-03-06 21:14:34.430032,0
2026-03-06 21:14:34.476865,0
2026-03-06 21:14:34.531749,0
2026-03-06 21:14:34.578257,0
2026-03-06 21:14:34.633774,0
2026-03-06 21:14:34.680184,0
2026-03-06 21:14:34.735769,0
2026-03-06 21:14:34.782519,0
2026-03-06 21:14:34.83751,0
2026-03-06 21:14:34.884525,0
2026-03-06 21:14:34.939605,0
2026-03-06 21:14:34.98626,0
2026-03-06 21:14:35.041876,0
2026-03-06 21:14:35.088724,0
2026-03-06 21:14:35.143451,0
2026-03-06 21:14:35.190823,0
2026-03-06 21:14:35.246015,0
2026-03-06 21:14:35.292439,0
2026-03-06 21:14:35.347939,0
2026-03-06 21:14:35.394262,0
2026-03-06 21:14:35.449448,0
2026-03-06 21:14:35.496624,0
2026-03-06 21:14:35.551512,0
2026-03-06 21:14:35.59833,0
2026-03-06 21:14:35.653653,0
2026-03-06 21:14:35.700153,0
2026-03-06 21:14:35.756264,0
2026-03-06 21:14:35.802599,0
2026-03-06 21:14:35.85803,0
2026-03-06 21:14:35.904695,0
2026-03-06 21:14:35.959678,0
2026-03-06 21:14:36.006563,0
2026-03-06 21:14:36.062105,0
2026-03-06 21:14:36.108489,0
2026-03-06 21:14:36.163913,0
2026-03-06 21:14:36.210806,0
2026-03-06 21:14:36.265901,0
2026-03-06 21:14:36.31279,0
2026-03-06 21:14:36.368143,0
2026-03-06 21:14:36.414592,0
2026-03-06 21:14:36.469574,0
2026-03-06 21:14:36.516856,0
2026-03-06 21:14:36.571686,0
2026-03-06 21:14:36.618339,0
2026-03-06 21:14:36.673791,0
2026-03-06 21:14:36.72029,0
2026-03-06 21:14:36.776145,0
2026-03-06 21:14:36.8229,0
2026-03-06 21:14:36.877706,0
2026-03-06 21:14:36.924811,0
2026-03-06 21:14:36.979422,0
2026-03-06 21:14:37.026762,0
2026-03-06 21:14:37.081566,0
2026-03-06 21:14:37.128656,0
2026-03-06 21:14:37.18403,0
2026-03-06 21:14:37.231004,0
2026-03-06 21:14:37.285561,0
2026-03-06 21:14:37.332423,0
2026-03-06 21:14:37.387812,0
2026-03-06 21:14:37.434605,0
2026-03-06 21:14:37.489717,0
2026-03-06 21:14:37.53667,0
2026-03-06 21:14:37.591837,0
2026-03-06 21:14:37.638771,0
2026-03-06 21:14:37.69382,0
2026-03-06 21:14:37.740534,0
2026-03-06 21:14:37.79582,0
2026-03-06 21:14:37.842683,0
2026-03-06 21:14:37.897725,0
2026-03-06 21:14:37.944793,0
2026-03-06 21:14:38.000097,0
2026-03-06 21:14:38.046584,0
2026-03-06 21:14:38.101707,0
2026-03-06 21:14:38.148844,0
2026-03-06 21:14:38.203757,0
2026-03-06 21:14:38.250615,0
2026-03-06 21:14:38.305811,0
2026-03-06 21:14:38.352616,0
2026-03-06 21:14:38.40807,0
2026-03-06 21:14:38.45476,0
2026-03-06 21:14:38.509682,0
2026-03-06 21:14:38.556456,0
2026-03-06 21:14:38.612256,0
2026-03-06 21:14:38.658627,0
2026-03-06 21:14:38.715193,0
2026-03-06 21:14:38.760577,0
2026-03-06 21:14:38.815749,0
2026-03-06 21:14:38.862518,0
2026-03-06 21:14:38.917716,0
2026-03-06 21:14:38.964265,0
2026-03-06 21:14:39.020078,0
2026-03-06 21:14:39.066429,0
2026-03-06 21:14:39.121927,0
2026-03-06 21:14:39.168505,0
2026-03-06 21:14:39.223908,0
2026-03-06 21:14:39.270685,0
2026-03-06 21:14:39.325601,0
2026-03-06 21:14:39.372203,0
2026-03-06 21:14:39.427546,0
2026-03-06 21:14:39.474263,0
2026-03-06 21:14:39.529662,0
2026-03-06 21:14:39.576412,0
2026-03-06 21:14:39.631679,0
2026-03-06 21:14:39.678443,0
2026-03-06 21:14:39.734067,0
2026-03-06 21:14:39.780718,0
2026-03-06 21:14:39.835949,0
2026-03-06 21:14:39.88377,0
2026-03-06 21:14:39.93798,0
2026-03-06 21:14:39.984296,0
2026-03-06 21:14:40.040078,0
2026-03-06 21:14:40.086358,0
2026-03-06 21:14:40.141618,0
2026-03-06 21:14:40.188442,0
2026-03-06 21:14:40.24382,0
2026-03-06 21:14:40.29069,0
2026-03-06 21:14:40.345837,0
2026-03-06 21:14:40.392617,0
2026-03-06 21:14:40.447911,0
2026-03-06 21:14:40.494471,0
2026-03-06 21:14:40.549638,0
2026-03-06 21:14:40.596502,0
2026-03-06 21:14:40.651816,0
2026-03-06 21:14:40.698414,0
2026-03-06 21:14:40.753613,0
2026-03-06 21:14:40.800553,0
2026-03-06 21:14:40.856069,0
2026-03-06 21:14:40.902728,0
2026-03-06 21:14:40.957768,0
2026-03-06 21:14:41.004587,0
2026-03-06 21:14:41.060014,0
2026-03-06 21:14:41.106563,0
2026-03-06 21:14:41.161634,0
2026-03-06 21:14:41.208862,0
2026-03-06 21:14:41.263625,0
2026-03-06 21:14:41.310954,0
2026-03-06 21:14:41.366044,0
2026-03-06 21:14:41.41228,0
2026-03-06 21:14:41.467772,0
2026-03-06 21:14:41.514564,0
2026-03-06 21:14:41.569652,0
2026-03-06 21:14:41.61656,0
2026-03-06 21:14:41.671981,0
2026-03-06 21:14:41.718731,0
2026-03-06 21:14:41.774029,0
2026-03-06 21:14:41.820499,0
2026-03-06 21:14:41.875918,0
2026-03-06 21:14:41.922526,0
2026-03-06 21:14:41.977934,0
2026-03-06 21:14:42.024587,0
2026-03-06 21:14:42.079724,0
2026-03-06 21:14:42.126667,0
2026-03-06 21:14:42.181758,0
2026-03-06 21:14:42.228861,0
2026-03-06 21:14:42.283934,0
2026-03-06 21:14:42.330894,0
2026-03-06 21:14:42.385963,0
2026-03-06 21:14:42.432421,0
2026-03-06 21:14:42.487998,0
2026-03-06 21:14:42.534619,0
2026-03-06 21:14:42.590003,0
2026-03-06 21:14:42.636467,0
2026-03-06 21:14:42.69222,0
2026-03-06 21:14:42.738679,0
2026-03-06 21:14:42.794419,0
2026-03-06 21:14:42.840599,0
2026-03-06 21:14:42.896073,0
2026-03-06 21:14:42.942897,0
2026-03-06 21:14:42.997949,0
2026-03-06 21:14:43.044852,0
2026-03-06 21:14:43.100064,0
2026-03-06 21:14:43.14667,0
2026-03-06 21:14:43.20181,0
2026-03-06 21:14:43.248896,0
2026-03-06 21:14:43.304248,0
2026-03-06 21:14:43.350736,0
2026-03-06 21:14:43.405677,0
2026-03-06 21:14:43.45242,0
2026-03-06 21:14:43.507829,0
2026-03-06 21:14:43.554751,0
2026-03-06 21:14:43.609997,0
2026-03-06 21:14:43.656961,0
2026-03-06 21:14:43.711724,0
2026-03-06 21:14:43.758579,0
2026-03-06 21:14:43.814286,0
2026-03-06 21:14:43.860729,0
2026-03-06 21:14:43.915909,0
2026-03-06 21:14:43.962697,0
2026-03-06 21:14:44.017829,0
2026-03-06 21:14:44.064583,0
2026-03-06 21:14:44.120147,0
2026-03-06 21:14:44.16661,0
2026-03-06 21:14:44.221906,0
2026-03-06 21:14:44.268691,0
2026-03-06 21:14:44.324293,0
2026-03-06 21:14:44.370846,0
2026-03-06 21:14:44.426072,0
2026-03-06 21:14:44.473045,0
2026-03-06 21:14:44.528156,0
2026-03-06 21:14:44.574817,0
2026-03-06 21:14:44.629919,0
2026-03-06 21:14:44.676522,0
2026-03-06 21:14:44.732108,0
2026-03-06 21:14:44.778709,0
2026-03-06 21:14:44.833749,0
2026-03-06 21:14:44.880421,0
2026-03-06 21:14:44.936063,0
2026-03-06 21:14:44.98259,0
2026-03-06 21:14:45.037803,0
2026-03-06 21:14:45.084955,0
2026-03-06 21:14:45.13989,0
2026-03-06 21:14:45.186674,0
2026-03-06 21:14:45.241705,0
2026-03-06 21:14:45.288672,0
2026-03-06 21:14:45.343866,0
2026-03-06 21:14:45.39041,0
2026-03-06 21:14:45.445707,0
2026-03-06 21:14:45.492814,0
2026-03-06 21:14:45.547911,0
2026-03-06 21:14:45.594787,0
2026-03-06 21:14:45.649938,0
2026-03-06 21:14:45.696763,0
2026-03-06 21:14:45.752237,0
2026-03-06 21:14:45.798648,0
2026-03-06 21:14:45.854002,0
2026-03-06 21:14:45.900591,0
2026-03-06 21:14:45.955719,0
2026-03-06 21:14:46.002478,0
2026-03-06 21:14:46.05841,0
2026-03-06 21:14:46.104543,0
2026-03-06 21:14:46.159761,0
2026-03-06 21:14:46.206742,0
2026-03-06 21:14:46.26229,0
2026-03-06 21:14:46.308647,0
2026-03-06 21:14:46.364052,0
2026-03-06 21:14:46.41056,0
2026-03-06 21:14:46.465872,0
2026-03-06 21:14:46.512602,0
2026-03-06 21:14:46.567929,0
2026-03-06 21:14:46.614634,0
2026-03-06 21:14:46.670182,0
2026-03-06 21:14:46.717011,0
2026-03-06 21:14:46.771937,0
2026-03-06 21:14:46.818863,0
2026-03-06 21:14:46.87434,0
2026-03-06 21:14:46.920599,0
2026-03-06 21:14:46.976396,0
2026-03-06 21:14:47.022498,0
2026-03-06 21:14:47.077966,0
2026-03-06 21:14:47.124532,0
2026-03-06 21:14:47.179928,0
2026-03-06 21:14:47.226918,0
2026-03-06 21:14:47.281999,0
2026-03-06 21:14:47.328612,0
2026-03-06 21:14:47.384032,0
2026-03-06 21:14:47.430978,0
2026-03-06 21:14:47.486046,0
2026-03-06 21:14:47.532503,0
2026-03-06 21:14:47.588391,0
2026-03-06 21:14:47.634924,0
2026-03-06 21:14:47.690074,0
2026-03-06 21:14:47.736964,0
2026-03-06 21:14:47.792148,0
2026-03-06 21:14:47.838481,0
2026-03-06 21:14:47.893682,0
2026-03-06 21:14:47.9418,0
2026-03-06 21:14:47.995987,0
2026-03-06 21:14:48.042574,0
2026-03-06 21:14:48.098128,0
2026-03-06 21:14:48.145345,0
2026-03-06 21:14:48.199944,0
2026-03-06 21:14:48.246934,0
2026-03-06 21:14:48.301825,0
2026-03-06 21:14:48.348982,0
2026-03-06 21:14:48.404263,0
2026-03-06 21:14:48.450541,0
2026-03-06 21:14:48.506195,0
2026-03-06 21:14:48.552468,0
2026-03-06 21:14:48.608011,0
2026-03-06 21:14:48.654741,0
2026-03-06 21:14:48.709866,0
2026-03-06 21:14:48.756897,0
2026-03-06 21:14:48.812119,0
2026-03-06 21:14:48.858379,0
2026-03-06 21:14:48.914171,0
2026-03-06 21:14:48.962048,0
2026-03-06 21:14:49.015844,0
2026-03-06 21:14:49.062752,0
2026-03-06 21:14:49.118,0
2026-03-06 21:14:49.164658,0
2026-03-06 21:14:49.22002,0
2026-03-06 21:14:49.266739,0
2026-03-06 21:14:49.321842,0
2026-03-06 21:14:49.368216,0
2026-03-06 21:14:49.423889,0
2026-03-06 21:14:49.470543,0
2026-03-06 21:14:49.525726,0
2026-03-06 21:14:49.572697,0
2026-03-06 21:14:49.628117,0
2026-03-06 21:14:49.674517,0
2026-03-06 21:14:49.729686,0
2026-03-06 21:14:49.776281,0
2026-03-06 21:14:49.832942,0
2026-03-06 21:14:49.878467,0
2026-03-06 21:14:49.933927,0
2026-03-06 21:14:49.980983,0
2026-03-06 21:14:50.036115,0
2026-03-06 21:14:50.082611,0
2026-03-06 21:14:50.13808,0
2026-03-06 21:14:50.18453,0
2026-03-06 21:14:50.240275,0
2026-03-06 21:14:50.287028,0
2026-03-06 21:14:50.34189,0
2026-03-06 21:14:50.388938,0
2026-03-06 21:14:50.443883,0
2026-03-06 21:14:50.490866,0
2026-03-06 21:14:50.546074,0
2026-03-06 21:14:50.59271,0
2026-03-06 21:14:50.648036,0
2026-03-06 21:14:50.694599,0
2026-03-06 21:14:50.750241,0
2026-03-06 21:14:50.796632,0
2026-03-06 21:14:50.8518,0
2026-03-06 21:14:50.899378,0
2026-03-06 21:14:50.953943,0
2026-03-06 21:14:51.00074,0
2026-03-06 21:14:51.056182,0
2026-03-06 21:14:51.102474,0
2026-03-06 21:14:51.158014,0
2026-03-06 21:14:51.204757,0
2026-03-06 21:14:51.260499,0
2026-03-06 21:14:51.306874,0
2026-03-06 21:14:51.361982,0
2026-03-06 21:14:51.408675,0
2026-03-06 21:14:51.463992,0
2026-03-06 21:14:51.510714,0
2026-03-06 21:14:51.566277,0
2026-03-06 21:14:51.612495,0
2026-03-06 21:14:51.667772,0
2026-03-06 21:14:51.71465,0
2026-03-06 21:14:51.770174,0
2026-03-06 21:14:51.816785,0
2026-03-06 21:14:51.872319,0
2026-03-06 21:14:51.918534,0
2026-03-06 21:14:51.97388,0
2026-03-06 21:14:52.02075,0
2026-03-06 21:14:52.076413,0
2026-03-06 21:14:52.122555,0
2026-03-06 21:14:52.178052,0
2026-03-06 21:14:52.224676,0
2026-03-06 21:14:52.279837,0
2026-03-06 21:14:52.326687,0
2026-03-06 21:14:52.382288,0
2026-03-06 21:14:52.429654,0
2026-03-06 21:14:52.484356,0
2026-03-06 21:14:52.53048,0
2026-03-06 21:14:52.585987,0
2026-03-06 21:14:52.6326,0
2026-03-06 21:14:52.687889,0
2026-03-06 21:14:52.734695,0
2026-03-06 21:14:52.790207,0
2026-03-06 21:14:52.837009,0
2026-03-06 21:14:52.892613,0
2026-03-06 21:14:52.938893,0
2026-03-06 21:14:52.994213,0
2026-03-06 21:14:53.040518,0
2026-03-06 21:14:53.095898,0
2026-03-06 21:14:53.142436,0
2026-03-06 21:14:53.198327,0
2026-03-06 21:14:53.24461,0
2026-03-06 21:14:53.300304,0
2026-03-06 21:14:53.347026,0
2026-03-06 21:14:53.401848,0
2026-03-06 21:14:53.448471,0
2026-03-06 21:14:53.50425,0
2026-03-06 21:14:53.550557,0
2026-03-06 21:14:53.606052,0
2026-03-06 21:14:53.65236,0
2026-03-06 21:14:53.708402,0
2026-03-06 21:14:53.754592,0
2026-03-06 21:14:53.809712,0
2026-03-06 21:14:53.856839,0
2026-03-06 21:14:53.912372,0
2026-03-06 21:14:53.958882,0
2026-03-06 21:14:54.014343,0
2026-03-06 21:14:54.061092,0
2026-03-06 21:14:54.116228,0
2026-03-06 21:14:54.162969,0
2026-03-06 21:14:54.218007,0
2026-03-06 21:14:54.265274,0
2026-03-06 21:14:54.31995,0
2026-03-06 21:14:54.366818,0
2026-03-06 21:14:54.421878,0
2026-03-06 21:14:54.468794,0
2026-03-06 21:14:54.523616,0
2026-03-06 21:14:54.570526,0
2026-03-06 21:14:54.626306,0
2026-03-06 21:14:54.673042,0
2026-03-06 21:14:54.727992,0
2026-03-06 21:14:54.775376,0
2026-03-06 21:14:54.830048,0
2026-03-06 21:14:54.876751,0
2026-03-06 21:14:54.932316,0
2026-03-06 21:14:54.978472,0
2026-03-06 21:14:55.033743,0
2026-03-06 21:14:55.080502,0
2026-03-06 21:14:55.13583,0
2026-03-06 21:14:55.182523,0
2026-03-06 21:14:55.238429,0
2026-03-06 21:14:55.284917,0
2026-03-06 21:14:55.340051,0
2026-03-06 21:14:55.386441,0
2026-03-06 21:14:55.441985,0
2026-03-06 21:14:55.489028,0
2026-03-06 21:14:55.544223,0
2026-03-06 21:14:55.59059,0
2026-03-06 21:14:55.646309,0
2026-03-06 21:14:55.692609,0
2026-03-06 21:14:55.748273,0
2026-03-06 21:14:55.794595,0
2026-03-06 21:14:55.850311,0
2026-03-06 21:14:55.89725,0
2026-03-06 21:14:55.95193,0
2026-03-06 21:14:55.998944,0
2026-03-06 21:14:56.054412,0
2026-03-06 21:14:56.10077,0
2026-03-06 21:14:56.15575,0
2026-03-06 21:14:56.203053,0
2026-03-06 21:14:56.258299,0
