time,LC_Cal.CH19.timestamp_ns
2026-03-06 21:14:19.05781,1772831659057780470
2026-03-06 21:14:19.223794,1772831659223753695
2026-03-06 21:14:19.424393,1772831659424375877
2026-03-06 21:14:19.625913,1772831659625886160
2026-03-06 21:14:19.727087,1772831659727039593
2026-03-06 21:14:19.831074,1772831659831021316
2026-03-06 21:14:20.027919,1772831660027893954
2026-03-06 21:14:20.128274,1772831660128258452
2026-03-06 21:14:20.228311,1772831660228300186
2026-03-06 21:14:20.328314,1772831660328301515
2026-03-06 21:14:20.428602,1772831660428588076
2026-03-06 21:14:20.628409,1772831660628398222
2026-03-06 21:14:20.828688,1772831660828651293
2026-03-06 21:14:20.931864,1772831660931851593
2026-03-06 21:14:21.131515,1772831661131501729
2026-03-06 21:14:21.232125,1772831661232069255
2026-03-06 21:14:21.332927,1772831661332849849
2026-03-06 21:14:21.531874,1772831661531848735
2026-03-06 21:14:21.732266,1772831661732247645
2026-03-06 21:14:21.935026,1772831661934979469
2026-03-06 21:14:22.036327,1772831662036222806
2026-03-06 21:14:22.136717,1772831662136680582
2026-03-06 21:14:22.334315,1772831662334290337
2026-03-06 21:14:22.435695,1772831662435633856
2026-03-06 21:14:22.536191,1772831662536043889
2026-03-06 21:14:22.734512,1772831662734501739
2026-03-06 21:14:22.834542,1772831662834524678
2026-03-06 21:14:22.937343,1772831662937327053
2026-03-06 21:14:23.037449,1772831663037396138
2026-03-06 21:14:23.238963,1772831663238950509
2026-03-06 21:14:23.436886,1772831663436849864
2026-03-06 21:14:23.537033,1772831663537004713
2026-03-06 21:14:23.63766,1772831663637642703
2026-03-06 21:14:23.837574,1772831663837554858
2026-03-06 21:14:23.939895,1772831663939874096
2026-03-06 21:14:24.041196,1772831664041180433
2026-03-06 21:14:24.240307,1772831664240150003
2026-03-06 21:14:24.341569,1772831664341459014
2026-03-06 21:14:24.54056,1772831664540534308
2026-03-06 21:14:24.642777,1772831664642746830
2026-03-06 21:14:24.841542,1772831664841512729
2026-03-06 21:14:24.943684,1772831664943668908
2026-03-06 21:14:25.043689,1772831665043671014
2026-03-06 21:14:25.143899,1772831665143883379
2026-03-06 21:14:25.343743,1772831665343726761
2026-03-06 21:14:25.444485,1772831665444359448
2026-03-06 21:14:25.644789,1772831665644752934
2026-03-06 21:14:25.744807,1772831665744782120
2026-03-06 21:14:25.946174,1772831665946130599
2026-03-06 21:14:26.145544,1772831666145524202
2026-03-06 21:14:26.246093,1772831666246084998
2026-03-06 21:14:26.346282,1772831666346250667
2026-03-06 21:14:26.446424,1772831666446377444
2026-03-06 21:14:26.646134,1772831666646091612
2026-03-06 21:14:26.746605,1772831666746547558
2026-03-06 21:14:26.846645,1772831666846636451
2026-03-06 21:14:26.950409,1772831666950381069
2026-03-06 21:14:27.149495,1772831667149481452
2026-03-06 21:14:27.249918,1772831667249901020
2026-03-06 21:14:27.350205,1772831667350182296
2026-03-06 21:14:27.549737,1772831667549696735
2026-03-06 21:14:27.650101,1772831667650064413
2026-03-06 21:14:27.849979,1772831667849956746
2026-03-06 21:14:27.952842,1772831667952812146
2026-03-06 21:14:28.052969,1772831668052938129
2026-03-06 21:14:28.153456,1772831668153434074
2026-03-06 21:14:28.352315,1772831668352292437
2026-03-06 21:14:28.452302,1772831668452291149
2026-03-06 21:14:28.652433,1772831668652413176
2026-03-06 21:14:28.752637,1772831668752601651
2026-03-06 21:14:28.852845,1772831668852823484
2026-03-06 21:14:28.955788,1772831668955735367
2026-03-06 21:14:29.154746,1772831669154704694
2026-03-06 21:14:29.256433,1772831669256404530
2026-03-06 21:14:29.455582,1772831669455500873
2026-03-06 21:14:29.659748,1772831669659714508
2026-03-06 21:14:29.854928,1772831669854885176
2026-03-06 21:14:29.959562,1772831669959513334
2026-03-06 21:14:30.157603,1772831670157584068
2026-03-06 21:14:30.258728,1772831670258672920
2026-03-06 21:14:30.360415,1772831670360383525
2026-03-06 21:14:30.460832,1772831670460813190
2026-03-06 21:14:30.561773,1772831670561749425
2026-03-06 21:14:30.761603,1772831670761526284
2026-03-06 21:14:30.961118,1772831670961085652
2026-03-06 21:14:31.062491,1772831671062383493
2026-03-06 21:14:31.162595,1772831671162535533
2026-03-06 21:14:31.360494,1772831671360487113
2026-03-06 21:14:31.460924,1772831671460914643
2026-03-06 21:14:31.562118,1772831671562091503
2026-03-06 21:14:31.662703,1772831671662685053
2026-03-06 21:14:31.862068,1772831671862054019
2026-03-06 21:14:31.964839,1772831671964822119
2026-03-06 21:14:32.16396,1772831672163951536
2026-03-06 21:14:32.267412,1772831672267351998
2026-03-06 21:14:32.465585,1772831672465559159
2026-03-06 21:14:32.666352,1772831672666317897
2026-03-06 21:14:32.766714,1772831672766682526
2026-03-06 21:14:32.866765,1772831672866736755
2026-03-06 21:14:32.96972,1772831672969694362
2026-03-06 21:14:33.16727,1772831673167212617
2026-03-06 21:14:33.269064,1772831673269054790
2026-03-06 21:14:33.370401,1772831673370302848
2026-03-06 21:14:33.567113,1772831673567051049
2026-03-06 21:14:33.767966,1772831673767941308
2026-03-06 21:14:33.971238,1772831673971169456
2026-03-06 21:14:34.17309,1772831674173015375
2026-03-06 21:14:34.371841,1772831674371814056
