time,BOARD.HB_14.timestamp_ns
2026-03-06 21:14:18.31068,4398793455723
2026-03-06 21:14:18.317517,4398800163135
2026-03-06 21:14:19.085037,4399567820302
2026-03-06 21:14:20.094608,4400577417262
2026-03-06 21:14:21.103444,4401586148780
2026-03-06 21:14:22.103637,4402586312975
2026-03-06 21:14:23.103071,4403585865645
2026-03-06 21:14:24.103091,4404585863167
2026-03-06 21:14:25.103506,4405586261674
2026-03-06 21:14:26.112946,4406595467889
2026-03-06 21:14:27.12175,4407604455086
2026-03-06 21:14:28.121609,4408604369960
2026-03-06 21:14:29.12134,4409604071860
2026-03-06 21:14:30.121243,4410603976804
2026-03-06 21:14:31.12132,4411604122551
2026-03-06 21:14:32.130854,4412613344176
2026-03-06 21:14:33.139487,4413622261939
2026-03-06 21:14:34.139453,4414622240345
2026-03-06 21:14:35.139316,4415622101374
2026-03-06 21:14:36.139527,4416622262549
2026-03-06 21:14:37.139405,4417622173894
2026-03-06 21:14:38.149194,4418631632058
2026-03-06 21:14:39.157204,4419640012312
2026-03-06 21:14:40.157418,4420640206089
2026-03-06 21:14:41.157376,4421640133453
2026-03-06 21:14:42.157467,4422640163729
2026-03-06 21:14:43.15798,4423640646734
2026-03-06 21:14:44.167298,4424650043126
2026-03-06 21:14:45.175438,4425658145586
2026-03-06 21:14:46.175859,4426658551875
2026-03-06 21:14:47.17558,4427658250252
2026-03-06 21:14:48.175583,4428658330180
2026-03-06 21:14:49.175855,4429658598843
2026-03-06 21:14:50.185115,4430667904854
2026-03-06 21:14:51.193616,4431676365526
2026-03-06 21:14:52.193828,4432676498002
2026-03-06 21:14:53.193788,4433676524040
2026-03-06 21:14:54.193373,4434676172359
2026-03-06 21:14:55.193655,4435676392002
2026-03-06 21:14:56.203448,4436685801162
2026-03-06 21:14:57.211952,4437694696234
2026-03-06 21:14:58.211947,4438694682758
2026-03-06 21:14:59.211666,4439694446783
2026-03-06 21:15:00.211622,4440694185443
2026-03-06 21:15:01.211467,4441694269641
2026-03-06 21:15:02.221338,4442704022260
2026-03-06 21:15:03.229779,4443712457923
2026-03-06 21:15:04.229691,4444712428282
2026-03-06 21:15:05.229956,4445712720364
2026-03-06 21:15:06.229918,4446712679460
2026-03-06 21:15:07.229853,4447712616001
2026-03-06 21:15:08.239547,4448722214857
2026-03-06 21:15:09.248071,4449730795059
2026-03-06 21:15:10.24749,4450730271025
2026-03-06 21:15:11.24787,4451730618722
2026-03-06 21:15:12.247933,4452730627944
2026-03-06 21:15:13.247722,4453730449895
2026-03-06 21:15:14.257365,4454740158455
2026-03-06 21:15:15.265766,4455748517183
2026-03-06 21:15:16.265922,4456748635611
2026-03-06 21:15:17.266109,4457748858050
2026-03-06 21:15:18.265669,4458748348254
2026-03-06 21:15:19.265475,4459748288204
2026-03-06 21:15:20.27531,4460758090616
2026-03-06 21:15:21.283633,4461766401666
2026-03-06 21:15:22.28384,4462766611506
2026-03-06 21:15:23.284216,4463766967512
2026-03-06 21:15:24.283906,4464766675888
2026-03-06 21:15:25.284396,4465766526290
2026-03-06 21:15:26.293649,4466776421873
2026-03-06 21:15:27.301995,4467784762068
2026-03-06 21:15:28.301773,4468784511958
2026-03-06 21:15:29.301991,4469784756702
2026-03-06 21:15:30.302281,4470784946924
2026-03-06 21:15:31.302078,4471784775716
2026-03-06 21:15:32.311691,4472793964091
2026-03-06 21:15:33.320218,4473802928621
2026-03-06 21:15:34.320193,4474802921587
2026-03-06 21:15:35.320152,4475802889639
2026-03-06 21:15:36.31978,4476802544813
2026-03-06 21:15:37.319994,4477802773345
2026-03-06 21:15:38.329548,4478812331322
2026-03-06 21:15:39.33779,4479820561034
2026-03-06 21:15:40.338066,4480820842183
2026-03-06 21:15:41.338116,4481820903960
2026-03-06 21:15:42.338038,4482820709848
2026-03-06 21:15:43.338272,4483820947709
2026-03-06 21:15:44.347788,4484830311455
2026-03-06 21:15:45.356352,4485839054805
2026-03-06 21:15:46.356323,4486839122104
2026-03-06 21:15:47.355906,4487838685373
2026-03-06 21:15:48.356047,4488838764613
2026-03-06 21:15:49.356238,4489838991241
2026-03-06 21:15:50.365407,4490848087383
2026-03-06 21:15:51.37388,4491856670593
2026-03-06 21:15:52.374016,4492856676390
2026-03-06 21:15:53.374141,4493856906759
2026-03-06 21:15:54.373981,4494856669126
2026-03-06 21:15:55.37414,4495856917823
2026-03-06 21:15:56.383885,4496866178711
2026-03-06 21:15:57.392202,4497874949366
2026-03-06 21:15:58.39214,4498874936667
2026-03-06 21:15:59.392093,4499874839415
2026-03-06 21:16:00.392182,4500874906962
2026-03-06 21:16:01.392341,4501875120508
2026-03-06 21:16:02.401961,4502884301513
2026-03-06 21:16:03.410435,4503893192409
2026-03-06 21:16:04.410299,4504893022951
2026-03-06 21:16:05.410484,4505893099997
2026-03-06 21:16:06.41007,4506892798127
2026-03-06 21:16:07.410416,4507893093632
2026-03-06 21:16:08.419997,4508902430010
2026-03-06 21:16:09.428252,4509911026005
2026-03-06 21:16:10.427981,4510910761138
2026-03-06 21:16:11.428378,4511911159856
2026-03-06 21:16:12.428247,4512910980302
2026-03-06 21:16:13.428286,4513911047165
2026-03-06 21:16:14.438041,4514920816955
2026-03-06 21:16:15.44614,4515928897597
2026-03-06 21:16:16.446592,4516929360160
2026-03-06 21:16:17.446579,4517929291917
2026-03-06 21:16:18.446038,4518928815271
2026-03-06 21:16:19.4464,4519929158863
2026-03-06 21:16:20.455779,4520938369831
2026-03-06 21:16:21.46442,4521947157090
2026-03-06 21:16:22.464053,4522946835616
2026-03-06 21:16:23.465246,4523947565204
2026-03-06 21:16:24.464299,4524947096650
2026-03-06 21:16:25.464321,4525947020927
2026-03-06 21:16:26.474374,4526956666511
2026-03-06 21:16:27.482546,4527965238049
2026-03-06 21:16:28.482565,4528965327398
2026-03-06 21:16:29.482512,4529965208479
2026-03-06 21:16:30.48262,4530965331156
2026-03-06 21:16:31.482373,4531965124444
2026-03-06 21:16:32.492104,4532974894704
2026-03-06 21:16:33.500236,4533982971127
2026-03-06 21:16:34.50027,4534983049440
2026-03-06 21:16:35.500421,4535983229289
2026-03-06 21:16:36.500297,4536982987476
2026-03-06 21:16:37.500552,4537983321895
2026-03-06 21:16:38.510083,4538992874958
2026-03-06 21:16:39.518824,4540001556979
2026-03-06 21:16:40.518328,4541001069392
2026-03-06 21:16:41.518303,4542001067429
2026-03-06 21:16:42.518507,4543001171795
2026-03-06 21:16:43.518616,4544001373446
2026-03-06 21:16:44.528153,4545010912120
2026-03-06 21:16:45.536218,4546019014115
2026-03-06 21:16:46.536683,4547019443780
2026-03-06 21:16:47.536619,4548019341873
2026-03-06 21:16:48.536219,4549018972310
2026-03-06 21:16:49.53624,4550019021286
2026-03-06 21:16:50.546271,4551028641894
2026-03-06 21:16:51.554893,4552037558429
2026-03-06 21:16:52.554939,4553037685139
2026-03-06 21:16:53.554281,4554037078157
2026-03-06 21:16:54.554705,4555037392845
