time,ACT.Fuel_Fill_Press.actuator_state
2026-03-06 21:17:40.730442,0
2026-03-06 21:17:40.788223,1
2026-03-06 21:17:40.832122,0
2026-03-06 21:17:40.889945,1
2026-03-06 21:17:40.934708,0
2026-03-06 21:17:40.992052,1
2026-03-06 21:17:41.036261,0
2026-03-06 21:17:41.094412,1
2026-03-06 21:17:41.138443,0
2026-03-06 21:17:41.19642,1
2026-03-06 21:17:41.240223,0
2026-03-06 21:17:41.298897,1
2026-03-06 21:17:41.342328,0
2026-03-06 21:17:41.399997,1
2026-03-06 21:17:41.444075,0
2026-03-06 21:17:41.502323,1
2026-03-06 21:17:41.546082,0
2026-03-06 21:17:41.604387,1
2026-03-06 21:17:41.647782,0
2026-03-06 21:17:41.706639,1
2026-03-06 21:17:41.750478,0
2026-03-06 21:17:41.80846,1
2026-03-06 21:17:41.852122,0
2026-03-06 21:17:41.910493,1
2026-03-06 21:17:41.954053,0
2026-03-06 21:17:42.012451,1
2026-03-06 21:17:42.056482,0
2026-03-06 21:17:42.114405,1
2026-03-06 21:17:42.158486,0
2026-03-06 21:17:42.216271,1
2026-03-06 21:17:42.26024,0
2026-03-06 21:17:42.317961,1
2026-03-06 21:17:42.362057,0
2026-03-06 21:17:42.420454,1
2026-03-06 21:17:42.464129,0
2026-03-06 21:17:42.522366,1
2026-03-06 21:17:42.566028,0
2026-03-06 21:17:42.62459,1
2026-03-06 21:17:42.667972,0
2026-03-06 21:17:42.725911,1
2026-03-06 21:17:42.770485,0
2026-03-06 21:17:42.828179,1
2026-03-06 21:17:42.872412,0
2026-03-06 21:17:42.930255,1
2026-03-06 21:17:42.974132,0
2026-03-06 21:17:43.032189,1
2026-03-06 21:17:43.076429,0
2026-03-06 21:17:43.134354,1
2026-03-06 21:17:43.17851,0
2026-03-06 21:17:43.237003,1
2026-03-06 21:17:43.28031,0
2026-03-06 21:17:43.338179,1
2026-03-06 21:17:43.382328,0
2026-03-06 21:17:43.440008,1
2026-03-06 21:17:43.484447,0
2026-03-06 21:17:43.542517,1
2026-03-06 21:17:43.585991,0
2026-03-06 21:17:43.644598,1
2026-03-06 21:17:43.688498,0
2026-03-06 21:17:43.745931,1
2026-03-06 21:17:43.790151,0
2026-03-06 21:17:43.848288,1
2026-03-06 21:17:43.892409,0
2026-03-06 21:17:43.950407,1
2026-03-06 21:17:43.994421,0
2026-03-06 21:17:44.052173,1
2026-03-06 21:17:44.096003,0
2026-03-06 21:17:44.154232,1
2026-03-06 21:17:44.19888,0
2026-03-06 21:17:44.256118,1
2026-03-06 21:17:44.299649,0
2026-03-06 21:17:44.35836,1
2026-03-06 21:17:44.401809,0
2026-03-06 21:17:44.460596,1
2026-03-06 21:17:44.50449,0
2026-03-06 21:17:44.562748,1
2026-03-06 21:17:44.606053,0
2026-03-06 21:17:44.664374,1
2026-03-06 21:17:44.707964,0
2026-03-06 21:17:44.766194,1
2026-03-06 21:17:44.810312,0
2026-03-06 21:17:44.868193,1
2026-03-06 21:17:44.912042,0
2026-03-06 21:17:44.970329,1
2026-03-06 21:17:45.014066,0
2026-03-06 21:17:45.072179,1
2026-03-06 21:17:45.11663,0
2026-03-06 21:17:45.174381,1
2026-03-06 21:17:45.218294,0
2026-03-06 21:17:45.276456,1
2026-03-06 21:17:45.320047,0
2026-03-06 21:17:45.378118,1
2026-03-06 21:17:45.422321,0
2026-03-06 21:17:45.480084,1
2026-03-06 21:17:45.524227,0
2026-03-06 21:17:45.590812,1
2026-03-06 21:17:45.626806,0
2026-03-06 21:17:45.68424,1
2026-03-06 21:17:45.728381,0
2026-03-06 21:17:45.786505,1
2026-03-06 21:17:45.830368,0
2026-03-06 21:17:45.888135,1
2026-03-06 21:17:45.932317,0
2026-03-06 21:17:45.99018,1
2026-03-06 21:17:46.034416,0
2026-03-06 21:17:46.092449,1
2026-03-06 21:17:46.136361,0
2026-03-06 21:17:46.19471,1
2026-03-06 21:17:46.23873,0
2026-03-06 21:17:46.296207,1
2026-03-06 21:17:46.340205,0
2026-03-06 21:17:46.398298,1
2026-03-06 21:17:46.442142,0
2026-03-06 21:17:46.501787,1
2026-03-06 21:17:46.544451,0
2026-03-06 21:17:46.602323,1
2026-03-06 21:17:46.645919,0
2026-03-06 21:17:46.704833,1
2026-03-06 21:17:46.748124,0
2026-03-06 21:17:46.806621,1
2026-03-06 21:17:46.84984,0
2026-03-06 21:17:46.908535,1
2026-03-06 21:17:46.952606,0
2026-03-06 21:17:47.010536,1
2026-03-06 21:17:47.053962,0
2026-03-06 21:17:47.112186,1
2026-03-06 21:17:47.156349,0
2026-03-06 21:17:47.214882,1
2026-03-06 21:17:47.258644,0
2026-03-06 21:17:47.316208,1
2026-03-06 21:17:47.36021,0
2026-03-06 21:17:47.418394,1
2026-03-06 21:17:47.462745,0
2026-03-06 21:17:47.520367,1
2026-03-06 21:17:47.564914,0
2026-03-06 21:17:47.62231,1
2026-03-06 21:17:47.666543,0
2026-03-06 21:17:47.724771,1
2026-03-06 21:17:47.768776,0
2026-03-06 21:17:47.826464,1
2026-03-06 21:17:47.870478,0
2026-03-06 21:17:47.928229,1
2026-03-06 21:17:47.972418,0
2026-03-06 21:17:48.030769,1
2026-03-06 21:17:48.074435,0
2026-03-06 21:17:48.132675,1
2026-03-06 21:17:48.176222,0
2026-03-06 21:17:48.23434,1
2026-03-06 21:17:48.277875,0
2026-03-06 21:17:48.336605,1
2026-03-06 21:17:48.380348,0
2026-03-06 21:17:48.438996,1
2026-03-06 21:17:48.482427,0
2026-03-06 21:17:48.54045,1
2026-03-06 21:17:48.583923,0
2026-03-06 21:17:48.64289,1
2026-03-06 21:17:48.686473,0
2026-03-06 21:17:48.744884,1
2026-03-06 21:17:48.788563,0
2026-03-06 21:17:48.846382,1
2026-03-06 21:17:48.890751,0
2026-03-06 21:17:48.948435,1
2026-03-06 21:17:48.992841,0
2026-03-06 21:17:49.050061,1
2026-03-06 21:17:49.094201,0
2026-03-06 21:17:49.152036,1
2026-03-06 21:17:49.196583,0
2026-03-06 21:17:49.255084,1
2026-03-06 21:17:49.298225,0
2026-03-06 21:17:49.356865,1
2026-03-06 21:17:49.400603,0
2026-03-06 21:17:49.458473,1
2026-03-06 21:17:49.502534,0
2026-03-06 21:17:49.560148,1
2026-03-06 21:17:49.604848,0
2026-03-06 21:17:49.662686,1
2026-03-06 21:17:49.706726,0
2026-03-06 21:17:49.764542,1
2026-03-06 21:17:49.809012,0
2026-03-06 21:17:49.867,1
2026-03-06 21:17:49.910326,0
2026-03-06 21:17:49.968257,1
2026-03-06 21:17:50.012827,0
2026-03-06 21:17:50.071188,1
2026-03-06 21:17:50.114189,0
2026-03-06 21:17:50.173095,1
2026-03-06 21:17:50.216654,0
2026-03-06 21:17:50.274648,1
2026-03-06 21:17:50.318227,0
2026-03-06 21:17:50.376652,1
2026-03-06 21:17:50.419852,0
2026-03-06 21:17:50.479024,1
2026-03-06 21:17:50.522082,0
2026-03-06 21:17:50.580509,1
2026-03-06 21:17:50.62421,0
2026-03-06 21:17:50.682261,1
2026-03-06 21:17:50.726773,0
2026-03-06 21:17:50.784293,1
2026-03-06 21:17:50.829687,0
2026-03-06 21:17:50.886415,1
2026-03-06 21:17:50.930541,0
2026-03-06 21:17:50.988498,1
2026-03-06 21:17:51.033643,0
2026-03-06 21:17:51.090741,1
2026-03-06 21:17:51.134022,0
2026-03-06 21:17:51.192597,1
2026-03-06 21:17:51.23668,0
2026-03-06 21:17:51.294613,1
2026-03-06 21:17:51.33828,0
2026-03-06 21:17:51.396131,1
2026-03-06 21:17:51.440283,0
2026-03-06 21:17:51.498235,1
2026-03-06 21:17:51.542012,0
2026-03-06 21:17:51.600615,1
2026-03-06 21:17:51.644661,0
2026-03-06 21:17:51.703355,1
2026-03-06 21:17:51.746276,0
2026-03-06 21:17:51.804595,1
2026-03-06 21:17:51.84841,0
2026-03-06 21:17:51.906145,1
2026-03-06 21:17:51.950137,0
2026-03-06 21:17:52.008385,1
2026-03-06 21:17:52.052421,0
2026-03-06 21:17:52.110585,1
2026-03-06 21:17:52.154454,0
2026-03-06 21:17:52.212377,1
2026-03-06 21:17:52.256039,0
2026-03-06 21:17:52.314722,1
2026-03-06 21:17:52.358018,0
2026-03-06 21:17:52.416467,1
2026-03-06 21:17:52.460676,0
2026-03-06 21:17:52.518575,1
2026-03-06 21:17:52.562294,0
2026-03-06 21:17:52.620443,1
2026-03-06 21:17:52.664105,0
2026-03-06 21:17:52.722762,1
2026-03-06 21:17:52.766744,0
2026-03-06 21:17:52.824756,1
2026-03-06 21:17:52.86821,0
2026-03-06 21:17:52.926429,1
2026-03-06 21:17:52.970304,0
2026-03-06 21:17:53.028368,1
2026-03-06 21:17:53.072113,0
2026-03-06 21:17:53.130143,1
2026-03-06 21:17:53.173693,0
2026-03-06 21:17:53.232481,1
2026-03-06 21:17:53.275969,0
2026-03-06 21:17:53.334071,1
2026-03-06 21:17:53.37832,0
2026-03-06 21:17:53.436121,1
2026-03-06 21:17:53.480473,0
2026-03-06 21:17:53.538293,1
2026-03-06 21:17:53.582033,0
2026-03-06 21:17:53.640568,1
2026-03-06 21:17:53.684327,0
2026-03-06 21:17:53.742279,1
2026-03-06 21:17:53.786031,0
2026-03-06 21:17:53.844294,1
2026-03-06 21:17:53.88823,0
2026-03-06 21:17:53.946526,1
2026-03-06 21:17:53.990327,0
2026-03-06 21:17:54.048328,1
2026-03-06 21:17:54.092415,0
2026-03-06 21:17:54.1503,1
2026-03-06 21:17:54.19402,0
2026-03-06 21:17:54.252589,1
2026-03-06 21:17:54.296429,0
2026-03-06 21:17:54.354365,1
2026-03-06 21:17:54.397941,0
2026-03-06 21:17:54.456175,1
2026-03-06 21:17:54.500515,0
2026-03-06 21:17:54.558361,1
2026-03-06 21:17:54.60259,0
2026-03-06 21:17:54.659997,1
2026-03-06 21:17:54.704491,0
2026-03-06 21:17:54.762202,1
2026-03-06 21:17:54.806518,0
2026-03-06 21:17:54.864618,1
2026-03-06 21:17:54.907881,0
2026-03-06 21:17:54.966456,1
2026-03-06 21:17:55.010275,0
2026-03-06 21:17:55.068133,1
2026-03-06 21:17:55.112355,0
2026-03-06 21:17:55.170035,1
2026-03-06 21:17:55.214309,0
2026-03-06 21:17:55.272286,1
2026-03-06 21:17:55.316124,0
2026-03-06 21:17:55.37422,1
2026-03-06 21:17:55.418418,0
2026-03-06 21:17:55.476169,1
2026-03-06 21:17:55.520218,0
2026-03-06 21:17:55.578438,1
2026-03-06 21:17:55.622091,0
2026-03-06 21:17:55.680385,1
2026-03-06 21:17:55.724529,0
2026-03-06 21:17:55.78262,1
2026-03-06 21:17:55.82674,0
2026-03-06 21:17:55.884424,1
2026-03-06 21:17:55.928284,0
2026-03-06 21:17:55.985976,1
2026-03-06 21:17:56.030437,0
2026-03-06 21:17:56.088434,1
2026-03-06 21:17:56.13203,0
2026-03-06 21:17:56.190289,1
2026-03-06 21:17:56.233766,0
2026-03-06 21:17:56.292015,1
2026-03-06 21:17:56.336153,0
2026-03-06 21:17:56.394383,1
2026-03-06 21:17:56.438083,0
2026-03-06 21:17:56.496518,1
2026-03-06 21:17:56.540903,0
2026-03-06 21:17:56.598031,1
2026-03-06 21:17:56.642348,0
2026-03-06 21:17:56.700009,1
2026-03-06 21:17:56.744125,0
2026-03-06 21:17:56.802533,1
2026-03-06 21:17:56.846224,0
2026-03-06 21:17:56.904322,1
2026-03-06 21:17:56.948105,0
2026-03-06 21:17:57.006743,1
2026-03-06 21:17:57.050668,0
2026-03-06 21:17:57.108888,1
2026-03-06 21:17:57.152473,0
2026-03-06 21:17:57.210769,1
2026-03-06 21:17:57.254761,0
2026-03-06 21:17:57.312961,1
2026-03-06 21:17:57.355983,0
2026-03-06 21:17:57.414576,1
2026-03-06 21:17:57.458602,0
2026-03-06 21:17:57.516758,1
2026-03-06 21:17:57.560437,0
2026-03-06 21:17:57.6185,1
2026-03-06 21:17:57.662293,0
2026-03-06 21:17:57.720423,1
2026-03-06 21:17:57.76446,0
2026-03-06 21:17:57.822718,1
2026-03-06 21:17:57.86623,0
2026-03-06 21:17:57.924798,1
2026-03-06 21:17:57.967868,0
2026-03-06 21:17:58.02671,1
2026-03-06 21:17:58.070299,0
2026-03-06 21:17:58.128495,1
2026-03-06 21:17:58.172633,0
2026-03-06 21:17:58.230594,1
2026-03-06 21:17:58.274326,0
2026-03-06 21:17:58.332254,1
2026-03-06 21:17:58.376367,0
2026-03-06 21:17:58.43464,1
2026-03-06 21:17:58.478329,0
2026-03-06 21:17:58.536233,1
2026-03-06 21:17:58.580495,0
2026-03-06 21:17:58.638886,1
2026-03-06 21:17:58.682793,0
2026-03-06 21:17:58.740737,1
2026-03-06 21:17:58.784706,0
2026-03-06 21:17:58.84264,1
2026-03-06 21:17:58.886392,0
2026-03-06 21:17:58.944343,1
2026-03-06 21:17:58.988277,0
2026-03-06 21:17:59.046531,1
2026-03-06 21:17:59.090834,0
2026-03-06 21:17:59.148655,1
2026-03-06 21:17:59.192723,0
2026-03-06 21:17:59.250593,1
2026-03-06 21:17:59.293981,0
2026-03-06 21:17:59.352387,1
2026-03-06 21:17:59.396337,0
2026-03-06 21:17:59.454788,1
2026-03-06 21:17:59.498669,0
2026-03-06 21:17:59.556774,1
2026-03-06 21:17:59.600329,0
2026-03-06 21:17:59.658731,1
2026-03-06 21:17:59.702107,0
2026-03-06 21:17:59.761019,1
2026-03-06 21:17:59.804383,0
2026-03-06 21:17:59.86276,1
2026-03-06 21:17:59.906321,0
2026-03-06 21:17:59.964792,1
2026-03-06 21:18:00.008805,0
2026-03-06 21:18:00.066515,1
2026-03-06 21:18:00.110827,0
2026-03-06 21:18:00.168926,1
2026-03-06 21:18:00.212391,0
2026-03-06 21:18:00.270444,1
2026-03-06 21:18:00.3144,0
2026-03-06 21:18:00.372471,1
2026-03-06 21:18:00.416293,0
2026-03-06 21:18:00.474107,1
2026-03-06 21:18:00.518408,0
2026-03-06 21:18:00.576959,1
2026-03-06 21:18:00.620312,0
2026-03-06 21:18:00.686768,1
2026-03-06 21:18:00.722813,0
2026-03-06 21:18:00.780411,1
2026-03-06 21:18:00.824517,0
2026-03-06 21:18:00.88233,1
2026-03-06 21:18:00.926297,0
2026-03-06 21:18:00.984358,1
2026-03-06 21:18:01.028613,0
2026-03-06 21:18:01.086364,1
2026-03-06 21:18:01.130393,0
2026-03-06 21:18:01.188122,1
2026-03-06 21:18:01.23255,0
2026-03-06 21:18:01.290829,1
2026-03-06 21:18:01.334198,0
2026-03-06 21:18:01.392762,1
2026-03-06 21:18:01.436495,0
2026-03-06 21:18:01.494383,1
2026-03-06 21:18:01.538385,0
2026-03-06 21:18:01.59613,1
2026-03-06 21:18:01.639992,0
2026-03-06 21:18:01.698374,1
2026-03-06 21:18:01.742793,0
2026-03-06 21:18:01.800406,1
2026-03-06 21:18:01.843922,0
2026-03-06 21:18:01.901948,1
2026-03-06 21:18:01.945908,0
2026-03-06 21:18:02.004272,1
2026-03-06 21:18:02.048115,0
2026-03-06 21:18:02.106189,1
2026-03-06 21:18:02.150186,0
2026-03-06 21:18:02.208571,1
2026-03-06 21:18:02.252144,0
2026-03-06 21:18:02.310523,1
2026-03-06 21:18:02.353973,0
2026-03-06 21:18:02.412306,1
2026-03-06 21:18:02.456091,0
2026-03-06 21:18:02.51434,1
2026-03-06 21:18:02.558363,0
2026-03-06 21:18:02.616608,1
2026-03-06 21:18:02.660084,0
2026-03-06 21:18:02.718495,1
2026-03-06 21:18:02.762569,0
2026-03-06 21:18:02.820443,1
2026-03-06 21:18:02.864639,0
2026-03-06 21:18:02.922532,1
2026-03-06 21:18:02.966099,0
2026-03-06 21:18:03.024428,1
2026-03-06 21:18:03.069193,0
2026-03-06 21:18:03.126858,1
2026-03-06 21:18:03.170903,0
2026-03-06 21:18:03.228652,1
2026-03-06 21:18:03.272617,0
2026-03-06 21:18:03.331045,1
2026-03-06 21:18:03.374415,0
2026-03-06 21:18:03.432947,1
2026-03-06 21:18:03.476505,0
2026-03-06 21:18:03.534362,1
2026-03-06 21:18:03.578913,0
2026-03-06 21:18:03.63702,1
2026-03-06 21:18:03.680908,0
2026-03-06 21:18:03.738776,1
2026-03-06 21:18:03.782531,0
2026-03-06 21:18:03.84072,1
2026-03-06 21:18:03.884384,0
2026-03-06 21:18:03.942817,1
2026-03-06 21:18:03.986312,0
2026-03-06 21:18:04.044763,1
2026-03-06 21:18:04.088217,0
2026-03-06 21:18:04.146465,1
2026-03-06 21:18:04.190261,0
2026-03-06 21:18:04.248356,1
2026-03-06 21:18:04.292809,0
2026-03-06 21:18:04.350931,1
2026-03-06 21:18:04.394404,0
2026-03-06 21:18:04.452847,1
2026-03-06 21:18:04.496959,0
2026-03-06 21:18:04.554772,1
2026-03-06 21:18:04.598444,0
2026-03-06 21:18:04.656966,1
2026-03-06 21:18:04.700138,0
2026-03-06 21:18:04.758467,1
2026-03-06 21:18:04.802082,0
2026-03-06 21:18:04.860764,1
2026-03-06 21:18:04.90443,0
2026-03-06 21:18:04.96268,1
2026-03-06 21:18:05.006205,0
2026-03-06 21:18:05.064424,1
2026-03-06 21:18:05.108096,0
2026-03-06 21:18:05.166954,1
2026-03-06 21:18:05.21012,0
2026-03-06 21:18:05.26857,1
2026-03-06 21:18:05.312333,0
2026-03-06 21:18:05.370444,1
2026-03-06 21:18:05.414487,0
2026-03-06 21:18:05.472726,1
2026-03-06 21:18:05.516172,0
2026-03-06 21:18:05.575032,1
2026-03-06 21:18:05.618266,0
2026-03-06 21:18:05.676532,1
2026-03-06 21:18:05.720122,0
2026-03-06 21:18:05.778586,1
2026-03-06 21:18:05.822585,0
2026-03-06 21:18:05.880621,1
2026-03-06 21:18:05.924532,0
2026-03-06 21:18:05.982781,1
2026-03-06 21:18:06.02608,0
2026-03-06 21:18:06.084653,1
2026-03-06 21:18:06.128361,0
2026-03-06 21:18:06.186204,1
2026-03-06 21:18:06.23043,0
2026-03-06 21:18:06.288576,1
2026-03-06 21:18:06.332637,0
2026-03-06 21:18:06.390266,1
2026-03-06 21:18:06.434361,0
2026-03-06 21:18:06.4929,1
2026-03-06 21:18:06.536799,0
2026-03-06 21:18:06.59428,1
2026-03-06 21:18:06.638451,0
2026-03-06 21:18:06.696599,1
2026-03-06 21:18:06.740531,0
2026-03-06 21:18:06.799152,1
2026-03-06 21:18:06.842832,0
2026-03-06 21:18:06.901016,1
2026-03-06 21:18:06.944497,0
2026-03-06 21:18:07.002433,1
2026-03-06 21:18:07.046297,0
2026-03-06 21:18:07.105148,1
2026-03-06 21:18:07.148665,0
2026-03-06 21:18:07.206977,1
2026-03-06 21:18:07.249883,0
2026-03-06 21:18:07.308488,1
2026-03-06 21:18:07.352536,0
2026-03-06 21:18:07.410542,1
2026-03-06 21:18:07.45411,0
2026-03-06 21:18:07.512268,1
2026-03-06 21:18:07.556156,0
2026-03-06 21:18:07.614529,1
2026-03-06 21:18:07.658851,0
2026-03-06 21:18:07.716005,1
2026-03-06 21:18:07.760822,0
2026-03-06 21:18:07.81855,1
2026-03-06 21:18:07.862582,0
2026-03-06 21:18:07.920911,1
2026-03-06 21:18:07.96449,0
2026-03-06 21:18:08.022821,1
2026-03-06 21:18:08.066361,0
2026-03-06 21:18:08.12457,1
2026-03-06 21:18:08.168576,0
2026-03-06 21:18:08.226405,1
2026-03-06 21:18:08.270619,0
2026-03-06 21:18:08.328582,1
2026-03-06 21:18:08.372693,0
2026-03-06 21:18:08.430327,1
2026-03-06 21:18:08.474551,0
2026-03-06 21:18:08.532493,1
2026-03-06 21:18:08.576257,0
2026-03-06 21:18:08.634731,1
2026-03-06 21:18:08.67807,0
2026-03-06 21:18:08.736401,1
2026-03-06 21:18:08.7808,0
2026-03-06 21:18:08.8384,1
2026-03-06 21:18:08.882563,0
2026-03-06 21:18:08.940418,1
2026-03-06 21:18:08.984471,0
2026-03-06 21:18:09.042593,1
2026-03-06 21:18:09.086077,0
2026-03-06 21:18:09.144309,1
2026-03-06 21:18:09.188577,0
2026-03-06 21:18:09.246433,1
2026-03-06 21:18:09.290267,0
2026-03-06 21:18:09.3496,1
2026-03-06 21:18:09.392532,0
2026-03-06 21:18:09.450622,1
2026-03-06 21:18:09.494337,0
2026-03-06 21:18:09.552469,1
2026-03-06 21:18:09.596268,0
2026-03-06 21:18:09.654765,1
2026-03-06 21:18:09.698423,0
2026-03-06 21:18:09.756153,1
2026-03-06 21:18:09.800301,0
2026-03-06 21:18:09.858717,1
2026-03-06 21:18:09.902814,0
2026-03-06 21:18:09.960475,1
2026-03-06 21:18:10.004189,0
2026-03-06 21:18:10.062689,1
2026-03-06 21:18:10.106169,0
2026-03-06 21:18:10.164588,1
2026-03-06 21:18:10.208348,0
2026-03-06 21:18:10.266556,1
2026-03-06 21:18:10.310697,0
2026-03-06 21:18:10.368569,1
2026-03-06 21:18:10.41251,0
2026-03-06 21:18:10.470524,1
2026-03-06 21:18:10.51421,0
2026-03-06 21:18:10.572572,1
2026-03-06 21:18:10.616461,0
2026-03-06 21:18:10.674742,1
2026-03-06 21:18:10.718585,0
2026-03-06 21:18:10.776729,1
2026-03-06 21:18:10.820374,0
2026-03-06 21:18:10.87856,1
2026-03-06 21:18:10.921877,0
2026-03-06 21:18:10.980736,1
2026-03-06 21:18:11.024023,0
2026-03-06 21:18:11.082242,1
2026-03-06 21:18:11.126422,0
2026-03-06 21:18:11.184734,1
2026-03-06 21:18:11.228428,0
2026-03-06 21:18:11.286349,1
2026-03-06 21:18:11.329955,0
2026-03-06 21:18:11.388761,1
2026-03-06 21:18:11.431963,0
2026-03-06 21:18:11.490842,1
2026-03-06 21:18:11.534604,0
2026-03-06 21:18:11.592599,1
2026-03-06 21:18:11.636653,0
2026-03-06 21:18:11.694722,1
2026-03-06 21:18:11.738703,0
2026-03-06 21:18:11.796217,1
2026-03-06 21:18:11.840695,0
2026-03-06 21:18:11.898607,1
2026-03-06 21:18:11.942601,0
2026-03-06 21:18:12.000649,1
2026-03-06 21:18:12.044376,0
2026-03-06 21:18:12.102321,1
2026-03-06 21:18:12.146243,0
2026-03-06 21:18:12.204789,1
2026-03-06 21:18:12.248645,0
2026-03-06 21:18:12.306665,1
2026-03-06 21:18:12.350462,0
2026-03-06 21:18:12.408824,1
2026-03-06 21:18:12.452145,0
2026-03-06 21:18:12.51077,1
2026-03-06 21:18:12.554383,0
2026-03-06 21:18:12.613016,1
2026-03-06 21:18:12.656411,0
2026-03-06 21:18:12.714843,1
2026-03-06 21:18:12.758792,0
2026-03-06 21:18:12.816749,1
2026-03-06 21:18:12.860127,0
2026-03-06 21:18:12.918612,1
2026-03-06 21:18:12.962668,0
2026-03-06 21:18:13.020497,1
2026-03-06 21:18:13.063911,0
2026-03-06 21:18:13.122477,1
2026-03-06 21:18:13.166761,0
2026-03-06 21:18:13.224508,1
2026-03-06 21:18:13.268207,0
2026-03-06 21:18:13.326549,1
2026-03-06 21:18:13.370292,0
2026-03-06 21:18:13.428743,1
2026-03-06 21:18:13.472465,0
2026-03-06 21:18:13.530702,1
2026-03-06 21:18:13.574489,0
2026-03-06 21:18:13.632727,1
2026-03-06 21:18:13.676198,0
2026-03-06 21:18:13.734509,1
2026-03-06 21:18:13.778264,0
2026-03-06 21:18:13.836833,1
2026-03-06 21:18:13.880193,0
2026-03-06 21:18:13.938729,1
2026-03-06 21:18:13.982475,0
2026-03-06 21:18:14.040811,1
2026-03-06 21:18:14.084401,0
2026-03-06 21:18:14.142758,1
2026-03-06 21:18:14.186892,0
2026-03-06 21:18:14.24441,1
2026-03-06 21:18:14.288397,0
2026-03-06 21:18:14.346619,1
2026-03-06 21:18:14.390616,0
2026-03-06 21:18:14.448344,1
2026-03-06 21:18:14.492253,0
2026-03-06 21:18:14.55074,1
2026-03-06 21:18:14.594605,0
2026-03-06 21:18:14.652736,1
2026-03-06 21:18:14.696147,0
2026-03-06 21:18:14.755124,1
2026-03-06 21:18:14.798833,0
2026-03-06 21:18:14.856821,1
2026-03-06 21:18:14.900829,0
2026-03-06 21:18:14.958663,1
2026-03-06 21:18:15.002292,0
2026-03-06 21:18:15.061119,1
2026-03-06 21:18:15.104826,0
2026-03-06 21:18:15.162436,1
2026-03-06 21:18:15.206534,0
2026-03-06 21:18:15.264868,1
2026-03-06 21:18:15.30834,0
2026-03-06 21:18:15.367433,1
2026-03-06 21:18:15.410679,0
2026-03-06 21:18:15.468646,1
2026-03-06 21:18:15.512381,0
2026-03-06 21:18:15.570632,1
2026-03-06 21:18:15.614571,0
2026-03-06 21:18:15.672637,1
2026-03-06 21:18:15.716228,0
2026-03-06 21:18:15.774916,1
2026-03-06 21:18:15.818665,0
2026-03-06 21:18:15.876494,1
2026-03-06 21:18:15.920529,0
2026-03-06 21:18:15.978861,1
2026-03-06 21:18:16.022402,0
2026-03-06 21:18:16.080556,1
2026-03-06 21:18:16.124379,0
2026-03-06 21:18:16.182594,1
2026-03-06 21:18:16.226426,0
2026-03-06 21:18:16.284773,1
2026-03-06 21:18:16.328385,0
2026-03-06 21:18:16.38639,1
2026-03-06 21:18:16.431033,0
2026-03-06 21:18:16.488654,1
2026-03-06 21:18:16.5326,0
2026-03-06 21:18:16.591169,1
2026-03-06 21:18:16.634123,0
2026-03-06 21:18:16.693144,1
2026-03-06 21:18:16.736229,0
2026-03-06 21:18:16.794633,1
2026-03-06 21:18:16.838523,0
2026-03-06 21:18:16.896544,1
2026-03-06 21:18:16.940108,0
2026-03-06 21:18:16.998497,1
2026-03-06 21:18:17.042483,0
2026-03-06 21:18:17.10069,1
2026-03-06 21:18:17.144116,0
2026-03-06 21:18:17.202572,1
2026-03-06 21:18:17.246053,0
2026-03-06 21:18:17.304479,1
2026-03-06 21:18:17.348473,0
2026-03-06 21:18:17.406738,1
2026-03-06 21:18:17.450872,0
2026-03-06 21:18:17.508518,1
2026-03-06 21:18:17.552543,0
2026-03-06 21:18:17.610746,1
2026-03-06 21:18:17.654368,0
2026-03-06 21:18:17.71229,1
2026-03-06 21:18:17.75593,0
2026-03-06 21:18:17.814204,1
2026-03-06 21:18:17.858041,0
2026-03-06 21:18:17.916668,1
2026-03-06 21:18:17.960677,0
2026-03-06 21:18:18.018631,1
2026-03-06 21:18:18.062201,0
2026-03-06 21:18:18.120587,1
2026-03-06 21:18:18.164438,0
2026-03-06 21:18:18.222507,1
2026-03-06 21:18:18.266478,0
2026-03-06 21:18:18.324712,1
2026-03-06 21:18:18.368023,0
2026-03-06 21:18:18.426785,1
2026-03-06 21:18:18.47018,0
2026-03-06 21:18:18.528281,1
2026-03-06 21:18:18.572325,0
2026-03-06 21:18:18.630325,1
2026-03-06 21:18:18.67394,0
2026-03-06 21:18:18.732392,1
2026-03-06 21:18:18.776205,0
2026-03-06 21:18:18.834402,1
2026-03-06 21:18:18.878009,0
2026-03-06 21:18:18.936367,1
2026-03-06 21:18:18.980343,0
2026-03-06 21:18:19.03818,1
2026-03-06 21:18:19.082044,0
2026-03-06 21:18:19.140642,1
2026-03-06 21:18:19.184632,0
2026-03-06 21:18:19.242653,1
2026-03-06 21:18:19.28607,0
2026-03-06 21:18:19.34466,1
2026-03-06 21:18:19.388154,0
2026-03-06 21:18:19.446657,1
2026-03-06 21:18:19.490291,0
2026-03-06 21:18:19.548804,1
2026-03-06 21:18:19.59262,0
2026-03-06 21:18:19.650973,1
2026-03-06 21:18:19.69436,0
2026-03-06 21:18:19.75225,1
2026-03-06 21:18:19.79695,0
2026-03-06 21:18:19.854801,1
2026-03-06 21:18:19.8985,0
2026-03-06 21:18:19.956773,1
2026-03-06 21:18:20.000309,0
2026-03-06 21:18:20.058304,1
2026-03-06 21:18:20.102592,0
2026-03-06 21:18:20.160642,1
2026-03-06 21:18:20.204284,0
2026-03-06 21:18:20.262611,1
