time,ACT.Fuel_Fill_Vent.raw_adc_counts
2026-03-06 21:24:23.019835,0
2026-03-06 21:24:23.079666,1049137699
2026-03-06 21:24:23.121671,0
2026-03-06 21:24:23.181241,1049164739
2026-03-06 21:24:23.223431,0
2026-03-06 21:24:23.283491,1049083618
2026-03-06 21:24:23.325288,0
2026-03-06 21:24:23.385622,1049056578
2026-03-06 21:24:23.427305,978534504
2026-03-06 21:24:23.487151,1049029538
2026-03-06 21:24:23.529662,0
2026-03-06 21:24:23.589315,1049029538
2026-03-06 21:24:23.631574,978534504
2026-03-06 21:24:23.691474,1049083618
2026-03-06 21:24:23.733672,0
2026-03-06 21:24:23.793286,1049110659
2026-03-06 21:24:23.835296,0
2026-03-06 21:24:23.895298,1049137699
2026-03-06 21:24:23.937604,0
2026-03-06 21:24:23.997457,1049164739
2026-03-06 21:24:24.039773,0
2026-03-06 21:24:24.099444,1049083618
2026-03-06 21:24:24.141217,0
2026-03-06 21:24:24.201475,1049029538
2026-03-06 21:24:24.243638,0
2026-03-06 21:24:24.303222,1049002498
2026-03-06 21:24:24.345731,0
2026-03-06 21:24:24.40519,1049056578
2026-03-06 21:24:24.447177,0
2026-03-06 21:24:24.507274,1049083618
2026-03-06 21:24:24.549697,978534504
2026-03-06 21:24:24.609423,1049137699
2026-03-06 21:24:24.651891,0
2026-03-06 21:24:24.711556,1049137699
2026-03-06 21:24:24.753662,978534504
2026-03-06 21:24:24.813701,1049164739
2026-03-06 21:24:24.85573,0
2026-03-06 21:24:24.915265,1049110659
2026-03-06 21:24:24.957441,0
2026-03-06 21:24:25.017183,1049083618
2026-03-06 21:24:25.059623,978534504
2026-03-06 21:24:25.119191,1049029538
2026-03-06 21:24:25.161556,0
2026-03-06 21:24:25.221576,1049056578
2026-03-06 21:24:25.263491,0
2026-03-06 21:24:25.323736,1049056578
2026-03-06 21:24:25.365237,978534504
2026-03-06 21:24:25.425515,1049083618
2026-03-06 21:24:25.467432,0
2026-03-06 21:24:25.527435,1049191779
2026-03-06 21:24:25.569879,0
2026-03-06 21:24:25.629719,1049110659
2026-03-06 21:24:25.67137,0
2026-03-06 21:24:25.73182,1049137699
2026-03-06 21:24:25.773479,978534504
2026-03-06 21:24:25.833299,1049137699
2026-03-06 21:24:25.875562,978534504
2026-03-06 21:24:25.935392,1049083618
2026-03-06 21:24:25.977359,0
2026-03-06 21:24:26.037475,1049056578
2026-03-06 21:24:26.079672,0
2026-03-06 21:24:26.139327,1049083618
2026-03-06 21:24:26.181424,0
2026-03-06 21:24:26.241323,1049110659
2026-03-06 21:24:26.283689,978534504
2026-03-06 21:24:26.343328,1049083618
2026-03-06 21:24:26.385364,0
2026-03-06 21:24:26.446398,1049137699
2026-03-06 21:24:26.487644,0
2026-03-06 21:24:26.547154,1049083618
2026-03-06 21:24:26.58962,0
2026-03-06 21:24:26.649656,1049056578
2026-03-06 21:24:26.691234,978534504
2026-03-06 21:24:26.751387,1049056578
2026-03-06 21:24:26.793627,0
2026-03-06 21:24:26.853386,1049083618
2026-03-06 21:24:26.895659,978534504
2026-03-06 21:24:26.955624,1049056578
2026-03-06 21:24:26.997789,0
2026-03-06 21:24:27.057556,1049083618
2026-03-06 21:24:27.099524,0
2026-03-06 21:24:27.159149,1049083618
2026-03-06 21:24:27.201524,0
2026-03-06 21:24:27.261269,1049110659
2026-03-06 21:24:27.303631,978534504
2026-03-06 21:24:27.363344,1049083618
2026-03-06 21:24:27.405743,0
2026-03-06 21:24:27.465604,1049083618
2026-03-06 21:24:27.507292,0
2026-03-06 21:24:27.567146,1049056578
2026-03-06 21:24:27.609486,0
2026-03-06 21:24:27.669632,1049137699
2026-03-06 21:24:27.711378,978534504
2026-03-06 21:24:27.771513,1049408101
2026-03-06 21:24:27.813541,0
2026-03-06 21:24:27.8737,1049245860
2026-03-06 21:24:27.915673,0
2026-03-06 21:24:27.975767,1049462181
2026-03-06 21:24:28.017882,0
2026-03-06 21:24:28.077691,1049191779
2026-03-06 21:24:28.119464,978534504
