time,RTD.CH3.raw_resistance_counts
2026-03-06 21:14:18.315778,58115402
2026-03-06 21:14:18.315832,58137661
2026-03-06 21:14:18.315841,58121413
2026-03-06 21:14:18.31585,58133415
2026-03-06 21:14:18.315858,58180605
2026-03-06 21:14:18.315867,58114684
2026-03-06 21:14:18.315875,58181156
2026-03-06 21:14:18.315884,50980555
2026-03-06 21:14:18.315893,55994005
2026-03-06 21:14:18.316871,59995636
2026-03-06 21:14:18.316878,58732890
2026-03-06 21:14:18.316882,58255247
2026-03-06 21:14:18.316887,58140543
2026-03-06 21:14:18.316891,58083193
2026-03-06 21:14:18.316896,58013060
2026-03-06 21:14:18.3169,58104128
2026-03-06 21:14:18.316905,58056135
2026-03-06 21:14:18.316909,58150114
2026-03-06 21:14:18.317437,58208827
2026-03-06 21:14:18.317442,58094768
2026-03-06 21:14:18.317446,58094008
2026-03-06 21:14:18.317451,58049983
2026-03-06 21:14:18.317456,58080530
2026-03-06 21:14:18.31746,58026430
2026-03-06 21:14:18.317464,58101038
2026-03-06 21:14:18.317469,58072896
2026-03-06 21:14:18.317473,58136450
2026-03-06 21:14:18.319367,58157176
2026-03-06 21:14:18.319374,58156710
2026-03-06 21:14:18.319379,58090449
2026-03-06 21:14:18.319383,58144289
2026-03-06 21:14:18.319388,58113724
2026-03-06 21:14:18.319392,57920669
2026-03-06 21:14:18.319397,57959654
2026-03-06 21:14:18.319401,58101180
2026-03-06 21:14:18.319405,58128367
2026-03-06 21:14:18.332789,58257170
2026-03-06 21:14:18.332803,58163724
2026-03-06 21:14:18.332807,58201582
2026-03-06 21:14:18.332812,58172955
2026-03-06 21:14:18.332816,58132855
2026-03-06 21:14:18.332821,58118347
2026-03-06 21:14:18.332825,58088442
2026-03-06 21:14:18.33283,58032921
2026-03-06 21:14:18.332834,58106045
2026-03-06 21:14:18.467984,57876326
2026-03-06 21:14:18.467994,58087267
2026-03-06 21:14:18.467999,58089427
2026-03-06 21:14:18.468003,58142533
2026-03-06 21:14:18.468008,58069269
2026-03-06 21:14:18.468012,58095613
2026-03-06 21:14:18.468017,58110282
2026-03-06 21:14:18.468021,57947659
2026-03-06 21:14:18.468025,58054693
2026-03-06 21:14:18.603038,58262363
2026-03-06 21:14:18.603052,58213264
2026-03-06 21:14:18.603058,58183086
2026-03-06 21:14:18.603064,58194536
2026-03-06 21:14:18.60307,58201849
2026-03-06 21:14:18.603076,58164895
2026-03-06 21:14:18.603082,58136663
2026-03-06 21:14:18.603088,58035672
2026-03-06 21:14:18.603094,58087305
2026-03-06 21:14:18.737756,57939743
2026-03-06 21:14:18.737788,57827243
2026-03-06 21:14:18.737792,58218363
2026-03-06 21:14:18.737797,58201636
2026-03-06 21:14:18.737801,58217110
2026-03-06 21:14:18.737806,58188688
2026-03-06 21:14:18.73781,58177460
2026-03-06 21:14:18.737815,58118821
2026-03-06 21:14:18.737819,58114269
2026-03-06 21:14:18.872725,58178221
2026-03-06 21:14:18.872737,58158872
2026-03-06 21:14:18.872742,58174837
2026-03-06 21:14:18.872748,58161629
2026-03-06 21:14:18.872754,58170754
2026-03-06 21:14:18.872759,57960569
2026-03-06 21:14:18.872765,58025262
