time,TC_Cal.CH19.timestamp_ns
2026-03-06 21:14:19.124268,1772831659124246852
2026-03-06 21:14:19.251239,1772831659251222466
2026-03-06 21:14:19.377439,1772831659377285187
2026-03-06 21:14:19.506794,1772831659506761718
2026-03-06 21:14:19.633687,1772831659633525301
2026-03-06 21:14:19.758991,1772831659758955119
2026-03-06 21:14:19.88656,1772831659886543795
2026-03-06 21:14:20.018517,1772831660018496560
2026-03-06 21:14:20.144963,1772831660144928054
2026-03-06 21:14:20.272478,1772831660272458558
2026-03-06 21:14:20.398865,1772831660398838880
2026-03-06 21:14:20.526363,1772831660526334810
2026-03-06 21:14:20.65317,1772831660653143466
2026-03-06 21:14:20.781752,1772831660781710553
2026-03-06 21:14:20.907913,1772831660907890730
2026-03-06 21:14:21.038912,1772831661038860980
2026-03-06 21:14:21.170561,1772831661170373694
2026-03-06 21:14:21.29571,1772831661295674283
2026-03-06 21:14:21.420352,1772831661420323532
2026-03-06 21:14:21.547454,1772831661547436466
2026-03-06 21:14:21.675125,1772831661675095245
2026-03-06 21:14:21.802621,1772831661802586720
2026-03-06 21:14:21.930539,1772831661930511310
2026-03-06 21:14:22.061028,1772831662060937741
2026-03-06 21:14:22.187868,1772831662187845525
2026-03-06 21:14:22.313916,1772831662313839047
2026-03-06 21:14:22.44206,1772831662441994325
2026-03-06 21:14:22.568068,1772831662568046209
2026-03-06 21:14:22.694427,1772831662694420836
2026-03-06 21:14:22.823553,1772831662823475968
2026-03-06 21:14:22.950274,1772831662950264452
2026-03-06 21:14:23.081116,1772831663081089571
2026-03-06 21:14:23.208412,1772831663208394133
2026-03-06 21:14:23.335077,1772831663335044601
2026-03-06 21:14:23.461444,1772831663461434954
2026-03-06 21:14:23.589471,1772831663589437383
2026-03-06 21:14:23.716941,1772831663716915784
2026-03-06 21:14:23.844292,1772831663844274118
2026-03-06 21:14:23.971634,1772831663971612430
2026-03-06 21:14:24.103654,1772831664103627274
2026-03-06 21:14:24.229384,1772831664229353984
2026-03-06 21:14:24.356918,1772831664356857145
2026-03-06 21:14:24.482504,1772831664482478710
2026-03-06 21:14:24.611041,1772831664611017073
2026-03-06 21:14:24.738121,1772831664738088499
2026-03-06 21:14:24.865391,1772831664865380503
2026-03-06 21:14:24.992592,1772831664992555773
2026-03-06 21:14:25.123355,1772831665123337930
2026-03-06 21:14:25.250213,1772831665250202073
2026-03-06 21:14:25.377599,1772831665377537960
2026-03-06 21:14:25.504952,1772831665504850767
2026-03-06 21:14:25.631952,1772831665631915747
2026-03-06 21:14:25.757884,1772831665757869412
2026-03-06 21:14:25.886255,1772831665886186238
2026-03-06 21:14:26.013461,1772831666013443064
2026-03-06 21:14:26.143792,1772831666143776155
2026-03-06 21:14:26.272359,1772831666272333265
2026-03-06 21:14:26.399945,1772831666399905793
2026-03-06 21:14:26.526142,1772831666526109415
2026-03-06 21:14:26.652418,1772831666652395338
2026-03-06 21:14:26.779545,1772831666779517789
2026-03-06 21:14:26.908616,1772831666908598859
2026-03-06 21:14:27.034089,1772831667034061557
2026-03-06 21:14:27.164595,1772831667164573090
2026-03-06 21:14:27.292229,1772831667292188450
2026-03-06 21:14:27.419359,1772831667419337637
2026-03-06 21:14:27.546599,1772831667546569396
