time,BOARD.HB_12.packet_ts_ms
2026-03-06 21:14:18.309903,10878331
2026-03-06 21:14:18.316737,10879340
2026-03-06 21:14:18.894567,10880340
2026-03-06 21:14:19.894618,10881340
2026-03-06 21:14:20.894255,10882340
2026-03-06 21:14:21.894583,10883340
2026-03-06 21:14:22.904474,10884350
2026-03-06 21:14:23.912688,10885358
2026-03-06 21:14:24.912758,10886358
2026-03-06 21:14:25.91238,10887358
2026-03-06 21:14:26.912509,10888358
2026-03-06 21:14:27.91251,10889358
2026-03-06 21:14:28.92232,10890368
2026-03-06 21:14:29.93076,10891376
2026-03-06 21:14:30.930953,10892376
2026-03-06 21:14:31.930363,10893376
2026-03-06 21:14:32.930891,10894376
2026-03-06 21:14:33.930375,10895376
2026-03-06 21:14:34.940302,10896386
2026-03-06 21:14:35.948864,10897394
2026-03-06 21:14:36.948901,10898394
2026-03-06 21:14:37.948834,10899394
2026-03-06 21:14:38.948753,10900394
2026-03-06 21:14:39.948732,10901394
2026-03-06 21:14:40.958278,10902404
2026-03-06 21:14:41.966587,10903412
2026-03-06 21:14:42.966506,10904412
2026-03-06 21:14:43.967121,10905412
2026-03-06 21:14:44.966792,10906412
2026-03-06 21:14:45.966984,10907412
2026-03-06 21:14:46.977518,10908422
2026-03-06 21:14:47.985182,10909430
2026-03-06 21:14:48.985249,10910430
2026-03-06 21:14:49.985227,10911430
2026-03-06 21:14:50.984702,10912430
2026-03-06 21:14:51.984511,10913430
2026-03-06 21:14:52.994577,10914440
2026-03-06 21:14:54.003182,10915448
2026-03-06 21:14:55.003296,10916448
2026-03-06 21:14:56.003063,10917448
2026-03-06 21:14:57.00284,10918448
2026-03-06 21:14:58.003011,10919448
2026-03-06 21:14:59.012854,10920458
2026-03-06 21:15:00.020885,10921466
2026-03-06 21:15:01.021559,10922466
2026-03-06 21:15:02.02074,10923466
2026-03-06 21:15:03.022018,10924466
2026-03-06 21:15:04.021133,10925466
2026-03-06 21:15:05.030842,10926476
2026-03-06 21:15:06.039,10927484
2026-03-06 21:15:07.039131,10928484
2026-03-06 21:15:08.038866,10929484
2026-03-06 21:15:09.039351,10930484
2026-03-06 21:15:10.039482,10931484
2026-03-06 21:15:11.048953,10932494
2026-03-06 21:15:12.057556,10933502
2026-03-06 21:15:13.057278,10934502
2026-03-06 21:15:14.057064,10935502
2026-03-06 21:15:15.056918,10936502
2026-03-06 21:15:16.057376,10937502
2026-03-06 21:15:17.066718,10938512
2026-03-06 21:15:18.075269,10939520
2026-03-06 21:15:19.075367,10940520
2026-03-06 21:15:20.075086,10941520
2026-03-06 21:15:21.075199,10942520
2026-03-06 21:15:22.075044,10943520
2026-03-06 21:15:23.084722,10944530
2026-03-06 21:15:24.093178,10945538
2026-03-06 21:15:25.093372,10946538
2026-03-06 21:15:26.09459,10947538
2026-03-06 21:15:27.093622,10948538
2026-03-06 21:15:28.093227,10949538
2026-03-06 21:15:29.103189,10950548
2026-03-06 21:15:30.111566,10951556
2026-03-06 21:15:31.111499,10952556
2026-03-06 21:15:32.11136,10953556
2026-03-06 21:15:33.111417,10954556
2026-03-06 21:15:34.111421,10955556
2026-03-06 21:15:35.121222,10956566
2026-03-06 21:15:36.129446,10957574
2026-03-06 21:15:37.12931,10958574
2026-03-06 21:15:38.129459,10959574
2026-03-06 21:15:39.129819,10960574
2026-03-06 21:15:40.129391,10961574
2026-03-06 21:15:41.140821,10962584
2026-03-06 21:15:42.147367,10963592
2026-03-06 21:15:43.148094,10964592
2026-03-06 21:15:44.147562,10965592
2026-03-06 21:15:45.147966,10966592
2026-03-06 21:15:46.147317,10967592
2026-03-06 21:15:47.157194,10968602
2026-03-06 21:15:48.165561,10969610
2026-03-06 21:15:49.165565,10970610
2026-03-06 21:15:50.165377,10971610
2026-03-06 21:15:51.1655,10972610
2026-03-06 21:15:52.165712,10973610
2026-03-06 21:15:53.175515,10974620
2026-03-06 21:15:54.183596,10975628
2026-03-06 21:15:55.183889,10976628
2026-03-06 21:15:56.183798,10977628
2026-03-06 21:15:57.184068,10978628
2026-03-06 21:15:58.183755,10979628
2026-03-06 21:15:59.193362,10980638
2026-03-06 21:16:00.201985,10981646
2026-03-06 21:16:01.201999,10982646
2026-03-06 21:16:02.201666,10983646
2026-03-06 21:16:03.20171,10984646
2026-03-06 21:16:04.201669,10985646
2026-03-06 21:16:05.211395,10986656
2026-03-06 21:16:06.220023,10987664
2026-03-06 21:16:07.220038,10988664
2026-03-06 21:16:08.220168,10989664
2026-03-06 21:16:09.219956,10990664
2026-03-06 21:16:10.220087,10991664
2026-03-06 21:16:11.22946,10992674
2026-03-06 21:16:12.238003,10993682
2026-03-06 21:16:13.237705,10994682
2026-03-06 21:16:14.237794,10995682
2026-03-06 21:16:15.238059,10996682
2026-03-06 21:16:16.238016,10997682
2026-03-06 21:16:17.247823,10998692
2026-03-06 21:16:18.256374,10999700
2026-03-06 21:16:19.256203,11000700
2026-03-06 21:16:20.256049,11001700
2026-03-06 21:16:21.256126,11002700
2026-03-06 21:16:22.255768,11003700
2026-03-06 21:16:23.265774,11004710
2026-03-06 21:16:24.274184,11005718
2026-03-06 21:16:25.274027,11006718
2026-03-06 21:16:26.274035,11007718
2026-03-06 21:16:27.274173,11008718
2026-03-06 21:16:28.274376,11009718
2026-03-06 21:16:29.283891,11010728
2026-03-06 21:16:30.292054,11011736
2026-03-06 21:16:31.291818,11012736
