time,ACT.GSE_LOX_Fill_Vent.raw_adc_counts
2026-03-06 21:14:40.902665,0
2026-03-06 21:14:40.957698,1066462479
2026-03-06 21:14:41.004519,0
2026-03-06 21:14:41.059909,1066462479
2026-03-06 21:14:41.106482,0
2026-03-06 21:14:41.161544,1066435439
2026-03-06 21:14:41.208796,0
2026-03-06 21:14:41.263538,1066408399
2026-03-06 21:14:41.310856,0
2026-03-06 21:14:41.365968,1066435439
2026-03-06 21:14:41.412211,0
2026-03-06 21:14:41.467726,1066435439
2026-03-06 21:14:41.514502,0
2026-03-06 21:14:41.569586,1066421919
2026-03-06 21:14:41.616491,0
2026-03-06 21:14:41.671913,1066435439
2026-03-06 21:14:41.718664,0
2026-03-06 21:14:41.773948,1066408399
2026-03-06 21:14:41.820431,0
2026-03-06 21:14:41.875849,1066469239
2026-03-06 21:14:41.922448,0
2026-03-06 21:14:41.97788,1066435439
2026-03-06 21:14:42.024512,0
2026-03-06 21:14:42.079663,1066435439
2026-03-06 21:14:42.126625,0
2026-03-06 21:14:42.181671,1066421919
2026-03-06 21:14:42.228775,0
2026-03-06 21:14:42.283865,1066428679
2026-03-06 21:14:42.330711,0
2026-03-06 21:14:42.385857,1066408399
2026-03-06 21:14:42.43236,0
2026-03-06 21:14:42.48793,1066448959
2026-03-06 21:14:42.53453,0
2026-03-06 21:14:42.589917,1066415159
2026-03-06 21:14:42.636385,0
2026-03-06 21:14:42.692106,1066435439
2026-03-06 21:14:42.738593,0
2026-03-06 21:14:42.794261,1066455719
2026-03-06 21:14:42.84046,0
2026-03-06 21:14:42.895999,1066462479
2026-03-06 21:14:42.942801,0
2026-03-06 21:14:42.997874,1066408399
2026-03-06 21:14:43.044746,0
2026-03-06 21:14:43.100007,1066408399
2026-03-06 21:14:43.146615,0
2026-03-06 21:14:43.20172,1066435439
2026-03-06 21:14:43.248826,0
2026-03-06 21:14:43.304153,1066475999
2026-03-06 21:14:43.350676,0
2026-03-06 21:14:43.405621,1066448959
2026-03-06 21:14:43.452361,0
2026-03-06 21:14:43.507748,1066448959
2026-03-06 21:14:43.554717,0
2026-03-06 21:14:43.609943,1066442199
2026-03-06 21:14:43.656878,0
2026-03-06 21:14:43.711659,1066421919
2026-03-06 21:14:43.758484,0
2026-03-06 21:14:43.814202,1066421919
2026-03-06 21:14:43.860658,0
2026-03-06 21:14:43.915832,1066408399
2026-03-06 21:14:43.962612,0
2026-03-06 21:14:44.01779,1066408399
2026-03-06 21:14:44.064547,0
2026-03-06 21:14:44.120082,1066448959
2026-03-06 21:14:44.166523,0
2026-03-06 21:14:44.221809,1066435439
2026-03-06 21:14:44.268607,0
2026-03-06 21:14:44.324215,1066462479
2026-03-06 21:14:44.37073,0
2026-03-06 21:14:44.426002,1066421919
2026-03-06 21:14:44.472949,0
2026-03-06 21:14:44.528104,1066435439
2026-03-06 21:14:44.574696,0
2026-03-06 21:14:44.62982,1066435439
2026-03-06 21:14:44.676473,0
2026-03-06 21:14:44.732022,1066435439
2026-03-06 21:14:44.778665,0
2026-03-06 21:14:44.833699,1066435439
2026-03-06 21:14:44.880349,0
2026-03-06 21:14:44.936016,1066408399
2026-03-06 21:14:44.982537,0
2026-03-06 21:14:45.037759,1066415159
2026-03-06 21:14:45.08487,0
2026-03-06 21:14:45.139834,1066435439
2026-03-06 21:14:45.186614,0
2026-03-06 21:14:45.241643,1066448959
2026-03-06 21:14:45.288617,0
2026-03-06 21:14:45.343781,1066455719
2026-03-06 21:14:45.390364,0
2026-03-06 21:14:45.445657,1066435439
2026-03-06 21:14:45.492715,0
2026-03-06 21:14:45.547852,1066475999
2026-03-06 21:14:45.59475,0
2026-03-06 21:14:45.64987,1066469239
2026-03-06 21:14:45.696675,0
2026-03-06 21:14:45.752141,1066462479
2026-03-06 21:14:45.798608,0
2026-03-06 21:14:45.853969,1066408399
2026-03-06 21:14:45.900511,0
2026-03-06 21:14:45.955664,1066448959
2026-03-06 21:14:46.002413,0
2026-03-06 21:14:46.058358,1066448959
2026-03-06 21:14:46.104448,0
2026-03-06 21:14:46.159674,1066421919
2026-03-06 21:14:46.206667,0
2026-03-06 21:14:46.262228,1066435439
2026-03-06 21:14:46.30856,0
2026-03-06 21:14:46.363988,1066435439
2026-03-06 21:14:46.410364,0
2026-03-06 21:14:46.465807,1066435439
2026-03-06 21:14:46.512521,0
2026-03-06 21:14:46.567838,1066448959
2026-03-06 21:14:46.614578,0
2026-03-06 21:14:46.670092,1066421919
2026-03-06 21:14:46.716946,0
2026-03-06 21:14:46.771854,1066435439
2026-03-06 21:14:46.81877,0
2026-03-06 21:14:46.874273,1066469239
2026-03-06 21:14:46.920551,0
2026-03-06 21:14:46.976058,1066408399
2026-03-06 21:14:47.022447,0
2026-03-06 21:14:47.077926,1066448959
2026-03-06 21:14:47.124459,0
2026-03-06 21:14:47.179845,1066442199
2026-03-06 21:14:47.226851,0
2026-03-06 21:14:47.281932,1066421919
2026-03-06 21:14:47.328529,0
2026-03-06 21:14:47.383981,1066462479
2026-03-06 21:14:47.430935,0
2026-03-06 21:14:47.485965,1066462479
2026-03-06 21:14:47.532444,0
2026-03-06 21:14:47.58834,1066428679
2026-03-06 21:14:47.634847,0
2026-03-06 21:14:47.68999,1066448959
2026-03-06 21:14:47.736868,0
2026-03-06 21:14:47.792087,1066475999
2026-03-06 21:14:47.838426,0
2026-03-06 21:14:47.893627,1066462479
2026-03-06 21:14:47.941731,0
2026-03-06 21:14:47.995921,1066435439
2026-03-06 21:14:48.042481,0
2026-03-06 21:14:48.098054,1066442199
2026-03-06 21:14:48.145284,0
2026-03-06 21:14:48.19986,1066421919
2026-03-06 21:14:48.24686,0
2026-03-06 21:14:48.301761,1066428679
2026-03-06 21:14:48.348904,0
2026-03-06 21:14:48.404168,1066435439
2026-03-06 21:14:48.450488,0
2026-03-06 21:14:48.506099,1066435439
2026-03-06 21:14:48.552398,0
2026-03-06 21:14:48.60795,1066394878
2026-03-06 21:14:48.654678,0
2026-03-06 21:14:48.709814,1066462479
2026-03-06 21:14:48.756832,0
2026-03-06 21:14:48.812041,1066435439
2026-03-06 21:14:48.858302,0
2026-03-06 21:14:48.91411,1066435439
2026-03-06 21:14:48.961976,0
2026-03-06 21:14:49.015805,1066448959
2026-03-06 21:14:49.062668,0
2026-03-06 21:14:49.117923,1066421919
2026-03-06 21:14:49.164579,0
2026-03-06 21:14:49.219965,1066421919
2026-03-06 21:14:49.266654,0
2026-03-06 21:14:49.321783,1066448959
2026-03-06 21:14:49.368157,0
2026-03-06 21:14:49.423833,1066448959
2026-03-06 21:14:49.470464,0
2026-03-06 21:14:49.525663,1066435439
2026-03-06 21:14:49.572631,0
2026-03-06 21:14:49.628052,1066448959
2026-03-06 21:14:49.674469,0
2026-03-06 21:14:49.729637,1066415159
2026-03-06 21:14:49.776231,0
2026-03-06 21:14:49.832888,1066448959
2026-03-06 21:14:49.878386,0
2026-03-06 21:14:49.93387,1066435439
2026-03-06 21:14:49.980913,0
2026-03-06 21:14:50.036052,1066448959
2026-03-06 21:14:50.082571,0
2026-03-06 21:14:50.138047,1066435439
2026-03-06 21:14:50.184482,0
2026-03-06 21:14:50.240197,1066394878
2026-03-06 21:14:50.286947,0
2026-03-06 21:14:50.341839,1066408399
2026-03-06 21:14:50.388845,0
2026-03-06 21:14:50.443821,1066455719
2026-03-06 21:14:50.490775,0
2026-03-06 21:14:50.54602,1066435439
2026-03-06 21:14:50.592654,0
2026-03-06 21:14:50.647943,1066408399
2026-03-06 21:14:50.694549,0
2026-03-06 21:14:50.750169,1066421919
2026-03-06 21:14:50.796539,0
2026-03-06 21:14:50.851716,1066408399
2026-03-06 21:14:50.899296,0
2026-03-06 21:14:50.95388,1066421919
2026-03-06 21:14:51.0007,0
2026-03-06 21:14:51.056075,1066435439
2026-03-06 21:14:51.10241,0
2026-03-06 21:14:51.157925,1066462479
2026-03-06 21:14:51.204676,0
2026-03-06 21:14:51.260441,1066435439
2026-03-06 21:14:51.306801,0
2026-03-06 21:14:51.361896,1066421919
2026-03-06 21:14:51.408628,0
2026-03-06 21:14:51.463903,1066421919
2026-03-06 21:14:51.510629,0
2026-03-06 21:14:51.566178,1066455719
2026-03-06 21:14:51.612419,0
2026-03-06 21:14:51.667696,1066435439
2026-03-06 21:14:51.714586,0
2026-03-06 21:14:51.770075,1066462479
2026-03-06 21:14:51.816709,0
2026-03-06 21:14:51.872246,1066448959
2026-03-06 21:14:51.918446,0
2026-03-06 21:14:51.973832,1066448959
2026-03-06 21:14:52.020675,0
2026-03-06 21:14:52.076374,1066448959
2026-03-06 21:14:52.122504,0
2026-03-06 21:14:52.17801,1066421919
2026-03-06 21:14:52.224628,0
2026-03-06 21:14:52.279808,1066448959
2026-03-06 21:14:52.326602,0
2026-03-06 21:14:52.382213,1066442199
2026-03-06 21:14:52.429555,0
2026-03-06 21:14:52.484275,1066401638
2026-03-06 21:14:52.530415,0
2026-03-06 21:14:52.585914,1066448959
2026-03-06 21:14:52.632519,0
2026-03-06 21:14:52.687819,1066435439
2026-03-06 21:14:52.734607,0
2026-03-06 21:14:52.790114,1066421919
2026-03-06 21:14:52.836921,0
2026-03-06 21:14:52.892575,1066435439
2026-03-06 21:14:52.938819,0
2026-03-06 21:14:52.994122,1066448959
2026-03-06 21:14:53.04046,0
2026-03-06 21:14:53.095821,1066469239
2026-03-06 21:14:53.142365,0
2026-03-06 21:14:53.198266,1066435439
