time,ACT.GSE_LOX_Fill_Vent.raw_adc_counts
2026-03-06 21:14:18.30938,0
2026-03-06 21:14:18.309688,1066421919
2026-03-06 21:14:18.310522,0
2026-03-06 21:14:18.310585,1066421919
2026-03-06 21:14:18.310634,0
2026-03-06 21:14:18.311398,1066462479
2026-03-06 21:14:18.312076,0
2026-03-06 21:14:18.312138,1066435439
2026-03-06 21:14:18.312195,0
2026-03-06 21:14:18.312241,1066435439
2026-03-06 21:14:18.312289,0
2026-03-06 21:14:18.312947,1066455719
2026-03-06 21:14:18.313011,0
2026-03-06 21:14:18.313061,1066469239
2026-03-06 21:14:18.313109,0
2026-03-06 21:14:18.313806,1066394878
2026-03-06 21:14:18.313873,0
2026-03-06 21:14:18.31451,1066401638
2026-03-06 21:14:18.314575,0
2026-03-06 21:14:18.316432,1066428679
2026-03-06 21:14:18.316626,0
2026-03-06 21:14:18.316811,1066442199
2026-03-06 21:14:18.316958,0
2026-03-06 21:14:18.317174,1066408399
2026-03-06 21:14:18.317231,0
2026-03-06 21:14:18.318423,1066435439
2026-03-06 21:14:18.319243,0
2026-03-06 21:14:18.319455,1066455719
2026-03-06 21:14:18.319637,0
2026-03-06 21:14:18.319733,1066421919
2026-03-06 21:14:18.360148,0
2026-03-06 21:14:18.415472,1066421919
2026-03-06 21:14:18.462181,0
2026-03-06 21:14:18.517402,1066421919
2026-03-06 21:14:18.564512,0
2026-03-06 21:14:18.619163,1066448959
2026-03-06 21:14:18.665935,0
2026-03-06 21:14:18.721213,1066455719
2026-03-06 21:14:18.768289,0
2026-03-06 21:14:18.82353,1066435439
2026-03-06 21:14:18.870293,0
2026-03-06 21:14:18.925357,1066455719
2026-03-06 21:14:18.972172,0
2026-03-06 21:14:19.027622,1066462479
2026-03-06 21:14:19.074134,0
2026-03-06 21:14:19.129173,1066435439
2026-03-06 21:14:19.176435,0
2026-03-06 21:14:19.231393,1066408399
2026-03-06 21:14:19.278286,0
2026-03-06 21:14:19.333737,1066462479
2026-03-06 21:14:19.380054,0
2026-03-06 21:14:19.435131,1066421919
2026-03-06 21:14:19.482055,0
2026-03-06 21:14:19.537268,1066435439
2026-03-06 21:14:19.584564,0
2026-03-06 21:14:19.639668,1066421919
2026-03-06 21:14:19.686317,0
2026-03-06 21:14:19.741412,1066394878
2026-03-06 21:14:19.788622,0
2026-03-06 21:14:19.843689,1066455719
2026-03-06 21:14:19.890024,0
2026-03-06 21:14:19.945587,1066428679
2026-03-06 21:14:19.992786,0
2026-03-06 21:14:20.047539,1066408399
2026-03-06 21:14:20.094003,0
2026-03-06 21:14:20.14943,1066421919
2026-03-06 21:14:20.196381,0
2026-03-06 21:14:20.251192,1066448959
2026-03-06 21:14:20.298419,0
2026-03-06 21:14:20.353432,1066421919
2026-03-06 21:14:20.400414,0
2026-03-06 21:14:20.455748,1066421919
2026-03-06 21:14:20.502187,0
2026-03-06 21:14:20.55742,1066448959
2026-03-06 21:14:20.604477,0
2026-03-06 21:14:20.659118,1066462479
2026-03-06 21:14:20.706247,0
2026-03-06 21:14:20.761686,1066435439
2026-03-06 21:14:20.808744,0
2026-03-06 21:14:20.863296,1066421919
2026-03-06 21:14:20.910193,0
2026-03-06 21:14:20.965666,1066455719
2026-03-06 21:14:21.012399,0
2026-03-06 21:14:21.067212,1066435439
2026-03-06 21:14:21.114522,0
2026-03-06 21:14:21.169726,1066448959
2026-03-06 21:14:21.216192,0
2026-03-06 21:14:21.271634,1066421919
2026-03-06 21:14:21.318274,0
2026-03-06 21:14:21.373447,1066462479
2026-03-06 21:14:21.420271,0
2026-03-06 21:14:21.475492,1066448959
2026-03-06 21:14:21.522486,0
2026-03-06 21:14:21.577322,1066448959
2026-03-06 21:14:21.624333,0
2026-03-06 21:14:21.679422,1066435439
2026-03-06 21:14:21.726059,0
2026-03-06 21:14:21.781761,1066448959
2026-03-06 21:14:21.82812,0
2026-03-06 21:14:21.883257,1066435439
2026-03-06 21:14:21.930326,0
2026-03-06 21:14:21.98582,1066421919
2026-03-06 21:14:22.032562,0
2026-03-06 21:14:22.087823,1066435439
2026-03-06 21:14:22.134377,0
2026-03-06 21:14:22.189626,1066442199
2026-03-06 21:14:22.236413,0
2026-03-06 21:14:22.291437,1066448959
2026-03-06 21:14:22.338186,0
2026-03-06 21:14:22.393517,1066448959
2026-03-06 21:14:22.440346,0
2026-03-06 21:14:22.495502,1066428679
2026-03-06 21:14:22.542462,0
2026-03-06 21:14:22.597743,1066469239
2026-03-06 21:14:22.644591,0
2026-03-06 21:14:22.699611,1066428679
2026-03-06 21:14:22.746315,0
2026-03-06 21:14:22.801451,1066428679
2026-03-06 21:14:22.848258,0
2026-03-06 21:14:22.903615,1066462479
2026-03-06 21:14:22.950398,0
2026-03-06 21:14:23.005297,1066448959
2026-03-06 21:14:23.052275,0
2026-03-06 21:14:23.107665,1066435439
2026-03-06 21:14:23.154319,0
2026-03-06 21:14:23.209357,1066421919
2026-03-06 21:14:23.256227,0
2026-03-06 21:14:23.311545,1066421919
2026-03-06 21:14:23.358093,0
2026-03-06 21:14:23.413337,1066448959
2026-03-06 21:14:23.460317,0
2026-03-06 21:14:23.515396,1066435439
2026-03-06 21:14:23.562513,0
2026-03-06 21:14:23.617793,1066448959
2026-03-06 21:14:23.664526,0
2026-03-06 21:14:23.719401,1066435439
2026-03-06 21:14:23.766488,0
2026-03-06 21:14:23.821547,1066448959
2026-03-06 21:14:23.868218,0
2026-03-06 21:14:23.923819,1066462479
2026-03-06 21:14:23.970455,0
2026-03-06 21:14:24.026384,1066408399
2026-03-06 21:14:24.072086,0
2026-03-06 21:14:24.127878,1066428679
2026-03-06 21:14:24.174153,0
2026-03-06 21:14:24.229466,1066421919
2026-03-06 21:14:24.276148,0
2026-03-06 21:14:24.331336,1066421919
2026-03-06 21:14:24.37843,0
2026-03-06 21:14:24.433614,1066421919
2026-03-06 21:14:24.480509,0
2026-03-06 21:14:24.535361,1066462479
2026-03-06 21:14:24.582072,0
2026-03-06 21:14:24.637689,1066428679
2026-03-06 21:14:24.684483,0
2026-03-06 21:14:24.739631,1066421919
2026-03-06 21:14:24.786412,0
2026-03-06 21:14:24.841233,1066448959
2026-03-06 21:14:24.888349,0
2026-03-06 21:14:24.943554,1066462479
2026-03-06 21:14:24.990303,0
2026-03-06 21:14:25.045791,1066462479
2026-03-06 21:14:25.092471,0
2026-03-06 21:14:25.147267,1066442199
2026-03-06 21:14:25.194405,0
2026-03-06 21:14:25.249515,1066415159
2026-03-06 21:14:25.296291,0
2026-03-06 21:14:25.351379,1066462479
2026-03-06 21:14:25.398672,0
2026-03-06 21:14:25.453288,1066435439
2026-03-06 21:14:25.50031,0
2026-03-06 21:14:25.555679,1066448959
2026-03-06 21:14:25.602587,0
2026-03-06 21:14:25.657731,1066435439
2026-03-06 21:14:25.704321,0
2026-03-06 21:14:25.759343,1066421919
2026-03-06 21:14:25.80636,0
2026-03-06 21:14:25.861313,1066421919
2026-03-06 21:14:25.908246,0
2026-03-06 21:14:25.963301,1066448959
2026-03-06 21:14:26.010087,0
2026-03-06 21:14:26.065718,1066435439
2026-03-06 21:14:26.112596,0
2026-03-06 21:14:26.167369,1066455719
2026-03-06 21:14:26.214252,0
2026-03-06 21:14:26.269603,1066448959
2026-03-06 21:14:26.316503,0
2026-03-06 21:14:26.371843,1066435439
2026-03-06 21:14:26.418524,0
2026-03-06 21:14:26.473279,1066435439
2026-03-06 21:14:26.520165,0
2026-03-06 21:14:26.575689,1066435439
2026-03-06 21:14:26.622539,0
2026-03-06 21:14:26.677241,1066401638
2026-03-06 21:14:26.724588,0
2026-03-06 21:14:26.779807,1066455719
2026-03-06 21:14:26.826505,0
2026-03-06 21:14:26.881313,1066408399
2026-03-06 21:14:26.928224,0
2026-03-06 21:14:26.983649,1066448959
2026-03-06 21:14:27.030695,0
2026-03-06 21:14:27.085513,1066435439
2026-03-06 21:14:27.132392,0
2026-03-06 21:14:27.187676,1066448959
2026-03-06 21:14:27.234367,0
2026-03-06 21:14:27.289386,1066408399
2026-03-06 21:14:27.33638,0
2026-03-06 21:14:27.391274,1066408399
2026-03-06 21:14:27.438518,0
2026-03-06 21:14:27.493529,1066415159
2026-03-06 21:14:27.54022,0
2026-03-06 21:14:27.596613,1066421919
2026-03-06 21:14:27.642619,0
2026-03-06 21:14:27.6975,1066455719
2026-03-06 21:14:27.744519,0
2026-03-06 21:14:27.799299,1066415159
2026-03-06 21:14:27.846596,0
2026-03-06 21:14:27.901686,1066421919
2026-03-06 21:14:27.948386,0
2026-03-06 21:14:28.003947,1066421919
2026-03-06 21:14:28.050271,0
2026-03-06 21:14:28.105922,1066421919
2026-03-06 21:14:28.152449,0
2026-03-06 21:14:28.207693,1066401638
2026-03-06 21:14:28.254403,0
2026-03-06 21:14:28.309428,1066408399
2026-03-06 21:14:28.356524,0
2026-03-06 21:14:28.411577,1066448959
2026-03-06 21:14:28.458118,0
2026-03-06 21:14:28.513654,1066428679
2026-03-06 21:14:28.56047,0
2026-03-06 21:14:28.615527,1066435439
2026-03-06 21:14:28.662351,0
2026-03-06 21:14:28.717412,1066448959
2026-03-06 21:14:28.764224,0
2026-03-06 21:14:28.819741,1066421919
2026-03-06 21:14:28.86656,0
2026-03-06 21:14:28.92159,1066448959
2026-03-06 21:14:28.968628,0
2026-03-06 21:14:29.023383,1066435439
2026-03-06 21:14:29.070313,0
2026-03-06 21:14:29.125574,1066408399
2026-03-06 21:14:29.172277,0
2026-03-06 21:14:29.227336,1066435439
2026-03-06 21:14:29.274513,0
2026-03-06 21:14:29.329418,1066428679
2026-03-06 21:14:29.376759,0
2026-03-06 21:14:29.431675,1066421919
2026-03-06 21:14:29.478254,0
2026-03-06 21:14:29.533545,1066421919
2026-03-06 21:14:29.580351,0
2026-03-06 21:14:29.63569,1066401638
2026-03-06 21:14:29.682305,0
2026-03-06 21:14:29.737396,1066455719
2026-03-06 21:14:29.784388,0
2026-03-06 21:14:29.839398,1066428679
2026-03-06 21:14:29.886352,0
2026-03-06 21:14:29.94162,1066408399
2026-03-06 21:14:29.988841,0
2026-03-06 21:14:30.04347,1066462479
2026-03-06 21:14:30.090558,0
2026-03-06 21:14:30.145668,1066421919
2026-03-06 21:14:30.19245,0
2026-03-06 21:14:30.247678,1066421919
2026-03-06 21:14:30.294405,0
2026-03-06 21:14:30.349791,1066442199
2026-03-06 21:14:30.396208,0
2026-03-06 21:14:30.451711,1066435439
2026-03-06 21:14:30.498636,0
2026-03-06 21:14:30.553675,1066408399
2026-03-06 21:14:30.600578,0
2026-03-06 21:14:30.655428,1066428679
2026-03-06 21:14:30.702539,0
2026-03-06 21:14:30.759072,1066408399
2026-03-06 21:14:30.804479,0
2026-03-06 21:14:30.85938,1066421919
2026-03-06 21:14:30.906616,0
2026-03-06 21:14:30.961761,1066435439
2026-03-06 21:14:31.008535,0
2026-03-06 21:14:31.06385,1066428679
2026-03-06 21:14:31.110381,0
2026-03-06 21:14:31.165768,1066421919
2026-03-06 21:14:31.212366,0
2026-03-06 21:14:31.267883,1066428679
2026-03-06 21:14:31.314292,0
2026-03-06 21:14:31.369756,1066421919
2026-03-06 21:14:31.416268,0
2026-03-06 21:14:31.471541,1066455719
2026-03-06 21:14:31.51829,0
2026-03-06 21:14:31.573685,1066462479
2026-03-06 21:14:31.620346,0
2026-03-06 21:14:31.675511,1066421919
2026-03-06 21:14:31.72259,0
2026-03-06 21:14:31.777712,1066475999
2026-03-06 21:14:31.82473,0
2026-03-06 21:14:31.879679,1066421919
2026-03-06 21:14:31.926235,0
2026-03-06 21:14:31.981655,1066435439
2026-03-06 21:14:32.028219,0
2026-03-06 21:14:32.083738,1066421919
2026-03-06 21:14:32.130526,0
2026-03-06 21:14:32.185699,1066448959
2026-03-06 21:14:32.232333,0
2026-03-06 21:14:32.287317,1066428679
2026-03-06 21:14:32.334654,0
2026-03-06 21:14:32.389545,1066428679
2026-03-06 21:14:32.436103,0
2026-03-06 21:14:32.491658,1066475999
2026-03-06 21:14:32.538182,0
2026-03-06 21:14:32.593691,1066428679
2026-03-06 21:14:32.64045,0
2026-03-06 21:14:32.695469,1066421919
2026-03-06 21:14:32.742776,0
2026-03-06 21:14:32.797829,1066448959
2026-03-06 21:14:32.844516,0
2026-03-06 21:14:32.899593,1066421919
2026-03-06 21:14:32.946335,0
2026-03-06 21:14:33.001916,1066408399
2026-03-06 21:14:33.048734,0
2026-03-06 21:14:33.103912,1066469239
2026-03-06 21:14:33.150575,0
2026-03-06 21:14:33.205364,1066462479
2026-03-06 21:14:33.252498,0
2026-03-06 21:14:33.307543,1066428679
2026-03-06 21:14:33.354663,0
2026-03-06 21:14:33.410173,1066448959
2026-03-06 21:14:33.456271,0
2026-03-06 21:14:33.511315,1066421919
2026-03-06 21:14:33.558334,0
2026-03-06 21:14:33.613391,1066462479
2026-03-06 21:14:33.66058,0
2026-03-06 21:14:33.715603,1066462479
2026-03-06 21:14:33.762273,0
2026-03-06 21:14:33.817576,1066448959
2026-03-06 21:14:33.864718,0
2026-03-06 21:14:33.919784,1066421919
2026-03-06 21:14:33.966329,0
2026-03-06 21:14:34.021613,1066428679
2026-03-06 21:14:34.068345,0
2026-03-06 21:14:34.123821,1066421919
2026-03-06 21:14:34.170828,0
2026-03-06 21:14:34.225939,1066435439
2026-03-06 21:14:34.272268,0
2026-03-06 21:14:34.327572,1066408399
2026-03-06 21:14:34.374196,0
2026-03-06 21:14:34.429946,1066455719
2026-03-06 21:14:34.476829,0
2026-03-06 21:14:34.531661,1066462479
2026-03-06 21:14:34.578177,0
2026-03-06 21:14:34.633695,1066415159
2026-03-06 21:14:34.68013,0
2026-03-06 21:14:34.735726,1066421919
2026-03-06 21:14:34.782463,0
2026-03-06 21:14:34.837488,1066428679
2026-03-06 21:14:34.884436,0
2026-03-06 21:14:34.939567,1066408399
2026-03-06 21:14:34.986226,0
2026-03-06 21:14:35.041805,1066435439
2026-03-06 21:14:35.088657,0
2026-03-06 21:14:35.143361,1066448959
2026-03-06 21:14:35.190743,0
2026-03-06 21:14:35.24595,1066421919
2026-03-06 21:14:35.292413,0
2026-03-06 21:14:35.347858,1066421919
2026-03-06 21:14:35.394195,0
2026-03-06 21:14:35.449415,1066415159
2026-03-06 21:14:35.496586,0
2026-03-06 21:14:35.551467,1066428679
2026-03-06 21:14:35.598256,0
2026-03-06 21:14:35.653562,1066448959
2026-03-06 21:14:35.700109,0
2026-03-06 21:14:35.756097,1066421919
2026-03-06 21:14:35.802523,0
2026-03-06 21:14:35.857966,1066448959
2026-03-06 21:14:35.904621,0
2026-03-06 21:14:35.959621,1066435439
2026-03-06 21:14:36.006484,0
2026-03-06 21:14:36.062018,1066435439
2026-03-06 21:14:36.108431,0
2026-03-06 21:14:36.163817,1066462479
2026-03-06 21:14:36.210703,0
2026-03-06 21:14:36.265822,1066435439
2026-03-06 21:14:36.312696,0
2026-03-06 21:14:36.368063,1066408399
2026-03-06 21:14:36.414476,0
2026-03-06 21:14:36.469503,1066448959
2026-03-06 21:14:36.516777,0
2026-03-06 21:14:36.571614,1066435439
2026-03-06 21:14:36.618277,0
2026-03-06 21:14:36.673675,1066448959
2026-03-06 21:14:36.720224,0
2026-03-06 21:14:36.776067,1066462479
2026-03-06 21:14:36.822762,0
2026-03-06 21:14:36.877638,1066428679
2026-03-06 21:14:36.924712,0
2026-03-06 21:14:36.979367,1066421919
2026-03-06 21:14:37.026676,0
2026-03-06 21:14:37.08151,1066442199
2026-03-06 21:14:37.128553,0
2026-03-06 21:14:37.183937,1066462479
2026-03-06 21:14:37.230934,0
2026-03-06 21:14:37.285489,1066462479
2026-03-06 21:14:37.332334,0
2026-03-06 21:14:37.387759,1066421919
2026-03-06 21:14:37.434525,0
2026-03-06 21:14:37.489645,1066408399
2026-03-06 21:14:37.536574,0
2026-03-06 21:14:37.59174,1066394878
2026-03-06 21:14:37.638701,0
2026-03-06 21:14:37.693751,1066408399
2026-03-06 21:14:37.740487,0
2026-03-06 21:14:37.79578,1066448959
2026-03-06 21:14:37.842619,0
2026-03-06 21:14:37.89767,1066428679
2026-03-06 21:14:37.944735,0
2026-03-06 21:14:38.000046,1066442199
2026-03-06 21:14:38.046507,0
2026-03-06 21:14:38.101616,1066462479
2026-03-06 21:14:38.14878,0
2026-03-06 21:14:38.203701,1066462479
2026-03-06 21:14:38.250558,0
2026-03-06 21:14:38.305725,1066435439
2026-03-06 21:14:38.352523,0
2026-03-06 21:14:38.408012,1066435439
2026-03-06 21:14:38.454692,0
2026-03-06 21:14:38.509615,1066462479
2026-03-06 21:14:38.556369,0
2026-03-06 21:14:38.612177,1066462479
2026-03-06 21:14:38.658569,0
2026-03-06 21:14:38.715105,1066442199
2026-03-06 21:14:38.760505,0
2026-03-06 21:14:38.815673,1066448959
2026-03-06 21:14:38.86244,0
2026-03-06 21:14:38.917679,1066442199
2026-03-06 21:14:38.964211,0
2026-03-06 21:14:39.019987,1066421919
2026-03-06 21:14:39.066381,0
2026-03-06 21:14:39.121884,1066448959
2026-03-06 21:14:39.168432,0
2026-03-06 21:14:39.22387,1066435439
2026-03-06 21:14:39.270664,0
2026-03-06 21:14:39.325527,1066442199
2026-03-06 21:14:39.372177,0
2026-03-06 21:14:39.427489,1066435439
2026-03-06 21:14:39.474224,0
2026-03-06 21:14:39.529602,1066401638
2026-03-06 21:14:39.576341,0
2026-03-06 21:14:39.631623,1066462479
2026-03-06 21:14:39.678241,0
2026-03-06 21:14:39.733978,1066455719
2026-03-06 21:14:39.780634,0
2026-03-06 21:14:39.835867,1066408399
2026-03-06 21:14:39.883717,0
2026-03-06 21:14:39.937934,1066435439
2026-03-06 21:14:39.98425,0
2026-03-06 21:14:40.040033,1066448959
2026-03-06 21:14:40.086315,0
2026-03-06 21:14:40.141581,1066421919
2026-03-06 21:14:40.188398,0
2026-03-06 21:14:40.243768,1066421919
2026-03-06 21:14:40.290649,0
2026-03-06 21:14:40.345746,1066408399
2026-03-06 21:14:40.392548,0
2026-03-06 21:14:40.44787,1066442199
2026-03-06 21:14:40.494392,0
2026-03-06 21:14:40.549539,1066421919
2026-03-06 21:14:40.59645,0
2026-03-06 21:14:40.651729,1066428679
2026-03-06 21:14:40.698354,0
2026-03-06 21:14:40.753529,1066448959
2026-03-06 21:14:40.800481,0
2026-03-06 21:14:40.855988,1066448959
