time,PT.GSE_Low.status
2026-03-06 21:28:33.990708,0
2026-03-06 21:28:33.990766,0
2026-03-06 21:28:33.990785,0
2026-03-06 21:28:33.990824,0
2026-03-06 21:28:33.990861,0
2026-03-06 21:28:33.990895,0
2026-03-06 21:28:34.099804,0
2026-03-06 21:28:34.099916,0
2026-03-06 21:28:34.099972,0
2026-03-06 21:28:34.100027,0
2026-03-06 21:28:34.100085,0
2026-03-06 21:28:34.100125,0
2026-03-06 21:28:34.100171,0
2026-03-06 21:28:34.100201,0
2026-03-06 21:28:34.100248,0
2026-03-06 21:28:34.208452,0
2026-03-06 21:28:34.208552,0
2026-03-06 21:28:34.208601,0
2026-03-06 21:28:34.208652,0
2026-03-06 21:28:34.208704,0
2026-03-06 21:28:34.208759,0
2026-03-06 21:28:34.208809,0
2026-03-06 21:28:34.208833,0
2026-03-06 21:28:34.208866,0
2026-03-06 21:28:34.317681,0
2026-03-06 21:28:34.317766,0
2026-03-06 21:28:34.317783,0
2026-03-06 21:28:34.31781,0
2026-03-06 21:28:34.317836,0
2026-03-06 21:28:34.317853,0
2026-03-06 21:28:34.317884,0
2026-03-06 21:28:34.317903,0
2026-03-06 21:28:34.317929,0
2026-03-06 21:28:34.426462,0
2026-03-06 21:28:34.426537,0
2026-03-06 21:28:34.426572,0
2026-03-06 21:28:34.426588,0
2026-03-06 21:28:34.426619,0
2026-03-06 21:28:34.426635,0
2026-03-06 21:28:34.42666,0
2026-03-06 21:28:34.426675,0
2026-03-06 21:28:34.426696,0
2026-03-06 21:28:34.53545,0
2026-03-06 21:28:34.535525,0
2026-03-06 21:28:34.535562,0
2026-03-06 21:28:34.535579,0
2026-03-06 21:28:34.535605,0
2026-03-06 21:28:34.535617,0
2026-03-06 21:28:34.535633,0
2026-03-06 21:28:34.535657,0
2026-03-06 21:28:34.535668,0
2026-03-06 21:28:34.64465,0
2026-03-06 21:28:34.644754,0
2026-03-06 21:28:34.644822,0
2026-03-06 21:28:34.644883,0
2026-03-06 21:28:34.644928,0
2026-03-06 21:28:34.644959,0
2026-03-06 21:28:34.64498,0
2026-03-06 21:28:34.645,0
2026-03-06 21:28:34.645033,0
2026-03-06 21:28:34.75377,0
2026-03-06 21:28:34.753912,0
2026-03-06 21:28:34.753998,0
2026-03-06 21:28:34.754073,0
2026-03-06 21:28:34.754103,0
2026-03-06 21:28:34.754132,0
2026-03-06 21:28:34.754213,0
2026-03-06 21:28:34.754247,0
2026-03-06 21:28:34.754278,0
2026-03-06 21:28:34.862737,0
2026-03-06 21:28:34.862864,0
2026-03-06 21:28:34.862908,0
2026-03-06 21:28:34.862935,0
2026-03-06 21:28:34.862982,0
2026-03-06 21:28:34.863006,0
2026-03-06 21:28:34.863043,0
2026-03-06 21:28:34.863057,0
2026-03-06 21:28:34.863077,0
2026-03-06 21:28:34.971597,0
2026-03-06 21:28:34.971749,0
2026-03-06 21:28:34.971803,0
2026-03-06 21:28:34.971859,0
2026-03-06 21:28:34.971913,0
2026-03-06 21:28:34.971967,0
2026-03-06 21:28:34.972023,0
2026-03-06 21:28:34.97207,0
2026-03-06 21:28:34.972085,0
2026-03-06 21:28:35.080403,0
2026-03-06 21:28:35.08054,0
2026-03-06 21:28:35.080606,0
2026-03-06 21:28:35.080661,0
2026-03-06 21:28:35.080725,0
2026-03-06 21:28:35.080787,0
2026-03-06 21:28:35.080837,0
2026-03-06 21:28:35.080865,0
2026-03-06 21:28:35.080882,0
2026-03-06 21:28:35.189265,0
2026-03-06 21:28:35.189448,0
2026-03-06 21:28:35.189481,0
2026-03-06 21:28:35.189491,0
2026-03-06 21:28:35.189504,0
2026-03-06 21:28:35.18952,0
2026-03-06 21:28:35.189533,0
2026-03-06 21:28:35.189541,0
2026-03-06 21:28:35.189554,0
2026-03-06 21:28:35.298563,0
2026-03-06 21:28:35.29869,0
2026-03-06 21:28:35.298749,0
2026-03-06 21:28:35.298813,0
2026-03-06 21:28:35.298866,0
2026-03-06 21:28:35.298929,0
2026-03-06 21:28:35.299004,0
2026-03-06 21:28:35.299067,0
2026-03-06 21:28:35.299092,0
2026-03-06 21:28:35.407741,0
2026-03-06 21:28:35.407833,0
2026-03-06 21:28:35.407867,0
2026-03-06 21:28:35.407881,0
2026-03-06 21:28:35.407906,0
2026-03-06 21:28:35.407925,0
2026-03-06 21:28:35.407945,0
2026-03-06 21:28:35.407967,0
2026-03-06 21:28:35.407979,0
2026-03-06 21:28:35.516341,0
2026-03-06 21:28:35.516449,0
2026-03-06 21:28:35.516489,0
2026-03-06 21:28:35.516517,0
2026-03-06 21:28:35.516543,0
2026-03-06 21:28:35.516567,0
2026-03-06 21:28:35.516605,0
2026-03-06 21:28:35.516627,0
2026-03-06 21:28:35.516662,0
2026-03-06 21:28:35.625836,0
2026-03-06 21:28:35.625953,0
2026-03-06 21:28:35.626005,0
2026-03-06 21:28:35.626059,0
2026-03-06 21:28:35.626115,0
2026-03-06 21:28:35.626176,0
2026-03-06 21:28:35.626218,0
2026-03-06 21:28:35.626237,0
2026-03-06 21:28:35.626255,0
2026-03-06 21:28:35.734737,0
2026-03-06 21:28:35.734846,0
2026-03-06 21:28:35.734921,0
2026-03-06 21:28:35.734984,0
2026-03-06 21:28:35.735047,0
