time,BOARD.HB_41.board_id
2026-03-06 21:14:18.313917,41
2026-03-06 21:14:18.653924,41
2026-03-06 21:14:19.656796,41
2026-03-06 21:14:20.660896,41
2026-03-06 21:14:21.663585,41
2026-03-06 21:14:22.666906,41
2026-03-06 21:14:23.669775,41
2026-03-06 21:14:24.672465,41
2026-03-06 21:14:25.675886,41
2026-03-06 21:14:26.678975,41
2026-03-06 21:14:27.681725,41
2026-03-06 21:14:28.685106,41
2026-03-06 21:14:29.688026,41
2026-03-06 21:14:30.691221,41
2026-03-06 21:14:31.693999,41
2026-03-06 21:14:32.697416,41
2026-03-06 21:14:33.700488,41
2026-03-06 21:14:34.70305,41
2026-03-06 21:14:35.705859,41
2026-03-06 21:14:36.709241,41
2026-03-06 21:14:37.711958,41
2026-03-06 21:14:38.715574,41
2026-03-06 21:14:39.717761,41
2026-03-06 21:14:40.721075,41
2026-03-06 21:14:41.723825,41
2026-03-06 21:14:42.727127,41
2026-03-06 21:14:43.72971,41
2026-03-06 21:14:44.733221,41
2026-03-06 21:14:45.735994,41
2026-03-06 21:14:46.739085,41
2026-03-06 21:14:47.743003,41
2026-03-06 21:14:48.745019,41
2026-03-06 21:14:49.748191,41
2026-03-06 21:14:50.751342,41
2026-03-06 21:14:51.753863,41
2026-03-06 21:14:52.758812,41
2026-03-06 21:14:53.760096,41
2026-03-06 21:14:54.763206,41
2026-03-06 21:14:55.766312,41
2026-03-06 21:14:56.769498,41
2026-03-06 21:14:57.772387,41
2026-03-06 21:14:58.77539,41
2026-03-06 21:14:59.778439,41
2026-03-06 21:15:00.781295,41
2026-03-06 21:15:01.784273,41
2026-03-06 21:15:02.787523,41
2026-03-06 21:15:03.79034,41
2026-03-06 21:15:04.793504,41
2026-03-06 21:15:05.796225,41
2026-03-06 21:15:06.799401,41
2026-03-06 21:15:07.802967,41
2026-03-06 21:15:08.805587,41
2026-03-06 21:15:09.808313,41
2026-03-06 21:15:10.811169,41
2026-03-06 21:15:11.814481,41
2026-03-06 21:15:12.817717,41
2026-03-06 21:15:13.820367,41
2026-03-06 21:15:14.823605,41
2026-03-06 21:15:15.82666,41
2026-03-06 21:15:16.829591,41
2026-03-06 21:15:17.832399,41
2026-03-06 21:15:18.83584,41
2026-03-06 21:15:19.838754,41
2026-03-06 21:15:20.841465,41
2026-03-06 21:15:21.844782,41
2026-03-06 21:15:22.847388,41
2026-03-06 21:15:23.850842,41
2026-03-06 21:15:24.853893,41
2026-03-06 21:15:25.856707,41
2026-03-06 21:15:26.859855,41
