time,PT_Cal.GN2_Regulated.raw_adc
2026-03-06 21:18:16.06323,577567522
2026-03-06 21:18:16.063348,577878346
2026-03-06 21:18:16.063481,576460421
2026-03-06 21:18:16.063777,577567522
2026-03-06 21:18:16.172362,576693034
2026-03-06 21:18:16.172416,577206804
2026-03-06 21:18:16.172505,577705741
2026-03-06 21:18:16.172726,576664042
2026-03-06 21:18:16.172832,577158933
2026-03-06 21:18:16.172944,577207478
2026-03-06 21:18:16.172944,576693034
2026-03-06 21:18:16.173141,576682921
2026-03-06 21:18:16.281818,577263441
2026-03-06 21:18:16.281926,576733489
2026-03-06 21:18:16.282117,576508967
2026-03-06 21:18:16.282328,576643140
2026-03-06 21:18:16.282341,577263441
2026-03-06 21:18:16.28274,577101622
2026-03-06 21:18:16.390065,576862268
2026-03-06 21:18:16.390251,576647187
2026-03-06 21:18:16.390529,576644489
2026-03-06 21:18:16.390719,576862268
2026-03-06 21:18:16.390888,577235797
2026-03-06 21:18:16.391166,576777988
2026-03-06 21:18:16.499754,577268159
2026-03-06 21:18:16.499956,574176776
2026-03-06 21:18:16.500146,576533914
2026-03-06 21:18:16.500368,577274228
2026-03-06 21:18:16.500574,577305243
2026-03-06 21:18:16.501019,577268159
2026-03-06 21:18:16.608424,576469187
2026-03-06 21:18:16.608598,576455028
2026-03-06 21:18:16.608792,577088139
2026-03-06 21:18:16.608979,576572346
2026-03-06 21:18:16.609207,577159608
2026-03-06 21:18:16.610427,576469187
2026-03-06 21:18:16.717546,577229729
2026-03-06 21:18:16.717836,577829126
2026-03-06 21:18:16.717926,577229729
2026-03-06 21:18:16.717956,576626958
2026-03-06 21:18:16.718219,577184555
2026-03-06 21:18:16.718494,577719900
2026-03-06 21:18:16.718833,576686966
2026-03-06 21:18:16.719155,577117804
2026-03-06 21:18:16.826611,576508967
2026-03-06 21:18:16.826697,577122524
2026-03-06 21:18:16.826852,577179835
2026-03-06 21:18:16.826987,576508967
2026-03-06 21:18:16.827029,577143426
2026-03-06 21:18:16.827337,577130616
2026-03-06 21:18:16.935555,577289061
2026-03-06 21:18:16.935728,577096229
2026-03-06 21:18:16.935903,576522452
2026-03-06 21:18:16.936073,576612126
2026-03-06 21:18:16.936276,576706519
2026-03-06 21:18:16.936472,576147576
2026-03-06 21:18:16.937252,577289061
2026-03-06 21:18:17.044272,576510315
2026-03-06 21:18:17.0444,576193423
2026-03-06 21:18:17.045201,576510315
2026-03-06 21:18:17.153829,576254105
2026-03-06 21:18:17.154223,577158933
2026-03-06 21:18:17.154433,576529869
2026-03-06 21:18:17.154526,576254105
2026-03-06 21:18:17.154623,576102402
2026-03-06 21:18:17.261928,577097577
2026-03-06 21:18:17.262069,576463119
2026-03-06 21:18:17.262256,576773268
2026-03-06 21:18:17.262421,577051730
2026-03-06 21:18:17.262674,577097577
2026-03-06 21:18:17.371506,576629656
2026-03-06 21:18:17.371651,577756983
2026-03-06 21:18:17.371956,577655173
2026-03-06 21:18:17.3724,576629656
2026-03-06 21:18:17.372449,577200062
2026-03-06 21:18:17.372663,576606058
2026-03-06 21:18:17.372925,577349068
2026-03-06 21:18:17.480256,577875649
2026-03-06 21:18:17.480332,577012623
2026-03-06 21:18:17.480425,577158933
2026-03-06 21:18:17.480508,577748892
2026-03-06 21:18:17.480605,577311311
2026-03-06 21:18:17.480703,577259394
2026-03-06 21:18:17.481256,577875649
2026-03-06 21:18:17.589326,576612126
2026-03-06 21:18:17.589368,577787998
2026-03-06 21:18:17.589437,577718551
2026-03-06 21:18:17.589508,576550770
2026-03-06 21:18:17.58958,577022063
2026-03-06 21:18:17.590191,576612126
2026-03-06 21:18:17.698617,577752263
2026-03-06 21:18:17.698664,577220963
2026-03-06 21:18:17.698699,576547399
2026-03-06 21:18:17.698764,577189273
2026-03-06 21:18:17.698831,577111737
2026-03-06 21:18:17.698908,577751590
2026-03-06 21:18:17.69927,577752263
2026-03-06 21:18:17.807269,576596618
2026-03-06 21:18:17.807315,577105669
2026-03-06 21:18:17.807384,577738105
2026-03-06 21:18:17.807459,577172418
2026-03-06 21:18:17.80757,574357471
2026-03-06 21:18:17.807694,576596618
2026-03-06 21:18:17.807875,577210175
2026-03-06 21:18:17.916397,577768445
2026-03-06 21:18:17.916459,577252652
2026-03-06 21:18:17.916788,576974866
2026-03-06 21:18:17.916862,577199388
2026-03-06 21:18:17.916943,577720574
2026-03-06 21:18:17.916954,577768445
2026-03-06 21:18:17.917059,577196017
2026-03-06 21:18:17.917223,576431429
2026-03-06 21:18:17.917377,577845983
2026-03-06 21:18:17.917626,577216918
2026-03-06 21:18:18.025395,577027456
2026-03-06 21:18:18.025442,576567626
2026-03-06 21:18:18.025693,577027456
2026-03-06 21:18:18.025757,577779907
2026-03-06 21:18:18.025856,577116456
2026-03-06 21:18:18.026143,576709216
2026-03-06 21:18:18.026248,577136683
2026-03-06 21:18:18.026359,577151516
2026-03-06 21:18:18.02671,577314008
2026-03-06 21:18:18.134405,577643037
2026-03-06 21:18:18.134464,578171640
2026-03-06 21:18:18.134516,577258046
2026-03-06 21:18:18.134566,577185228
2026-03-06 21:18:18.134637,577074653
2026-03-06 21:18:18.134702,577092184
2026-03-06 21:18:18.134769,577096229
2026-03-06 21:18:18.134919,577643037
2026-03-06 21:18:18.243083,577155563
2026-03-06 21:18:18.243152,576666739
2026-03-06 21:18:18.24323,577729339
2026-03-06 21:18:18.243299,577199388
2026-03-06 21:18:18.243385,577401659
2026-03-06 21:18:18.243458,577155563
2026-03-06 21:18:18.352828,577272206
2026-03-06 21:18:18.353024,576629656
2026-03-06 21:18:18.353071,577272206
2026-03-06 21:18:18.35324,576452331
2026-03-06 21:18:18.461507,577228380
2026-03-06 21:18:18.461579,576688989
2026-03-06 21:18:18.461704,576490088
2026-03-06 21:18:18.461883,577165001
2026-03-06 21:18:18.46202,577380757
2026-03-06 21:18:18.462225,577228380
2026-03-06 21:18:18.570277,577761028
2026-03-06 21:18:18.570329,577670006
2026-03-06 21:18:18.570412,577185228
2026-03-06 21:18:18.570546,576898003
2026-03-06 21:18:18.570696,577779233
2026-03-06 21:18:18.570761,577761028
2026-03-06 21:18:18.570849,577780582
2026-03-06 21:18:18.571003,576678201
2026-03-06 21:18:18.57116,576596618
2026-03-06 21:18:18.679358,576541331
2026-03-06 21:18:18.679418,576568301
2026-03-06 21:18:18.679467,577289061
2026-03-06 21:18:18.679523,577203433
2026-03-06 21:18:18.679742,576541331
2026-03-06 21:18:18.788598,576655277
2026-03-06 21:18:18.788666,577823732
2026-03-06 21:18:18.788717,576618868
2026-03-06 21:18:18.788764,576582459
2026-03-06 21:18:18.788821,577179160
2026-03-06 21:18:18.789022,576655277
2026-03-06 21:18:18.897283,577290409
2026-03-06 21:18:18.897449,576628982
2026-03-06 21:18:18.897541,577290409
2026-03-06 21:18:18.897645,576558861
2026-03-06 21:18:19.006575,576642467
2026-03-06 21:18:19.006736,577705066
2026-03-06 21:18:19.006884,577204107
2026-03-06 21:18:19.006919,576642467
2026-03-06 21:18:19.007095,577376039
2026-03-06 21:18:19.007255,577082070
2026-03-06 21:18:19.007443,577696301
2026-03-06 21:18:19.007589,577757657
2026-03-06 21:18:19.007805,577250629
2026-03-06 21:18:19.115465,577719900
2026-03-06 21:18:19.11555,576534589
2026-03-06 21:18:19.115576,576823837
2026-03-06 21:18:19.115647,577794740
2026-03-06 21:18:19.115917,577719900
2026-03-06 21:18:19.11594,577186577
2026-03-06 21:18:19.224365,577266811
2026-03-06 21:18:19.22443,577084767
2026-03-06 21:18:19.224594,577189948
2026-03-06 21:18:19.224727,577017343
2026-03-06 21:18:19.224781,577266811
2026-03-06 21:18:19.224898,576589876
2026-03-06 21:18:19.333957,577207478
2026-03-06 21:18:19.334136,577154213
