time,ACT.GN2_Vent.channel_id
2026-03-06 21:14:18.721246,6
2026-03-06 21:14:18.721249,6
2026-03-06 21:14:18.768309,6
2026-03-06 21:14:18.768313,6
2026-03-06 21:14:18.823573,6
2026-03-06 21:14:18.823577,6
2026-03-06 21:14:18.870337,6
2026-03-06 21:14:18.870344,6
2026-03-06 21:14:18.925387,6
2026-03-06 21:14:18.925393,6
2026-03-06 21:14:18.972198,6
2026-03-06 21:14:18.972202,6
2026-03-06 21:14:19.027647,6
2026-03-06 21:14:19.027653,6
2026-03-06 21:14:19.074182,6
2026-03-06 21:14:19.07419,6
2026-03-06 21:14:19.129253,6
2026-03-06 21:14:19.129265,6
2026-03-06 21:14:19.176506,6
2026-03-06 21:14:19.176515,6
2026-03-06 21:14:19.231475,6
2026-03-06 21:14:19.231489,6
2026-03-06 21:14:19.278344,6
2026-03-06 21:14:19.278353,6
2026-03-06 21:14:19.333788,6
2026-03-06 21:14:19.333794,6
2026-03-06 21:14:19.380088,6
2026-03-06 21:14:19.380094,6
2026-03-06 21:14:19.435247,6
2026-03-06 21:14:19.435266,6
2026-03-06 21:14:19.482183,6
2026-03-06 21:14:19.482199,6
2026-03-06 21:14:19.537341,6
2026-03-06 21:14:19.537352,6
2026-03-06 21:14:19.584721,6
2026-03-06 21:14:19.584744,6
2026-03-06 21:14:19.639868,6
2026-03-06 21:14:19.639897,6
2026-03-06 21:14:19.686525,6
2026-03-06 21:14:19.686554,6
2026-03-06 21:14:19.741511,6
2026-03-06 21:14:19.741531,6
2026-03-06 21:14:19.788776,6
2026-03-06 21:14:19.788801,6
2026-03-06 21:14:19.843786,6
2026-03-06 21:14:19.843804,6
2026-03-06 21:14:19.890102,6
2026-03-06 21:14:19.890116,6
2026-03-06 21:14:19.945754,6
2026-03-06 21:14:19.94578,6
2026-03-06 21:14:19.993025,6
2026-03-06 21:14:19.993063,6
2026-03-06 21:14:20.047646,6
2026-03-06 21:14:20.047664,6
2026-03-06 21:14:20.094077,6
2026-03-06 21:14:20.09409,6
2026-03-06 21:14:20.149544,6
2026-03-06 21:14:20.14956,6
2026-03-06 21:14:20.196484,6
2026-03-06 21:14:20.196502,6
2026-03-06 21:14:20.251283,6
2026-03-06 21:14:20.251297,6
2026-03-06 21:14:20.298503,6
2026-03-06 21:14:20.298522,6
2026-03-06 21:14:20.353517,6
2026-03-06 21:14:20.353534,6
2026-03-06 21:14:20.400476,6
2026-03-06 21:14:20.400486,6
2026-03-06 21:14:20.455831,6
2026-03-06 21:14:20.455845,6
2026-03-06 21:14:20.502273,6
2026-03-06 21:14:20.502288,6
2026-03-06 21:14:20.557524,6
2026-03-06 21:14:20.557539,6
2026-03-06 21:14:20.604571,6
2026-03-06 21:14:20.604588,6
2026-03-06 21:14:20.6592,6
2026-03-06 21:14:20.659215,6
2026-03-06 21:14:20.706321,6
2026-03-06 21:14:20.706336,6
2026-03-06 21:14:20.761765,6
2026-03-06 21:14:20.761778,6
2026-03-06 21:14:20.808818,6
2026-03-06 21:14:20.808831,6
2026-03-06 21:14:20.86337,6
2026-03-06 21:14:20.863385,6
2026-03-06 21:14:20.910264,6
2026-03-06 21:14:20.910277,6
2026-03-06 21:14:20.965751,6
2026-03-06 21:14:20.965764,6
2026-03-06 21:14:21.012469,6
2026-03-06 21:14:21.012483,6
2026-03-06 21:14:21.067323,6
2026-03-06 21:14:21.067345,6
2026-03-06 21:14:21.114639,6
2026-03-06 21:14:21.114661,6
2026-03-06 21:14:21.169931,6
2026-03-06 21:14:21.169963,6
2026-03-06 21:14:21.216294,6
2026-03-06 21:14:21.216313,6
2026-03-06 21:14:21.271729,6
2026-03-06 21:14:21.271744,6
2026-03-06 21:14:21.318407,6
2026-03-06 21:14:21.318433,6
2026-03-06 21:14:21.373578,6
2026-03-06 21:14:21.373602,6
2026-03-06 21:14:21.4204,6
2026-03-06 21:14:21.420425,6
2026-03-06 21:14:21.475654,6
2026-03-06 21:14:21.475683,6
2026-03-06 21:14:21.522667,6
2026-03-06 21:14:21.522696,6
2026-03-06 21:14:21.577436,6
2026-03-06 21:14:21.577457,6
2026-03-06 21:14:21.624474,6
2026-03-06 21:14:21.624503,6
2026-03-06 21:14:21.679626,6
2026-03-06 21:14:21.679654,6
2026-03-06 21:14:21.726204,6
2026-03-06 21:14:21.72623,6
2026-03-06 21:14:21.781921,6
2026-03-06 21:14:21.781948,6
2026-03-06 21:14:21.828272,6
2026-03-06 21:14:21.828296,6
2026-03-06 21:14:21.883343,6
2026-03-06 21:14:21.883359,6
2026-03-06 21:14:21.930453,6
2026-03-06 21:14:21.930475,6
2026-03-06 21:14:21.985966,6
2026-03-06 21:14:21.985995,6
2026-03-06 21:14:22.032722,6
2026-03-06 21:14:22.032751,6
2026-03-06 21:14:22.088039,6
2026-03-06 21:14:22.088071,6
2026-03-06 21:14:22.134563,6
2026-03-06 21:14:22.134593,6
2026-03-06 21:14:22.189789,6
2026-03-06 21:14:22.189818,6
2026-03-06 21:14:22.236528,6
2026-03-06 21:14:22.23655,6
2026-03-06 21:14:22.291604,6
2026-03-06 21:14:22.291638,6
2026-03-06 21:14:22.338288,6
2026-03-06 21:14:22.338307,6
2026-03-06 21:14:22.393705,6
2026-03-06 21:14:22.393736,6
2026-03-06 21:14:22.440492,6
2026-03-06 21:14:22.440516,6
2026-03-06 21:14:22.495693,6
2026-03-06 21:14:22.495729,6
2026-03-06 21:14:22.542577,6
2026-03-06 21:14:22.542597,6
2026-03-06 21:14:22.597878,6
2026-03-06 21:14:22.597902,6
2026-03-06 21:14:22.644669,6
2026-03-06 21:14:22.644683,6
2026-03-06 21:14:22.699688,6
2026-03-06 21:14:22.699702,6
2026-03-06 21:14:22.746394,6
2026-03-06 21:14:22.746409,6
2026-03-06 21:14:22.801555,6
2026-03-06 21:14:22.801568,6
2026-03-06 21:14:22.848352,6
2026-03-06 21:14:22.848362,6
2026-03-06 21:14:22.903734,6
2026-03-06 21:14:22.903755,6
2026-03-06 21:14:22.950466,6
2026-03-06 21:14:22.950479,6
2026-03-06 21:14:23.00535,6
2026-03-06 21:14:23.005359,6
2026-03-06 21:14:23.052356,6
2026-03-06 21:14:23.052371,6
2026-03-06 21:14:23.10777,6
2026-03-06 21:14:23.107791,6
2026-03-06 21:14:23.154407,6
2026-03-06 21:14:23.154425,6
2026-03-06 21:14:23.209454,6
2026-03-06 21:14:23.20947,6
2026-03-06 21:14:23.256304,6
2026-03-06 21:14:23.256321,6
2026-03-06 21:14:23.311685,6
2026-03-06 21:14:23.311707,6
2026-03-06 21:14:23.358171,6
2026-03-06 21:14:23.358188,6
2026-03-06 21:14:23.413425,6
2026-03-06 21:14:23.413442,6
2026-03-06 21:14:23.460395,6
2026-03-06 21:14:23.460409,6
2026-03-06 21:14:23.515468,6
2026-03-06 21:14:23.51548,6
2026-03-06 21:14:23.562613,6
2026-03-06 21:14:23.562631,6
2026-03-06 21:14:23.617913,6
2026-03-06 21:14:23.617935,6
2026-03-06 21:14:23.664654,6
2026-03-06 21:14:23.664678,6
2026-03-06 21:14:23.719565,6
2026-03-06 21:14:23.719596,6
2026-03-06 21:14:23.766558,6
2026-03-06 21:14:23.766572,6
2026-03-06 21:14:23.821674,6
2026-03-06 21:14:23.821692,6
2026-03-06 21:14:23.868299,6
2026-03-06 21:14:23.868314,6
2026-03-06 21:14:23.923908,6
2026-03-06 21:14:23.923921,6
2026-03-06 21:14:23.970595,6
2026-03-06 21:14:23.970624,6
2026-03-06 21:14:24.026518,6
2026-03-06 21:14:24.026546,6
2026-03-06 21:14:24.072228,6
2026-03-06 21:14:24.072252,6
2026-03-06 21:14:24.127951,6
2026-03-06 21:14:24.127965,6
2026-03-06 21:14:24.174259,6
2026-03-06 21:14:24.174277,6
2026-03-06 21:14:24.229551,6
2026-03-06 21:14:24.229565,6
2026-03-06 21:14:24.276233,6
2026-03-06 21:14:24.276247,6
2026-03-06 21:14:24.331435,6
2026-03-06 21:14:24.331453,6
2026-03-06 21:14:24.378601,6
2026-03-06 21:14:24.378638,6
2026-03-06 21:14:24.433703,6
2026-03-06 21:14:24.433721,6
2026-03-06 21:14:24.480638,6
2026-03-06 21:14:24.480659,6
2026-03-06 21:14:24.535527,6
2026-03-06 21:14:24.535556,6
2026-03-06 21:14:24.582137,6
2026-03-06 21:14:24.582147,6
2026-03-06 21:14:24.637841,6
2026-03-06 21:14:24.637867,6
2026-03-06 21:14:24.68459,6
2026-03-06 21:14:24.68461,6
2026-03-06 21:14:24.73978,6
2026-03-06 21:14:24.73981,6
2026-03-06 21:14:24.786518,6
2026-03-06 21:14:24.78654,6
2026-03-06 21:14:24.841318,6
2026-03-06 21:14:24.841335,6
2026-03-06 21:14:24.888449,6
2026-03-06 21:14:24.888469,6
2026-03-06 21:14:24.943664,6
2026-03-06 21:14:24.943686,6
2026-03-06 21:14:24.990506,6
2026-03-06 21:14:24.990545,6
2026-03-06 21:14:25.045934,6
2026-03-06 21:14:25.045956,6
2026-03-06 21:14:25.092599,6
2026-03-06 21:14:25.092622,6
2026-03-06 21:14:25.147407,6
2026-03-06 21:14:25.14743,6
2026-03-06 21:14:25.194549,6
2026-03-06 21:14:25.194573,6
2026-03-06 21:14:25.249577,6
2026-03-06 21:14:25.249587,6
2026-03-06 21:14:25.296454,6
2026-03-06 21:14:25.296482,6
2026-03-06 21:14:25.351503,6
2026-03-06 21:14:25.351527,6
2026-03-06 21:14:25.398821,6
2026-03-06 21:14:25.398849,6
2026-03-06 21:14:25.453391,6
2026-03-06 21:14:25.453413,6
2026-03-06 21:14:25.50047,6
2026-03-06 21:14:25.500499,6
2026-03-06 21:14:25.555806,6
2026-03-06 21:14:25.55583,6
2026-03-06 21:14:25.602713,6
2026-03-06 21:14:25.602736,6
2026-03-06 21:14:25.657842,6
2026-03-06 21:14:25.657859,6
2026-03-06 21:14:25.704489,6
2026-03-06 21:14:25.704519,6
2026-03-06 21:14:25.759426,6
2026-03-06 21:14:25.759444,6
2026-03-06 21:14:25.806475,6
2026-03-06 21:14:25.806494,6
2026-03-06 21:14:25.861418,6
2026-03-06 21:14:25.86144,6
2026-03-06 21:14:25.908391,6
2026-03-06 21:14:25.908419,6
2026-03-06 21:14:25.9634,6
2026-03-06 21:14:25.963421,6
2026-03-06 21:14:26.010196,6
2026-03-06 21:14:26.010213,6
2026-03-06 21:14:26.065816,6
2026-03-06 21:14:26.065835,6
2026-03-06 21:14:26.112734,6
2026-03-06 21:14:26.112756,6
2026-03-06 21:14:26.167514,6
2026-03-06 21:14:26.167542,6
2026-03-06 21:14:26.214363,6
2026-03-06 21:14:26.214383,6
2026-03-06 21:14:26.269754,6
2026-03-06 21:14:26.269781,6
2026-03-06 21:14:26.316663,6
2026-03-06 21:14:26.316689,6
2026-03-06 21:14:26.371978,6
2026-03-06 21:14:26.372,6
2026-03-06 21:14:26.418667,6
2026-03-06 21:14:26.418696,6
2026-03-06 21:14:26.473389,6
2026-03-06 21:14:26.473409,6
2026-03-06 21:14:26.520252,6
2026-03-06 21:14:26.52027,6
2026-03-06 21:14:26.57584,6
2026-03-06 21:14:26.575869,6
2026-03-06 21:14:26.622699,6
2026-03-06 21:14:26.62272,6
2026-03-06 21:14:26.677327,6
2026-03-06 21:14:26.677344,6
2026-03-06 21:14:26.724721,6
2026-03-06 21:14:26.724746,6
2026-03-06 21:14:26.779903,6
2026-03-06 21:14:26.779922,6
2026-03-06 21:14:26.82664,6
2026-03-06 21:14:26.826667,6
2026-03-06 21:14:26.881436,6
2026-03-06 21:14:26.881459,6
2026-03-06 21:14:26.928376,6
2026-03-06 21:14:26.928405,6
2026-03-06 21:14:26.983802,6
2026-03-06 21:14:26.983833,6
2026-03-06 21:14:27.030872,6
2026-03-06 21:14:27.030901,6
2026-03-06 21:14:27.085678,6
2026-03-06 21:14:27.085706,6
2026-03-06 21:14:27.132566,6
2026-03-06 21:14:27.132599,6
2026-03-06 21:14:27.187873,6
2026-03-06 21:14:27.187906,6
2026-03-06 21:14:27.234434,6
2026-03-06 21:14:27.234446,6
2026-03-06 21:14:27.289526,6
2026-03-06 21:14:27.28955,6
2026-03-06 21:14:27.336483,6
2026-03-06 21:14:27.336504,6
2026-03-06 21:14:27.391409,6
2026-03-06 21:14:27.391438,6
2026-03-06 21:14:27.438626,6
2026-03-06 21:14:27.438644,6
2026-03-06 21:14:27.49367,6
2026-03-06 21:14:27.493696,6
2026-03-06 21:14:27.540357,6
2026-03-06 21:14:27.540372,6
2026-03-06 21:14:27.596751,6
2026-03-06 21:14:27.596778,6
2026-03-06 21:14:27.642769,6
2026-03-06 21:14:27.642799,6
2026-03-06 21:14:27.69762,6
2026-03-06 21:14:27.697641,6
2026-03-06 21:14:27.744668,6
2026-03-06 21:14:27.744697,6
2026-03-06 21:14:27.799381,6
2026-03-06 21:14:27.799396,6
2026-03-06 21:14:27.846753,6
2026-03-06 21:14:27.846779,6
2026-03-06 21:14:27.901867,6
2026-03-06 21:14:27.9019,6
2026-03-06 21:14:27.948535,6
2026-03-06 21:14:27.948562,6
2026-03-06 21:14:28.004108,6
2026-03-06 21:14:28.00414,6
2026-03-06 21:14:28.050383,6
2026-03-06 21:14:28.050414,6
2026-03-06 21:14:28.106079,6
2026-03-06 21:14:28.106105,6
2026-03-06 21:14:28.152578,6
2026-03-06 21:14:28.1526,6
2026-03-06 21:14:28.207869,6
2026-03-06 21:14:28.207896,6
2026-03-06 21:14:28.254511,6
2026-03-06 21:14:28.254532,6
2026-03-06 21:14:28.309522,6
2026-03-06 21:14:28.309537,6
2026-03-06 21:14:28.356605,6
2026-03-06 21:14:28.356618,6
2026-03-06 21:14:28.411742,6
2026-03-06 21:14:28.41177,6
2026-03-06 21:14:28.458206,6
2026-03-06 21:14:28.458222,6
2026-03-06 21:14:28.51378,6
2026-03-06 21:14:28.513802,6
2026-03-06 21:14:28.560547,6
2026-03-06 21:14:28.560561,6
2026-03-06 21:14:28.615694,6
2026-03-06 21:14:28.615727,6
2026-03-06 21:14:28.662499,6
2026-03-06 21:14:28.662525,6
2026-03-06 21:14:28.717522,6
2026-03-06 21:14:28.717546,6
2026-03-06 21:14:28.764373,6
2026-03-06 21:14:28.7644,6
2026-03-06 21:14:28.819815,6
2026-03-06 21:14:28.819828,6
2026-03-06 21:14:28.86671,6
2026-03-06 21:14:28.866737,6
2026-03-06 21:14:28.921697,6
2026-03-06 21:14:28.921719,6
2026-03-06 21:14:28.968753,6
2026-03-06 21:14:28.968775,6
2026-03-06 21:14:29.023516,6
2026-03-06 21:14:29.023541,6
2026-03-06 21:14:29.070471,6
2026-03-06 21:14:29.070498,6
2026-03-06 21:14:29.125699,6
2026-03-06 21:14:29.125718,6
2026-03-06 21:14:29.172372,6
2026-03-06 21:14:29.172387,6
2026-03-06 21:14:29.227431,6
2026-03-06 21:14:29.227446,6
2026-03-06 21:14:29.27458,6
2026-03-06 21:14:29.274591,6
2026-03-06 21:14:29.329504,6
2026-03-06 21:14:29.329523,6
2026-03-06 21:14:29.376969,6
2026-03-06 21:14:29.376998,6
2026-03-06 21:14:29.431778,6
2026-03-06 21:14:29.431794,6
2026-03-06 21:14:29.478392,6
2026-03-06 21:14:29.478414,6
2026-03-06 21:14:29.53368,6
2026-03-06 21:14:29.533702,6
2026-03-06 21:14:29.580453,6
2026-03-06 21:14:29.580474,6
2026-03-06 21:14:29.635852,6
2026-03-06 21:14:29.635884,6
2026-03-06 21:14:29.682386,6
2026-03-06 21:14:29.682399,6
2026-03-06 21:14:29.737503,6
2026-03-06 21:14:29.737519,6
2026-03-06 21:14:29.784527,6
2026-03-06 21:14:29.784543,6
2026-03-06 21:14:29.839469,6
2026-03-06 21:14:29.839479,6
2026-03-06 21:14:29.886417,6
2026-03-06 21:14:29.886429,6
2026-03-06 21:14:29.94172,6
2026-03-06 21:14:29.941734,6
2026-03-06 21:14:29.988918,6
2026-03-06 21:14:29.988933,6
2026-03-06 21:14:30.043589,6
2026-03-06 21:14:30.043606,6
2026-03-06 21:14:30.090666,6
2026-03-06 21:14:30.090679,6
2026-03-06 21:14:30.145753,6
2026-03-06 21:14:30.14577,6
2026-03-06 21:14:30.192624,6
2026-03-06 21:14:30.192653,6
2026-03-06 21:14:30.247744,6
2026-03-06 21:14:30.247757,6
2026-03-06 21:14:30.294498,6
2026-03-06 21:14:30.294514,6
2026-03-06 21:14:30.349967,6
2026-03-06 21:14:30.350009,6
2026-03-06 21:14:30.396263,6
2026-03-06 21:14:30.396274,6
2026-03-06 21:14:30.451891,6
2026-03-06 21:14:30.451927,6
2026-03-06 21:14:30.498736,6
2026-03-06 21:14:30.498754,6
2026-03-06 21:14:30.55384,6
2026-03-06 21:14:30.553866,6
2026-03-06 21:14:30.600753,6
2026-03-06 21:14:30.600784,6
2026-03-06 21:14:30.655595,6
2026-03-06 21:14:30.655628,6
2026-03-06 21:14:30.702655,6
2026-03-06 21:14:30.702677,6
2026-03-06 21:14:30.759245,6
2026-03-06 21:14:30.759274,6
2026-03-06 21:14:30.804563,6
2026-03-06 21:14:30.804578,6
2026-03-06 21:14:30.859516,6
2026-03-06 21:14:30.859539,6
2026-03-06 21:14:30.906762,6
2026-03-06 21:14:30.906784,6
2026-03-06 21:14:30.961837,6
2026-03-06 21:14:30.96185,6
2026-03-06 21:14:31.00863,6
2026-03-06 21:14:31.008646,6
2026-03-06 21:14:31.064001,6
2026-03-06 21:14:31.064025,6
2026-03-06 21:14:31.110473,6
2026-03-06 21:14:31.110487,6
2026-03-06 21:14:31.165868,6
2026-03-06 21:14:31.16589,6
2026-03-06 21:14:31.212458,6
2026-03-06 21:14:31.212474,6
2026-03-06 21:14:31.267951,6
2026-03-06 21:14:31.267964,6
2026-03-06 21:14:31.314365,6
2026-03-06 21:14:31.314379,6
2026-03-06 21:14:31.369837,6
2026-03-06 21:14:31.369851,6
2026-03-06 21:14:31.416373,6
2026-03-06 21:14:31.41639,6
2026-03-06 21:14:31.471609,6
2026-03-06 21:14:31.471621,6
2026-03-06 21:14:31.518347,6
2026-03-06 21:14:31.518359,6
2026-03-06 21:14:31.573873,6
2026-03-06 21:14:31.573907,6
2026-03-06 21:14:31.620471,6
2026-03-06 21:14:31.620494,6
2026-03-06 21:14:31.675666,6
2026-03-06 21:14:31.675696,6
2026-03-06 21:14:31.72276,6
2026-03-06 21:14:31.722785,6
2026-03-06 21:14:31.777848,6
2026-03-06 21:14:31.777876,6
2026-03-06 21:14:31.824876,6
2026-03-06 21:14:31.8249,6
2026-03-06 21:14:31.879842,6
2026-03-06 21:14:31.879874,6
2026-03-06 21:14:31.926362,6
2026-03-06 21:14:31.92641,6
2026-03-06 21:14:31.981724,6
2026-03-06 21:14:31.981735,6
2026-03-06 21:14:32.028303,6
2026-03-06 21:14:32.028315,6
2026-03-06 21:14:32.083823,6
2026-03-06 21:14:32.083836,6
2026-03-06 21:14:32.130676,6
2026-03-06 21:14:32.130692,6
2026-03-06 21:14:32.18579,6
2026-03-06 21:14:32.185805,6
2026-03-06 21:14:32.232429,6
2026-03-06 21:14:32.232446,6
2026-03-06 21:14:32.287413,6
2026-03-06 21:14:32.287429,6
2026-03-06 21:14:32.334846,6
2026-03-06 21:14:32.334878,6
2026-03-06 21:14:32.389623,6
2026-03-06 21:14:32.389638,6
2026-03-06 21:14:32.436171,6
2026-03-06 21:14:32.436185,6
2026-03-06 21:14:32.491858,6
2026-03-06 21:14:32.491884,6
2026-03-06 21:14:32.538307,6
2026-03-06 21:14:32.538329,6
2026-03-06 21:14:32.593806,6
2026-03-06 21:14:32.593828,6
2026-03-06 21:14:32.640523,6
2026-03-06 21:14:32.640537,6
2026-03-06 21:14:32.695612,6
2026-03-06 21:14:32.695625,6
2026-03-06 21:14:32.742906,6
2026-03-06 21:14:32.74293,6
2026-03-06 21:14:32.79801,6
2026-03-06 21:14:32.798044,6
2026-03-06 21:14:32.844618,6
2026-03-06 21:14:32.844638,6
2026-03-06 21:14:32.899754,6
2026-03-06 21:14:32.899782,6
2026-03-06 21:14:32.946432,6
2026-03-06 21:14:32.94645,6
2026-03-06 21:14:33.002055,6
2026-03-06 21:14:33.00208,6
2026-03-06 21:14:33.048887,6
2026-03-06 21:14:33.048916,6
2026-03-06 21:14:33.104016,6
2026-03-06 21:14:33.104037,6
2026-03-06 21:14:33.150662,6
2026-03-06 21:14:33.150678,6
2026-03-06 21:14:33.205495,6
2026-03-06 21:14:33.20552,6
2026-03-06 21:14:33.25264,6
2026-03-06 21:14:33.252665,6
2026-03-06 21:14:33.30767,6
2026-03-06 21:14:33.307694,6
2026-03-06 21:14:33.354839,6
2026-03-06 21:14:33.354868,6
2026-03-06 21:14:33.410445,6
2026-03-06 21:14:33.41049,6
2026-03-06 21:14:33.456371,6
2026-03-06 21:14:33.456387,6
2026-03-06 21:14:33.511391,6
2026-03-06 21:14:33.511407,6
2026-03-06 21:14:33.558482,6
2026-03-06 21:14:33.558507,6
2026-03-06 21:14:33.613489,6
2026-03-06 21:14:33.613509,6
2026-03-06 21:14:33.660702,6
2026-03-06 21:14:33.660721,6
2026-03-06 21:14:33.715747,6
2026-03-06 21:14:33.715774,6
2026-03-06 21:14:33.762406,6
2026-03-06 21:14:33.762427,6
2026-03-06 21:14:33.817718,6
2026-03-06 21:14:33.817751,6
2026-03-06 21:14:33.864816,6
2026-03-06 21:14:33.864833,6
2026-03-06 21:14:33.919933,6
2026-03-06 21:14:33.919965,6
2026-03-06 21:14:33.96651,6
2026-03-06 21:14:33.966533,6
2026-03-06 21:14:34.021741,6
2026-03-06 21:14:34.021756,6
2026-03-06 21:14:34.068471,6
2026-03-06 21:14:34.068491,6
2026-03-06 21:14:34.123954,6
2026-03-06 21:14:34.123983,6
2026-03-06 21:14:34.171001,6
2026-03-06 21:14:34.171032,6
2026-03-06 21:14:34.226116,6
2026-03-06 21:14:34.226146,6
2026-03-06 21:14:34.272359,6
2026-03-06 21:14:34.272374,6
2026-03-06 21:14:34.327702,6
2026-03-06 21:14:34.327727,6
2026-03-06 21:14:34.374354,6
2026-03-06 21:14:34.374384,6
2026-03-06 21:14:34.430112,6
2026-03-06 21:14:34.430141,6
2026-03-06 21:14:34.476904,6
2026-03-06 21:14:34.47692,6
2026-03-06 21:14:34.531826,6
2026-03-06 21:14:34.531856,6
2026-03-06 21:14:34.578331,6
2026-03-06 21:14:34.578364,6
2026-03-06 21:14:34.63385,6
2026-03-06 21:14:34.633876,6
2026-03-06 21:14:34.68022,6
2026-03-06 21:14:34.680233,6
2026-03-06 21:14:34.735818,6
2026-03-06 21:14:34.735834,6
2026-03-06 21:14:34.78256,6
2026-03-06 21:14:34.78258,6
2026-03-06 21:14:34.837531,6
2026-03-06 21:14:34.837539,6
2026-03-06 21:14:34.884594,6
2026-03-06 21:14:34.884621,6
2026-03-06 21:14:34.93964,6
2026-03-06 21:14:34.939653,6
2026-03-06 21:14:34.986289,6
2026-03-06 21:14:34.986301,6
2026-03-06 21:14:35.041919,6
2026-03-06 21:14:35.041933,6
2026-03-06 21:14:35.088787,6
2026-03-06 21:14:35.088811,6
2026-03-06 21:14:35.143518,6
2026-03-06 21:14:35.14354,6
2026-03-06 21:14:35.190907,6
2026-03-06 21:14:35.190933,6
2026-03-06 21:14:35.246071,6
2026-03-06 21:14:35.246095,6
2026-03-06 21:14:35.292462,6
2026-03-06 21:14:35.292472,6
2026-03-06 21:14:35.348014,6
2026-03-06 21:14:35.348045,6
2026-03-06 21:14:35.394363,6
2026-03-06 21:14:35.394382,6
2026-03-06 21:14:35.449476,6
2026-03-06 21:14:35.449485,6
2026-03-06 21:14:35.496666,6
2026-03-06 21:14:35.496683,6
2026-03-06 21:14:35.551553,6
2026-03-06 21:14:35.551567,6
2026-03-06 21:14:35.598407,6
2026-03-06 21:14:35.598433,6
2026-03-06 21:14:35.653716,6
2026-03-06 21:14:35.653737,6
2026-03-06 21:14:35.700196,6
2026-03-06 21:14:35.700211,6
2026-03-06 21:14:35.756359,6
2026-03-06 21:14:35.756391,6
2026-03-06 21:14:35.802671,6
2026-03-06 21:14:35.8027,6
2026-03-06 21:14:35.858086,6
2026-03-06 21:14:35.858107,6
2026-03-06 21:14:35.90475,6
2026-03-06 21:14:35.90477,6
2026-03-06 21:14:35.959714,6
2026-03-06 21:14:35.959734,6
2026-03-06 21:14:36.006632,6
2026-03-06 21:14:36.006664,6
2026-03-06 21:14:36.062194,6
2026-03-06 21:14:36.062224,6
2026-03-06 21:14:36.108544,6
2026-03-06 21:14:36.108565,6
2026-03-06 21:14:36.164003,6
2026-03-06 21:14:36.164034,6
2026-03-06 21:14:36.210895,6
2026-03-06 21:14:36.210931,6
2026-03-06 21:14:36.265981,6
2026-03-06 21:14:36.266005,6
2026-03-06 21:14:36.312874,6
2026-03-06 21:14:36.312908,6
2026-03-06 21:14:36.368228,6
2026-03-06 21:14:36.368256,6
2026-03-06 21:14:36.414665,6
2026-03-06 21:14:36.414693,6
2026-03-06 21:14:36.469638,6
2026-03-06 21:14:36.469662,6
2026-03-06 21:14:36.516926,6
2026-03-06 21:14:36.516957,6
2026-03-06 21:14:36.571756,6
